"","HOT.Open","HOT.High","HOT.Low","HOT.Close","HOT.Volume","HOT.Adjusted"
"128",80.650002,81.739998,80.370003,81.389999,1558200,80.295617
"129",80.970001,81.269997,79.610001,79.940002,1568200,78.865117
"130",80.040001,81.099998,79.720001,80.129997,1853000,79.052557
"131",79.309998,80.589996,78.93,78.949997,1470400,77.888423
"132",79.690002,80.309998,77.75,78.339996,1890600,77.286625
"133",77.980003,78.040001,76.129997,76.169998,3632500,75.145805
"134",76.239998,77.160004,75.18,76.940002,2474700,75.905455
"135",78.540001,78.949997,77.410004,78.93,3119300,77.868696
"136",79.370003,80.080002,79.059998,79.629997,2795100,78.55928
"137",79.989998,80.309998,79.730003,80.120003,1147100,79.042697
"138",79.949997,80.529999,79.279999,80.379997,1984800,79.299196
"139",80.529999,81.190002,80.32,80.900002,1003600,79.812208
"140",80.970001,81.550003,80.739998,81.230003,833100,80.137772
"141",81.230003,81.959999,80.739998,81.639999,1048100,80.542256
"142",81.480003,81.889999,81.099998,81.269997,1281600,80.177228
"143",81.5,81.849998,81.040001,81.07,1679200,79.97992
"144",81.5,81.669998,79.660004,80.68,1428400,79.595165
"145",80,80.059998,76.040001,76.599998,3995800,75.570023
"146",76.830002,76.93,75.019997,76.029999,2975000,75.007688
"147",77.120003,77.419998,76.230003,76.800003,1437400,75.767339
"148",77.699997,78.389999,77.339996,77.82,2087600,76.77362
"149",76.419998,76.419998,74.57,74.75,5871000,73.7449
"150",74.940002,75,74.059998,74.18,3478500,73.182565
"151",75.099998,75.639999,73.940002,74.029999,2674600,73.03458
"152",74.25,74.25,72.57,73.879997,2170100,72.886596
"153",74.400002,74.860001,73.059998,73.139999,1561500,72.156548
"154",71.989998,73.209999,71.800003,72.480003,3871400,71.505426
"155",72.669998,73.220001,71.709999,72.779999,2322900,71.801388
"156",72.650002,74.459999,72.260002,73.519997,2505700,72.531436
"157",74,76.029999,73.360001,75.360001,1748900,74.346699
"158",75.449997,75.620003,74.349998,74.629997,1253600,73.626511
"159",74.699997,75.620003,74.660004,75.309998,1561600,74.297368
"160",74.540001,74.889999,73.720001,74.040001,1523000,73.044448
"161",74.5,74.5,72.550003,72.620003,1926200,71.643543
"162",73.029999,73.730003,72.059998,73.580002,1823200,72.590634
"163",72.480003,73.129997,71.889999,71.970001,2418700,71.002282
"164",72.050003,72.150002,70.660004,71.980003,2321900,71.012149
"165",72.18,74.330002,72.18,74.269997,2074500,73.271351
"166",73.650002,74.68,73.389999,73.690002,1809000,72.699155
"167",73.889999,74.720001,73.629997,74.599998,1432700,73.596916
"168",74.300003,74.300003,71.440002,71.660004,7746400,70.696452
"169",71.449997,71.75,70.709999,71.230003,4315400,70.272234
"170",77.199997,78.150002,74.760002,75.93,8734600,74.909034
"171",76.199997,77.300003,75.940002,76.260002,2812600,75.234599
"172",76.650002,77.980003,76.370003,77.879997,2227800,76.832811
"173",78.110001,78.779999,77.650002,78.550003,2205000,77.493808
"174",80.970001,82.419998,80.529999,80.639999,6577400,79.555702
"175",80.110001,80.389999,78.849998,79.559998,3602400,78.490222
"176",79.959999,80.300003,79.360001,79.459999,2096200,78.391568
"177",79.139999,80.440002,78.599998,80.260002,2518300,79.180814
"178",80.199997,80.330002,79.279999,79.449997,1825900,78.3817
"179",79.489998,79.970001,78.830002,79.809998,1343700,78.73686
"180",79.910004,80.629997,79.610001,80.220001,1503300,79.141351
"181",80,80.089996,79.540001,80,2056000,78.924308
"182",80,80.589996,79.870003,80.330002,3088300,79.249872
"183",80.370003,83.300003,79.739998,82.860001,3797500,81.745852
"184",82.07,83.209999,81.650002,82.330002,3033400,81.592241
"185",81.739998,82,80.709999,80.940002,2138600,80.214697
"186",81.330002,81.620003,80.540001,80.75,1870900,80.026397
"187",80.040001,80.830002,79.940002,80.690002,3599800,79.966938
"188",80.620003,80.900002,80.330002,80.629997,2769600,79.90747
"189",79.690002,79.980003,79.089996,79.309998,3038200,78.599299
"190",79.620003,80.449997,79.43,80.290001,3022500,79.57052
"191",80.68,82.059998,80.639999,81.199997,1955800,80.472362
"192",80.900002,80.940002,80.120003,80.769997,2907000,80.046215
"193",81.32,81.639999,80.769997,81.510002,4166600,80.779589
"194",81.470001,82.290001,81,82,4523100,81.265196
"195",82,83.220001,81.029999,83.150002,4687200,82.404893
"196",82.889999,83.93,82.059998,83.5,5267700,82.751755
"197",84.07,84.559998,83.470001,84.389999,3903900,83.633779
"198",84.160004,85.199997,83.669998,84.910004,2233600,84.149123
"199",84.68,84.68,82.949997,82.970001,3101500,82.226505
"200",82.230003,82.669998,81.629997,81.639999,2901500,80.908422
"201",81.029999,86.760002,80.720001,84.779999,12745300,84.020283
"202",84.699997,85.57,84.160004,85.230003,4866500,84.466255
"203",85.760002,85.830002,84.309998,84.330002,1696000,83.574319
"204",84,84.470001,83.43,83.5,2145900,82.751755
"205",83.370003,83.970001,82.68,83.959999,1354200,83.207632
"206",84.040001,84.410004,83.620003,84.089996,1210900,83.336464
"207",83.339996,85.099998,82.959999,84.889999,2471300,84.129298
"208",85.040001,85.239998,84.139999,84.389999,4942600,83.633779
"209",85.099998,85.879997,84.410004,84.690002,3279500,83.931093
"210",84.620003,84.75,83.900002,84.239998,5525700,83.485121
"211",84.410004,85.010002,84.050003,84.349998,1754500,83.594136
"212",84.099998,84.309998,83.540001,83.620003,1504200,82.870682
"213",83.739998,83.830002,82.93,83.199997,1973900,82.45444
"214",83.660004,84,83.050003,83.120003,2009000,82.375163
"215",83,83.230003,82.25,82.470001,2155600,81.730986
"216",82.279999,82.769997,81.769997,81.889999,5287100,81.156181
"217",82.330002,82.629997,81.949997,82.470001,2720700,81.730986
"218",82.830002,84.300003,82.290001,83.730003,3454700,82.979697
"219",83.769997,84.199997,82.440002,83.510002,2367000,82.761667
"220",83.470001,84.019997,83.290001,83.339996,2200000,82.593185
"221",83.93,84.059998,83.050003,83.129997,1380000,82.385068
"222",83.370003,83.519997,80.720001,81.239998,4957900,80.512004
"223",81.300003,81.529999,80.059998,80.800003,3568600,80.075952
"224",87.559998,87.989998,86.519997,87.529999,19612400,86.745641
"225",87.529999,87.75,84.989998,85.949997,7677500,85.179797
"226",86.199997,86.699997,85.309998,86.550003,3129900,85.774427
"227",86.139999,86.879997,86.139999,86.18,2393600,85.407739
"228",86.25,86.269997,85.150002,85.400002,3846700,84.63473
"229",85.5,85.529999,84.529999,84.989998,2926700,84.228401
"230",85,85.720001,84.709999,85.690002,2701800,84.922132
"231",86.5,87.660004,86.419998,86.610001,1947600,85.833886
"232",85,85.940002,84.519997,84.599998,4914600,83.841896
"233",84,84.629997,83.879997,83.919998,2221000,83.167989
"234",84.489998,85.080002,83.82,83.860001,3338300,83.108529
"235",84.550003,85.07,84.260002,84.919998,3308400,84.159028
"236",85,85.110001,84.529999,84.849998,1616300,84.089656
"237",84.870003,85.739998,84.790001,85.290001,1769800,84.525715
"238",85.379997,86.120003,85.18,85.620003,2229700,84.85276
"239",85.769997,85.769997,85.050003,85.349998,1428700,84.585175
"240",85.059998,85.389999,84.809998,84.839996,1832100,84.079743
"241",85,85.32,84.5,84.779999,1020700,84.020283
"242",84.970001,84.970001,83.419998,83.900002,1613000,83.148172
"243",84.410004,84.639999,83.75,84.510002,1839700,83.752706
"244",84.550003,84.779999,83.440002,84.089996,2090100,83.336464
"245",83.949997,84.169998,82.57,82.760002,2363800,82.018388
"246",83,83.150002,82.279999,82.360001,2609400,81.993502
"247",82.18,82.769997,81.889999,82.400002,2715400,82.033325
"248",84.260002,84.769997,83.040001,84.269997,4637900,83.894998
"249",83.279999,84.449997,83.230003,83.839996,2565100,83.839996
"250",83.400002,84.800003,83,84.550003,3475800,84.550003
"251",84.18,84.18,82.550003,82.709999,2629100,82.709999
"252",82.75,82.919998,82.099998,82.169998,3819200,82.169998
"253",82.220001,82.709999,82.010002,82.139999,1636800,82.139999
