"","DTV.Open","DTV.High","DTV.Low","DTV.Close","DTV.Volume","DTV.Adjusted"
"50",84,84.660004,83.860001,84.660004,2578000,84.660004
"51",84.660004,85.110001,84.459999,84.980003,1555500,84.980003
"52",84.809998,84.940002,84.610001,84.82,2119000,84.82
"53",85,85,84.370003,84.550003,2234700,84.550003
"54",84.760002,85.959999,84.610001,85.470001,6878700,85.470001
"55",85.5,85.720001,85.18,85.459999,3424600,85.459999
"56",85.5,86.150002,85.410004,86.150002,2403900,86.150002
"57",86.040001,86.419998,85.860001,86.089996,1870200,86.089996
"58",86.389999,86.510002,86,86.449997,1952400,86.449997
"59",86.339996,86.779999,86.269997,86.709999,1957500,86.709999
"60",86.800003,86.839996,86.32,86.510002,2720800,86.510002
"61",86.410004,86.790001,86.209999,86.650002,2369600,86.650002
"62",86.43,87.440002,86.43,87.260002,2706600,87.260002
"63",87.32,87.379997,86.650002,86.82,2211300,86.82
"64",86.589996,86.879997,86.330002,86.620003,2096600,86.620003
"65",86.540001,86.790001,86.220001,86.650002,1621900,86.650002
"66",86.349998,87.139999,86.050003,87,3239200,87
"67",86.800003,87.139999,86.389999,86.849998,2078600,86.849998
"68",86.900002,87.040001,86.629997,86.940002,1558300,86.940002
"69",87.019997,87.32,86.849998,87.019997,1793400,87.019997
"70",86.900002,87.510002,86.839996,87.209999,2165300,87.209999
"71",87.110001,87.400002,87,87.25,2254300,87.25
"72",87.68,87.940002,87.099998,87.720001,9790400,87.720001
"73",87.300003,87.68,87.150002,87.269997,2329400,87.269997
"74",86.989998,87.290001,86.599998,86.830002,2455100,86.830002
"75",86.779999,87.029999,86.550003,86.809998,2144600,86.809998
"76",86.669998,86.830002,86.330002,86.389999,3106500,86.389999
"77",86.18,87.120003,86.019997,87.089996,2915300,87.089996
"78",86.690002,87,86.260002,86.660004,2250800,86.660004
"79",86.519997,86.949997,86.269997,86.519997,2915300,86.519997
"80",86.230003,86.730003,86.169998,86.589996,2901300,86.589996
"81",87.349998,87.75,87,87.339996,3759500,87.339996
"82",87.510002,87.849998,87.370003,87.699997,2397700,87.699997
"83",87.959999,88,87.43,87.889999,2115000,87.889999
"84",87.519997,87.879997,87.279999,87.360001,3834300,87.360001
"85",87.160004,87.900002,86.879997,87.699997,3177400,87.699997
"86",87.449997,87.629997,86.43,86.599998,2355900,86.599998
"87",86.510002,87.040001,86.209999,86.209999,1904500,86.209999
"88",85.940002,86.199997,85.050003,85.050003,2000900,85.050003
"89",85.18,85.379997,84.510002,84.860001,2228500,84.860001
"90",84.25,84.43,82.040001,83.629997,7228900,83.629997
"91",82.580002,84.050003,82.510002,83.879997,2762000,83.879997
"92",84.080002,85.519997,84,85.019997,2642900,85.019997
"93",84.68,85.540001,84.68,85.260002,2249500,85.260002
"94",85.459999,86.379997,85.029999,86.220001,2787800,86.220001
"95",86.190002,86.470001,85.07,85.139999,2759000,85.139999
"96",85,85.169998,83.629997,84.43,3558900,84.43
"97",84.400002,84.400002,83.800003,84.150002,6161400,84.150002
"98",84.209999,84.489998,83.940002,83.989998,2583000,83.989998
"99",84.089996,84.459999,83.980003,84.019997,2498300,84.019997
"100",83.970001,84.629997,83.870003,84.440002,4031200,84.440002
"101",84.339996,85.489998,84.019997,85.379997,2381400,85.379997
"102",86.959999,87,85.75,86.790001,3309000,86.790001
"103",87,87.379997,86.800003,87.279999,3409700,87.279999
"104",87,87.75,86.949997,87.43,3607400,87.43
"105",87.519997,87.830002,87.120003,87.82,2489500,87.82
"106",88.080002,88.080002,87.269997,87.480003,2121100,87.480003
"107",87.68,87.68,87.050003,87.400002,2539000,87.400002
"108",87.239998,87.769997,87.110001,87.269997,2626800,87.269997
"109",87.169998,87.389999,86.43,86.93,1709500,86.93
"110",86.830002,87.519997,86.57,87.379997,1445000,87.379997
"111",87.610001,87.900002,87.260002,87.5,1683800,87.5
"112",87.860001,87.879997,87.080002,87.550003,2780600,87.550003
"113",87.599998,87.629997,86.760002,86.910004,2500400,86.910004
"114",86.900002,87.470001,86.790001,87.160004,1316300,87.160004
"115",87.07,87.400002,86.919998,87.230003,2189000,87.230003
"116",86.93,87.349998,86.879997,87.290001,1571400,87.290001
"117",87.910004,87.910004,86.690002,87.43,3118100,87.43
"118",87.300003,87.300003,86.330002,86.790001,3313600,86.790001
"119",86.760002,87.360001,86.529999,87.099998,3338600,87.099998
"120",87.330002,87.339996,86.849998,87.150002,2199700,87.150002
"121",87.730003,87.809998,87.230003,87.709999,899300,87.709999
"122",87.980003,87.980003,87.160004,87.730003,2596000,87.730003
"123",87.690002,87.690002,86.889999,86.93,2324300,86.93
"124",86.790001,86.849998,86.129997,86.160004,3347100,86.160004
"125",86.160004,86.199997,85.080002,85.230003,3296000,85.230003
"126",85.139999,85.519997,84.879997,85.019997,2108400,85.019997
"127",85.019997,85.449997,84.68,84.980003,1449100,84.980003
"128",84.779999,85.029999,83.290001,83.879997,3713100,83.879997
"129",83.580002,83.970001,83.239998,83.379997,3142400,83.379997
"130",83.650002,84.650002,83.010002,83.900002,2911400,83.900002
"131",83.080002,84.019997,83.080002,83.470001,2099300,83.470001
"132",83.730003,83.849998,83.010002,83.449997,1516900,83.449997
"133",83.610001,83.620003,82.540001,82.559998,4629000,82.559998
"134",82.529999,83.400002,82.360001,83.209999,3013100,83.209999
"135",83.489998,85.209999,83.25,85.190002,2884200,85.190002
"136",84.970001,86.029999,84.970001,85.470001,4542400,85.470001
"137",85.779999,86.489998,85.559998,86.449997,1969300,86.449997
"138",86.540001,87.019997,86.370003,86.870003,1535700,86.870003
"139",87.290001,87.290001,86.779999,86.82,833100,86.82
"140",86.889999,87.199997,86.739998,87.050003,976700,87.050003
"141",86.760002,87.169998,86.709999,86.730003,1073100,86.730003
"142",86.559998,87.07,86.449997,87,1384300,87
"143",87.279999,87.279999,86.629997,86.699997,1701800,86.699997
"144",86.75,87,86.300003,86.669998,1434400,86.669998
"145",86.5,86.510002,85.330002,85.610001,2740400,85.610001
"146",85.800003,86.400002,85.120003,85.139999,2726700,85.139999
"147",85.400002,85.690002,84.709999,85.559998,1258300,85.559998
"148",85.790001,86.25,85.650002,85.940002,2082700,85.940002
"149",86.199997,86.199997,85.309998,85.379997,2065800,85.379997
"150",85.699997,85.699997,84.629997,84.720001,2231300,84.720001
"151",85.110001,85.550003,84.349998,84.849998,2578100,84.849998
"152",84.379997,84.800003,83.910004,84.629997,2196100,84.629997
"153",84.589996,85.510002,84.279999,85.370003,2096500,85.370003
"154",85.050003,85.75,84.940002,85.550003,3772300,85.550003
"155",85.540001,85.910004,85.220001,85.580002,2193800,85.580002
"156",85.209999,86.150002,85.010002,85.5,2611900,85.5
"157",85.75,85.919998,84.870003,85.480003,2691500,85.480003
"158",85.5,85.5,85,85.230003,1612200,85.230003
"159",85.059998,85.5,84.68,85.449997,2512200,85.449997
"160",85.050003,85.5,84.519997,84.790001,1819800,84.790001
"161",85.07,85.529999,84.489998,84.57,5909600,84.57
"162",84.480003,85.019997,84.209999,84.879997,3839700,84.879997
"163",84.25,85.580002,84.160004,85.279999,7023300,85.279999
"164",85.43,85.940002,84.970001,85.599998,3320500,85.599998
"165",85.910004,87.059998,85.75,87.029999,2478200,87.029999
"166",87.209999,88.400002,86.959999,87.959999,3682400,87.959999
"167",88,88.110001,87.379997,87.730003,2613700,87.730003
"168",87.900002,88.25,87.730003,87.93,2523900,87.93
"169",87.650002,87.879997,87.120003,87.25,2311200,87.25
"170",87.309998,87.989998,87.309998,87.82,2179800,87.82
"171",88.07,88.07,87.059998,87.339996,1882900,87.339996
"172",87.43,87.849998,87.269997,87.839996,2144800,87.839996
"173",87.980003,88,87.370003,87.510002,2695300,87.510002
"174",87.279999,87.800003,87.279999,87.470001,1626700,87.470001
"175",87.300003,87.769997,87.169998,87.339996,1901700,87.339996
"176",87.18,87.68,87.019997,87.209999,2891400,87.209999
"177",87.32,87.32,86.629997,87.260002,2029400,87.260002
"178",86.879997,87.199997,86.639999,87.150002,2182700,87.150002
"179",86.889999,87.589996,86.75,87.459999,1618400,87.459999
"180",87.279999,88.019997,87.279999,87.980003,2254900,87.980003
"181",87.57,88.529999,87.360001,88.349998,1822700,88.349998
"182",88.68,88.879997,88,88.599998,1895400,88.599998
"183",88.650002,88.989998,88.400002,88.949997,2167700,88.949997
"184",88.830002,88.879997,88.400002,88.480003,1421900,88.480003
"185",88.230003,88.529999,87.900002,88.279999,1789900,88.279999
"186",88.419998,88.660004,87.849998,87.93,3128000,87.93
"187",87.379997,87.660004,87.010002,87.139999,1748300,87.139999
"188",87.199997,87.459999,87,87.269997,1547000,87.269997
"189",86.800003,87.110001,86.129997,86.129997,1860800,86.129997
"190",86.510002,86.510002,85.559998,85.629997,2453500,85.629997
"191",85.830002,86.440002,85.760002,86.139999,2512400,86.139999
"192",85.779999,86.059998,85.050003,85.18,2655200,85.18
"193",85.510002,85.849998,85.040001,85.599998,2822100,85.599998
"194",85.199997,85.82,84.57,85.220001,4074000,85.220001
"195",84.980003,86.419998,84.830002,86.360001,2326000,86.360001
"196",86.169998,86.370003,85.82,86.050003,2000600,86.050003
"197",86.5,86.839996,85.970001,86.25,3325900,86.25
"198",86.339996,86.760002,86.150002,86.379997,1704300,86.379997
"199",86.220001,86.5,85.889999,85.940002,1276600,85.940002
"200",85.959999,86.290001,85.440002,85.440002,2740900,85.440002
"201",85.459999,86.139999,85.25,85.720001,2629000,85.720001
"202",85.419998,85.760002,85.290001,85.32,1671700,85.32
"203",85.5,86.199997,85.5,85.809998,1473700,85.809998
"204",85.809998,85.870003,85.059998,85.099998,2587600,85.099998
"205",85.029999,85.889999,84.809998,85.790001,1710100,85.790001
"206",85.980003,86.599998,85.68,86.370003,1520300,86.370003
"207",85.82,86.790001,85.599998,86.650002,1437300,86.650002
"208",86.379997,86.870003,86.160004,86.480003,1258200,86.480003
"209",86.830002,86.93,86.550003,86.760002,1631200,86.760002
"210",86.82,87.529999,86.57,87.360001,1780600,87.360001
"211",87.199997,87.480003,87.029999,87.32,1980900,87.32
"212",87.379997,87.730003,87.089996,87.5,1654400,87.5
"213",87.260002,87.620003,86.839996,87.099998,1787100,87.099998
"214",87.459999,87.669998,87.160004,87.599998,1461100,87.599998
"215",87.370003,87.699997,87.169998,87.459999,1538100,87.459999
"216",86.790001,87.150002,86,86.599998,4093900,86.599998
"217",86.989998,87.629997,86.889999,87.43,2353100,87.43
"218",87.75,87.75,86.900002,87.019997,2302400,87.019997
"219",87.050003,87.379997,86.809998,87.239998,1754800,87.239998
"220",88.25,90.400002,88.239998,90.120003,6035900,90.120003
"221",89.809998,90.589996,89.760002,89.849998,2963500,89.849998
"222",90.110001,90.5,89.989998,90.169998,3253200,90.169998
"223",90,91.790001,89.639999,91.540001,4464600,91.540001
"224",91.209999,91.57,90.879997,91.269997,2143800,91.269997
"225",91.129997,91.480003,90.470001,90.709999,2365800,90.709999
"226",90.790001,90.989998,90.230003,90.400002,1851300,90.400002
"227",90.190002,90.809998,89.860001,90.389999,1689000,90.389999
"228",90.300003,90.849998,88.769997,88.879997,3097300,88.879997
"229",88.790001,89.050003,88,88.330002,2352900,88.330002
"230",87.900002,89.059998,87.800003,88.800003,1953200,88.800003
"231",89.290001,89.769997,89.129997,89.379997,3415800,89.379997
"232",89.529999,89.690002,89.199997,89.379997,2336800,89.379997
"233",88.970001,91.25,88.470001,90.610001,5609400,90.610001
"234",90.559998,91.32,90.540001,90.900002,2404500,90.900002
"235",91.410004,91.470001,90.980003,91.019997,2416100,91.019997
"236",91.370003,91.519997,91.120003,91.459999,3024300,91.459999
"237",91.440002,92.360001,91.410004,92.099998,5014900,92.099998
"238",92.029999,92.269997,91,91.370003,2713100,91.370003
"239",91.470001,91.669998,90.870003,91.550003,3501300,91.550003
"240",91.290001,92.449997,91.290001,92.150002,2963500,92.150002
"241",92.040001,92.129997,91.529999,91.57,1497400,91.57
"242",91.769997,91.769997,90.919998,91.57,3147100,91.57
"243",91.610001,92.010002,91.260002,91.68,3230000,91.68
"244",91.82,91.879997,91.230003,91.419998,3167100,91.419998
"245",91.330002,91.660004,91.010002,91.040001,2514600,91.040001
"246",91.489998,91.620003,90.870003,90.949997,2736700,90.949997
"247",90.82,91.269997,90.540001,90.860001,2883300,90.860001
"248",91.190002,92.209999,90.879997,92.040001,2516200,92.040001
"249",91.480003,92.650002,91.480003,92.209999,3970000,92.209999
"250",92.080002,92.269997,91.440002,91.68,2006800,91.68
"251",91.650002,91.989998,91.470001,91.790001,1983900,91.790001
"252",91.959999,92.099998,91.620003,91.900002,1250900,91.900002
"253",91.980003,92.209999,91.910004,92.07,2439900,92.07
