"","CELG.Open","CELG.High","CELG.Low","CELG.Close","CELG.Volume","CELG.Adjusted"
"1",160.720001,163.5,160.720001,162.649994,4265000,81.324997
"2",161.410004,162.740005,159.910004,161.110001,3818800,80.555
"3",161.179993,161.309998,159.539993,160.220001,3338200,80.110001
"4",160.759995,161,159.199997,159.990005,2918200,79.995003
"5",160.110001,162,159.5,161.070007,3377600,80.535004
"6",160.529999,162,159.600006,159.869995,3220000,79.934998
"7",160.479996,161.199997,158.830002,161.070007,3316600,80.535004
"8",163.210007,168.490005,163.210007,168.309998,8656800,84.154999
"9",169.699997,172.399994,166.320007,171.460007,11713600,85.730003
"10",171.130005,173.979996,168.630005,170.990005,4795200,85.495003
"11",171.529999,172.710007,170.360001,171.419998,4978600,85.709999
"12",171.229996,174.740005,170.419998,172.919998,5991400,86.459999
"13",86.690002,86.93,84.57,86.620003,3182300,86.620003
"14",86.900002,86.900002,85.82,86.800003,5491900,86.800003
"15",86.129997,86.669998,85.690002,85.879997,4201500,85.879997
"16",86.449997,88.669998,86.300003,88.5,4904700,88.5
"17",88.879997,90.129997,88.5,90.07,5939700,90.07
"18",90.18,90.5,88.970001,90.190002,4354000,90.190002
"19",89.769997,90.379997,88.639999,88.860001,3934500,88.860001
"20",88.440002,88.589996,85.25,85.720001,7949100,85.720001
"21",84.389999,87.910004,83.980003,87.519997,7597500,87.519997
"22",86.019997,88.800003,85.849998,87.830002,3814000,87.830002
"23",88.199997,89.300003,87.099998,89.190002,3698900,89.190002
"24",89.68,89.68,88.110001,88.370003,5183700,88.370003
"25",88.080002,88.980003,86.599998,86.779999,4675000,86.779999
"26",87.43,87.43,85.599998,86.050003,4444400,86.050003
"27",85.449997,86.190002,82.900002,83.129997,5368000,83.129997
"28",83.809998,85.519997,83.129997,85.059998,4877700,85.059998
"29",84.809998,85.589996,84.480003,85.309998,2925500,85.309998
"30",86.18,87.120003,85.870003,86.660004,3518200,86.660004
"31",88.5,89.169998,87.800003,89.120003,5265000,89.120003
"32",87.260002,87.760002,84.25,86.190002,8675100,86.190002
"33",86.260002,87.459999,85.879997,87.160004,3539800,87.160004
"34",86.93,88.089996,86.139999,87.639999,3577300,87.639999
"35",87.720001,88.519997,87.150002,87.730003,3846000,87.730003
"36",88.57,89.760002,88.269997,88.339996,4820400,88.339996
"37",87.870003,88.410004,86.849998,87.150002,5048500,87.150002
"38",86.610001,87.849998,86.199997,86.650002,5098200,86.650002
"39",87.190002,88.400002,86.720001,87.459999,3812900,87.459999
"40",86.410004,87.699997,85.970001,86.57,3903000,86.57
"41",85.989998,87.239998,85.139999,86.129997,2713500,86.129997
"42",85.739998,86.480003,84.849998,85.220001,3829700,85.220001
"43",85.209999,86.68,85.150002,86.510002,2984000,86.510002
"44",86.57,87.510002,86.129997,86.879997,2653500,86.879997
"45",86.550003,86.870003,85.709999,86.449997,2945100,86.449997
"46",86.629997,88.760002,86.559998,88.410004,3776600,88.410004
"47",88.459999,89.660004,88.110001,88.459999,4140000,88.459999
"48",89.589996,90.199997,88.57,89.610001,4363500,89.610001
"49",90.120003,92.07,90.050003,91.309998,5314700,91.309998
"50",92.190002,92.279999,91.300003,91.360001,4053300,91.360001
"51",91.330002,93.349998,91.110001,92,4509500,92
"52",92.019997,92.639999,91.459999,91.660004,3175000,91.660004
"53",91.489998,91.989998,90.93,91.620003,2631400,91.620003
"54",92.489998,93.860001,92.120003,93.400002,3589300,93.400002
"55",94.860001,95.839996,93.669998,95.660004,5680700,95.660004
"56",95.910004,96.150002,94.519997,94.739998,5649100,94.739998
"57",94,95.25,93.75,94.699997,2731400,94.699997
"58",95.279999,95.290001,94.260002,95.019997,2783400,95.019997
"59",95.5,96.440002,94.699997,95.089996,3485300,95.089996
"60",95.889999,95.889999,94.5,94.940002,2615800,94.940002
"61",95.230003,95.389999,93.699997,93.93,3321800,93.93
"62",94.480003,94.480003,91.75,93.790001,4116600,93.790001
"63",93.550003,94.260002,92.75,94.029999,3258700,94.029999
"64",93.720001,94,92.550003,92.93,3595100,92.93
"65",92.559998,94.209999,92.519997,94.089996,2671400,94.089996
"66",93.68,93.949997,90.900002,91.959999,5857700,91.959999
"67",92.199997,92.650002,90.720001,91.519997,3448100,91.519997
"68",91,91.050003,88.220001,89.459999,4912900,89.459999
"69",89.650002,92.800003,89.010002,92.57,5012700,92.57
"70",92.809998,93.330002,91.360001,92.260002,4752300,92.260002
"71",92.980003,93.330002,92.169998,93.269997,2719900,93.269997
"72",94.449997,94.959999,93.339996,93.849998,6051000,93.849998
"73",93.260002,93.449997,91.370003,92.190002,3590000,92.190002
"74",91.800003,93.599998,91.620003,93.120003,4185800,93.120003
"75",94.120003,96.300003,93.879997,96.209999,5863600,96.209999
"76",96.209999,96.5,92.910004,93.160004,6367800,93.160004
"77",93.970001,94.660004,92.800003,94.459999,4641200,94.459999
"78",93.470001,95.75,93.050003,95.639999,4875900,95.639999
"79",95.389999,96,93.730003,94.779999,4362000,94.779999
"80",95.239998,95.389999,92.790001,93.43,4329700,93.43
"81",92.93,93.639999,91.5,92.809998,4075600,92.809998
"82",93.5,95.610001,93.370003,95.209999,4484400,95.209999
"83",95.849998,95.849998,93.639999,94.5,2997600,94.5
"84",94.160004,94.449997,92.169998,92.449997,3558000,92.449997
"85",92.370003,95.239998,91.540001,94.889999,4715000,94.889999
"86",94.769997,94.809998,91.849998,92.379997,5171700,92.379997
"87",92.059998,93.849998,90.870003,90.93,4808800,90.93
"88",90.730003,90.889999,86.550003,87.480003,6677600,87.480003
"89",88.010002,88.989998,85.620003,86.480003,6493900,86.480003
"90",84.669998,86.669998,83.160004,86.550003,8136400,86.550003
"91",84.540001,87.57,84.010002,86.379997,5615600,86.379997
"92",87.660004,89.529999,87.120003,88.120003,6405500,88.120003
"93",88.839996,92.550003,88.57,92,7972800,92
"94",93.489998,95.900002,93.220001,94.970001,9981000,94.970001
"95",94.93,96.849998,93.82,94.760002,8707400,94.760002
"96",95.980003,100.910004,95.599998,100.400002,9673600,100.400002
"97",99.550003,103.309998,99.209999,103.239998,9130100,103.239998
"98",102.900002,103.910004,101.989998,103.099998,6121400,103.099998
"99",104.110001,106.07,104.059998,105.699997,6596500,105.699997
"100",105.32,106.279999,104.019997,105.139999,5588200,105.139999
"101",104.699997,107.349998,104.18,106.940002,5766300,106.940002
"102",108.739998,109.25,106.669998,107.089996,5797700,107.089996
"103",106.529999,107.57,106.050003,107.410004,5246900,107.410004
"104",106.650002,107,105.040001,105.75,5134700,105.75
"105",107.199997,107.739998,104.5,105.150002,4487500,105.150002
"106",105.699997,107.220001,105.230003,107.139999,4077800,107.139999
"107",107.440002,107.5,105.309998,106.449997,4714300,106.449997
"108",106.779999,108.25,106,108.010002,3502600,108.010002
"109",108,108.779999,107.400002,107.849998,3361300,107.849998
"110",108.010002,108.5,106.730003,108.25,3440800,108.25
"111",108.279999,109.169998,106.540001,107.43,3268100,107.43
"112",107.650002,107.650002,102.129997,104.050003,7860800,104.050003
"113",103.269997,105.639999,103.260002,104.360001,3243500,104.360001
"114",104.68,107.029999,104.279999,106.779999,3254400,106.779999
"115",106.419998,107.709999,105.5,106.980003,2914500,106.980003
"116",105.760002,107.919998,105.599998,107.349998,3862700,107.349998
"117",108.25,109.209999,107.889999,108.199997,3973300,108.199997
"118",108.889999,111,108.5,110.980003,4122700,110.980003
"119",111.309998,111.970001,110.089996,111.07,4006200,111.07
"120",111.459999,112.82,109.199997,112.610001,3269800,112.610001
"121",113.449997,114.5,112.800003,113.690002,2544000,113.690002
"122",113.709999,114.839996,112.5,113.43,4438100,113.43
"123",114,116.650002,113.690002,115.199997,4966500,115.199997
"124",115.919998,116.230003,113.760002,114.230003,3567400,114.230003
"125",113.790001,114.629997,112.93,113.629997,3101900,113.629997
"126",113.989998,114.510002,113.5,114.129997,2521100,114.129997
"127",116.760002,119.839996,115.459999,118.190002,8278900,118.190002
"128",116.370003,119.169998,115.650002,118.68,5002700,118.68
"129",117.980003,118.68,115.099998,115.639999,5267600,115.639999
"130",116.610001,118.610001,116.330002,116.739998,4103200,116.739998
"131",114.089996,117.059998,114.019997,114.489998,4389100,114.489998
"132",116,116,110.779999,111.879997,6268000,111.879997
"133",110,113.589996,108.260002,110.089996,7035900,110.089996
"134",110.209999,113.110001,109.160004,112.82,4870100,112.82
"135",115.199997,116.5,114.559998,116.480003,6100900,116.480003
"136",117.739998,118.730003,115.459999,117.18,11294300,117.18
"137",112.650002,116.230003,110.389999,113.5,7889400,113.5
"138",112.940002,113.110001,103.690002,106.120003,17806700,106.120003
"139",105.629997,111.510002,105.419998,109.599998,6559000,109.599998
"140",111.160004,113.910004,110.559998,113.349998,4664300,113.349998
"141",113.610001,114.650002,112.5,114.470001,3592800,114.470001
"142",114.190002,114.339996,112.760002,113.540001,3481100,113.540001
"143",114.489998,114.809998,111.510002,111.860001,3434000,111.860001
"144",112.879997,114.57,112.540001,113.519997,3822000,113.519997
"145",113.099998,114,111.660004,111.93,4492700,111.93
"146",112.489998,113.5,109.459999,110.510002,5638500,110.510002
"147",111.519997,114.910004,111.300003,114.550003,4506700,114.550003
"148",116.669998,117.449997,114.589996,115.050003,5978300,115.050003
"149",115.279999,115.5,111.93,113.669998,5108600,113.669998
"150",115.07,118.339996,114.029999,117,9363800,117
"151",118.550003,123.809998,118.18,119.980003,11187100,119.980003
"152",118.25,121.980003,118.099998,121.099998,5806500,121.099998
"153",122.169998,122.550003,117.620003,118.269997,5811400,118.269997
"154",118.620003,122,118.330002,121.809998,5314500,121.809998
"155",122.75,123.540001,120.540001,123.25,4712300,123.25
"156",121.760002,123.379997,120.949997,122.220001,4195700,122.220001
"157",122.650002,123.870003,120.5,123.709999,4217700,123.709999
"158",124,124.379997,122.360001,123.889999,3510100,123.889999
"159",123.550003,124.599998,122.540001,124.120003,3788700,124.120003
"160",123.010002,124.57,122.040001,122.360001,3475400,122.360001
"161",122.529999,123.940002,118.860001,118.970001,6685200,118.970001
"162",119.580002,121.089996,116.550003,120.870003,4928000,120.870003
"163",119.489998,124.290001,118.889999,119.160004,8129100,119.160004
"164",119.57,120.349998,116.5,118.57,5054000,118.57
"165",119.639999,119.75,114.459999,117.599998,7146700,117.599998
"166",115.650002,117.550003,112.779999,116.57,7048200,116.57
"167",117.050003,120.580002,117.050003,120.019997,4595100,120.019997
"168",120.040001,121.75,118.220001,118.75,4230100,118.75
"169",118.459999,119.480003,117.489998,118.120003,3578000,118.120003
"170",119.029999,120.790001,118.629997,120.160004,3930200,120.160004
"171",119.830002,120.730003,117.279999,118.379997,6553500,118.379997
"172",119.199997,119.220001,114.760002,115.720001,9808800,115.720001
"173",116.32,116.449997,113.519997,115.879997,7604800,115.879997
"174",115.760002,117,115.5,116.32,4902900,116.32
"175",116.779999,118.5,116.690002,118.410004,5466700,118.410004
"176",118.330002,120.940002,118.330002,120.209999,4691000,120.209999
"177",121.309998,124,121,123.43,7865000,123.43
"178",124,125.449997,123.300003,123.82,5034700,123.82
"179",124.169998,124.379997,121.800003,123.18,3045700,123.18
"180",123.459999,123.980003,122.019997,123.099998,3307800,123.099998
"181",123.279999,123.82,121.699997,123.349998,3336100,123.349998
"182",122.809998,123.139999,120.769997,121.529999,4289000,121.529999
"183",122.589996,122.779999,120.199997,120.309998,5197900,120.309998
"184",120,120.190002,116.339996,118.470001,6360700,118.470001
"185",117.410004,120.459999,116.529999,119.57,3888100,119.57
"186",120.480003,121.760002,119.760002,120.709999,3583200,120.709999
"187",120.029999,120.290001,117.919998,118.029999,4009500,118.029999
"188",118.120003,118.959999,117.18,118.410004,3449000,118.410004
"189",117.5,119.900002,117.349998,118.330002,4874800,118.330002
"190",119.010002,119.059998,115.269997,117.580002,3729800,117.580002
"191",118.18,119.07,117.519997,118.82,3086700,118.82
"192",118.290001,120.370003,116.900002,117.730003,3520200,117.730003
"193",118.800003,120.980003,118.769997,120.839996,5017300,120.839996
"194",120.050003,121.330002,119.669998,121.029999,3026800,121.029999
"195",121.169998,123.690002,120.209999,122.68,4444700,122.68
"196",123.800003,125.580002,123.650002,125.330002,6037600,125.330002
"197",127.809998,129.059998,124.510002,128.5,14850600,128.5
"198",126.449997,126.5,122.620003,122.940002,10004100,122.940002
"199",123.230003,124.5,121.779999,122.150002,4828800,122.150002
"200",122.129997,123.370003,116.769997,116.989998,8417900,116.989998
"201",115.279999,119.389999,114.019997,117.660004,8127000,117.660004
"202",118.110001,120,118.019997,118.68,5510400,118.68
"203",119.639999,120.5,118.959999,120.019997,5209200,120.019997
"204",118.879997,119.279999,114.970001,115.279999,11331800,115.279999
"205",114.879997,115.650002,111.699997,114.57,10650800,114.57
"206",115,115.559998,113.75,114.309998,4852500,114.309998
"207",113.639999,115.139999,112.760002,112.970001,4770000,112.970001
"208",113.089996,115.489998,112.5,112.720001,5831900,112.720001
"209",113.050003,116.589996,113.010002,115.150002,6260000,115.150002
"210",115.370003,116.599998,114.330002,115.580002,4039200,115.580002
"211",116.080002,117.5,115.5,117.07,4505800,117.07
"212",116.989998,118.220001,116.370003,116.440002,3011800,116.440002
"213",116.519997,117.279999,115.059998,115.779999,4232500,115.779999
"214",115.93,118.610001,115.839996,118.230003,5963200,118.230003
"215",117.620003,118.449997,115.889999,116.360001,4344600,116.360001
"216",115.010002,115.610001,113.099998,113.470001,6409700,113.470001
"217",114.400002,114.769997,113.029999,114.75,4487200,114.75
"218",115.32,116.25,114.519997,114.82,3680500,114.82
"219",115.599998,116.050003,114.300003,115.540001,3135000,115.540001
"220",115,116.57,114.68,116.089996,3251000,116.089996
"221",115.940002,120.720001,115.269997,118.709999,7681200,118.709999
"222",119.199997,119.379997,114.309998,114.720001,6847800,114.720001
"223",115.010002,115.639999,111.809998,113.519997,5615400,113.519997
"224",112.940002,114.400002,111.830002,113.199997,6086000,113.199997
"225",109.5,110.940002,107.019997,108.059998,12995500,108.059998
"226",108.059998,112,108.019997,110.550003,6579000,110.550003
"227",111.080002,112.599998,109.800003,109.900002,4873300,109.900002
"228",109.370003,109.769997,107.089996,107.540001,5000700,107.540001
"229",108.489998,108.989998,106.449997,108.650002,5547100,108.650002
"230",109.589996,114.290001,109.25,112.010002,9121400,112.010002
"231",113.660004,114.660004,111.730003,113.209999,6043900,113.209999
"232",113.93,114.440002,113.019997,113.400002,2884300,113.400002
"233",112.269997,114.25,110.830002,113.580002,4819700,113.580002
"234",114.110001,115.099998,112.610001,113.400002,4316700,113.400002
"235",114.260002,115.400002,112.669998,115.080002,3817200,115.080002
"236",115.199997,115.949997,114.760002,115.529999,3301800,115.529999
"237",114.760002,117,114.660004,116.370003,3628400,116.370003
"238",116.389999,117.650002,116.309998,116.849998,3275900,116.849998
"239",117.029999,117.720001,115.550003,116.860001,3108600,116.860001
"240",116.400002,117.480003,115.949997,116.199997,3923800,116.199997
"241",115.5,116.540001,114.919998,116.089996,2649800,116.089996
"242",115.559998,115.870003,113.82,114.459999,2730300,114.459999
"243",114.650002,116.290001,113.959999,116.019997,2990600,116.019997
"244",115.839996,116.230003,114.349998,114.93,2807500,114.93
"245",114.870003,116,114,114.440002,4333100,114.440002
"246",115.010002,116.019997,112.75,114.449997,4549400,114.449997
"247",113.860001,114.919998,113.129997,113.879997,2993800,113.879997
"248",114.010002,114.459999,112.32,112.68,4297100,112.68
"249",112.239998,112.800003,109.919998,110.919998,5434600,110.919998
"250",110.919998,111,109.529999,110.720001,4776200,110.720001
"251",111.010002,113.089996,110.669998,110.809998,5271500,110.809998
"252",110.239998,111,109.040001,110.720001,3534900,110.720001
"253",110.75,112.889999,109.760002,112.059998,4096900,112.059998
