"","HES.Open","HES.High","HES.Low","HES.Close","HES.Volume","HES.Adjusted"
"56",100.25,100.610001,99.529999,99.970001,1224300,98.624687
"57",99.970001,100.410004,99.620003,100.190002,949000,98.841728
"58",100.209999,101.220001,100.019997,101.099998,1400000,99.739478
"59",101,101.25,99.82,100.529999,2013300,99.177149
"60",101.279999,101.959999,100.43,100.75,1532600,99.394189
"61",100.559998,101.779999,99.5,100.150002,2420000,98.802265
"62",99.879997,101.029999,99.169998,100.989998,1883000,99.630957
"63",100.550003,100.550003,98.910004,99.75,1967800,98.407646
"64",99.980003,100.57,98.660004,99.489998,2603300,98.151143
"65",99.199997,99.370003,97.68,99.139999,2133400,97.805855
"66",98.199997,99.080002,97.709999,98.839996,1689200,97.509889
"67",98.099998,98.349998,96.739998,96.970001,2204600,95.907645
"68",96.739998,98.510002,96.730003,97.970001,2410400,96.89669
"69",98.209999,99.900002,97.760002,99.18,1877400,98.093433
"70",99.620003,99.660004,98.410004,98.900002,1511200,97.816501
"71",99.449997,99.449997,97.529999,97.730003,2278000,96.659321
"72",98.290001,98.610001,97.309998,97.510002,3066900,96.44173
"73",97.199997,97.440002,95.93,96.290001,2894900,95.235095
"74",96.099998,97.260002,95.800003,96.019997,1724900,94.968048
"75",96,96.849998,94.82,96,2646100,94.948271
"76",96,96.199997,94.989998,95.18,1980000,94.137255
"77",95.089996,96.5,95.010002,96.169998,1286700,95.116407
"78",95.43,96.529999,94.629997,96.209999,1870000,95.155969
"79",95.889999,96.300003,93.57,94.32,2716900,93.286676
"80",93.940002,94.580002,90.919998,91.589996,4306900,90.586581
"81",91.029999,91.93,89.599998,91.32,3337700,90.319542
"82",91.879997,91.989998,89.779999,90.720001,2365800,89.726117
"83",90.809998,91.360001,89.669998,89.879997,3130300,88.895316
"84",89.68,90.529999,88.43,88.459999,4152100,87.490874
"85",87.970001,88.510002,85.669998,88.410004,4202000,87.441427
"86",87.25,87.889999,84.449997,84.599998,3441000,83.673162
"87",84.309998,84.739998,82.110001,82.540001,4342200,81.635733
"88",82.330002,83.199997,77.709999,77.779999,4982800,76.927879
"89",78.190002,78.800003,75.540001,75.910004,6889000,75.078371
"90",74.239998,76.68,72.860001,76.339996,6815700,75.503653
"91",74.589996,78.839996,74.220001,78.040001,5962000,77.185033
"92",79.589996,81.25,78.209999,78.610001,5059500,77.748788
"93",78.57,80.190002,78.050003,79.709999,3420700,78.836735
"94",80.900002,82.610001,80.459999,81.339996,3865500,80.448875
"95",83.940002,84.279999,79.989998,80,4778300,79.123559
"96",81.580002,82.900002,80.959999,82.220001,3208800,81.319239
"97",81.760002,82.779999,80.730003,82.349998,2524000,81.447812
"98",80.760002,81.169998,79.32,80.309998,2812700,79.43016
"99",80.25,82.029999,80.110001,81.949997,2828400,81.052193
"100",83.529999,84.970001,82.07,82.889999,4545500,81.981897
"101",82.360001,83.699997,81.660004,83.139999,3202800,82.229158
"102",83.599998,85.059998,82.099998,84.809998,4429100,83.880861
"103",85.139999,86.25,82.980003,83.260002,3570500,82.347846
"104",80,81.730003,79.879997,81.440002,3529400,80.547785
"105",82.32,83.779999,81.529999,83.169998,3482500,82.258828
"106",83.089996,84.040001,81.940002,83.709999,3712900,82.792913
"107",84.190002,85.989998,83.739998,84.860001,4306600,83.930316
"108",85.370003,86,82.75,83.809998,4636700,82.891816
"109",83.830002,84.5,82.879997,83.809998,3345700,82.891816
"110",83.089996,84.029999,82.099998,82.459999,3587700,81.556608
"111",82.230003,82.760002,79.919998,81.099998,4298400,80.211506
"112",81.669998,83.139999,81.459999,83.029999,3928600,82.120363
"113",82.010002,82.190002,80.360001,81.239998,3928700,80.349972
"114",81.25,82.550003,80.870003,81.900002,2993700,81.002745
"115",82.389999,83,81.379997,82.370003,2750800,81.467597
"116",82.440002,83.629997,82.410004,83.589996,2764800,82.674225
"117",84.940002,86.099998,84.669998,85.209999,4440800,84.27648
"118",85.400002,85.75,84.050003,84.669998,3124900,83.742395
"119",84.849998,85,82.18,82.309998,3899600,81.408249
"120",82.139999,82.190002,80.599998,80.830002,3241800,79.944468
"121",73.93,75.190002,72.800003,72.93,4428600,72.131015
"122",72.279999,74.089996,71.199997,73.970001,5449900,73.159622
"123",73.699997,75.639999,72.809998,75.129997,4545100,74.30691
"124",75.419998,77.459999,75.389999,76.809998,4168400,75.968505
"125",76.029999,76.370003,75.18,76.290001,4136400,75.454205
"126",76,76.760002,75.330002,75.720001,3922400,74.89045
"127",74.32,74.699997,71.029999,71.309998,5079000,70.52876
"128",71,72.870003,71,72.18,4364900,71.389231
"129",71.190002,71.190002,68.050003,68.580002,4734500,67.828673
"130",68.529999,69.900002,67.559998,67.860001,4904500,67.11656
"131",66.75,67.699997,65.849998,66.529999,6192300,65.801129
"132",66.529999,67.459999,65.300003,65.449997,5767100,64.977122
"133",64.480003,68.639999,63.799999,66.230003,7479200,65.751493
"134",65.93,69.739998,65.849998,69.029999,6127700,68.531259
"135",71.309998,71.519997,68.639999,70.550003,4934700,70.040281
"136",71.389999,74.599998,70.75,74.5,7755800,73.961739
"137",73.910004,74.080002,72.459999,73.760002,4382200,73.227088
"138",73.650002,75.940002,73.339996,75.360001,4452700,74.815526
"139",74.629997,74.809998,73.110001,74.370003,1249100,73.832681
"140",75,75.419998,74.029999,74.309998,1555800,73.77311
"141",75.050003,75.620003,74.239998,74.82,1848600,74.279427
"142",74.389999,75.040001,73.730003,74.129997,2885700,73.59441
"143",73.889999,74.760002,73.010002,73.82,1984200,73.286652
"144",73.190002,74.82,72.949997,74.139999,1908000,73.60434
"145",72.639999,73,69.940002,70.550003,3510300,70.040281
"146",69.879997,71.709999,68.769997,69.459999,3651000,68.958152
"147",70.300003,71.110001,68.940002,69.300003,2309600,68.799312
"148",70.209999,71.550003,69.599998,71.379997,3349900,70.864278
"149",71.279999,71.610001,70.220001,71.120003,2153500,70.606162
"150",69.769997,70.379997,67.949997,68.43,3519200,67.935595
"151",68.860001,69.510002,67.190002,67.690002,3365700,67.200944
"152",66.970001,69.309998,66.169998,69.239998,3730700,68.73974
"153",69.239998,70.739998,67.769997,67.919998,5384100,67.429278
"154",68.5,70.68,68.440002,70.019997,3776900,69.514104
"155",68.480003,69.690002,68.279999,69.57,2656500,69.067358
"156",70.410004,71.800003,70.019997,71.410004,2077700,70.894068
"157",71.809998,72.150002,70.559998,72.07,3192500,71.549296
"158",71.279999,71.989998,70.599998,70.830002,2647000,70.318257
"159",70.779999,71.839996,69.970001,71.650002,2836800,71.132332
"160",71.540001,72.480003,70.199997,71.610001,2511500,71.09262
"161",70.5,70.889999,66,66.019997,6722700,65.543004
"162",66.599998,67.300003,63.810001,65.699997,5022900,65.225316
"163",65.040001,68.790001,64.800003,67.489998,5993500,67.002384
"164",68.839996,70.379997,68.480003,70.080002,3589600,69.573675
"165",71.239998,73.360001,71.080002,72.68,4812200,72.154889
"166",71.419998,72.610001,70.849998,72.010002,3624900,71.489732
"167",72.75,73.93,72.169998,73.169998,4893500,72.641347
"168",73.870003,74.339996,72.5,72.970001,2670600,72.442795
"169",74.470001,74.650002,73.220001,73.779999,2905600,73.24694
"170",73.470001,73.660004,71.459999,72.790001,2917300,72.264095
"171",71.650002,73.559998,71.360001,72.800003,2983800,72.274025
"172",73.760002,74.870003,73.419998,74.709999,3718600,74.170221
"173",75.68,77.059998,75.370003,76.830002,3505200,76.274907
"174",75.989998,77.629997,75.529999,77.339996,3622500,76.781217
"175",76.199997,77.550003,76,77.099998,2869000,76.542953
"176",74.540001,76.970001,74.110001,76.480003,4110600,75.927437
"177",76.419998,76.699997,75.5,76.300003,2563200,75.748737
"178",75.160004,76.559998,75.010002,75.870003,3779900,75.321844
"179",76.440002,76.720001,75.639999,76.489998,2011800,75.937359
"180",76.360001,77.370003,76.160004,76.650002,2044700,76.096207
"181",75.93,76.339996,74.690002,75.43,2704800,74.88502
"182",75.839996,76.029999,74.959999,75.080002,3349000,74.537551
"183",75.080002,75.080002,73.160004,74.110001,3050900,73.574558
"184",74.220001,75.139999,73.980003,74.489998,2188300,73.951809
"185",74.720001,74.949997,73.769997,74.839996,2241400,74.299279
"186",74.379997,74.559998,73.5,73.5,2630700,72.968964
"187",73.040001,73.300003,71.089996,71.389999,3166200,70.874208
"188",71.489998,71.790001,70.400002,70.419998,2392300,69.911215
"189",69.529999,70.25,69.110001,69.239998,2954500,68.73974
"190",69.510002,70.400002,69.150002,69.599998,2310500,69.09714
"191",70.059998,70.199997,68.709999,68.769997,2240400,68.273135
"192",68.239998,69.209999,67.419998,69,2431800,68.501477
"193",68.529999,69.370003,68.010002,69.330002,2186600,68.829094
"194",68.489998,69.169998,67.550003,68.529999,2469200,68.281089
"195",68.150002,70.32,67.959999,69.769997,3681600,69.516583
"196",68.349998,68.690002,67.269997,67.400002,3200700,67.155196
"197",67.910004,69.519997,67.849998,68.339996,5292000,68.091777
"198",68.709999,69.190002,67.809998,67.82,2796400,67.573669
"199",68.620003,68.650002,67.699997,68.080002,3032800,67.832727
"200",68.519997,69.610001,68.199997,69.099998,3225000,68.849018
"201",69.959999,70.389999,68.739998,68.900002,2730700,68.649748
"202",68.360001,68.400002,67.150002,67.370003,2724700,67.125306
"203",68.279999,68.720001,67.739998,68.559998,2688900,68.310979
"204",67.800003,68.589996,67.519997,67.870003,3555900,67.62349
"205",68.480003,70.110001,68.480003,69.18,3471200,68.92873
"206",68.889999,69.879997,68.269997,69.199997,2362000,68.948654
"207",69.800003,72.809998,69.459999,72.529999,3466400,72.266561
"208",72.339996,73.410004,71.980003,72.349998,2472600,72.087214
"209",72.300003,72.970001,71.699997,71.849998,1853300,71.58903
"210",71.860001,72.889999,71.860001,72.379997,2620900,72.117104
"211",72.519997,73.18,71.889999,73.120003,3754300,72.854422
"212",73.5,73.989998,72.610001,72.720001,1770000,72.455873
"213",73.309998,74.879997,73.309998,74.629997,3034300,74.358932
"214",75.25,78.25,75.160004,78.089996,4322200,77.806363
"215",77.660004,78.529999,77.029999,78.019997,2693200,77.736618
"216",77.360001,77.760002,76.830002,77.459999,2780300,77.178654
"217",77.68,79,77.440002,77.68,2443500,77.397857
"218",77.559998,77.720001,74.699997,74.940002,2902400,74.667811
"219",75.120003,75.879997,74.559998,75.279999,1807100,75.006572
"220",75.75,76.57,75.699997,75.800003,1674100,75.524688
"221",75.290001,75.709999,74.779999,75.209999,1662300,74.936827
"222",75.480003,75.900002,75.019997,75.220001,1755000,74.946793
"223",75.029999,76.860001,75.029999,76.75,2567300,76.471234
"224",78,78.809998,75.400002,77.970001,3896700,77.686804
"225",78.389999,78.870003,76.599998,76.900002,2924300,76.620691
"226",77.040001,77.279999,74.989998,75.779999,2135300,75.504756
"227",75.980003,76.419998,74.169998,74.690002,3037300,74.418719
"228",75.389999,76.080002,73.559998,73.900002,4479300,73.631587
"229",75.029999,75.620003,74.029999,74.470001,2765200,74.199517
"230",74.199997,74.400002,72.739998,73.459999,2920200,73.193183
"231",74.160004,74.360001,72.800003,74.339996,3174800,74.069984
"232",74.360001,74.5,71.650002,71.690002,2575300,71.429615
"233",71.699997,72.029999,71.019997,71.5,2539800,71.240303
"234",71.989998,72.139999,69.879997,70.25,2395300,69.994843
"235",70.349998,70.889999,69.239998,69.410004,1930600,69.157898
"236",69.239998,70.110001,68.650002,69.660004,1846000,69.40699
"237",68.980003,69.07,68.290001,68.889999,1695200,68.639782
"238",68.139999,68.550003,67.269997,67.699997,2423900,67.454102
"239",67.949997,69.639999,67.360001,69.550003,4599200,69.297389
"240",70.120003,70.400002,69.379997,69.940002,2781600,69.685971
"241",69.040001,69.540001,68.43,69.019997,2256700,68.769307
"242",68.129997,68.43,67.139999,67.309998,2627100,67.065519
"243",67.110001,68.139999,66.959999,67.220001,2046000,66.97585
"244",67.019997,67.5,66.419998,67.290001,2055300,67.045595
"245",67.279999,67.790001,66.849998,67.519997,2867000,67.274755
"246",67.18,67.339996,66.690002,66.760002,2782800,66.517521
"247",67.139999,67.699997,66.540001,67.290001,1703700,67.045595
"248",67.190002,67.82,66.730003,66.760002,1192700,66.517521
"249",66.300003,66.639999,66.010002,66.169998,2082900,65.92966
"250",65.989998,67.660004,65.699997,66.080002,2654000,65.839991
"251",65.800003,66.370003,64.839996,64.989998,4880900,64.753946
"252",65.949997,66.879997,65.5,65.57,2336500,65.331841
"253",66.559998,66.940002,65.5,65.639999,2110600,65.401586
