"","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
"155",61.790001,63.709999,61.09,63.619999,7995200,62.753114
"156",64.269997,66.620003,63.700001,66.25,7109000,65.347279
"157",66.839996,67.589996,65.970001,67.309998,5501500,66.392833
"158",67.470001,69.190002,66.970001,68.519997,4667600,67.586345
"159",68.639999,69.040001,67.610001,68.400002,4149700,67.467985
"160",67.699997,69.779999,67.519997,69.599998,4407900,68.65163
"161",69.800003,70.059998,68.32,68.370003,6039300,67.438394
"162",69.949997,70.690002,68.650002,70.480003,5810100,69.519644
"163",69.730003,71.269997,68.839996,70.32,5793200,69.361821
"164",71.309998,72.800003,70.07,72.800003,4818900,71.808032
"165",73.720001,74.940002,73.330002,74.879997,6683000,73.859684
"166",73.830002,75.129997,72.769997,74.419998,5353000,73.405953
"167",75.300003,75.889999,74.330002,75.209999,3014400,74.185189
"168",75.32,76.620003,75.099998,76.099998,3517400,75.063061
"169",76.269997,76.620003,75.690002,75.93,2783100,74.89538
"170",75.199997,75.860001,73.839996,75.669998,3340600,74.63892
"171",74.93,75.010002,73.339996,74.190002,4125600,73.179091
"172",74.730003,75.32,74.080002,75.110001,2812700,74.589243
"173",75.760002,76.650002,75.32,76.620003,3479200,76.088775
"174",76.379997,77.279999,75.870003,76.900002,3523800,76.366833
"175",76.010002,76.610001,75.480003,75.949997,3997800,75.423415
"176",75.470001,77.879997,74.940002,77.43,4599000,76.893157
"177",77.519997,78.169998,76.269997,77.339996,4566600,76.803777
"178",76.75,79.459999,76.75,79.330002,3785500,78.779985
"179",79.709999,80.07,78.330002,80,4442900,79.445338
"180",79.879997,80.589996,78.910004,79.089996,2959700,78.541644
"181",78.989998,80.18,78.379997,80.059998,4279900,79.50492
"182",80.099998,80.440002,78.440002,78.459999,4296600,77.916015
"183",78.459999,78.459999,76.169998,77,5976200,76.466138
"184",77.529999,78.379997,77.480003,78.089996,3361500,77.548577
"185",77.699997,78.080002,77.080002,77.959999,2199900,77.419481
"186",78.199997,78.349998,76.860001,76.879997,2721700,76.346967
"187",76.160004,77.300003,75.139999,75.360001,3681700,74.837509
"188",75.440002,77.470001,75.440002,76.290001,3630500,75.761062
"189",75.839996,75.839996,74.019997,74.029999,3496400,73.516729
"190",74.279999,75,74.160004,74.550003,2422400,74.033128
"191",75.099998,75.910004,74.010002,74.160004,2960800,73.645832
"192",74.139999,74.760002,73.540001,74.639999,2848900,74.1225
"193",74.32,76.32,74.059998,76.290001,2471600,75.761062
"194",75.589996,76.290001,74.739998,75.949997,2634300,75.423415
"195",75.639999,78.589996,75.349998,78.120003,4731200,77.578376
"196",77.220001,77.870003,76.690002,77.510002,2647400,76.972604
"197",77.699997,78.879997,77,78.860001,5172300,78.313243
"198",79,79.489998,78.519997,78.529999,2747400,77.985529
"199",78.379997,78.529999,77.379997,77.629997,2198400,77.091767
"200",78.589996,80.080002,78.330002,79,4135100,78.452272
"201",79.699997,79.93,78.400002,78.440002,2035800,77.896157
"202",78.610001,78.839996,77.32,77.610001,1979000,77.071909
"203",78.260002,80.040001,78.150002,79.559998,3035700,79.008386
"204",78.449997,79.389999,78.400002,78.599998,2715700,78.055043
"205",79.07,80.300003,78.940002,79.940002,3257500,79.385757
"206",79.279999,80.07,77.940002,78.169998,4424700,77.628024
"207",78.489998,79.330002,77.82,78.550003,3260600,78.005395
"208",78.639999,78.849998,77.699997,77.769997,2776100,77.230796
"209",78.059998,78.800003,77.169998,77.410004,2352500,76.873299
"210",77.279999,77.910004,76.800003,77.809998,3572700,77.27052
"211",78,78.540001,77.559998,78.339996,2306300,77.796844
"212",78.449997,78.480003,76.43,76.93,3996800,76.396624
"213",77.580002,78.239998,77.279999,77.830002,3443900,77.290385
"214",77.949997,79.18,77.900002,78.940002,2989800,78.39269
"215",78.82,79.470001,78.129997,79.239998,2545700,78.690605
"216",78.669998,78.779999,77.75,78.010002,2384400,77.469138
"217",78.260002,79.660004,78.120003,79.300003,2620100,78.750195
"218",79.300003,79.639999,78.699997,79.5,2458100,78.948805
"219",79.919998,81.07,79.339996,80.919998,2822400,80.358958
"220",81.139999,81.720001,80.839996,81.230003,2919000,80.666814
"221",81.379997,81.839996,80.900002,81.589996,2067000,81.024311
"222",81.870003,81.93,81.010002,81.07,2040000,80.507919
"223",81.230003,81.989998,81.050003,81.610001,2265000,81.044176
"224",81.43,81.940002,80.889999,81,2855600,80.438405
"225",80.900002,81.169998,78.900002,79.309998,4829400,78.76012
"226",79.410004,81.660004,79.139999,81.610001,3061900,81.044176
"227",82,82.190002,80.739998,80.839996,2833700,80.279511
"228",81.099998,81.400002,80.349998,80.440002,2279300,79.88229
"229",80.550003,80.699997,79.610001,79.82,3398700,79.266586
"230",79.800003,80.120003,78.910004,79.940002,4047600,79.385757
"231",80.400002,81.82,79.440002,81.629997,3008900,81.064034
"232",81.980003,81.980003,80.260002,80.540001,2406400,79.981595
"233",80.279999,80.800003,79.650002,80.5,2245800,79.941872
"234",80.949997,81.18,80.110001,80.769997,2343100,80.209996
"235",80.410004,81.68,80.400002,81.629997,2658400,81.629997
"236",81.540001,81.540001,80.860001,81.050003,2046500,81.050003
"237",81.110001,81.559998,80.519997,81.330002,2015000,81.330002
"238",80.900002,81.099998,80.230003,80.699997,2549200,80.699997
"239",80.739998,81.220001,80.139999,80.519997,2551000,80.519997
"240",80.690002,81.379997,80.269997,81,2289400,81
"241",80.620003,81.080002,80.510002,80.970001,1735000,80.970001
"242",80.169998,80.379997,78.870003,79.360001,3202900,79.360001
"243",79.82,80.379997,78.870003,79.190002,3368500,79.190002
"244",78.940002,79.669998,77.980003,79.559998,3302200,79.559998
"245",79.559998,80.540001,78.900002,79.120003,3732700,79.120003
"246",79.550003,80.25,79.199997,79.349998,3007400,79.349998
"247",79.379997,79.5,78.470001,79.099998,3270700,79.099998
"248",78.790001,78.860001,77.720001,78.300003,3198400,78.300003
"249",77.709999,78.07,77.18,77.379997,2613900,77.379997
"250",77.239998,78.610001,77.169998,78.050003,1915300,78.050003
"251",77.110001,77.760002,76.839996,77.18,3344500,77.18
"252",77.339996,77.809998,76.730003,76.790001,3363400,76.790001
"253",77.410004,78.349998,77.18,77.800003,3552300,77.800003
