"","SRCL.Open","SRCL.High","SRCL.Low","SRCL.Close","SRCL.Volume","SRCL.Adjusted"
"1",116.029999,116.18,115.440002,115.949997,252900,115.949997
"2",115.419998,115.949997,115.040001,115.25,248400,115.25
"3",115.339996,115.339996,114.5,114.970001,252700,114.970001
"4",116.889999,118.790001,116.25,118.470001,749800,118.470001
"5",118.029999,119.040001,117.230003,117.459999,398500,117.459999
"6",117.059998,117.940002,117,117.470001,269800,117.470001
"7",117.410004,118.050003,117.019997,117.75,354600,117.75
"8",118.07,118.07,117.18,117.699997,370900,117.699997
"9",118.059998,119,117.660004,118.900002,658300,118.900002
"10",118.900002,119.730003,118.160004,118.620003,293300,118.620003
"11",118.489998,119,118.07,118.43,224500,118.43
"12",118.400002,119.029999,117.839996,118.660004,278700,118.660004
"13",118.739998,118.739998,117.519997,118.339996,195000,118.339996
"14",118.120003,118.989998,117.860001,118.440002,418600,118.440002
"15",118.419998,118.669998,118.029999,118.419998,309500,118.419998
"16",118.790001,119.540001,117.870003,119.150002,377200,119.150002
"17",119,119.419998,118.699997,119.07,331600,119.07
"18",119.449997,119.57,118.660004,119.230003,140400,119.230003
"19",119.370003,119.559998,118.110001,119.480003,390800,119.480003
"20",119.480003,119.480003,118.779999,118.949997,412300,118.949997
"21",119.480003,120.190002,119.209999,119.43,337600,119.43
"22",118.690002,119.169998,118.32,118.699997,291100,118.699997
"23",118.989998,119.059998,118,119.010002,297400,119.010002
"24",119.620003,119.849998,118.870003,119.120003,196200,119.120003
"25",119.459999,119.800003,118.720001,119.309998,288900,119.309998
"26",119.379997,119.730003,118.910004,119.440002,212400,119.440002
"27",118.739998,119.470001,117.790001,118.120003,315400,118.120003
"28",118.32,119.099998,117.510002,118.82,238700,118.82
"29",118.489998,118.790001,117.559998,118.290001,212600,118.290001
"30",118.720001,118.879997,117.760002,117.910004,323100,117.910004
"31",117.669998,118.510002,117.510002,117.730003,182800,117.730003
"32",118.010002,118.080002,117.089996,117.769997,310700,117.769997
"33",118.870003,119.279999,117.769997,118.25,452800,118.25
"34",117.790001,118.410004,117,118.18,391500,118.18
"35",118.360001,119.68,118.029999,118.800003,506800,118.800003
"36",124.330002,125.43,118.629997,119.650002,315700,119.650002
"37",119.5,119.5,117.610001,117.650002,405600,117.650002
"38",117.550003,118.040001,116.32,116.809998,323900,116.809998
"39",116.949997,117.519997,116.279999,117.260002,248600,117.260002
"40",116.830002,117.550003,116.32,117.360001,384200,117.360001
"41",117,117.470001,116.580002,116.660004,288900,116.660004
"42",117.160004,117.650002,116.769997,117.370003,328100,117.370003
"43",117.610001,118.800003,117.290001,118.699997,287300,118.699997
"44",118.449997,118.57,117.660004,117.690002,189700,117.690002
"45",117.559998,118.300003,116.910004,118.139999,198300,118.139999
"46",116.709999,118.889999,116.709999,117.940002,182500,117.940002
"47",118.010002,118.989998,117.550003,118.870003,153900,118.870003
"48",119.580002,119.620003,118.029999,118.620003,298700,118.620003
"49",119.080002,119.449997,118.610001,119,262800,119
"50",118.800003,119.540001,118.599998,119.410004,162200,119.410004
"51",119.300003,119.849998,118.809998,119.769997,232300,119.769997
"52",119.5,120,119.209999,119.980003,239300,119.980003
"53",120,120.410004,119.360001,119.440002,215100,119.440002
"54",119.699997,119.839996,118.75,119.019997,193600,119.019997
"55",119.349998,119.769997,118.699997,119.059998,303300,119.059998
"56",118.970001,119.660004,118.419998,118.790001,153700,118.790001
"57",118.650002,119.029999,118.040001,118.800003,153300,118.800003
"58",119.57,119.610001,118.470001,118.849998,188300,118.849998
"59",118.730003,119.43,118.290001,119.410004,302600,119.410004
"60",117.75,118.760002,117.510002,117.82,369600,117.82
"61",117.839996,118.389999,117.510002,117.82,302600,117.82
"62",117.870003,118.370003,117.639999,118.309998,205000,118.309998
"63",118.18,118.589996,117.879997,118.459999,180500,118.459999
"64",118.169998,118.339996,117.360001,117.5,278600,117.5
"65",117.57,117.940002,117.199997,117.900002,197900,117.900002
"66",117.620003,117.809998,117.239998,117.489998,164300,117.489998
"67",117.540001,117.540001,116.660004,117.110001,216000,117.110001
"68",117.43,117.57,117.110001,117.290001,196100,117.290001
"69",117.230003,117.370003,116.290001,117.239998,223700,117.239998
"70",117.720001,117.720001,116.400002,116.889999,343000,116.889999
"71",117.019997,117.129997,116.599998,116.940002,238500,116.940002
"72",117.269997,117.769997,116.760002,117.209999,702500,117.209999
"73",116.889999,117.360001,116.349998,116.5,251700,116.5
"74",116.019997,116.440002,115.519997,115.550003,281700,115.550003
"75",115.860001,116.190002,115.5,115.739998,487900,115.739998
"76",115.660004,115.879997,115.080002,115.309998,509000,115.309998
"77",115.18,115.650002,115.010002,115.440002,338600,115.440002
"78",115.300003,116.379997,115.199997,116.190002,359100,116.190002
"79",116.199997,116.879997,115.790001,116.559998,410600,116.559998
"80",116.870003,116.989998,116.019997,116.370003,546600,116.370003
"81",116.489998,117.160004,116.199997,116.68,383300,116.68
"82",116.970001,117.699997,116.720001,117.25,257100,117.25
"83",117.68,118.019997,117.290001,117.940002,277000,117.940002
"84",117.489998,117.709999,116.589996,116.910004,514500,116.910004
"85",116.82,118.790001,116.519997,118.699997,402800,118.699997
"86",118.75,119.5,117.419998,117.889999,486000,117.889999
"87",117.889999,118.699997,116.860001,116.889999,436700,116.889999
"88",117.019997,117.5,116.650002,116.989998,373700,116.989998
"89",117.730003,118.419998,117.269997,117.580002,458000,117.580002
"90",117.199997,117.550003,115.290001,116.150002,803100,116.150002
"91",114.989998,117.779999,114.260002,117.120003,608100,117.120003
"92",117.519997,118.870003,116.190002,118.330002,438600,118.330002
"93",117.830002,119.010002,117.790001,118.959999,380800,118.959999
"94",119.199997,122.550003,118.959999,122.389999,490900,122.389999
"95",122.32,123.559998,121.769997,122.589996,667500,122.589996
"96",123.620003,124.269997,123.059998,123.800003,580600,123.800003
"97",124.120003,124.360001,121.959999,123.050003,546700,123.050003
"98",122.32,123.330002,122.300003,123.139999,560700,123.139999
"99",123.190002,124.129997,122.639999,124.050003,418600,124.050003
"100",124.480003,125.120003,121.559998,122.779999,491200,122.779999
"101",122.389999,123.800003,122.389999,123.730003,347700,123.730003
"102",124.370003,126.089996,124.370003,126,683000,126
"103",126.370003,127.980003,125.580002,126.529999,453300,126.529999
"104",126.529999,126.529999,125.489998,125.879997,403900,125.879997
"105",126.080002,126.580002,125.43,126.529999,275600,126.529999
"106",126.75,127.720001,126.480003,127.589996,266400,127.589996
"107",127.150002,127.690002,126.449997,127.540001,311700,127.540001
"108",127.620003,128.100006,127.269997,127.739998,390400,127.739998
"109",127.610001,128.289993,127.290001,127.629997,209000,127.629997
"110",127.389999,127.779999,127.059998,127.690002,160000,127.690002
"111",127.970001,128.490005,127.019997,127.940002,327000,127.940002
"112",127.559998,128.259995,127.050003,127.480003,356900,127.480003
"113",127.099998,127.650002,126.849998,127.470001,244000,127.470001
"114",127.589996,128.240005,127.160004,127.190002,307500,127.190002
"115",127.559998,127.559998,126.209999,127.050003,287300,127.050003
"116",127.290001,127.32,126.400002,126.760002,316000,126.760002
"117",128.240005,128.240005,126.110001,126.980003,578400,126.980003
"118",127.589996,127.599998,126.629997,127.43,258000,127.43
"119",126.580002,128.729996,126.169998,128.729996,846800,128.729996
"120",128.25,128.479996,127.82,128.100006,272200,128.100006
"121",133.479996,133.479996,128.369995,128.919998,223900,128.919998
"122",129.100006,130.089996,128.339996,129.610001,457800,129.610001
"123",129.660004,130.360001,128.770004,130.029999,500300,130.029999
"124",129.660004,130.720001,128.029999,130.580002,320600,130.580002
"125",130.220001,130.880005,129.660004,130.259995,321800,130.259995
"126",130.089996,130.869995,129.720001,130.860001,361600,130.860001
"127",130.710007,131.630005,130.270004,130.910004,294400,130.910004
"128",129.889999,131,129.710007,130.979996,274400,130.979996
"129",130.919998,131.130005,129.770004,130.110001,569000,130.110001
"130",130.470001,131.919998,130.339996,130.529999,406400,130.529999
"131",129.070007,131.580002,128,128,507300,128
"132",128.270004,128.740005,127.110001,128.070007,402900,128.070007
"133",127.800003,129.339996,126.790001,127.769997,515500,127.769997
"134",127.699997,128.5,126.25,128.479996,560200,128.479996
"135",130.110001,132.5,129.729996,132.5,610400,132.5
"136",132.080002,133.630005,131.639999,132.070007,760500,132.070007
"137",132.070007,132.960007,131.839996,132.949997,340400,132.949997
"138",133.589996,134.139999,132.869995,133.429993,230600,133.429993
"139",133.440002,133.860001,132.839996,133.270004,108800,133.270004
"140",133.490005,134,132.460007,133.089996,125000,133.089996
"141",132.720001,133.75,132.639999,133.279999,171800,133.279999
"142",133.279999,133.470001,131.960007,132.589996,216700,132.589996
"143",133.240005,133.770004,131.070007,131.080002,239300,131.080002
"144",131.509995,132.270004,130.75,131.639999,230800,131.639999
"145",131.020004,132.149994,129.919998,130.100006,420900,130.100006
"146",130.360001,131.940002,129.979996,130.5,519900,130.5
"147",130.740005,131.869995,130.639999,131.300003,441000,131.300003
"148",131.869995,133.679993,131.830002,133.270004,443900,133.270004
"149",133.160004,133.990005,131.720001,131.919998,240200,131.919998
"150",131.699997,132.690002,131.25,132.320007,354800,132.320007
"151",133.570007,136.800003,132.330002,135.210007,824200,135.210007
"152",134.520004,135.119995,133.979996,134.75,539500,134.75
"153",134.820007,136.160004,133.449997,133.509995,446400,133.509995
