"","SRCL.Open","SRCL.High","SRCL.Low","SRCL.Close","SRCL.Volume","SRCL.Adjusted"
"154",133.160004,134.380005,132.679993,134.149994,379300,134.149994
"155",134.240005,134.979996,133.029999,134.199997,296600,134.199997
"156",134.029999,134.899994,133.429993,134.289993,308500,134.289993
"157",134.589996,135.369995,133.5,135.360001,424900,135.360001
"158",134.759995,135.449997,134,135.100006,211700,135.100006
"159",135.470001,135.470001,133.809998,135.279999,342900,135.279999
"160",134.190002,135.380005,133.869995,134.440002,331800,134.440002
"161",134.600006,135.869995,133.339996,133.449997,389600,133.449997
"162",133,133.630005,132.100006,133.330002,297600,133.330002
"163",132.289993,133.169998,131.009995,131.289993,501800,131.289993
"164",133.710007,133.710007,130.380005,131.979996,474700,131.979996
"165",132.649994,133.610001,132.050003,133.490005,539300,133.490005
"166",133.309998,134.479996,132.869995,133.339996,478700,133.339996
"167",133.139999,135.169998,129.759995,134.970001,483100,134.970001
"168",134.880005,134.880005,129.580002,130.190002,806200,130.190002
"169",129.669998,131.970001,129.669998,130.830002,541100,130.830002
"170",130.899994,131.880005,130.630005,131.470001,461500,131.470001
"171",131.539993,131.919998,130.479996,131.589996,389400,131.589996
"172",131.970001,132.320007,131.470001,131.809998,448000,131.809998
"173",132.389999,132.389999,130.720001,131.070007,494400,131.070007
"174",131.039993,133.320007,130.720001,131.910004,566100,131.910004
"175",131.669998,135.339996,131.020004,134.649994,521100,134.649994
"176",134.789993,135.229996,133.020004,134.089996,503900,134.089996
"177",133.869995,134.619995,132.850006,134.610001,594700,134.610001
"178",134.740005,136,134.229996,134.860001,345600,134.860001
"179",134.25,135.089996,134.039993,134.570007,293600,134.570007
"180",134.770004,135.690002,134.339996,135.399994,274100,135.399994
"181",135.309998,135.330002,134.339996,135,283200,135
"182",134.850006,135.649994,134.050003,134.970001,369000,134.970001
"183",135.369995,137.190002,135.029999,137.149994,525100,137.149994
"184",132.009995,136.529999,132.009995,136.289993,379700,136.289993
"185",134.979996,135.820007,134.75,135.110001,530600,135.110001
"186",135.369995,136.449997,134.75,136.289993,323600,136.289993
"187",136.630005,136.630005,134.75,136.190002,633600,136.190002
"188",136.880005,137.559998,136.380005,137.539993,432100,137.539993
"189",135.270004,137.039993,135.270004,136.059998,532200,136.059998
"190",135.979996,136.300003,135.020004,135.669998,392200,135.669998
"191",136.509995,137.029999,135.850006,136.880005,254500,136.880005
"192",137.259995,137.259995,135.610001,136.410004,358000,136.410004
"193",136.830002,138.830002,136.830002,138.679993,350500,138.679993
"194",138.050003,139.149994,137.770004,138.809998,298600,138.809998
"195",138.5,140.949997,138.009995,140.509995,332400,140.509995
"196",140.509995,140.899994,139.639999,140,372500,140
"197",140.449997,141,139.529999,139.789993,612200,139.789993
"198",139.929993,141.320007,139.179993,140.529999,422600,140.529999
"199",140.240005,140.850006,139.259995,140.339996,310700,140.339996
"200",140.710007,140.710007,138.520004,138.600006,621700,138.600006
"201",138.029999,138.789993,137.330002,138.289993,366700,138.289993
"202",138.089996,139.520004,137.520004,138.960007,312900,138.960007
"203",139.339996,141.25,139,140.860001,283000,140.860001
"204",140.720001,141.440002,140.289993,140.429993,383500,140.429993
"205",139.729996,139.979996,138.360001,138.800003,426300,138.800003
"206",139.039993,140.419998,138.559998,140.139999,336900,140.139999
"207",139.470001,141.350006,139,141.289993,387100,141.289993
"208",141.199997,141.199997,139.899994,139.919998,284000,139.919998
"209",139.919998,141.699997,139.809998,140.660004,299100,140.660004
"210",140.759995,141.580002,140.210007,141.539993,414700,141.539993
"211",141.639999,142.679993,141,141.929993,359100,141.929993
"212",141.630005,142.690002,141.119995,141.559998,293800,141.559998
"213",140.919998,141.649994,139.899994,140.809998,243400,140.809998
"214",141.199997,141.720001,140.850006,141.190002,189200,141.190002
"215",141.070007,141.070007,139.880005,140.830002,244200,140.830002
"216",139.710007,140.240005,137.5,138.059998,521400,138.059998
"217",138.330002,139.929993,138.330002,138.919998,231800,138.919998
"218",139.619995,139.860001,138.869995,139.380005,257600,139.380005
"219",140.279999,140.940002,138.710007,139.660004,302200,139.660004
"220",138.850006,141.009995,138.850006,140.5,382600,140.5
"221",133.330002,138.110001,131,136.940002,1313300,136.940002
"222",137.5,138.990005,134.940002,135.059998,642500,135.059998
"223",134.309998,135.960007,134.309998,135.289993,587100,135.289993
"224",134.5,135.339996,133.309998,134.070007,641100,134.070007
"225",133.279999,134.850006,133.020004,133.429993,586800,133.429993
"226",133.869995,134.550003,133.380005,134.179993,628100,134.179993
"227",134.929993,136.169998,134.580002,135.240005,396500,135.240005
"228",134.910004,135.330002,132.639999,132.759995,604400,132.759995
"229",133.080002,133.350006,132.149994,132.800003,389400,132.800003
"230",132.740005,133.339996,132.350006,133.100006,372300,133.100006
"231",134,135.279999,132.789993,134.009995,284800,134.009995
"232",133.809998,134.800003,133.479996,133.570007,360000,133.570007
"233",132.800003,134.539993,132.529999,134.339996,330600,134.339996
"234",134.5,135.350006,133.929993,134.419998,496500,134.419998
"235",135.470001,136.820007,135.039993,136.710007,357800,136.710007
"236",137.020004,137.770004,136.179993,136.800003,472100,136.800003
"237",136.360001,138.75,136.360001,138.199997,692500,138.199997
"238",138.410004,138.910004,137.889999,138.460007,263200,138.460007
"239",138.669998,138.75,137.389999,137.800003,314800,137.800003
"240",137.5,138.610001,137.5,138.25,325100,138.25
"241",138.610001,139.220001,137.910004,138.240005,277900,138.240005
"242",137.589996,138,136.679993,137.360001,333300,137.360001
"243",137.889999,138.529999,137.419998,138.449997,214200,138.449997
"244",138.179993,138.380005,137.710007,138.169998,313400,138.169998
"245",138.25,138.649994,136.990005,137.300003,492600,137.300003
"246",137.369995,138.080002,136.410004,137.580002,288000,137.580002
"247",137.149994,137.5,136.389999,136.880005,284100,136.880005
"248",137.419998,137.869995,137,137.529999,295200,137.529999
"249",137.529999,137.740005,136.630005,136.720001,313100,136.720001
"250",135.410004,136.869995,135.199997,136.399994,332300,136.399994
"251",136.130005,136.809998,135.919998,136.399994,285900,136.399994
"252",135.979996,136.399994,135.119995,135.339996,477000,135.339996
"253",135.380005,136.990005,135.179993,136.610001,392800,136.610001
