"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"1",127.830002,128,126.18,126.639999,518100,123.893727
"2",126.239998,126.300003,125.57,126.169998,387400,123.433919
"3",126.080002,126.459999,124.879997,125.300003,621600,122.58279
"4",125.18,125.910004,124.349998,125.620003,542400,122.89585
"5",126.07,126.470001,125.010002,125.660004,341100,122.934984
"6",125.300003,127.199997,125.099998,126.93,449600,124.177439
"7",127.139999,127.269997,124.949997,125.690002,850800,122.964332
"8",126.269997,126.269997,125.07,125.339996,811600,122.621916
"9",124.830002,127.260002,124.550003,127.239998,775200,124.480715
"10",127.879997,127.879997,126.099998,126.480003,316400,123.737201
"11",125.830002,126.739998,124.269997,124.279999,396100,121.584905
"12",124.300003,125.620003,124.300003,124.739998,489000,122.034929
"13",124.879997,125.230003,123.889999,124.709999,361500,122.00558
"14",124.099998,126.029999,124.099998,125.839996,382000,123.111073
"15",125.449997,125.839996,124.720001,125.160004,643500,122.445826
"16",125.669998,126.839996,125.150002,125.690002,613800,122.964332
"17",125.830002,126.059998,124.620003,125.25,476800,122.533871
"18",126.010002,126.82,125.110001,126.190002,395400,123.453489
"19",125.860001,125.889999,124.529999,125.25,470400,122.533871
"20",124.860001,125.279999,124.019997,124.080002,555100,121.389245
"21",124.370003,124.980003,124.089996,124.57,352700,121.868617
"22",123,123.459999,122.599998,122.93,550500,120.264182
"23",122.519997,123.830002,122.209999,123.190002,371800,120.518546
"24",123.709999,124.389999,123.459999,123.559998,531100,120.880517
"25",123.650002,124,122.650002,123.239998,644200,120.567457
"26",123.519997,123.699997,122.849998,123.239998,495300,120.567457
"27",122.589996,122.839996,120.650002,120.669998,710000,118.05319
"28",121.050003,122.779999,121.019997,122.5,526400,119.843507
"29",122.220001,122.839996,121.580002,122.480003,494400,119.823944
"30",123.029999,123.690002,122.919998,122.959999,493500,120.29353
"31",122.849998,123.370003,122.370003,122.639999,423300,119.98047
"32",122.809998,123.699997,122.43,122.660004,672200,120.000041
"33",122.660004,123.720001,122.129997,123.059998,474100,120.39136
"34",122.519997,122.699997,121.25,122.370003,426400,119.716328
"35",121.970001,122.949997,119.910004,119.970001,1167200,117.368373
"36",113.379997,114.269997,111.239998,113.330002,2954800,110.872366
"37",112.129997,113.139999,111.540001,111.660004,1299100,109.238583
"38",112.089996,112.089996,109.800003,111.559998,1085800,109.140745
"39",112.279999,113.120003,111.370003,112.879997,791100,110.43212
"40",112.099998,113.660004,111.699997,112.309998,849000,109.874481
"41",111.790001,113.220001,111.040001,111.769997,1742300,109.346191
"42",111.970001,112.68,111.190002,111.550003,891200,109.700226
"43",111.940002,113.32,111.620003,113.150002,726000,111.273693
"44",113.610001,114.540001,113.529999,113.730003,408400,111.844077
"45",113.620003,114.32,112.989998,113.260002,480100,111.381869
"46",113.75,114.419998,113.639999,114.199997,591900,112.306277
"47",114.540001,115.279999,114.139999,114.809998,581200,112.906162
"48",115.470001,115.470001,113.300003,114.290001,547900,112.394788
"49",114.779999,115.849998,114.779999,115.669998,481100,113.751902
"50",115.739998,116.489998,115.739998,116.279999,554800,114.351787
"51",116.290001,117.68,116.029999,117.459999,691800,115.51222
"52",117.739998,117.739998,116.760002,117.389999,470700,115.443381
"53",116.910004,117.290001,116.269997,116.449997,404400,114.518966
"54",117.160004,117.809998,116.379997,117.349998,520300,115.404043
"55",117.370003,117.760002,116.32,116.360001,433100,114.430462
"56",116.239998,116.519997,115.720001,116.370003,349700,114.440298
"57",115.93,116.860001,115.5,116.370003,559700,114.440298
"58",116.449997,117.040001,115.980003,116.610001,475500,114.676317
"59",116.510002,117.510002,116.279999,117.18,596100,115.236864
"60",117.050003,118.209999,116.309998,116.489998,417700,114.558304
"61",116.480003,118.769997,116.010002,116.980003,856700,115.040184
"62",116.650002,117.370003,115.75,117.190002,569300,115.246701
"63",117.029999,117.669998,116.410004,116.57,373000,114.636979
"64",116.309998,116.809998,115.5,115.93,496900,114.007592
"65",116.080002,116.669998,115.330002,115.82,595600,113.899416
"66",115.459999,116.379997,115.050003,116.160004,431100,114.233782
"67",116.029999,116.209999,114.760002,115.400002,674600,113.486382
"68",115.43,115.980003,115.059998,115.489998,299700,113.574886
"69",115.32,116.370003,114.43,116.290001,532400,114.361623
"70",116.809998,117.580002,115.589996,116.139999,536700,114.214109
"71",116.599998,117.900002,116.5,117.720001,477800,115.767911
"72",118.419998,118.75,116.559998,117.129997,828300,115.18769
"73",116.870003,117,114.68,115,761800,113.093014
"74",114.230003,115.209999,114.110001,114.269997,485900,112.375116
"75",114,114.139999,112.779999,113.300003,1172500,111.421207
"76",113.150002,113.150002,111.279999,111.489998,833900,109.641216
"77",111.440002,113.199997,111.230003,112.839996,503800,110.968828
"78",111.599998,111.910004,111.029999,111.480003,812300,109.631387
