"","FDO.Open","FDO.High","FDO.Low","FDO.Close","FDO.Volume","FDO.Adjusted"
"153",75.489998,76.300003,74.650002,75.139999,9217900,75.139999
"154",74.989998,75.540001,74.720001,75.279999,8185300,75.279999
"155",75.080002,75.709999,75.019997,75.43,3316700,75.43
"156",75.260002,75.879997,75.260002,75.550003,3534800,75.550003
"157",75.769997,76.550003,75.769997,76.440002,4885300,76.440002
"158",76.669998,77.07,76.510002,76.93,1473000,76.93
"159",76.68,76.93,76.260002,76.360001,9102300,76.360001
"160",76.199997,76.720001,76.129997,76.620003,6389200,76.620003
"161",76.480003,76.769997,76.279999,76.309998,1928600,76.309998
"162",76.300003,76.470001,76.139999,76.220001,3470500,76.220001
"163",76.120003,76.849998,76.099998,76.099998,6019900,76.099998
"164",76.510002,76.93,76.269997,76.769997,2476200,76.769997
"165",77.029999,77.5,76.809998,77.489998,1549900,77.489998
"166",77.540001,77.639999,77.040001,77.349998,2486400,77.349998
"167",77.610001,77.82,77.349998,77.559998,1007700,77.559998
"168",77.239998,77.769997,77.239998,77.349998,816700,77.349998
"169",77.309998,77.559998,77.199997,77.290001,1003400,77.290001
"170",77.470001,77.580002,77.300003,77.559998,762600,77.559998
"171",77.75,77.870003,77.550003,77.75,801300,77.75
"172",77.809998,77.809998,77.480003,77.550003,341100,77.550003
"173",77.57,77.860001,77.480003,77.860001,320700,77.860001
"174",78,78,77.720001,77.839996,728300,77.839996
"175",77.760002,78.019997,77.699997,77.970001,802600,77.970001
"176",78.120003,78.120003,77.870003,77.900002,394000,77.900002
"177",77.860001,78.349998,77.720001,78.269997,1109100,78.269997
"178",78.360001,78.360001,78.099998,78.279999,1061000,78.279999
"179",78.160004,78.279999,78.099998,78.190002,494400,78.190002
"180",78.370003,79,78.309998,78.620003,700900,78.620003
"181",78.440002,78.730003,78.379997,78.610001,618800,78.610001
"182",78.599998,78.809998,78.519997,78.739998,725100,78.739998
"183",78.989998,78.989998,78.730003,78.790001,757000,78.790001
"184",78.879997,78.940002,78.5,78.660004,2436700,78.660004
"185",78.739998,78.739998,78.5,78.589996,509400,78.589996
"186",78.790001,78.809998,78.610001,78.699997,492500,78.699997
"187",78.43,78.989998,78.43,78.800003,689700,78.800003
"188",78.690002,78.889999,78.68,78.760002,316100,78.760002
"189",78.599998,78.760002,78.550003,78.639999,725800,78.639999
"190",78.599998,78.870003,78.550003,78.589996,722700,78.589996
"191",78.870003,79.339996,78.790001,79.120003,761500,79.120003
"192",79.190002,79.440002,79.150002,79.300003,982100,79.300003
"193",79.559998,79.910004,79.449997,79.910004,575800,79.910004
"194",79.809998,79.860001,79.669998,79.669998,601600,79.669998
"195",79.68,79.989998,79.559998,79.790001,836300,79.790001
"196",79.769997,79.940002,79.690002,79.699997,609300,79.699997
"197",79.779999,80.029999,79.730003,79.900002,1526300,79.900002
"198",80.080002,80.080002,79.669998,79.68,689000,79.68
"199",79.610001,79.910004,79.599998,79.610001,713000,79.610001
"200",79.470001,79.660004,79.199997,79.25,585300,79.25
"201",79.150002,79.379997,79.040001,79.230003,836000,79.230003
"202",79.110001,79.550003,79.110001,79.449997,716400,79.449997
"203",79.830002,79.889999,79.389999,79.43,804400,79.43
"204",79.419998,79.599998,79.239998,79.239998,1283200,79.239998
"205",79.129997,79.360001,79.010002,79.269997,4633100,79.269997
"206",79.43,79.43,79.129997,79.239998,956100,79.239998
"207",79.099998,79.43,79.040001,79.139999,1981300,79.139999
"208",79.120003,79.459999,79.050003,79.129997,1398800,79.129997
"209",79.230003,79.989998,79.120003,79.970001,940700,79.970001
"210",80.599998,80.599998,79.610001,79.690002,495900,79.690002
"211",79.720001,79.839996,79.650002,79.739998,424900,79.739998
"212",79.760002,79.839996,79.470001,79.510002,544800,79.510002
"213",79.489998,79.540001,79.220001,79.239998,386300,79.239998
"214",79.260002,79.440002,79.230003,79.360001,679200,79.360001
"215",79.389999,79.529999,79.199997,79.379997,528700,79.379997
"216",79.169998,79.25,78.660004,78.75,1005400,78.75
"217",79.110001,79.110001,78.660004,78.919998,1434300,78.919998
"218",78.919998,79.339996,78.919998,79.339996,499500,79.339996
"219",79.5,79.5,79.059998,79.25,409400,79.25
"220",79.309998,79.470001,79.220001,79.370003,600700,79.370003
"221",79.309998,79.459999,79.150002,79.379997,328500,79.379997
"222",79.400002,79.529999,79.169998,79.209999,643300,79.209999
"223",79.279999,79.279999,78.970001,79.080002,554100,79.080002
"224",79.019997,79.209999,78.389999,78.410004,862800,78.410004
"225",78.209999,78.580002,78.050003,78.139999,1036700,78.139999
"226",78.269997,78.580002,78.099998,78.529999,371900,78.529999
"227",78.519997,78.580002,78.300003,78.440002,206400,78.440002
"228",78.370003,78.410004,78.099998,78.160004,440200,78.160004
"229",78.269997,78.5,78.110001,78.339996,938600,78.339996
"230",78.440002,78.709999,78.290001,78.629997,363300,78.629997
"231",78.900002,79.18,78.800003,78.940002,313800,78.940002
"232",78.870003,78.989998,78.779999,78.860001,450900,78.860001
"233",78.790001,78.980003,78.68,78.889999,869200,78.889999
"234",78.839996,78.940002,78.470001,78.550003,918300,78.550003
"235",78.559998,78.660004,78.269997,78.330002,1010800,78.330002
"236",78.480003,78.660004,78.290001,78.610001,1659400,78.610001
"237",78.709999,78.709999,78.440002,78.650002,1785200,78.650002
"238",78.730003,78.769997,78.410004,78.43,1274500,78.43
"239",78.470001,78.470001,78.080002,78.120003,1120600,78.120003
"240",77.610001,79.019997,77.519997,78.550003,3662200,78.550003
"241",78.43,78.580002,78.110001,78.169998,1252400,78.169998
"242",78.330002,78.330002,77.699997,77.790001,817900,77.790001
"243",77.760002,78.019997,77.760002,77.959999,681800,77.959999
"244",78.029999,78.099998,77.800003,77.919998,614100,77.919998
"245",78.199997,78.199997,77.470001,77.519997,1684800,77.519997
"246",77.809998,78.209999,77.629997,78,1628000,78
"247",77.839996,78.529999,77.839996,78.290001,1037800,78.290001
"248",78.269997,78.709999,78.169998,78.629997,2204000,78.629997
"249",78.290001,78.949997,78.290001,78.599998,859500,78.599998
"250",78.5,78.620003,78.25,78.379997,1048700,78.379997
"251",78.309998,78.489998,78.139999,78.190002,758100,78.190002
"252",78.220001,78.349998,77.989998,78.260002,729800,78.260002
"253",78.260002,78.529999,78.120003,78.5,736300,78.5
