"","AN.Open","AN.High","AN.Low","AN.Close","AN.Volume","AN.Adjusted"
"105",56.619999,57.119999,56.360001,56.799999,622300,56.799999
"106",56.639999,57.950001,56.16,57.849998,887300,57.849998
"107",57.709999,57.82,57.150002,57.59,812700,57.59
"108",57.740002,58.099998,57.18,57.900002,477600,57.900002
"109",57.810001,58.389999,57.580002,57.869999,406400,57.869999
"110",57.720001,58.400002,57.720001,57.869999,577400,57.869999
"111",58,58.580002,57.48,57.869999,535300,57.869999
"112",57.759998,57.93,57.279999,57.380001,494300,57.380001
"113",57.23,57.84,56.919998,57.34,507100,57.34
"114",57.240002,58.049999,57.240002,57.73,533300,57.73
"115",57.740002,58.34,57.450001,57.919998,501200,57.919998
"116",57.529999,58.650002,57.529999,58.16,346400,58.16
"117",58.830002,58.98,58.139999,58.139999,572200,58.139999
"118",58.41,58.900002,58.259998,58.610001,412400,58.610001
"119",58.869999,59.099998,58.389999,58.799999,934900,58.799999
"120",58.77,58.950001,58.41,58.73,416500,58.73
"121",58.919998,60.279999,58.689999,59.439999,555800,59.439999
"122",59.299999,59.66,58.119999,58.290001,1162300,58.290001
"123",58.299999,59.68,58.110001,59.040001,822900,59.040001
"124",59.189999,60.439999,59.189999,60.02,778700,60.02
"125",59.970001,60.080002,59.369999,59.900002,559800,59.900002
"126",60,60.130001,59.59,59.790001,371300,59.790001
"127",59.549999,59.639999,58.189999,58.529999,705200,58.529999
"128",58.099998,60.009998,58.099998,59.970001,950300,59.970001
"129",59.900002,60.349998,58.419998,58.630001,972400,58.630001
"130",58.77,59.740002,58.330002,58.439999,926900,58.439999
"131",57.830002,58.669998,57.349998,57.349998,942400,57.349998
"132",57.700001,58.200001,56.459999,57.119999,884900,57.119999
"133",56.759998,57.290001,55.889999,55.919998,821600,55.919998
"134",56.139999,57.18,55.59,57.07,802900,57.07
"135",58.259998,58.259998,56.900002,57.75,1169500,57.75
"136",58.150002,59.529999,57.619999,58.560001,2485100,58.560001
"137",58.75,59.150002,58.169998,58.630001,687400,58.630001
"138",59.049999,59.900002,58.849998,59.41,606200,59.41
"139",59.560001,60.16,59.490002,59.740002,361600,59.740002
"140",59.939999,60.27,59.860001,59.970001,298000,59.970001
"141",59.93,61.029999,59.799999,60.880001,470000,60.880001
"142",60.619999,61.150002,60.439999,60.799999,493300,60.799999
"143",61.110001,61.419998,60.360001,60.41,573300,60.41
"144",60.41,61.060001,59.470001,60.040001,900900,60.040001
"145",59.84,60.16,58.82,59.209999,612100,59.209999
"146",59.549999,59.990002,58.549999,59.119999,1469300,59.119999
"147",59.68,60.110001,58.830002,59.509998,1040100,59.509998
"148",59.990002,60.040001,59.099998,59.860001,1323200,59.860001
"149",59.810001,60.049999,58.939999,58.950001,639300,58.950001
"150",58.919998,59.009998,58,58.119999,585900,58.119999
"151",58.549999,59.349998,57.369999,57.52,1338300,57.52
"152",56.689999,57.689999,56.540001,57.189999,1137100,57.189999
"153",57.299999,57.299999,56.07,56.119999,887600,56.119999
"154",56.16,58.150002,55.91,58.07,908900,58.07
"155",58.27,58.5,57.110001,57.799999,706400,57.799999
"156",56.740002,57.57,56.189999,57.34,485000,57.34
"157",57.610001,58.73,57.099998,58.580002,517900,58.580002
"158",58.619999,59.490002,58.439999,59.41,610400,59.41
"159",59.650002,59.970001,59.169998,59.91,874400,59.91
"160",59.049999,59.919998,58.77,59.810001,644300,59.810001
"161",60.310001,60.5,59.540001,59.73,859000,59.73
"162",59.830002,60.619999,59.580002,60.57,595200,60.57
"163",60.209999,60.439999,59.220001,59.619999,1128400,59.619999
"164",59.869999,60.290001,59.009998,59.34,2069200,59.34
"165",62.619999,64.949997,61.799999,63.169998,3240000,63.169998
"166",62.849998,63.32,62,62.810001,1683500,62.810001
"167",63.169998,63.740002,63.099998,63.41,947200,63.41
"168",63.439999,63.709999,63.009998,63.32,870200,63.32
"169",62.959999,63.73,62.830002,63.5,981000,63.5
"170",64.150002,64.610001,63.709999,64.519997,977200,64.519997
"171",64.360001,64.410004,63.240002,63.889999,713900,63.889999
"172",64,64,63.240002,63.470001,869900,63.470001
"173",63.400002,63.759998,63.110001,63.700001,609500,63.700001
"174",63.599998,63.709999,63.060001,63.150002,555200,63.150002
"175",63.150002,63.150002,62.09,62.330002,808400,62.330002
"176",62.57,62.77,61.93,62.279999,882300,62.279999
"177",62.169998,62.75,61.34,62.630001,1081100,62.630001
"178",62.75,63.27,62.130001,62.509998,723200,62.509998
"179",62.330002,62.450001,61.759998,62.029999,717400,62.029999
"180",62,62.389999,61.830002,62,702700,62
"181",62,62.02,61.41,61.439999,555000,61.439999
"182",61.439999,61.84,61,61.5,894500,61.5
"183",61.68,62.759998,61.66,62.599998,1111000,62.599998
"184",62.450001,62.490002,61.419998,62.279999,863000,62.279999
"185",62.009998,62.279999,61.23,62.040001,827800,62.040001
"186",62.060001,62.060001,61.360001,61.610001,541400,61.610001
"187",61.27,61.77,59.98,60.029999,863600,60.029999
"188",59.98,60.959999,59.75,60.779999,749600,60.779999
"189",60.220001,60.27,59.709999,60.16,715500,60.16
"190",60.32,60.900002,59.889999,60.799999,1025100,60.799999
"191",60.990002,62.240002,60.77,62.169998,784800,62.169998
"192",62.139999,62.299999,61.18,61.529999,527300,61.529999
"193",61.82,62.84,61.779999,62.799999,898000,62.799999
"194",62.450001,62.75,62.189999,62.209999,649300,62.209999
"195",62.09,62.98,61.799999,62.880001,570300,62.880001
"196",62.59,63.450001,62.59,63.389999,716900,63.389999
"197",63.599998,63.830002,62.990002,63.490002,954100,63.490002
"198",63.450001,63.59,63.18,63.200001,539800,63.200001
"199",63.02,63.529999,62.599998,62.970001,603000,62.970001
"200",62.959999,63.310001,61.990002,62.040001,818100,62.040001
"201",61.849998,61.98,61.349998,61.599998,648200,61.599998
"202",61.599998,63.150002,61.599998,63,862100,63
"203",63.48,64.529999,63.189999,64.449997,624700,64.449997
"204",64.040001,65,64.040001,64.330002,1632400,64.330002
"205",64.190002,64.190002,63.18,63.77,613800,63.77
"206",64.349998,65.150002,64.209999,64.470001,856300,64.470001
"207",64.120003,65.019997,64.080002,64.910004,800600,64.910004
"208",64.93,65.080002,63.689999,63.700001,726300,63.700001
"209",63.93,64.849998,63.919998,64.809998,647800,64.809998
"210",64.690002,65.089996,64.160004,64.910004,541700,64.910004
"211",65.040001,65.669998,64.959999,65.459999,468300,65.459999
"212",65.330002,65.330002,64.519997,64.620003,416900,64.620003
"213",64.519997,65.080002,63.880001,64.68,535800,64.68
"214",64.919998,65.220001,64.580002,64.870003,335200,64.870003
"215",64.870003,64.940002,64.18,64.330002,347200,64.330002
"216",63.84,63.860001,62.77,63.52,591700,63.52
"217",63.98,64.620003,63.779999,64.510002,756600,64.510002
"218",64.779999,65.360001,64.440002,64.900002,1392800,64.900002
"219",67.309998,67.5,64.260002,65.830002,1746900,65.830002
"220",65.800003,65.870003,64.790001,64.970001,1643800,64.970001
"221",65.050003,65.43,64.599998,64.800003,822300,64.800003
"222",65.110001,65.110001,63.509998,63.669998,889800,63.669998
"223",63.509998,63.91,62.27,62.509998,1100100,62.509998
"224",62.32,62.369999,61.689999,62.23,853400,62.23
"225",61.919998,62.310001,61.189999,61.549999,741200,61.549999
"226",61.700001,63.209999,61.490002,62.959999,914200,62.959999
"227",63.080002,63.66,62.66,63.57,714500,63.57
"228",63.360001,64.25,62.790001,63.09,931300,63.09
"229",63.189999,63.279999,62.080002,63.119999,535500,63.119999
"230",63.189999,63.34,62.779999,62.810001,722900,62.810001
"231",63.169998,63.66,63.09,63.119999,678400,63.119999
"232",63.119999,63.66,62.91,63.060001,886300,63.060001
"233",62.790001,63.150002,62.439999,62.970001,803100,62.970001
"234",62.970001,63.209999,62.240002,62.369999,455700,62.369999
"235",62.900002,62.900002,62.150002,62.32,491600,62.32
"236",62.32,62.540001,62.150002,62.299999,942600,62.299999
"237",62.32,62.73,62.189999,62.689999,1136600,62.689999
"238",63.029999,63.400002,62.439999,62.48,862500,62.48
"239",62.529999,62.799999,62.09,62.209999,747800,62.209999
"240",62.119999,63,61.93,62.389999,1007000,62.389999
"241",62.509998,62.75,62.099998,62.259998,479700,62.259998
"242",62.110001,62.240002,61.310001,61.360001,549000,61.360001
"243",61.66,63.419998,61.380001,63.279999,854000,63.279999
"244",63.279999,63.470001,62.950001,63.380001,488800,63.380001
"245",63.189999,63.34,62.389999,62.41,494400,62.41
"246",62.16,63.349998,62.130001,62.93,627700,62.93
"247",62.419998,63.310001,62.279999,62.700001,738600,62.700001
"248",63,64.07,62.700001,63.889999,986400,63.889999
"249",63.59,64.139999,63.459999,63.740002,563700,63.740002
"250",63.73,64.440002,63.25,64.239998,693000,64.239998
"251",64.239998,64.699997,64.120003,64.209999,532500,64.209999
"252",64.129997,64.650002,63.939999,63.959999,814900,63.959999
"253",64.160004,64.410004,64.019997,64.190002,960100,64.190002
