"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"161",116.5,116.93,113.720001,113.720001,1107800,112.417847
"162",113.620003,115.489998,113.269997,115.400002,680600,114.07861
"163",113.629997,115.010002,113.059998,113.160004,1035200,111.864262
"164",114.010002,115.739998,113.209999,115.550003,973900,114.226894
"165",116,118.349998,116,118.290001,706100,116.935518
"166",117.860001,119.550003,117.730003,118.589996,866500,117.232078
"167",118.970001,119.620003,118.82,119.459999,770000,118.092119
"168",121.309998,123.900002,120.260002,121.650002,835200,120.257045
"169",120.669998,121.419998,119.910004,120.599998,467700,119.219065
"170",121.410004,121.440002,120.120003,121.150002,412100,119.76277
"171",120.690002,121.029999,119.779999,120.529999,419700,119.149867
"172",120.949997,123.410004,120.830002,123.379997,792800,121.967231
"173",123.580002,124.389999,122.849998,123.900002,747200,122.481281
"174",123.889999,124.800003,122.989998,124.029999,631500,122.60979
"175",123.699997,123.900002,121.440002,121.699997,775100,120.306468
"176",121.629997,121.989998,120.339996,121.209999,709300,119.82208
"177",120.730003,121.610001,119.459999,121.339996,1243000,119.950589
"178",121.050003,121.370003,120.410004,121.199997,468100,119.812193
"179",121.089996,122.300003,120.989998,121.580002,872700,120.187846
"180",121.699997,121.720001,120.910004,121.559998,659500,120.168071
"181",120.860001,121.459999,120.559998,121.349998,951500,120.655267
"182",121.279999,121.690002,120.550003,121,600400,120.307272
"183",121,123.010002,120.830002,122.769997,751400,122.067135
"184",122.300003,122.959999,121.800003,122.730003,641100,122.027371
"185",121.949997,122.529999,121.529999,122.449997,593300,121.748968
"186",122.639999,123.269997,121.550003,123.220001,724800,122.514563
"187",123.300003,125.959999,123.190002,124.43,1126900,123.717635
"188",124.040001,124.82,123.5,124.470001,623500,123.757407
"189",123.510002,123.510002,121.290001,121.290001,656600,120.595612
"190",121.57,122.040001,121.160004,121.660004,826100,120.963497
"191",122.309998,125.760002,122.309998,125.639999,948000,124.920707
"192",125.610001,125.68,124.199997,125.220001,533100,124.503113
"193",125.910004,126.019997,125.010002,126,758800,125.278647
"194",125.279999,126.699997,124.959999,126.699997,900400,125.974636
"195",126.559998,127.790001,125.989998,127.07,1077500,126.342521
"196",126.440002,126.970001,125.239998,126.459999,662500,125.736012
"197",127.150002,128.289993,126.790001,128,901500,127.267197
"198",128,129.580002,127.239998,127.330002,1713000,126.601034
"199",127.269997,127.370003,125.540001,126.029999,1552600,125.308474
"200",126,126.019997,123.32,123.32,946600,122.613989
"201",123.330002,124.550003,122.43,124.110001,689600,123.399468
"202",124.07,125.099998,123.279999,124.970001,970300,124.254545
"203",125.529999,127.529999,125.32,126.879997,657400,126.153606
"204",126.230003,127.25,125.800003,127,901500,126.272922
"205",126.910004,126.949997,125.25,126.260002,592000,125.53716
"206",126.150002,127.519997,125.370003,127.209999,604800,126.481719
"207",124.010002,124.639999,121.25,123.760002,3864900,123.051473
"208",123.529999,125.839996,123.529999,124.540001,2271100,123.827006
"209",124.919998,124.980003,123.449997,124.25,1206500,123.538666
"210",124.199997,124.889999,123.790001,124.699997,1698600,123.986086
"211",124.599998,124.989998,123.919998,124.389999,1065700,123.677863
"212",123.010002,124.860001,123,124.209999,913700,123.498894
"213",123.349998,124.290001,122.459999,123.260002,1070400,122.554335
"214",123.830002,125.139999,123.290001,123.980003,1565400,123.270215
"215",123.800003,123.959999,122.959999,123.209999,806900,122.504619
"216",122.519997,123.239998,120.57,120.809998,1403800,120.118357
"217",120.669998,121.410004,118.949997,119.209999,1714900,118.527519
"218",119.389999,120.129997,118.470001,119.489998,1108600,118.805915
"219",119.379997,120.620003,118.699997,120.5,867600,119.810134
"220",120.169998,120.629997,119.610001,120.190002,570000,119.501912
"221",119.93,120.440002,118.959999,119.610001,591500,118.92523
"222",119.690002,120.529999,117.860001,118.370003,1074100,117.692331
"223",118.379997,120.650002,118.089996,120.43,925800,119.740535
"224",119.949997,121.190002,119.760002,120.169998,1024500,119.482022
"225",120.010002,120.879997,119.18,119.669998,846600,118.984884
"226",120.449997,120.739998,118.800003,119.290001,497300,118.607063
"227",119.709999,121.800003,119.440002,121.720001,1176300,121.023151
"228",120.949997,121.760002,120.209999,120.300003,1243300,119.611282
"229",120.82,121.300003,119.919998,120.82,672100,120.128302
"230",120.93,121.050003,119.599998,120.18,704700,119.491967
"231",121.040001,121.800003,120.349998,121.5,606500,120.804409
"232",121.220001,121.830002,120.959999,121.25,486800,120.555841
"233",120.580002,121.699997,119.940002,121.300003,795600,120.605557
"234",121.110001,122.18,120.470001,122.019997,919800,121.321429
"235",122.940002,122.980003,121.889999,122.800003,737500,122.09697
"236",122.940002,122.970001,120.620003,121.199997,1241200,120.506124
"237",121.199997,122.699997,120.989998,122.510002,528000,121.808629
"238",122.949997,124.050003,122.580002,124.050003,1150700,123.339814
"239",123.760002,124.349998,122.910004,123.580002,507900,122.872503
"240",123.129997,123.93,122.93,123.610001,493600,122.90233
"241",123.379997,123.93,122.980003,123.160004,636300,122.454909
"242",122.760002,123.160004,121.510002,122.089996,574100,121.391028
"243",122.559998,122.910004,121.870003,122.269997,753500,121.569998
"244",121.540001,121.980003,121,121.790001,667400,121.790001
"245",121.910004,121.980003,120.720001,120.879997,808300,120.879997
"246",121.489998,121.940002,119.699997,119.849998,616500,119.849998
"247",119.709999,121.150002,119.559998,121.019997,568900,121.019997
"248",121.209999,123.18,120.559998,122.639999,616500,122.639999
"249",121.919998,122.959999,121.620003,122,976900,122
"250",123.209999,124.080002,122.660004,123.860001,615300,123.860001
"251",123.540001,124.75,123.160004,123.970001,708800,123.970001
"252",123.849998,125.480003,123.620003,124.839996,541100,124.839996
"253",125.230003,127.129997,125.120003,126.43,544900,126.43
