"","PCLN.Open","PCLN.High","PCLN.Low","PCLN.Close","PCLN.Volume","PCLN.Adjusted"
"133",1067.550049,1073.290039,1045.25,1045.839966,1110100,1045.839966
"134",1050.400024,1077.849976,1043.02002,1075.339966,890100,1075.339966
"135",1088.920044,1108.98999,1088.150024,1104.579956,1230300,1104.579956
"136",1110.449951,1114.069946,1097.089966,1109.449951,1008400,1109.449951
"137",1111.01001,1152.400024,1110.719971,1149.380005,910200,1149.380005
"138",1155.640015,1158.560059,1140.930054,1147.609985,584500,1147.609985
"139",1148,1152.400024,1143.040039,1149.780029,166500,1149.780029
"140",1152.430054,1160.439941,1150.109985,1156.219971,280600,1156.219971
"141",1154.640015,1169.609985,1150.560059,1160.040039,472600,1160.040039
"142",1155.48999,1161.119995,1144.060059,1148.650024,357800,1148.650024
"143",1150.930054,1154,1140.209961,1140.209961,482500,1140.209961
"144",1144,1149.439941,1131.51001,1142.060059,509300,1142.060059
"145",1138.369995,1138.369995,1090.73999,1097.579956,1051300,1097.579956
"146",1103.410034,1103.97998,1072.5,1079.959961,1081500,1079.959961
"147",1090.77002,1092.069946,1058.569946,1069.569946,955000,1069.569946
"148",1056.949951,1083.170044,1047.119995,1082.849976,1045800,1082.849976
"149",1083.5,1085.089966,1051.640015,1051.959961,973000,1051.959961
"150",1054.689941,1054.689941,1021.01001,1039.97998,1077200,1039.97998
"151",1052.449951,1067.02002,1027.800049,1037.819946,871100,1037.819946
"152",1026.150024,1039.660034,1022.01001,1035.670044,755700,1035.670044
"153",1041.060059,1042.5,995.679993,998.25,1451700,998.25
"154",997.01001,1012.309998,990.690002,1008.219971,1004800,1008.219971
"155",1016.450012,1028.01001,999,1024.949951,700300,1024.949951
"156",1024,1049.550049,1020,1045.530029,732400,1045.530029
"157",1048.5,1053,1036.060059,1049.680054,913400,1049.680054
"158",1047.949951,1047.949951,1033.280029,1037.98999,700400,1037.98999
"159",1036.119995,1043.819946,1028.219971,1041.859985,507500,1041.859985
"160",1029.72998,1029.969971,1003.179993,1013.859985,942000,1013.859985
"161",1024.030029,1024.410034,1001.940002,1003.25,571300,1003.25
"162",1007.789978,1015.51001,992.130005,1014.73999,760500,1014.73999
"163",1011.73999,1022.200012,1008.409973,1009.47998,928400,1009.47998
"164",1012,1015,993.5,1013.030029,655300,1013.030029
"165",1019.690002,1039.98999,1012.359985,1037.550049,870600,1037.550049
"166",1036,1041.859985,1026.339966,1028.280029,557900,1028.280029
"167",1033.52002,1049.439941,1031.300049,1044.599976,660300,1044.599976
"168",1027.560059,1030.02002,1007.109985,1022.419983,1305200,1022.419983
"169",1020.650024,1039.359985,1014.150024,1033.150024,492700,1033.150024
"170",1040.800049,1060.800049,1039.430054,1057.619995,657600,1057.619995
"171",1064.23999,1067.930054,1051.050049,1060.060059,515700,1060.060059
"172",1077.209961,1102.26001,1075.719971,1091.949951,1199100,1091.949951
"173",1100.150024,1108.5,1094.589966,1103.369995,814400,1103.369995
"174",1115,1130.920044,1114.01001,1120.98999,900800,1120.98999
"175",1116.439941,1129.97998,1112,1122.98999,819800,1122.98999
"176",1219,1222.880005,1195.359985,1218.050049,2671500,1218.050049
"177",1217,1230.089966,1214.76001,1216.22998,1296800,1216.22998
"178",1210.469971,1216.5,1202.829956,1207.579956,869400,1207.579956
"179",1204.099976,1220.359985,1201.099976,1219.790039,603500,1219.790039
"180",1219.140015,1259.859985,1217.959961,1250.859985,1615900,1250.859985
"181",1248.97998,1264,1238.969971,1241.25,935400,1241.25
"182",1240.75,1246.390015,1235.119995,1237.47998,645400,1237.47998
"183",1237.75,1262,1232.030029,1249.400024,691500,1249.400024
"184",1245,1254.640015,1238,1242.030029,510900,1242.030029
"185",1233.5,1238.76001,1223.719971,1225.670044,777700,1225.670044
"186",1225.300049,1242,1224.540039,1231.900024,502100,1231.900024
"187",1221.709961,1228.380005,1213,1215.98999,695500,1215.98999
"188",1215.189941,1220.890015,1202,1217,563800,1217
"189",1202,1203.98999,1186.689941,1191.089966,788800,1191.089966
"190",1192.540039,1195.369995,1174,1177.550049,706100,1177.550049
"191",1186.930054,1194.550049,1176,1186.599976,521800,1186.599976
"192",1186.150024,1188.069946,1154.800049,1157.77002,813400,1157.77002
"193",1163.119995,1166.880005,1151,1158.439941,619800,1158.439941
"194",1152.310059,1163.420044,1144.119995,1153.569946,554600,1153.569946
"195",1153,1185.949951,1147.959961,1181.689941,888800,1181.689941
"196",1176.23999,1179,1165,1176.319946,475600,1176.319946
"197",1190.380005,1194.48999,1179.170044,1179.170044,726200,1179.170044
"198",1176.25,1190,1175.51001,1181.180054,460400,1181.180054
"199",1176.140015,1184.219971,1168.380005,1169.719971,398100,1169.719971
"200",1172.75,1177.01001,1150.630005,1152.699951,507100,1152.699951
"201",1144.5,1153.459961,1137.77002,1140.359985,524300,1140.359985
"202",1141.23999,1144.099976,1130.859985,1135.189941,446500,1135.189941
"203",1143.349976,1155.869995,1142,1149.829956,470100,1149.829956
"204",1161.75,1176.719971,1160.5,1164.150024,1011700,1164.150024
"205",1164,1168,1146.5,1149.599976,622800,1149.599976
"206",1149.150024,1164.800049,1146.189941,1160.439941,541100,1160.439941
"207",1158.829956,1194.459961,1154.099976,1185.01001,688200,1185.01001
"208",1190.079956,1195,1183.930054,1184.97998,383000,1184.97998
"209",1183.189941,1195,1180.670044,1192.25,341900,1192.25
"210",1194.349976,1199,1181.01001,1186,434900,1186
"211",1187.459961,1192.400024,1181,1189.5,361600,1189.5
"212",1188.839966,1209.910034,1188.02002,1199.75,484400,1199.75
"213",1196.76001,1204.949951,1182.47998,1204.709961,453700,1204.709961
"214",1206,1210.26001,1199.109985,1200.949951,402500,1200.949951
"215",1200.069946,1213.310059,1199.069946,1206.089966,518500,1206.089966
"216",1194.5,1200.089966,1186.810059,1187.530029,598100,1187.530029
"217",1191,1201.75,1187,1191.420044,473800,1191.420044
"218",1195.900024,1200.589966,1191.540039,1194.26001,360400,1194.26001
"219",1198.849976,1219.599976,1192.410034,1212.900024,433700,1212.900024
"220",1209,1222.949951,1207.650024,1221.099976,463700,1221.099976
"221",1229.459961,1235,1227.609985,1233.089966,599300,1233.089966
"222",1235.369995,1262.23999,1235.069946,1253.199951,650600,1253.199951
"223",1250,1253.839966,1238.930054,1242.119995,454900,1242.119995
"224",1235,1255.329956,1234.599976,1248.51001,533000,1248.51001
"225",1247.75,1255.27002,1231.530029,1237.810059,581200,1237.810059
"226",1249.150024,1260.890015,1244,1260.430054,844100,1260.430054
"227",1263.890015,1280.969971,1261,1267.459961,570900,1267.459961
"228",1262,1273.26001,1252.709961,1263.319946,730500,1263.319946
"229",1270.550049,1279.849976,1257.459961,1264.150024,1198700,1264.150024
"230",1224.25,1227.890015,1182.02002,1213.48999,2162800,1213.48999
"231",1223.150024,1224.599976,1202.890015,1204.76001,793800,1204.76001
"232",1200.069946,1209.430054,1183.040039,1186.380005,684700,1186.380005
"233",1178.400024,1187.27002,1167.48999,1183.469971,684600,1183.469971
"234",1181.310059,1192.699951,1177.48999,1177.75,562600,1177.75
"235",1188.689941,1192.400024,1177.069946,1190.089966,506500,1190.089966
"236",1193.140015,1205.75,1189.040039,1198.800049,701900,1198.800049
"237",1195.349976,1219.280029,1195.349976,1216.839966,596300,1216.839966
"238",1214,1221.849976,1204.02002,1213.660034,538800,1213.660034
"239",1210.23999,1213.550049,1203.900024,1208.180054,518200,1208.180054
"240",1206.01001,1218.540039,1204,1212.630005,323300,1212.630005
"241",1213.650024,1218.25,1207.26001,1208.5,408400,1208.5
"242",1206.77002,1211.930054,1194.109985,1195.780029,611100,1195.780029
"243",1196.219971,1203.369995,1194,1197.76001,554500,1197.76001
"244",1197.23999,1201.410034,1187.160034,1190.550049,394500,1190.550049
"245",1190.589966,1191.849976,1166.27002,1172.040039,839700,1172.040039
"246",1174,1177.459961,1164.079956,1166.660034,662200,1166.660034
"247",1162.140015,1201.439941,1161.560059,1196.02002,1033500,1196.02002
"248",1196.290039,1201.069946,1186.01001,1193.709961,689900,1193.709961
"249",1183.890015,1197.550049,1182.859985,1185.73999,495600,1185.73999
"250",1183.300049,1187.579956,1176.280029,1178.160034,416000,1178.160034
"251",1179.119995,1182,1162.089966,1164.050049,554500,1164.050049
"252",1160.839966,1168,1157.140015,1163.27002,478600,1163.27002
"253",1170,1185.810059,1164.339966,1179.939941,549800,1179.939941
