"","PCLN.Open","PCLN.High","PCLN.Low","PCLN.Close","PCLN.Volume","PCLN.Adjusted"
"1",1230.01001,1240.890015,1218.959961,1222.880005,588200,1222.880005
"2",1214,1250.089966,1213.040039,1248.719971,747800,1248.719971
"3",1249.319946,1264.800049,1222,1226,965800,1226
"4",1224.930054,1234.969971,1186.640015,1189.300049,1730000,1189.300049
"5",1191.380005,1209.550049,1183,1202.47998,751500,1202.47998
"6",1202.550049,1213.22998,1187,1196.51001,687500,1196.51001
"7",1200.349976,1218.599976,1187.920044,1216.880005,722000,1216.880005
"8",1220.819946,1221.02002,1199.52002,1206.829956,580300,1206.829956
"9",1209.140015,1214.98999,1196.01001,1203.170044,902200,1203.170044
"10",1200.119995,1208.410034,1195.030029,1205.599976,421200,1205.599976
"11",1207,1222.589966,1199,1204.72998,764900,1204.72998
"12",1201.530029,1224.579956,1199,1221.449951,592200,1221.449951
"13",1228.26001,1230.079956,1213.72998,1217.699951,555200,1217.699951
"14",1211.01001,1221.949951,1205.469971,1205.469971,566800,1205.469971
"15",1205.209961,1215.01001,1202.5,1203,578600,1203
"16",1217.699951,1249,1216.75,1246.77002,1005000,1246.77002
"17",1251.130005,1252.609985,1233.349976,1237.839966,617600,1237.839966
"18",1246.040039,1247.439941,1238.069946,1243.119995,328500,1243.119995
"19",1242.599976,1264.5,1239.380005,1252.400024,685700,1252.400024
"20",1241.880005,1247.430054,1208.170044,1225.22998,1112300,1225.22998
"21",1231.5,1240.089966,1225.119995,1236.369995,752500,1236.369995
"22",1211.849976,1226.47998,1209.050049,1216.130005,765500,1216.130005
"23",1222.640015,1223.579956,1211.829956,1214.920044,609900,1214.920044
"24",1221.5,1236,1215.51001,1228.48999,590100,1228.48999
"25",1231.199951,1238.76001,1219.160034,1231,622900,1231
"26",1241.709961,1243.26001,1223,1223.650024,577300,1223.650024
"27",1218.52002,1229,1197.01001,1201.369995,932700,1201.369995
"28",1206.150024,1212.890015,1199.890015,1212.780029,795500,1212.780029
"29",1211.550049,1217.939941,1203.050049,1215.920044,535800,1215.920044
"30",1223.829956,1232.75,1216.800049,1230.660034,571900,1230.660034
"31",1228.599976,1242.400024,1228.599976,1238.680054,516700,1238.680054
"32",1234.339966,1247.310059,1228.27002,1236.72998,621800,1236.72998
"33",1235.650024,1239.349976,1224.280029,1227.780029,662600,1227.780029
"34",1228,1242.880005,1223.72998,1239.290039,446400,1239.290039
"35",1245.689941,1255.839966,1242.349976,1246.609985,701300,1246.609985
"36",1253.819946,1258.51001,1249.920044,1255.949951,625700,1255.949951
"37",1248.52002,1254.969971,1236.469971,1242.449951,822000,1242.449951
"38",1247,1255.630005,1236.660034,1245.900024,805900,1245.900024
"39",1247.550049,1307.089966,1246.530029,1299.920044,1367600,1299.920044
"40",1295.380005,1306.780029,1269.540039,1281.209961,953400,1281.209961
"41",1275,1296.640015,1268.51001,1280.569946,661900,1280.569946
"42",1303.109985,1303.630005,1279.400024,1285.109985,675000,1285.109985
"43",1289.609985,1289.930054,1271.540039,1281.560059,1029600,1281.560059
"44",1281.849976,1329.900024,1274.550049,1309.280029,2051200,1309.280029
"45",1312.209961,1320.920044,1288.119995,1294.359985,794200,1294.359985
"46",1302.420044,1302.969971,1284.199951,1293.75,728200,1293.75
"47",1299.969971,1301.449951,1284.060059,1284.810059,713800,1284.810059
"48",1293.619995,1293.619995,1266.52002,1270.119995,1335800,1270.119995
"49",1274.569946,1288.27002,1273.52002,1276.180054,602400,1276.180054
"50",1281.26001,1281.26001,1268.170044,1271.780029,422300,1271.780029
"51",1274.400024,1276,1267.97998,1273.369995,358900,1273.369995
"52",1273.369995,1275.349976,1264.26001,1265.050049,402500,1265.050049
"53",1268.48999,1277.930054,1260.380005,1277.5,601100,1277.5
"54",1286.810059,1293.969971,1275.849976,1277.01001,570600,1277.01001
"55",1280.439941,1286.660034,1270.27002,1277.52002,409800,1277.52002
"56",1277.23999,1281.839966,1259.589966,1260.77002,567800,1260.77002
"57",1255.51001,1260.109985,1248.699951,1250.709961,480000,1250.709961
"58",1255.23999,1255.849976,1241.619995,1244.310059,532700,1244.310059
"59",1247.699951,1257.76001,1244.050049,1254.900024,681700,1254.900024
"60",1262.949951,1262.949951,1232.660034,1234.400024,779300,1234.400024
"61",1242.380005,1243.900024,1216,1220.76001,967100,1220.76001
"62",1210,1211.400024,1182.359985,1195.02002,1705300,1195.02002
"63",1190.329956,1201.550049,1178.72998,1198.859985,966500,1198.859985
"64",1198.589966,1200,1173.699951,1177.079956,870500,1177.079956
"65",1176.98999,1189.390015,1173.609985,1188.640015,685400,1188.640015
"66",1183.619995,1186.790039,1170.150024,1176.849976,619200,1176.849976
"67",1175.52002,1177.890015,1161.75,1163.939941,791900,1163.939941
"68",1161.160034,1161.5,1139.27002,1153.589966,829000,1153.589966
"69",1149.890015,1179.560059,1149.310059,1172.920044,810000,1172.920044
"70",1174.189941,1184.76001,1162.819946,1173.800049,644500,1173.800049
"71",1179.400024,1198.48999,1175.709961,1197.199951,871800,1197.199951
"72",1205,1205.5,1185.5,1186.119995,841000,1186.119995
"73",1181.329956,1181.329956,1154.150024,1165.790039,679200,1165.790039
"74",1163.400024,1177.5,1160.300049,1166.349976,651700,1166.349976
"75",1169.73999,1183.869995,1157.150024,1182.02002,564700,1182.02002
"76",1181.430054,1182.560059,1159.329956,1164.030029,752700,1164.030029
"77",1166.670044,1175.420044,1161.01001,1174.439941,689000,1174.439941
"78",1162.52002,1164.400024,1142.26001,1161.050049,861200,1161.050049
"79",1164.5,1169.099976,1152.280029,1158.579956,661500,1158.579956
"80",1154.290039,1154.75,1131.310059,1137.660034,958800,1137.660034
"81",1140,1146.630005,1119.050049,1139.910034,797800,1139.910034
"82",1145,1152.550049,1140,1141.459961,616900,1141.459961
"83",1141,1141.339966,1116.410034,1119.819946,964400,1119.819946
"84",1114.47998,1129.98999,1106.459961,1109.150024,977400,1109.150024
"85",1110.51001,1127.859985,1098.209961,1126.920044,1046100,1126.920044
"86",1120.180054,1122.619995,1099.01001,1102.189941,1068500,1102.189941
"87",1094.800049,1103.47998,1062.569946,1063.660034,1529100,1063.660034
"88",1063.410034,1072.880005,1017.280029,1040.699951,1867500,1040.699951
"89",1050.209961,1061,1041.709961,1050.449951,1208600,1050.449951
"90",1031.329956,1060.98999,1022.330017,1058.75,1610700,1058.75
"91",1044.670044,1073.76001,1042.22998,1073.189941,1059400,1073.189941
"92",1090.170044,1094.5,1073.02002,1077.27002,901500,1077.27002
"93",1076.52002,1104.439941,1074.72998,1103.069946,589700,1103.069946
"94",1107.160034,1136.849976,1107.01001,1132.969971,737800,1132.969971
"95",1134.839966,1136.630005,1109.709961,1114.449951,595500,1114.449951
"96",1125.119995,1141.430054,1120.900024,1130.97998,709000,1130.97998
"97",1130.819946,1140.810059,1123.709961,1138.430054,538700,1138.430054
"98",1138,1143.97998,1129.640015,1134.26001,377300,1134.26001
"99",1135.040039,1156.869995,1133.709961,1156.619995,501000,1156.619995
"100",1156.459961,1159,1143.050049,1144.219971,543800,1144.219971
"101",1142.920044,1154.48999,1132.449951,1146.589966,542300,1146.589966
"102",1175.579956,1206.829956,1172.51001,1206.209961,1472100,1206.209961
"103",1211.689941,1229,1197,1198.52002,1101800,1198.52002
"104",1113.119995,1126.22998,1081.390015,1097.699951,3357200,1097.699951
"105",1103,1116,1086.160034,1095.339966,1165000,1095.339966
"106",1096.97998,1100.290039,1082.800049,1097.75,741200,1097.75
"107",1094.349976,1100.579956,1088.910034,1094.609985,611300,1094.609985
"108",1092.890015,1120.699951,1092.849976,1120.02002,882800,1120.02002
"109",1123.099976,1168.680054,1122.75,1167.359985,1389700,1167.359985
"110",1163.98999,1178.390015,1154.369995,1161,820100,1161
"111",1165.199951,1174,1156.449951,1168.01001,708900,1168.01001
"112",1170.640015,1175.050049,1163.319946,1172.959961,601300,1172.959961
"113",1169.959961,1171.819946,1148.819946,1166.410034,711900,1166.410034
"114",1164.98999,1175,1158.599976,1166.829956,551800,1166.829956
"115",1162.099976,1167.420044,1151.550049,1156.650024,542200,1156.650024
"116",1149.619995,1162.98999,1148.27002,1153.880005,449500,1153.880005
"117",1166.910034,1166.910034,1149.430054,1151.459961,787800,1151.459961
"118",1157.52002,1161.5,1151.449951,1160.140015,413400,1160.140015
"119",1160,1182.310059,1159.01001,1179.170044,654800,1179.170044
"120",1176.949951,1179.900024,1161.819946,1166.829956,626800,1166.829956
"121",1171.550049,1171.550049,1158.390015,1160.189941,287700,1160.189941
"122",1158.140015,1164.949951,1139.630005,1153.199951,740400,1153.199951
"123",1144.849976,1147.72998,1131.02002,1139.359985,884900,1139.359985
"124",1138.689941,1141,1126.5,1130.170044,654100,1130.170044
"125",1126.339966,1146.569946,1125.310059,1140.109985,735300,1140.109985
"126",1141.119995,1142.890015,1130.939941,1135.969971,769600,1135.969971
"127",1131.849976,1149.089966,1131.849976,1135.680054,592200,1135.680054
"128",1128,1136.119995,1112.780029,1135.180054,678000,1135.180054
"129",1131.810059,1136.680054,1112.099976,1115.52002,671300,1115.52002
"130",1119.390015,1127.329956,1111.709961,1114.27002,546500,1114.27002
"131",1108.630005,1119.819946,1103.52002,1103.98999,672000,1103.98999
"132",1107.099976,1111.670044,1076.849976,1078.640015,888600,1078.640015
