"","NOV.Open","NOV.High","NOV.Low","NOV.Close","NOV.Volume","NOV.Adjusted"
"42",82.18,82.720001,81.309998,81.639999,2496000,79.120968
"43",81.760002,82.379997,81.410004,82.309998,4121000,79.770293
"44",82.5,82.889999,81.870003,81.970001,2452000,79.440788
"45",81.739998,82.449997,81.57,81.889999,2081900,79.363254
"46",82.349998,82.830002,82.099998,82.220001,1637200,79.683074
"47",82.290001,82.699997,80.550003,80.769997,2745300,78.27781
"48",81.139999,82.199997,81.139999,82.110001,2780500,79.576467
"49",82.699997,82.860001,82.010002,82.489998,2124500,79.944739
"50",82.529999,84.139999,82.449997,83.620003,3039000,81.039878
"51",83.099998,83.870003,82.480003,83.839996,2279600,81.253083
"52",84,84.639999,83.300003,84.410004,2543600,81.805503
"53",84.18,84.32,83.519997,84,2246800,81.40815
"54",84.199997,84.790001,83.760002,84.669998,2097300,82.057475
"55",84.82,85.959999,84.779999,84.910004,2193000,82.290075
"56",85.139999,85.75,84.300003,85.620003,1736700,82.978167
"57",85.169998,85.730003,84.690002,85.419998,1847800,82.784334
"58",85.550003,86.459999,85.209999,86.43,2116900,83.763172
"59",86.5,86.550003,84.199997,84.629997,3297100,82.018708
"60",85.339996,85.709999,85.07,85.129997,2095900,82.503281
"61",85.160004,85.25,83.190002,83.629997,3715400,81.049564
"62",83.629997,83.889999,82.25,83.550003,2911900,80.972038
"63",83.199997,83.199997,81.800003,82.629997,2562800,80.080419
"64",82.5,82.690002,81.209999,81.75,3812200,79.227575
"65",81.269997,81.510002,80.139999,81.489998,4836700,79.422499
"66",80.959999,82.529999,80.800003,82.489998,3131200,80.397128
"67",82.150002,82.169998,80.309998,80.639999,3220100,78.594066
"68",80.779999,81.529999,80.300003,81.300003,2816000,79.237325
"69",81.300003,82.860001,81.18,82.349998,2713700,80.260681
"70",82.730003,82.769997,80.43,80.910004,3451200,78.85722
"71",81.120003,81.349998,80.269997,80.589996,2435700,78.545332
"72",80.980003,81.190002,80.160004,80.230003,4738600,78.194472
"73",80.150002,80.330002,78.120003,78.699997,4079800,76.703284
"74",78.650002,79.050003,78.239998,78.82,3389300,76.820242
"75",78.839996,79.400002,77.650002,78.860001,3643400,76.859228
"76",78.849998,78.919998,77.300003,77.93,3545000,75.952823
"77",78.139999,78.830002,77.580002,78.5,2792900,76.508361
"78",77.739998,78.260002,77.050003,78.099998,2639800,76.118508
"79",78.209999,78.410004,75.230003,76.099998,8965300,74.169251
"80",76.199997,76.730003,74.089996,74.540001,6559200,72.648832
"81",74.720001,75.209999,72.889999,74.190002,6760300,72.307714
"82",74.410004,74.419998,72.940002,73.5,4436800,71.635217
"83",73.629997,74.25,73.110001,73.540001,4300600,71.674203
"84",73.269997,74.93,73.169998,73.690002,4800400,71.820399
"85",73.059998,73.970001,71.25,73.93,6261300,72.054308
"86",73.489998,73.690002,71.029999,71.339996,5253900,69.530015
"87",71.440002,72.150002,69.769997,70.32,5695300,68.535897
"88",70.309998,71.260002,67.93,68.050003,5221000,66.323493
"89",68.110001,70.080002,67.57,68.5,5534000,66.762073
"90",67.669998,70.209999,67.25,69.970001,6767800,68.194779
"91",68.260002,71.629997,67.940002,71.209999,5472300,69.403316
"92",71.669998,72.900002,69.459999,70.440002,5420800,68.652855
"93",70.5,71.080002,69.510002,70.980003,3580300,69.179156
"94",71.800003,73.540001,71.459999,73.349998,3669000,71.489021
"95",73.589996,73.809998,71.339996,71.440002,3324800,69.627484
"96",72.629997,74.43,71.989998,73.650002,4212100,71.781413
"97",73.419998,73.93,72.309998,73.519997,2736600,71.654707
"98",72.230003,72.239998,70.349998,71.029999,4565400,69.227883
"99",71.800003,73.330002,71.099998,73.080002,3258900,71.225875
"100",73.970001,74.650002,71.970001,72.730003,3899200,70.884756
"101",70.849998,72.730003,69.75,70.760002,6963500,68.964736
"102",71.300003,72.720001,69.900002,72.639999,5631100,70.797036
"103",71.970001,72.599998,70.349998,70.720001,5806800,68.92575
"104",69.809998,69.910004,68.230003,69.139999,4450400,67.385835
"105",69.610001,71.860001,69.139999,71.559998,4789300,69.744435
"106",70.75,72.919998,70.5,72.870003,5430900,71.021204
"107",72.739998,74.370003,72.610001,73.260002,4938600,71.401308
"108",74.099998,74.650002,72.949997,73.519997,5213800,71.654707
"109",73.489998,73.599998,72.269997,73.099998,5481200,71.245364
"110",72.540001,73.970001,72.160004,73,3691200,71.147903
"111",72.75,72.779999,70.260002,71.519997,5734200,69.705449
"112",71.900002,72.239998,70.040001,71.339996,4540300,69.530015
"113",71.129997,72.260002,71.050003,71.82,4461500,69.997841
"114",71.839996,72.580002,71.470001,72.050003,3271800,70.222008
"115",72,72.709999,71.239998,71.489998,4450300,69.676211
"116",71.620003,72.589996,71.43,72.360001,3239600,70.524141
"117",73.550003,74.050003,72.559998,73.82,3617300,71.947098
"118",73.860001,74.199997,73.080002,73.550003,3827100,71.683952
"119",73.870003,74.190002,72.260002,72.459999,3495200,70.621602
"120",72.160004,72.440002,71.230003,71.290001,4598400,69.481288
"121",67.760002,67.980003,65.610001,67.040001,7648500,65.339116
"122",66.089996,66.900002,65,66.459999,8213700,64.77383
"123",66.169998,67.440002,65.790001,66.599998,4871200,64.910277
"124",66.57,67.739998,66,67.580002,4356300,66.323506
"125",66.790001,67.919998,65.32,67.349998,6543800,66.097779
"126",66.709999,67.620003,66.019997,66.889999,4511600,65.646333
"127",65.989998,66,63.630001,63.779999,7594700,62.594155
"128",63.75,65.150002,63.400002,64.93,6015900,63.722775
"129",63.84,63.939999,62.560001,63.080002,5458500,61.907173
"130",62.98,64.620003,62.689999,63.009998,4628300,61.838471
"131",62.32,62.5,60.880001,61.549999,5578300,60.405618
"132",62.150002,62.939999,61.630001,61.93,4882200,60.778553
"133",61.560001,64.120003,60.91,62.34,7536700,61.18093
"134",62.369999,65.040001,62.310001,64.019997,6257800,62.829691
"135",65.690002,65.879997,63.77,65.269997,4923000,64.05645
"136",66.150002,67.099998,65.029999,67.07,7265800,65.822986
"137",66.139999,66.300003,64.82,66.279999,4581100,65.047674
"138",66.959999,67.209999,66,66.480003,4092100,65.24396
"139",66.389999,66.769997,65.220001,66.18,2433900,64.949534
"140",66.709999,67.269997,66.370003,66.699997,2272500,65.459863
"141",67.230003,67.589996,66.57,66.800003,3379200,65.55801
"142",66.629997,67.010002,65.949997,66.25,2568600,65.018233
"143",65.849998,66.360001,64.900002,65.529999,2859000,64.311618
"144",64.970001,66.019997,64.639999,65.489998,3232800,64.272361
"145",64.599998,64.599998,61.389999,62.5,6706000,61.337955
"146",62.23,63,61.150002,61.73,5651100,60.582271
"147",62.360001,62.720001,61.169998,61.790001,4634700,60.641157
"148",62.279999,63.66,61.959999,63.630001,6683600,62.446947
"149",63.959999,64.199997,61.709999,61.880001,5026700,60.729484
"150",60.799999,61.029999,58.18,58.599998,7612800,57.510465
"151",58.34,59.049999,57.18,57.970001,8931300,56.892181
"152",57.650002,57.84,56.419998,57.790001,7870200,56.715528
"153",58.75,58.970001,56.73,56.790001,5229000,55.734121
"154",57.330002,58.330002,57.25,58.279999,7132900,57.196415
"155",58.189999,58.400002,57.049999,58.310001,5783300,57.22586
"156",58.59,59.77,58.310001,59.73,3090100,58.619457
"157",59.459999,59.82,58.139999,58.82,4658700,57.726376
"158",58.779999,59.16,57.07,57.150002,6213000,56.087428
"159",56.66,57.779999,56.650002,57.740002,6088600,56.666458
"160",57.34,57.849998,56.73,57.700001,4818800,56.627201
"161",57.290001,57.470001,53.439999,53.529999,11018300,52.534731
"162",54.150002,54.16,52.139999,53.259998,9603100,52.26975
"163",52.900002,55.400002,52.639999,54.43,7953500,53.417999
"164",55.16,56.400002,54.34,56.389999,7454600,55.341556
"165",57.529999,57.66,53.139999,54.080002,17343900,53.074508
"166",52.950001,53.490002,51.73,52.330002,12118600,51.357045
"167",53.119999,53.580002,52.360001,53.240002,6543200,52.250125
"168",53.75,53.75,49.25,51.43,14993400,50.473777
"169",51.560001,53.25,51.490002,52.779999,9154200,51.798675
"170",52.790001,52.959999,51.68,52.349998,8193300,51.37667
"171",51.77,52.439999,51.34,51.889999,6927100,50.925223
"172",52.779999,53.630001,52.23,52.560001,6956000,51.582768
"173",53.200001,53.619999,52.439999,53.360001,6959800,52.367893
"174",53.32,55.16,52.779999,55.130001,8033800,54.104985
"175",54.599998,55.919998,54.349998,55.84,9429200,54.801783
"176",53.48,55.049999,52.880001,54.240002,10179400,53.231533
"177",54.110001,54.560001,53.52,54.470001,5417600,53.457256
"178",53.5,54.799999,53.220001,54.299999,5512300,53.290415
"179",54.68,54.75,53.82,54.68,5802300,53.663351
"180",54.720001,55,54.07,54.740002,3748700,53.722236
"181",54.299999,54.5,52.799999,53.27,5113400,52.279567
"182",53.5,54.5,53.209999,54.349998,5206600,53.339484
"183",54.349998,55.82,53.900002,55.790001,9182800,54.752713
"184",55.84,56.169998,54.23,54.439999,6267700,53.427811
"185",54.599998,54.950001,53.900002,54.779999,4327900,53.76149
"186",54.549999,54.549999,53.529999,53.599998,5106800,52.603429
"187",53.099998,53.330002,52.369999,52.540001,5153100,51.56314
"188",52.52,52.93,51.650002,51.650002,6198800,50.689688
"189",51.119999,51.490002,50.299999,50.68,6891900,49.737721
"190",50.869999,50.869999,49.869999,50.16,4501400,49.678297
"191",50.25,50.32,49.779999,49.799999,5869800,49.321754
"192",49.34,49.59,48.07,49.07,7428700,48.598765
"193",48.709999,48.849998,47.790001,48.669998,6963300,48.202605
"194",48.18,48.48,47.369999,47.459999,9079000,47.004225
"195",47.209999,48.790001,46.080002,48.59,11927100,48.123375
"196",47.900002,48.450001,47.779999,47.889999,6670400,47.430096
"197",48.34,49.939999,48.299999,49.66,15174300,49.183099
"198",49.66,50.34,49.349998,49.360001,4996400,48.885981
"199",49.48,49.630001,48.48,48.509998,5746300,48.044141
"200",49.049999,49.43,48.689999,49.040001,5571000,48.569054
"201",49.689999,49.810001,48.73,48.950001,4492100,48.479918
"202",48.990002,49.650002,48.48,49.25,6237800,48.777036
"203",49.189999,50.040001,48.75,49.84,5762700,49.361371
"204",49.400002,50.169998,49.200001,49.990002,11090700,49.509932
"205",50.189999,50.470001,49.869999,49.919998,4704000,49.4406
"206",49.619999,51.139999,49.599998,51.009998,5401600,50.520133
"207",51.330002,53.060001,51.27,52.700001,8068100,52.193906
"208",52.709999,53.189999,52.330002,52.77,4545100,52.263233
"209",52.990002,53.25,52.240002,52.740002,5627400,52.233522
"210",52.990002,54.720001,52.990002,54.549999,4766900,54.026138
"211",54.650002,54.970001,54.060001,54.43,3589000,53.907292
"212",54.689999,54.709999,53.029999,53.18,4428500,52.669296
"213",53.59,54.540001,53.48,54.360001,4282700,53.837964
"214",54.75,56.639999,54.34,56,7099100,55.462214
"215",55.59,56.43,54.610001,55.299999,4736700,54.768936
"216",55.169998,55.169998,54.07,54.59,4916800,54.065755
"217",54.540001,55.419998,54.52,55.029999,4164000,54.501528
"218",55.029999,55.119999,53.040001,53.130001,4297200,52.619777
"219",53.200001,54.400002,52.549999,53.93,5623500,53.412093
"220",54.080002,56.07,53.889999,55.75,6486700,55.214615
"221",55.439999,55.5,53.830002,54.200001,7437100,53.679501
"222",55.610001,55.610001,54.259998,54.689999,5407100,54.164793
"223",51.220001,52.18,50.18,51.93,14482800,51.4313
"224",50.48,53.119999,50.380001,52.919998,9186300,52.41179
"225",53.23,54.77,52.490002,54.41,7405900,53.887483
"226",54.349998,55,53.849998,54.73,4094500,54.20441
"227",54.860001,55.119999,53.869999,54.740002,3808700,54.214316
"228",55.470001,56.029999,54.82,55.400002,4734400,54.867977
"229",56.130001,56.130001,53.990002,54.52,6037000,53.996427
"230",53.59,53.59,51.669998,51.970001,6945000,51.470917
"231",52.5,53.32,51.279999,53.23,4408200,52.718815
"232",52.400002,52.549999,51.099998,51.330002,6409100,50.837063
"233",51.490002,52.009998,50.759998,51.48,4334300,50.985621
"234",51.990002,52.400002,51.16,51.880001,5083700,51.381781
"235",51.810001,52.470001,50.93,51.220001,4268400,50.728119
"236",51.02,51.650002,50.310001,51.27,7305600,50.777638
"237",51.110001,51.290001,50.330002,51.18,3292400,50.688502
"238",50.73,50.799999,49.27,49.959999,5090900,49.480217
"239",50.279999,50.369999,49.619999,50.169998,3473800,49.6882
"240",50.439999,51.950001,50.18,51.400002,5045300,50.906391
"241",50.84,51.549999,50.509998,50.709999,3343500,50.223015
"242",50.029999,50.689999,49.720001,49.959999,3521500,49.480217
"243",49.790001,50.790001,49.419998,50.299999,3679400,49.816952
"244",50.02,50.110001,49.080002,49.889999,3866400,49.41089
"245",49.880001,50.349998,49.18,49.189999,4627900,48.717611
"246",49.16,49.389999,48.709999,49.080002,3138900,48.608671
"247",49.549999,50.599998,49.450001,50.200001,3512900,49.717914
"248",50.16,50.700001,49.5,49.66,2722100,49.183099
"249",49.299999,49.43,48.59,48.630001,3360900,48.162992
"250",48.5,49.720001,48.349998,48.880001,3028300,48.410591
"251",48.689999,49.549999,48.599998,48.959999,2925300,48.48982
"252",49.439999,49.650002,47.889999,47.900002,5208600,47.440002
"253",48.02,49.299999,47.84,49.200001,4442400,49.200001
