"","CL.Open","CL.High","CL.Low","CL.Close","CL.Volume","CL.Adjusted"
"32",68.330002,68.339996,67.989998,68.110001,1917300,67.001763
"33",68.099998,68.169998,67.529999,67.589996,1594300,66.49022
"34",67.639999,67.889999,67.089996,67.330002,1711600,66.234456
"35",67.07,67.32,66.260002,66.360001,4919000,65.280238
"36",66.459999,66.730003,66.019997,66.110001,3740600,65.034305
"37",64.730003,64.989998,63.400002,63.400002,6849300,62.368402
"38",63.060001,64.669998,62.889999,63.950001,5261900,62.909452
"39",63.880001,64.129997,63.560001,63.759998,4342400,62.722541
"40",63.5,64.07,63.48,63.77,4336500,62.73238
"41",63.919998,65.25,63.919998,64.800003,5742500,63.745623
"42",64.970001,65.07,64.309998,64.449997,2797600,63.401312
"43",64.370003,65.220001,64.32,65.18,2175300,64.119437
"44",65.339996,65.699997,65.010002,65.059998,4085500,64.001387
"45",64.529999,64.839996,64.330002,64.419998,4138700,63.371801
"46",64.599998,64.699997,64.050003,64.379997,3686800,63.332451
"47",64.400002,64.550003,64.040001,64.209999,4143700,63.165219
"48",64.400002,64.669998,63.689999,64.129997,3972300,63.086519
"49",64.349998,65,64.300003,64.620003,3797400,63.568552
"50",64.529999,64.540001,64.040001,64.260002,3273800,63.214409
"51",64.419998,64.809998,64.239998,64.669998,2815800,63.617734
"52",64.550003,65.010002,64.550003,64.809998,2500000,63.755455
"53",64.900002,64.970001,64.529999,64.57,1642200,63.519362
"54",64.919998,65.139999,64.720001,64.870003,1556800,63.814484
"55",64.900002,65.110001,64.709999,64.790001,2390400,63.735784
"56",64.790001,64.93,64.580002,64.830002,2084400,63.775134
"57",64.629997,64.739998,64.449997,64.510002,2204600,63.460341
"58",64.739998,64.760002,64.400002,64.730003,2102500,63.676762
"59",64.440002,64.699997,64.160004,64.419998,3045400,63.371801
"60",64.849998,64.889999,64.309998,64.419998,3304200,63.371801
"61",64.480003,64.629997,64.080002,64.309998,3288600,63.263591
"62",64.269997,64.879997,64.120003,64.860001,3441700,63.804645
"63",64.440002,64.529999,63.630001,63.639999,3739100,62.604494
"64",63.5,63.720001,63.369999,63.43,3520600,62.397912
"65",63.5,64.080002,63.360001,64,2769700,62.958637
"66",63.970001,64.5,63.779999,64.419998,3271900,63.371801
"67",64.18,64.559998,64.080002,64.480003,3230400,63.43083
"68",64.220001,64.790001,64.129997,64.510002,3135900,63.460341
"69",64.379997,65.400002,64.25,65.139999,4466400,64.080087
"70",65.410004,65.419998,64.839996,65.239998,3709500,64.178459
"71",65.279999,65.449997,65.040001,65.309998,3443400,64.247319
"72",65.599998,65.669998,65.230003,65.279999,5260800,64.217809
"73",65.449997,65.889999,65.309998,65.690002,2871100,64.621141
"74",65.459999,65.839996,65.349998,65.400002,3138500,64.335859
"75",65.459999,66.360001,65.459999,66.230003,4024400,65.152356
"76",66.019997,66.059998,65.459999,65.480003,2553000,64.414559
"77",65.43,65.849998,65.059998,65.699997,1988000,64.630973
"78",65.410004,65.690002,65.190002,65.629997,3073900,64.562112
"79",65.760002,65.830002,65.160004,65.220001,5033900,64.158787
"80",65.220001,65.290001,64.800003,64.889999,3385200,63.834155
"81",64.75,64.980003,64.510002,64.779999,3230500,63.725944
"82",65.209999,65.610001,64.860001,65.459999,3793100,64.39488
"83",65.160004,65.489998,64.940002,65.269997,3154700,64.207969
"84",64.760002,65.279999,64.639999,64.900002,4280100,63.843995
"85",64.900002,65.860001,64.849998,65.82,3696600,64.749023
"86",65.519997,65.919998,65.150002,65.199997,4065400,64.139109
"87",65.389999,65.760002,65.239998,65.290001,3860900,64.227648
"88",65.349998,65.349998,64.160004,64.190002,3706800,63.145548
"89",64.360001,66.120003,64,64.410004,4631700,63.36197
"90",63.669998,64.040001,62.68,63.529999,5418100,62.847551
"91",62.810001,63.400002,62.529999,63.110001,4995000,62.432065
"92",63.5,63.880001,63.02,63.73,3832000,63.045404
"93",63.580002,64.599998,63.580002,64.540001,3018100,63.846704
"94",64.849998,65.57,64.309998,65.419998,3013100,64.717248
"95",65.410004,65.699997,65.260002,65.32,4656000,64.618324
"96",65.739998,65.769997,64.839996,65.050003,4083000,64.351228
"97",64.169998,65.800003,64,65.349998,4384400,64.648
"98",65.330002,66.32,65.260002,66.110001,3265300,65.399839
"99",66.370003,66.43,65.580002,65.790001,2840000,65.083276
"100",65.790001,66.110001,65.32,65.849998,2384200,65.142629
"101",65.760002,66.660004,65.519997,66.410004,2161800,65.696619
"102",67.019997,67.120003,66.459999,66.879997,4362600,66.161564
"103",66.800003,67.459999,66.709999,67.410004,2817400,66.685877
"104",67.169998,68.150002,67.139999,68.050003,3836300,67.319001
"105",68.809998,68.809998,67.879997,68.150002,2529900,67.417925
"106",68.18,68.199997,67.739998,68.110001,2507300,67.378354
"107",68.080002,68.199997,67.550003,68.050003,1892500,67.319001
"108",67.919998,68.559998,67.82,68.550003,2475000,67.81363
"109",68.510002,68.699997,68.300003,68.470001,1510000,67.734488
"110",68.239998,68.870003,68.129997,68.699997,2156300,67.962013
"111",68.940002,68.989998,68.260002,68.290001,2316700,67.556421
"112",68.199997,68.339996,67.510002,67.559998,3054800,66.834259
"113",67.480003,67.970001,67.339996,67.919998,1950200,67.190393
"114",68,68.110001,67.629997,67.970001,1880800,67.239859
"115",67.919998,68.32,67.639999,68.290001,2136600,67.556421
"116",68.110001,68.400002,67.910004,68.059998,1654400,67.328888
"117",68.629997,68.860001,68.330002,68.339996,3142700,67.605879
"118",68.5,68.540001,67.910004,67.949997,2521200,67.220069
"119",67.970001,68.449997,67.82,68.330002,2570600,67.595992
"120",68.470001,68.739998,68.330002,68.690002,1895200,67.952126
"121",68.879997,69.900002,68.830002,69.589996,1876700,68.842452
"122",68.669998,69.800003,68.629997,69.400002,2507600,68.654498
"123",69.510002,69.900002,69.150002,69.860001,2365400,69.109556
"124",69.699997,69.699997,68.779999,69.059998,2408700,68.318146
"125",69.059998,69.57,68.830002,69.449997,3071000,68.703956
"126",69.25,69.379997,68.559998,69.370003,2521900,68.624821
"127",69.5,69.809998,69.220001,69.440002,2613700,68.694069
"128",68.93,69.370003,68.769997,69.330002,2781900,68.58525
"129",69.419998,69.690002,68.82,68.870003,2323100,68.130192
"130",68.959999,69.980003,68.959999,69.279999,2607000,68.535784
"131",68.769997,69.599998,68.559998,68.57,3369900,67.833412
"132",68.650002,69.160004,67.779999,67.949997,4459400,67.220069
"133",67.760002,68.510002,67.25,67.510002,4427400,66.784801
"134",67.589996,69.019997,67.529999,68.660004,3811700,67.922449
"135",69.400002,69.480003,68.610001,69.480003,4104900,68.73364
"136",69.660004,70.309998,69.580002,69.980003,5595600,69.228269
"137",69.959999,70.489998,69.800003,70.260002,2562700,69.50526
"138",70.379997,71.209999,70.300003,71,2251200,70.237309
"139",71,71.309998,70.43,70.470001,1126900,69.713003
"140",70.57,71.019997,70.57,70.879997,1297900,70.118595
"141",70.650002,70.860001,70.330002,70.480003,1715200,69.722898
"142",70.339996,70.690002,69.849998,70.040001,2085900,69.287622
"143",70.089996,70.410004,69.120003,69.190002,2202300,68.446755
"144",69.169998,69.260002,68.699997,69.040001,2522800,68.298364
"145",68.940002,69.43,68.449997,68.529999,2950700,67.793841
"146",68.730003,68.870003,67.629997,67.809998,3437400,67.081574
"147",68.129997,68.440002,67.739998,68.349998,2908000,67.615774
"148",68.949997,69.309998,68.68,69.279999,2745200,68.535784
"149",69.349998,69.440002,68.550003,68.599998,2284300,67.863089
"150",68.599998,68.959999,67.769997,68.260002,2352000,67.526744
"151",68.660004,69.330002,68.330002,68.730003,4434200,67.991697
"152",67.889999,68.629997,67.839996,68.449997,2579200,67.714698
"153",68.449997,68.940002,68.209999,68.32,2376200,67.586098
"154",68.260002,69.260002,68.019997,69.169998,3787800,68.426965
"155",69.040001,69.190002,68.379997,68.959999,3275000,68.219222
"156",68.139999,68.959999,67.760002,68.349998,3373100,67.970609
"157",68.480003,69.440002,68.099998,69.32,3084400,68.935226
"158",68.849998,69,67.099998,67.139999,4587800,66.767327
"159",66.959999,67.089996,66.230003,66.290001,5433500,65.922046
"160",65.690002,65.93,64.870003,65.660004,5951000,65.295546
"161",66.050003,66.209999,64.949997,65.120003,6750300,64.758542
"162",68.599998,69.459999,68.220001,69.029999,6902200,68.646835
"163",68.349998,68.589996,67.459999,67.519997,5926600,67.145215
"164",67.360001,69.089996,66.980003,68.989998,4609000,68.607056
"165",69.190002,69.220001,68.5,69.190002,3345500,68.805951
"166",69.25,69.790001,69.040001,69.199997,3075300,68.81589
"167",69.489998,70.18,69.300003,69.790001,3408400,69.402619
"168",69.709999,69.739998,68.959999,69.300003,2637400,68.915341
"169",69.129997,69.410004,68.900002,69.07,2113000,68.686614
"170",69.370003,69.620003,68.910004,69.440002,1962700,69.054563
"171",69.550003,69.870003,69.059998,69.470001,2232000,69.084395
"172",69.32,69.860001,69.32,69.849998,2829900,69.462283
"173",69.529999,70.150002,69.5,70.080002,2554900,69.69101
"174",70,70.459999,69.629997,70.190002,3342300,69.8004
"175",69.760002,70.610001,69.760002,70.540001,2771400,70.148456
"176",70.360001,70.790001,69.919998,70.209999,3245500,69.820286
"177",70.129997,70.349998,69.57,70.239998,2358900,69.850118
"178",71.010002,71.010002,70.459999,70.68,2389100,70.287678
"179",70.860001,71.220001,70.470001,71.010002,2497100,70.615848
"180",71.050003,71.190002,70.75,71.010002,2498500,70.615848
"181",70.940002,71.290001,70.660004,71.110001,1855900,70.715292
"182",71.040001,71.129997,70.730003,70.82,1997300,70.4269
"183",70.82,71.080002,70.389999,71.010002,1787700,70.615848
"184",71,71,70.290001,70.68,2010300,70.287678
"185",70.480003,70.760002,70.230003,70.68,2715900,70.287678
"186",70.970001,71.559998,70.790001,71.459999,3713300,71.063347
"187",70.830002,70.980003,69.139999,69.25,3555200,68.865615
"188",69.120003,69.800003,69.059998,69.589996,2564500,69.203724
"189",69.279999,69.300003,68.400002,68.400002,2492600,68.020335
"190",68.269997,68.419998,67.690002,67.889999,2643200,67.513164
"191",68.32,68.580002,68.150002,68.529999,2456700,68.149611
"192",68.290001,68.519997,67.919998,68.459999,3451400,68.079999
"193",68.699997,69.150002,68.580002,69.019997,2969300,68.636889
"194",68.550003,68.809998,68.330002,68.410004,2843100,68.030281
"195",68.25,68.739998,66.879997,68.330002,5386900,67.950724
"196",68.18,68.529999,67.809998,68.290001,2881200,67.910945
"197",68.650002,69.610001,68.519997,69.559998,4508200,69.173892
"198",69.650002,70.389999,69.300003,70.169998,3123400,69.780507
"199",69.980003,70.650002,69.309998,69.309998,2849300,68.92528
"200",69.709999,69.910004,68.82,68.889999,3458500,68.507613
"201",68.720001,69.209999,68.480003,68.739998,2890600,68.358444
"202",68.910004,69.089996,68.419998,68.75,2004200,68.368391
"203",68.75,69.5,68.540001,69.290001,1967200,68.905394
"204",68.860001,69.739998,68.839996,69.339996,4180400,68.955112
"205",69.339996,69.339996,68.610001,69.089996,3075100,68.7065
"206",69.050003,69.449997,68.809998,69.330002,1914000,68.945173
"207",69.019997,70.300003,68.879997,69.949997,2021700,69.561727
"208",69.93,70.440002,69.690002,69.709999,1777400,69.323061
"209",69.739998,70.25,69.419998,69.900002,1498700,69.512009
"210",69.800003,70.059998,69.279999,69.959999,1853100,69.571673
"211",69.889999,70.040001,69.580002,69.610001,1708400,69.223618
"212",69.349998,69.769997,69.129997,69.309998,1553600,68.92528
"213",69.040001,70.019997,69,69.629997,2468600,69.243503
"214",69.720001,70.360001,69.620003,69.879997,2370700,69.492116
"215",69.959999,70.300003,69.660004,70.080002,2166500,69.69101
"216",69.690002,69.839996,68.980003,69.279999,2238000,68.895447
"217",68.699997,69.199997,68.309998,68.459999,4681500,68.079999
"218",68.639999,69.330002,68.639999,69.010002,2934100,69.010002
"219",69,69.309998,68.690002,69.279999,2350100,69.279999
"220",68.93,69.5,68.790001,69.220001,2378200,69.220001
"221",69.25,69.459999,69.010002,69.169998,2282600,69.169998
"222",69.300003,69.43,68.82,68.980003,2265400,68.980003
"223",68.790001,69.18,68.43,68.769997,2420700,68.769997
"224",68.489998,68.980003,68.300003,68.510002,4647300,68.510002
"225",67.489998,67.669998,66.779999,67.279999,5582300,67.279999
"226",67.279999,67.699997,66.900002,67.68,3121700,67.68
"227",67.830002,68.25,67.709999,67.860001,2373800,67.860001
"228",68.139999,68.239998,67.32,67.379997,3182200,67.379997
"229",67.75,67.870003,67.139999,67.790001,2248800,67.790001
"230",67.970001,68.25,67.5,67.879997,2336100,67.879997
"231",68.5,68.639999,67.980003,68.199997,3022300,68.199997
"232",67.910004,68.459999,67.82,67.830002,2187500,67.830002
"233",67.519997,68.110001,67.330002,67.879997,3209000,67.879997
"234",68.019997,68.480003,67.489998,67.599998,2313300,67.599998
"235",68.019997,68.720001,68.010002,68.629997,2268200,68.629997
"236",68.559998,68.900002,68.43,68.629997,1942900,68.629997
"237",68.489998,68.82,68.400002,68.610001,3359800,68.610001
"238",68.669998,69.190002,68.489998,69.139999,2500200,69.139999
"239",69.18,69.279999,68.889999,68.889999,2018200,68.889999
"240",68.809998,68.860001,68.470001,68.82,1786200,68.82
"241",68.889999,68.900002,68.459999,68.5,1713200,68.5
"242",68.419998,68.5,67.110001,67.150002,4609600,67.150002
"243",67.300003,67.75,67.279999,67.540001,3302600,67.540001
"244",67.540001,67.629997,67.169998,67.330002,2074000,67.330002
"245",67.209999,67.349998,66.739998,66.790001,4603500,66.790001
"246",66.709999,67.120003,66.360001,66.900002,3447100,66.900002
"247",66.870003,67.07,66.550003,66.730003,2537300,66.730003
"248",66.800003,66.970001,66.5,66.57,2665000,66.57
"249",66.209999,66.900002,65.849998,65.919998,3264500,65.919998
"250",65.889999,66,64.959999,65.480003,5731100,65.480003
"251",65.389999,65.540001,64.830002,65.339996,3076800,65.339996
"252",65.43,66.519997,65.160004,66.029999,5729000,66.029999
"253",66.739998,67.470001,66.660004,67.07,4697800,67.07
