"","M.Open","M.High","M.Low","M.Close","M.Volume","M.Adjusted"
"65",60.119999,60.32,59.57,59.91,4010700,58.687812
"66",59.099998,60.119999,58.990002,59.82,6364400,58.907408
"67",59.91,60.060001,59.27,59.59,3811700,58.680917
"68",59.52,59.860001,58.93,59.57,3629500,58.661222
"69",59.639999,60.75,59.560001,60.240002,3924200,59.321003
"70",60.540001,60.919998,60.27,60.630001,3017900,59.705052
"71",60.68,61.049999,60.52,60.560001,3442300,59.63612
"72",60.970001,60.990002,59.869999,60.099998,8033200,59.183135
"73",59.720001,60.099998,58.810001,58.939999,4080300,58.040832
"74",58.82,59.25,58.5,58.639999,3246300,57.745409
"75",58.82,59.610001,58.619999,59.560001,3518100,58.651376
"76",59.459999,59.720001,58.689999,58.810001,3087500,57.912818
"77",59.130001,59.990002,58.720001,59.669998,3426000,58.759695
"78",59.040001,59.310001,58.82,58.919998,3139000,58.021136
"79",58.900002,59.080002,57.860001,58.18,4322400,57.292428
"80",58.34,58.66,57.650002,57.759998,4696500,56.878833
"81",57.93,58.619999,57.25,58.349998,3681400,57.459832
"82",58.91,59.919998,58.68,59.599998,4150600,58.690763
"83",59.73,59.799999,58.34,58.509998,3694500,57.617391
"84",57.599998,58.700001,57.169998,57.360001,6958300,56.484938
"85",57.650002,58.110001,56.189999,57.98,7631100,57.095478
"86",57.77,58.130001,56.389999,56.400002,5390500,55.539584
"87",56.48,57.34,55.91,56.68,4863100,55.815311
"88",56.580002,56.599998,54.84,54.990002,5520200,54.151095
"89",55.490002,57.34,55.369999,56.580002,5610300,55.716838
"90",55.599998,56.720001,54.84,56,9796200,55.145685
"91",55.080002,57.139999,54.970001,56.57,6097300,55.706989
"92",57.009998,57.380001,56.080002,56.209999,4528900,55.35248
"93",56.200001,57.220001,56.119999,57.07,3689100,56.199361
"94",57.68,58.689999,57.610001,58.380001,4011800,57.489377
"95",58.389999,58.98,57.549999,57.619999,3538400,56.74097
"96",58.23,59.09,57.959999,58.389999,4902200,57.499223
"97",58.580002,59.09,57.560001,58.98,6767400,58.080222
"98",58.889999,59,57.529999,58.490002,4577800,57.5977
"99",57.66,57.700001,56.849998,57.27,6225400,56.396311
"100",57.450001,58.130001,57.049999,57.450001,5129000,56.573565
"101",57.400002,58.240002,57,57.900002,3475700,57.016701
"102",58.799999,58.990002,57.68,57.82,5680500,56.937919
"103",57.959999,58,56.950001,57.25,5436800,56.376615
"104",56.549999,56.700001,55.639999,56.299999,10048600,55.441107
"105",57.389999,57.389999,56.450001,57.200001,5171100,56.327379
"106",57.580002,59.150002,57.330002,59.040001,5538600,58.139309
"107",59.040001,60.259998,58.580002,59.880001,6480200,58.966494
"108",59.849998,60.110001,59.16,59.259998,6047400,58.35595
"109",58.880001,59.400002,58.23,58.59,9995500,57.696173
"110",59.209999,61.799999,59,61.57,17134000,60.630711
"111",60.98,61.970001,60.68,61.57,7325300,60.630711
"112",61.349998,62.43,61.299999,62.049999,5356100,61.103387
"113",61.68,62.200001,61.5,61.610001,4124100,60.670101
"114",61,61.650002,60.959999,61.450001,5479300,60.512542
"115",61.73,62.299999,61.610001,61.970001,5060100,61.02461
"116",61.650002,63.439999,61.549999,62.849998,5733300,61.891182
"117",63.459999,63.950001,63,63.330002,4342300,62.363863
"118",63.540001,64.940002,63.330002,64.360001,5374500,63.378148
"119",64.57,65.150002,63.84,63.900002,4511000,62.925167
"120",63.889999,64.019997,63.25,63.529999,3575400,62.560809
"121",64.239998,65.739998,64.160004,64.910004,3651100,63.919761
"122",64.339996,64.379997,62.82,63.189999,5759400,62.225995
"123",63.490002,63.900002,63.18,63.25,3881300,62.285081
"124",63.32,63.75,62.75,63.66,2802000,62.688826
"125",63.400002,63.400002,62.009998,62.5,4674500,61.546523
"126",62.360001,62.889999,61.91,62.349998,3644400,61.39881
"127",62.150002,62.279999,61.200001,61.560001,3551200,60.620865
"128",60.580002,61.400002,60.220001,61.360001,4240600,60.423915
"129",61.419998,62,60.57,60.610001,3815800,59.685357
"130",61.02,62.380001,60.900002,61.220001,4451100,60.598997
"131",61.77,63.150002,61.5,62.360001,5824500,61.727432
"132",62.630001,63.540001,62.400002,63.130001,5447900,62.489622
"133",62.900002,63.380001,61.98,62.009998,4794700,61.38098
"134",62.400002,62.93,62.080002,62.759998,4673000,62.123372
"135",63.560001,64.099998,63.060001,64.07,3967100,63.420085
"136",62.900002,63.130001,62.099998,62.59,6502800,61.955099
"137",62.860001,63.509998,62.41,63.459999,3254900,62.816273
"138",63.939999,64.599998,63.830002,64.040001,3800000,63.390391
"139",64.199997,64.949997,64.150002,64.260002,2403100,63.60816
"140",64.360001,64.650002,63.77,64.050003,2530000,63.400292
"141",64.190002,65.75,64,65.220001,4080700,64.558421
"142",65.199997,65.809998,64.949997,65.269997,2938100,64.60791
"143",65.550003,66.589996,65.389999,65.75,3606800,65.083044
"144",66.330002,66.959999,64.940002,65.690002,4503800,65.023655
"145",64.730003,65.440002,64.669998,65.129997,5004600,64.469331
"146",65.410004,65.75,64.059998,64.889999,4282900,64.231767
"147",67.559998,67.830002,66.269997,67.550003,8131800,66.864788
"148",68.260002,68.300003,67.400002,67.809998,4995900,67.122145
"149",66.279999,66.599998,65.510002,65.919998,7366300,65.251318
"150",65.980003,66.199997,65.379997,66.040001,3021600,65.370103
"151",66.730003,67.230003,65.160004,65.580002,3612600,64.91477
"152",64.970001,65.139999,63.32,64.43,7026200,63.776434
"153",64.43,65.209999,62.32,62.34,5228900,61.707635
"154",62.41,63.389999,62.23,63.139999,4284100,62.499519
"155",63.599998,63.75,62.349998,63.299999,3718700,62.657896
"156",63.419998,64.269997,63.400002,64.199997,3322300,63.548764
"157",64.580002,65.650002,64.260002,65.5,3336600,64.83558
"158",66.360001,66.519997,65.300003,65.830002,3691700,65.162234
"159",65.639999,66.18,65.220001,66.080002,2418500,65.409698
"160",65.300003,65.82,65.059998,65.510002,2771700,64.845481
"161",66.150002,66.400002,64.860001,64.889999,2264100,64.231767
"162",64.93,65.43,64.25,65.360001,2360300,64.697001
"163",64.949997,64.949997,63.82,63.880001,2965800,63.232014
"164",64,64.419998,62.459999,64.18,3155000,63.52897
"165",64.470001,66.089996,64.260002,66.07,3960900,65.399798
"166",64.949997,65.379997,64.400002,64.889999,5723200,64.231767
"167",64.040001,64.949997,63.700001,63.700001,4680800,63.05384
"168",63.970001,64.169998,63.400002,63.73,6474100,63.083534
"169",63.560001,63.869999,63.16,63.689999,3302900,63.043939
"170",64.160004,64.669998,63.779999,64.519997,3104500,63.865518
"171",64.650002,65.160004,64.529999,64.760002,2136800,64.103089
"172",64.860001,64.910004,64.129997,64.660004,2284700,64.004104
"173",64.400002,64.75,64.07,64.32,2897200,63.667549
"174",63.490002,63.639999,62.709999,63.639999,4618800,62.994447
"175",63.689999,63.990002,63.27,63.52,2547600,62.875665
"176",63.52,63.720001,62.970001,63,2958700,62.36094
"177",63.060001,63.82,62.509998,63.700001,4340300,63.05384
"178",64.059998,64.269997,63.43,64.160004,4529700,63.509176
"179",64.230003,64.449997,61.099998,62.099998,12863900,61.470067
"180",62.150002,64.099998,62.099998,63.580002,6970900,62.935058
"181",63.709999,63.860001,62.59,63.580002,4891500,62.935058
"182",63.68,64.059998,63.27,63.720001,3573900,63.073637
"183",63.400002,64.639999,63.259998,63.900002,4664400,63.251812
"184",63.889999,64.139999,63,63.470001,2944600,62.826173
"185",63.360001,63.490002,62.650002,62.889999,2763500,62.252055
"186",63.189999,63.290001,62.830002,63.189999,2598400,62.549011
"187",62.91,63.209999,62.700001,62.98,2775000,62.341142
"188",62.849998,63,62.5,62.560001,2703200,61.925404
"189",62.02,63.380001,61.849998,63.299999,4792500,62.657896
"190",63.189999,63.209999,62.209999,62.360001,2878200,62.034173
"191",62.650002,63.25,62.540001,63.189999,3218600,62.859834
"192",63.18,63.52,62.610001,63.360001,3226700,63.028948
"193",63.630001,64.150002,63.610001,64.129997,3611400,63.794922
"194",63.849998,64.260002,63.599998,64.099998,2787200,63.76508
"195",64.059998,64.989998,63.5,64.610001,4013100,64.272417
"196",64.43,65.190002,64.370003,65.07,2823900,64.730013
"197",65.169998,66.139999,65,65.980003,5929100,65.635262
"198",65.82,66.139999,65.629997,65.639999,3473000,65.297034
"199",65.32,65.769997,65.139999,65.330002,2338400,64.988656
"200",65.330002,65.82,64.720001,64.720001,3670000,64.381843
"201",64.139999,64.220001,63.23,63.259998,5000900,62.929468
"202",63.490002,64.010002,63.25,63.650002,2393100,63.317434
"203",64.07,64.669998,63.950001,64.440002,2721900,64.103307
"204",64.440002,65.75,64.059998,64.910004,4808300,64.570853
"205",64.519997,66.07,64.400002,65.449997,6269200,65.108024
"206",65.519997,68.480003,65.290001,67.849998,10021300,67.495486
"207",67.339996,68.18,67,68.129997,5113100,67.774022
"208",68.169998,69.389999,67.879997,67.949997,4176500,67.594962
"209",67.919998,69.980003,67.769997,69.800003,5338300,69.435302
"210",69.720001,69.720001,67.970001,68,6404200,67.644704
"211",68.730003,69.779999,68.709999,69.160004,7663500,68.798647
"212",69.239998,69.879997,68.980003,69.150002,4586200,68.788697
"213",68.809998,69.050003,67.169998,68,4501600,67.644704
"214",68.389999,68.709999,67.790001,67.910004,3148900,67.555178
"215",67.839996,68.269997,67.529999,67.669998,2238300,67.316426
"216",67.099998,67.529999,66.419998,66.449997,4512300,66.102799
"217",66.889999,67.139999,66.449997,66.790001,3013400,66.441027
"218",66.800003,67.25,66.349998,67.029999,2760000,66.679771
"219",67.07,67.370003,66.370003,67,2011400,66.649929
"220",67.029999,67.870003,67.029999,67.419998,2401500,67.067733
"221",67.419998,67.650002,66.910004,66.989998,2269800,66.639979
"222",66.830002,67.199997,65.68,65.940002,3560000,65.59547
"223",65.559998,66.169998,65.07,65.800003,3396800,65.456202
"224",65.68,65.760002,64.43,64.809998,5506600,64.471369
"225",64.769997,65.629997,64.300003,64.629997,3291900,64.292309
"226",64.160004,65.260002,63.959999,65.07,3449900,64.730013
"227",65.110001,65.669998,64.940002,65.290001,2041500,64.948864
"228",64.989998,65.25,64.440002,64.5,2905400,64.162991
"229",64.489998,64.599998,63.540001,63.610001,6060400,63.277642
"230",63.830002,65.110001,63.77,64.709999,4548900,64.371893
"231",65.709999,66.849998,65.699997,65.940002,3458300,65.59547
"232",65.839996,66.300003,65.459999,66.029999,5258700,65.684996
"233",65.559998,65.75,65.059998,65.330002,6027800,64.988656
"234",63.75,65.300003,63.27,63.73,15048600,63.397014
"235",63.27,63.810001,62.799999,63.220001,12727000,62.88968
"236",63.259998,66.550003,63.09,66.529999,12346900,66.182383
"237",66.25,68.150002,65.980003,67.849998,8017000,67.495486
"238",67.959999,69.220001,67.379997,69.080002,9370400,68.719063
"239",69.040001,69.190002,68.150002,68.209999,5724700,67.853606
"240",67.889999,68.440002,67.599998,67.660004,4659700,67.306484
"241",67.730003,68.400002,67.730003,68.110001,4005300,67.75413
"242",68.029999,68.139999,67.279999,67.330002,3987600,66.978206
"243",66.480003,67.849998,66.339996,67.800003,4184000,67.445752
"244",67.870003,68.790001,67.599998,68.040001,4493400,67.684496
"245",67.730003,67.940002,66.760002,66.949997,4812500,66.600187
"246",67.029999,67.510002,66.650002,66.809998,2421400,66.460919
"247",66.769997,69.5,66.5,68.489998,11752600,68.132142
"248",68.790001,69.989998,68.360001,69.68,6052600,69.315926
"249",68.730003,69.900002,68.529999,69.239998,4300700,68.878223
"250",69.239998,69.550003,68.75,69.25,4102200,68.888173
"251",69.339996,69.849998,68.650002,68.970001,3951900,68.609637
"252",69.139999,69.900002,68.769997,69.129997,5666400,68.768797
"253",69.260002,69.599998,68.650002,68.900002,4603800,68.540003
