"","MUR.Open","MUR.High","MUR.Low","MUR.Close","MUR.Volume","MUR.Adjusted"
"1",63.240002,63.740002,63.099998,63.240002,1605300,61.554146
"2",63.130001,63.759998,63.02,63.630001,989100,61.933749
"3",63.990002,64.830002,63.830002,64.139999,1081800,62.430152
"4",64.309998,65.330002,64.010002,65.279999,1288700,63.539761
"5",65.279999,65.599998,64.910004,65.349998,1015100,63.607894
"6",64.989998,65.110001,64.18,64.709999,1271900,62.984956
"7",64.650002,65.029999,64.309998,64.889999,1226500,63.160158
"8",64.910004,65.559998,64.540001,65.559998,923300,63.812295
"9",65.860001,66.110001,65.410004,66.010002,1712800,64.250304
"10",66.559998,67.07,66.370003,66.82,1093600,65.038708
"11",66.800003,66.910004,64.800003,64.889999,1119900,63.160158
"12",64.639999,65.940002,64.389999,65.779999,1218400,64.026432
"13",65.839996,66.43,65.360001,66.150002,961600,64.386571
"14",66.019997,66.860001,66.019997,66.68,1264000,64.902441
"15",66.699997,66.699997,66.269997,66.480003,1152400,64.707776
"16",66.779999,66.879997,66.379997,66.620003,1054300,64.844043
"17",66.449997,66.870003,66.269997,66.739998,790600,64.960839
"18",66.980003,66.980003,66.68,66.760002,679900,64.98031
"19",66.389999,67.059998,66.120003,67,1540600,65.21391
"20",66.769997,67,65.769997,66.199997,1532500,64.435234
"21",66.230003,66.559998,65.699997,66.050003,1141000,64.289238
"22",65.389999,65.709999,64.910004,65.449997,1191000,63.705227
"23",65.5,65.709999,65.190002,65.239998,1350700,63.500826
"24",65.449997,65.919998,65.059998,65.639999,839700,63.890164
"25",65.379997,65.589996,64.300003,65.029999,1183300,63.296425
"26",65.489998,66.190002,65.389999,65.970001,1018400,64.211369
"27",66.209999,67.68,66.080002,66.129997,2315400,64.3671
"28",66.260002,66.449997,65.720001,66.32,1142700,64.552037
"29",65.889999,66.75,65.879997,66.639999,1180500,64.863506
"30",66.889999,67.620003,66.860001,67.089996,1050300,65.301507
"31",67.279999,67.769997,67.110001,67.75,917700,65.943917
"32",67.699997,68.43,67.480003,67.730003,1187500,65.924453
"33",67.699997,67.989998,67.370003,67.610001,676700,65.807649
"34",67.559998,67.919998,66.959999,67.510002,693200,65.710317
"35",67.260002,68.040001,67.230003,67.230003,753700,65.437782
"36",67.629997,68.150002,66.330002,66.720001,1433600,64.941376
"37",61.240002,63.860001,61.029999,62.130001,3942100,60.473736
"38",61.509998,62,60.689999,61.529999,2145100,59.889728
"39",61.470001,62.139999,61.099998,62.049999,1296500,60.395867
"40",61.59,61.889999,60.389999,60.669998,1526900,59.052654
"41",60.439999,61.330002,60.169998,60.849998,1358800,59.227856
"42",61.689999,62.91,60.119999,60.369999,1491200,58.760652
"43",60.5,61.389999,60.349998,61.32,1110300,59.685328
"44",61.689999,61.860001,61.080002,61.130001,723400,59.500394
"45",60.880001,61.080002,60.029999,60.290001,871700,58.682787
"46",60.549999,60.880001,59.880001,60.02,1175200,58.419984
"47",59.880001,60.09,59.580002,59.860001,981000,58.606004
"48",60.200001,60.549999,60,60.459999,999900,59.193433
"49",60.57,60.75,60.189999,60.549999,1264800,59.281548
"50",60.759998,61.009998,60.459999,60.48,1363200,59.213014
"51",60.490002,60.66,60.060001,60.610001,830100,59.340292
"52",60.5,61.41,60.450001,61.32,780200,60.035418
"53",61.119999,61.119999,60.32,60.849998,618000,59.575262
"54",61.07,61.400002,60.939999,61.279999,594900,59.996255
"55",61.389999,61.970001,61.119999,61.130001,737900,59.849399
"56",61.25,61.34,60.68,60.790001,716100,59.516522
"57",60.740002,61.400002,60.52,61.110001,733100,59.829818
"58",61.52,62.529999,61.240002,62.470001,1290800,61.161328
"59",62.299999,62.450001,60.66,60.959999,945800,59.682959
"60",61.41,61.689999,61.110001,61.200001,934200,59.917933
"61",61.139999,61.169998,59.389999,59.68,1314200,58.429774
"62",59.720001,60.02,59.279999,59.939999,1010700,58.684326
"63",59.57,59.599998,58.369999,58.990002,1058000,57.75423
"64",59.040001,59.169998,58.220001,58.599998,841000,57.372397
"65",58.48,58.59,57.799999,58.330002,822100,57.108057
"66",57.830002,58.290001,57.439999,58.009998,1183900,56.794757
"67",57.77,57.900002,57.09,57.27,706700,56.070261
"68",57.029999,58,56.75,57.939999,1392900,56.726224
"69",58,59,57.84,58.490002,1207600,57.264705
"70",58.490002,58.77,58.189999,58.27,903300,57.049312
"71",58.299999,58.450001,57.580002,57.700001,782400,56.491253
"72",57.98,58.07,57.52,57.860001,1289500,56.647901
"73",57.169998,57.439999,56.869999,57.150002,764200,55.952776
"74",57.130001,58.099998,57.029999,57.560001,1397200,56.354187
"75",57.560001,57.599998,56.529999,57.279999,1326200,56.08005
"76",57.310001,57.310001,56.18,56.18,946200,55.003095
"77",56.23,57.349998,56.209999,57.060001,924900,55.864661
"78",56.43,57.189999,56,57,1122200,55.805917
"79",57,58.400002,56.759998,56.91,2800100,55.717802
"80",56.919998,56.98,56.110001,56.130001,2471700,54.954143
"81",55.400002,56.200001,54.509998,55.720001,1498600,54.552733
"82",55.709999,55.799999,54.740002,55.049999,1156900,53.896766
"83",55.099998,55.439999,54.349998,54.939999,1202400,53.78907
"84",54.490002,55.060001,54.330002,54.380001,1453200,53.240804
"85",54.240002,55.57,53.73,55.5,1996300,54.33734
"86",54.950001,55.23,53.709999,53.91,2584100,52.780649
"87",53.59,54.369999,52.91,53.18,2460600,52.065942
"88",53.029999,53.759998,50.759998,50.790001,2209100,49.72601
"89",51.029999,52.310001,50.049999,50.529999,2385100,49.471455
"90",49.900002,51.290001,49.380001,51.110001,3170000,50.039306
"91",49.939999,52.23,49.779999,51.880001,2911500,50.793176
"92",52.860001,52.900002,51.279999,51.459999,2746200,50.381972
"93",51.380001,51.939999,50.740002,51.73,1784600,50.646317
"94",52.189999,53.450001,52.18,53.419998,1420300,52.300912
"95",53.560001,54.060001,52.029999,52.049999,1210900,50.959613
"96",52.66,53.560001,52.330002,53.040001,1126000,51.928875
"97",52.849998,53,51.970001,52.150002,1699500,51.05752
"98",51.32,51.43,50.43,50.889999,1491300,49.823914
"99",51.32,52.689999,50.75,52.630001,1118200,51.527464
"100",53.23,53.57,51.290001,52,2495200,50.910661
"101",52,52.990002,51.040001,52.209999,3000900,51.116261
"102",51.799999,53.450001,51.139999,53.389999,1889600,52.271542
"103",53.810001,54.57,52.259998,52.439999,1907300,51.341442
"104",51.580002,51.900002,50.66,51.240002,1503600,50.166584
"105",51.599998,52.400002,50.779999,52.25,1485400,51.155424
"106",52.130001,53.169998,51.57,53.049999,1836800,51.938664
"107",53.259998,54.57,53,54.529999,2022100,53.387659
"108",54.990002,55.360001,53.619999,53.849998,2378800,52.721904
"109",54.060001,54.52,53.509998,54.119999,1626200,52.986248
"110",52.84,53.450001,51.310001,52.52,1632900,51.754471
"111",52.099998,52.189999,50.860001,51.330002,1348800,50.581818
"112",51.529999,52.040001,51.18,51.939999,1247100,51.182923
"113",51.32,51.779999,50.84,51.41,1084200,50.66065
"114",51.299999,51.91,50.860001,51.720001,821500,50.966133
"115",51.720001,51.779999,50.82,51.610001,1881600,50.857735
"116",51.630001,53.509998,51.59,53.259998,1666900,52.483683
"117",54.209999,54.740002,53.610001,54.080002,1245000,53.291734
"118",53.919998,53.98,52.669998,52.990002,1153500,52.217622
"119",53.330002,53.369999,51.720001,52.439999,2444100,51.675635
"120",52.220001,52.310001,51.459999,51.580002,864900,50.828174
"121",49.299999,49.389999,47.860001,48.419998,4022200,47.71423
"122",48,49.110001,47.68,49.029999,3402300,48.31534
"123",48.549999,50.130001,48.220001,49.080002,2461600,48.364614
"124",49.400002,50.25,49.07,49.720001,1755200,48.995285
"125",48.779999,49.639999,48.439999,49.189999,1734000,48.473007
"126",49,49.709999,48.490002,48.919998,1930200,48.206942
"127",48.150002,48.330002,45.919998,46.150002,2632500,45.477321
"128",46.029999,47.52,45.939999,46.849998,2117800,46.167115
"129",45.970001,45.970001,44.959999,45.43,2079000,44.767815
"130",45.540001,46.610001,45.41,45.66,2070000,44.994462
"131",44.689999,45.75,44.189999,44.919998,3030600,44.265246
"132",45.380001,45.779999,44.310001,44.389999,1806900,43.742973
"133",43.779999,46.630001,43.57,44.84,3415800,44.186414
"134",45.18,48.060001,45.169998,47.52,2890200,46.827351
"135",48.860001,49.349998,46.939999,48.619999,2327900,47.911316
"136",48.93,50.700001,48.68,50.66,3812900,49.921582
"137",49.93,50.040001,48.939999,49.93,1627800,49.202223
"138",50.349998,51.41,50.009998,51.099998,1437900,50.355167
"139",50.68,50.75,49.549999,50.310001,651300,49.576685
"140",50.740002,50.970001,50.18,50.330002,675500,49.596394
"141",50.59,51.029999,50.040001,50.529999,1110200,49.793476
"142",50.279999,51.07,49.75,50.740002,1379100,50.000418
"143",50.02,51.110001,49.810001,50.52,1282800,49.783623
"144",49.91,50.77,49.610001,50.490002,1425500,49.754062
"145",49.52,49.52,47.439999,47.799999,2079800,47.103268
"146",47.610001,48.419998,46.259998,46.580002,2380700,45.901054
"147",47.34,47.630001,46.18,46.48,2030300,45.802509
"148",47.060001,48.59,46.720001,48.57,2919000,47.862045
"149",48.560001,48.869999,47.630001,48.509998,1389100,47.802919
"150",47.290001,47.360001,46.080002,46.740002,2198100,46.058721
"151",46.950001,47.32,45.84,46.630001,2051600,45.950324
"152",46.450001,46.549999,44.84,46.360001,1822000,45.684259
"153",47.200001,47.299999,45.439999,45.48,1335000,44.817085
"154",45.790001,47.759998,45.650002,47.68,2741100,46.985019
"155",47.029999,47.369999,46.540001,47.369999,1537300,46.679536
"156",47.52,48.389999,47.41,48.029999,1366400,47.329916
"157",48.34,48.490002,47.169998,48.110001,1282600,47.408751
"158",47.73,48.389999,46.52,46.630001,2368400,45.950324
"159",46.66,47.099998,46.169998,46.869999,1678000,46.186824
"160",46.580002,47.029999,46.189999,46.779999,2131400,46.098135
"161",46.380001,46.560001,43,43.400002,4028300,42.767405
"162",43.830002,43.98,42.189999,43.68,3957400,43.043322
"163",43.389999,45.82,43.049999,44.91,3165100,44.255394
"164",46.200001,47.68,45.689999,47.650002,2804000,46.955457
"165",48.799999,50.59,48.709999,49.91,3058500,49.182514
"166",48.889999,49.84,48.349998,49.169998,2874800,48.453298
"167",49.599998,50.43,49.310001,50.189999,1836400,49.458431
"168",50.77,50.77,49.799999,50.509998,2203300,49.773767
"169",50.98,51.43,50.360001,51.07,3358000,50.325606
"170",51.169998,51.299999,50.450001,51.07,3349000,50.325606
"171",50.279999,51.040001,49.790001,50.93,2693000,50.187647
"172",51.310001,51.849998,50.689999,50.889999,1722200,50.495242
"173",51.779999,52,51.259998,51.77,1815400,51.368417
"174",51.490002,51.790001,51.130001,51.599998,1618200,51.199734
"175",50.810001,51.610001,50.41,50.509998,1916900,50.118189
"176",46.98,50.630001,46.98,50.040001,2156200,49.651837
"177",50.07,50.509998,49.689999,50.27,1355400,49.880053
"178",49.52,50.669998,49.279999,50.560001,1863100,50.167804
"179",51.200001,51.209999,50.310001,51,1531200,50.60439
"180",51,51.82,50.610001,51.650002,1138800,51.249349
"181",51.240002,51.32,50.540001,51.009998,2215500,50.61431
"182",51.189999,51.610001,50.709999,50.889999,2081800,50.495242
"183",50.52,50.619999,48.68,49.110001,2022400,48.729051
"184",49.330002,50.369999,49.209999,49.939999,1209900,49.552611
"185",49.900002,50.040001,49.150002,49.98,968300,49.592301
"186",49.689999,49.91,49.25,49.880001,1392700,49.493079
"187",49.400002,49.950001,48.43,48.599998,1834400,48.223005
"188",48.450001,48.849998,47.639999,47.639999,1224900,47.270453
"189",47.060001,47.380001,46.099998,46.369999,1960200,46.010304
"190",46.650002,47.48,46.5,47.240002,985900,46.873558
"191",47.5,47.540001,46.540001,46.59,1001700,46.228598
"192",46.130001,46.889999,45.610001,46.830002,1492700,46.466738
"193",46.41,47.599998,46.189999,47.560001,1276400,47.191075
"194",47.169998,47.439999,46.880001,47.240002,1016300,46.873558
"195",46.970001,49.580002,46.849998,49.290001,1657600,48.907655
"196",48.490002,48.540001,46.599998,46.82,2441600,46.456814
"197",47.389999,48.07,46.93,47.689999,2802200,47.320064
"198",47.82,48.139999,47.02,47.02,1644600,46.655263
"199",46,46.619999,45.599998,45.950001,2337700,45.593563
"200",46.310001,47.43,46.029999,47.07,1691500,46.704875
"201",47.84,48.23,47.16,47.349998,1279300,46.982701
"202",46.950001,47.099998,46.439999,46.860001,1335500,46.496504
"203",47.59,47.82,46.869999,47.669998,1467700,47.300219
"204",47.060001,47.450001,46.599998,46.599998,1719500,46.238519
"205",46.880001,48.189999,46.880001,47.639999,1733800,47.270453
"206",47.380001,48.57,47.380001,48.389999,1655500,48.014635
"207",48.860001,50.41,48.5,50.07,2340400,49.681603
"208",50.110001,50.880001,49.919998,50.419998,1801800,50.028887
"209",50.66,51.09,48.830002,49.029999,2117200,48.64967
"210",49.27,49.84,49.150002,49.610001,2620400,49.225172
"211",49.709999,49.939999,49.23,49.380001,1205400,48.996957
"212",49.669998,49.849998,48.779999,48.939999,1165900,48.560368
"213",49.290001,49.619999,48.990002,49.419998,2499000,49.036644
"214",49.84,50.790001,49.75,50.560001,3429700,50.167804
"215",50.27,50.490002,49.860001,50.029999,2226600,49.641913
"216",49.639999,50.02,49.310001,49.639999,1825300,49.254939
"217",49.779999,50.77,49.779999,50.02,2200200,49.631992
"218",50.07,50.200001,49.139999,49.27,1671900,48.88781
"219",49.529999,49.580002,48.849998,49.27,1059700,48.88781
"220",49.459999,49.959999,49.310001,49.360001,1827500,48.977112
"221",49.099998,49.299999,47.720001,48.07,2356600,47.697117
"222",48.310001,48.580002,47.889999,47.93,2082800,47.558204
"223",48.209999,48.650002,47.889999,48.400002,2019900,48.024559
"224",48.380001,49.549999,48.110001,49.189999,2197600,48.808428
"225",49.299999,49.299999,46.619999,47.610001,5969900,47.240687
"226",47.509998,47.509998,46.169998,46.560001,2653100,46.198832
"227",46.5,46.93,45.759998,46.470001,2572300,46.10953
"228",47.040001,47.48,46.029999,46.900002,3041900,46.536195
"229",47.299999,47.720001,46.75,47.040001,2807000,46.675108
"230",46.990002,47.599998,46.369999,46.709999,2929500,46.347666
"231",47.18,47.23,46.009998,46.639999,2586700,46.27821
"232",46.639999,46.669998,44.68,45.060001,2645700,44.710468
"233",45.099998,45.560001,44.900002,45.119999,1472900,44.77
"234",45.150002,45.209999,44.459999,44.77,2127900,44.77
"235",44.91,45.27,44.34,44.43,1646400,44.43
"236",44.119999,44.740002,43.939999,44.52,1848400,44.52
"237",43.970001,44.07,42.970001,43.52,2579900,43.52
"238",43.09,43.310001,42.669998,42.919998,2524300,42.919998
"239",43.23,43.610001,42.68,43.139999,2269900,43.139999
"240",43.509998,43.869999,43.110001,43.470001,1995900,43.470001
"241",42.91,43.68,42.880001,43.439999,1192100,43.439999
"242",42.880001,43.310001,42.619999,42.950001,1516100,42.950001
"243",42.889999,43.580002,42.689999,43.330002,1929500,43.330002
"244",42.990002,43.48,42.59,43.400002,1772100,43.400002
"245",43.470001,43.580002,43.02,43.459999,1971500,43.459999
"246",43.48,43.580002,42.5,42.52,1855500,42.52
"247",42.799999,43.209999,42.400002,42.919998,1722000,42.919998
"248",42.68,43.080002,42.509998,42.740002,1313200,42.740002
"249",42.330002,42.82,42.259998,42.48,1305700,42.48
"250",42.18,43.380001,42.150002,42.299999,1605000,42.299999
"251",42.09,42.380001,41.779999,42.16,2471800,42.16
"252",42.599998,43.360001,42.48,43.259998,2577700,43.259998
"253",43.959999,44.060001,43.619999,43.939999,1889800,43.939999
