"","EMN.Open","EMN.High","EMN.Low","EMN.Close","EMN.Volume","EMN.Adjusted"
"71",84.050003,84.650002,83.93,84.629997,956000,83.279092
"72",84.940002,85.18,84.459999,84.809998,1728400,83.45622
"73",84.720001,84.82,83.760002,83.830002,1027600,82.491867
"74",83.879997,83.879997,82.760002,82.779999,756600,81.458625
"75",83.099998,84.230003,82.860001,84.150002,957300,82.806759
"76",83.720001,83.940002,82.220001,82.220001,1029600,80.907566
"77",82.300003,82.82,82.040001,82.669998,707600,81.35038
"78",82.169998,82.75,81.760002,82.379997,679900,81.065008
"79",82.330002,82.529999,80.730003,80.889999,1047400,79.598794
"80",80.690002,80.690002,78.809998,78.989998,1410300,77.729121
"81",78.779999,78.989998,77.349998,78.57,1798200,77.315828
"82",79.040001,79.809998,78.669998,78.910004,1879300,77.650404
"83",79.400002,79.970001,79.18,79.459999,1015000,78.19162
"84",78.790001,78.889999,77.599998,77.610001,1297900,76.371152
"85",77.480003,78.519997,76.470001,78.360001,1507600,77.109181
"86",78.239998,78.349998,76.050003,76.059998,1350600,74.845891
"87",75.779999,75.980003,73.760002,74.580002,2636400,73.38952
"88",74.57,75.040001,71.459999,71.489998,1878700,70.34884
"89",71.809998,74.300003,71.75,72.82,2120400,71.657612
"90",71.849998,73.720001,70.379997,73.470001,1667200,72.297238
"91",72.029999,74.57,72.029999,74.339996,1350500,73.153346
"92",75.25,76.169998,74.800003,75.139999,1246800,73.940579
"93",74.82,75.889999,74.480003,75.889999,1632900,74.678607
"94",77.18,78.349998,75.610001,78.099998,1093200,76.853329
"95",78.580002,79.120003,77.589996,77.629997,1473300,76.39083
"96",78.370003,78.879997,77.269997,78,1364500,76.754926
"97",77.970001,77.989998,76.209999,77.559998,1566300,76.321948
"98",76.720001,77.080002,73.699997,74.339996,2857900,73.153346
"99",74.989998,76.550003,74.519997,76.550003,1604600,75.328075
"100",76.470001,76.860001,74.080002,74.519997,2805600,73.330473
"101",74.010002,76,74,75.769997,1921800,74.560519
"102",78.32,81.639999,77.449997,80.779999,3363000,79.49055
"103",82.510002,83.059998,81.720001,82.029999,2486300,80.720596
"104",82.470001,82.610001,80,80.519997,2611900,79.234698
"105",81.019997,82.260002,80.980003,82.040001,1125500,80.730439
"106",82.220001,83.650002,81.599998,82.459999,1593900,81.143733
"107",82.43,82.480003,81.239998,82.470001,1808000,81.153575
"108",82.389999,83.970001,82.300003,83.839996,2632900,82.501702
"109",83.769997,84.589996,83.440002,84.330002,1416900,82.983886
"110",84.169998,84.360001,83.410004,84.059998,1261500,82.718191
"111",84.279999,84.290001,83.07,83.57,737400,82.236015
"112",83.879997,84.209999,83.449997,84.18,723600,82.836279
"113",83.82,84.080002,83.610001,83.949997,650900,82.609947
"114",84.099998,85.589996,83.699997,85.489998,951400,84.125365
"115",85.440002,85.540001,84.690002,85.269997,1475200,83.908876
"116",84.980003,86,84.769997,86,1219500,84.627227
"117",87.260002,88.93,87.260002,87.849998,1812800,86.447694
"118",87.900002,87.949997,86.779999,87.279999,1574000,85.886793
"119",86.870003,87.610001,86.290001,86.400002,908200,85.020843
"120",86.480003,86.809998,85.510002,86.760002,642000,85.375097
"121",85.900002,85.900002,82.709999,82.919998,1212400,81.596389
"122",82.989998,82.989998,81.370003,82.160004,1451600,80.848526
"123",82.660004,83.800003,82.150002,83.660004,1264400,82.324582
"124",83.419998,84.599998,83.089996,84.349998,1402500,83.003563
"125",84,84.190002,82.769997,83.220001,1553900,81.891603
"126",81.93,82.120003,80.129997,80.510002,2519100,79.224863
"127",80.849998,81.269997,79.25,79.620003,1963200,78.34907
"128",78.660004,79.540001,77.889999,79.459999,1598000,78.19162
"129",79.239998,79.279999,75.330002,75.860001,2225800,74.649087
"130",75.980003,77.25,75.449997,75.709999,1774800,74.896397
"131",74.879997,74.949997,72.379997,72.559998,2645500,71.780246
"132",73.139999,73.849998,72.019997,72.050003,2908300,71.275732
"133",71.580002,73.550003,71.059998,71.57,2396400,70.800887
"134",72.07,73.080002,71.699997,72.900002,3208000,72.116596
"135",73.589996,74.809998,73.050003,74.779999,1753800,73.97639
"136",75.199997,75.940002,74.75,75.610001,2387600,74.797473
"137",75.610001,76.5,75.199997,76.489998,1387800,75.668013
"138",76.959999,77.339996,76.459999,76.760002,1506700,75.935116
"139",77.040001,77.120003,76.25,76.800003,431000,75.974687
"140",76.440002,77.349998,76.370003,76.75,611500,75.925221
"141",76.690002,77.209999,76.059998,76.349998,922000,75.529518
"142",76.290001,76.889999,75.889999,76.580002,914100,75.75705
"143",76.599998,76.900002,75.800003,75.860001,1022000,75.044786
"144",76.029999,76.669998,75.629997,76.480003,1566100,75.658126
"145",75.669998,75.75,73.720001,73.839996,2099000,73.04649
"146",73.760002,74.449997,72.660004,73.529999,1497400,72.739823
"147",74.18,74.220001,72.830002,73.059998,1670200,72.274873
"148",73.910004,75.330002,73.510002,75.32,2297600,74.510588
"149",75.720001,75.900002,73.849998,74.440002,1160000,73.640048
"150",74.230003,74.389999,72.190002,72.580002,1697600,71.800035
"151",73.290001,73.82,70.800003,71.739998,1913700,70.969058
"152",70.57,70.959999,69.190002,70.779999,2089000,70.019376
"153",71.32,71.400002,69.75,69.800003,2436300,69.049911
"154",69.529999,71.25,69.349998,71.07,2255600,70.30626
"155",71.32,71.599998,69.309998,69.860001,2474100,69.109264
"156",69.5,71.370003,68.400002,71.25,1943200,70.484326
"157",71.839996,72.599998,71.18,72.480003,1720400,71.701111
"158",71.470001,71.610001,69.099998,69.139999,2868100,68.397
"159",69.330002,70.169998,68.760002,69.769997,1606300,69.020227
"160",68.919998,70.900002,68.800003,70.32,1328300,69.56432
"161",70.82,71.139999,68.470001,68.650002,1472500,67.912268
"162",69.019997,69.25,67.779999,68.639999,2675100,67.902373
"163",67.800003,71.720001,67.129997,70.889999,4057000,70.128194
"164",71.040001,71.599998,68.739998,69.849998,2598700,69.099369
"165",70.349998,73.269997,70.339996,73.120003,3249200,72.334233
"166",72.050003,72.68,71.160004,71.809998,1757400,71.038306
"167",72.239998,74.379997,72.230003,73.940002,1592500,73.145421
"168",74.040001,74.639999,73.050003,73.199997,1463300,72.413368
"169",73.199997,75.360001,73.199997,74.580002,1845800,73.778543
"170",74.779999,74.779999,73.440002,74.330002,1137600,73.531229
"171",74.080002,74.239998,72.910004,73.870003,1214200,73.076174
"172",74.349998,75.43,74.349998,75.110001,1040000,74.302846
"173",75.339996,76.099998,75.110001,75.669998,1254300,74.856826
"174",75.300003,76.260002,74.699997,75.870003,1328700,75.054681
"175",75.419998,75.800003,75,75.529999,982500,74.718331
"176",74.910004,75.529999,74.349998,74.690002,1671900,73.887361
"177",74.459999,75.669998,74.07,75.470001,926800,74.658978
"178",75.150002,76.089996,74.830002,75.900002,1177100,75.084357
"179",76.269997,76.480003,75.580002,75.839996,661900,75.024997
"180",75.919998,76.540001,75.919998,76.239998,747900,75.4207
"181",75.769997,76.480003,74.900002,75.290001,1315900,74.480912
"182",75.260002,75.639999,74.440002,74.459999,1295400,73.65983
"183",74.459999,75.43,73.519997,75.410004,1261100,74.599625
"184",75,75.339996,73.919998,74.32,1393300,73.521335
"185",74.660004,74.699997,73.849998,74.459999,1299800,73.65983
"186",74.769997,74.769997,73.010002,73.550003,2105100,72.759613
"187",73.129997,73.43,71.970001,72.129997,1562600,71.354867
"188",72.120003,72.519997,71.900002,72.099998,997900,71.32519
"189",71.169998,71.470001,70.75,70.959999,1011700,70.197442
"190",70.75,71.760002,70.269997,70.370003,1340100,69.613786
"191",70.360001,70.93,70.099998,70.620003,937400,70.260475
"192",70.330002,70.519997,68.910004,69.639999,1434300,69.285461
"193",69.160004,69.529999,68.150002,69.239998,2239900,68.887496
"194",68.650002,69.199997,67.870003,68.919998,1462600,68.569126
"195",68.459999,71.410004,68.089996,70.769997,1505500,70.409706
"196",70.239998,70.239998,68.739998,68.940002,1697100,68.589028
"197",69,69.739998,68.730003,69.459999,1778200,69.106377
"198",69.440002,70.389999,69.400002,69.589996,1373400,69.235713
"199",69.360001,69.779999,69.050003,69.239998,728200,68.887496
"200",69.400002,69.82,68.660004,68.849998,1491400,68.499482
"201",68.809998,69.650002,68.529999,68.830002,1515100,68.479587
"202",68.910004,69.309998,68.07,68.709999,1990900,68.360196
"203",69.400002,70.910004,69.360001,70.400002,1379900,70.041594
"204",69.620003,70.120003,69.010002,69.260002,1652400,68.907399
"205",68.970001,69.32,67.800003,68.199997,1621500,67.85279
"206",68.129997,68.720001,67.739998,68.07,1305800,67.723455
"207",68.849998,69.879997,68.25,69.480003,2323000,69.12628
"208",69.540001,70.089996,69.480003,69.910004,1659200,69.554091
"209",69.93,70.639999,69.400002,70.199997,1823000,69.842608
"210",70.449997,72.059998,70.010002,71.900002,1557400,71.533958
"211",72,72.309998,71.379997,72.300003,1470700,71.931923
"212",72.370003,72.470001,71.949997,72.120003,1119800,71.752839
"213",72.220001,73.529999,72.160004,73.199997,1693100,72.827335
"214",73.580002,75.599998,73.449997,75.32,2549800,74.936545
"215",75.080002,75.800003,74.720001,75.349998,2379100,74.966391
"216",76.690002,77.660004,74.949997,75.860001,2767700,75.473796
"217",76.360001,76.75,75.239998,75.709999,1715800,75.324559
"218",75.699997,75.870003,73.849998,74.529999,1934900,74.150566
"219",74.75,76.400002,74.580002,76.080002,1761500,75.692678
"220",75.93,76.470001,75.290001,75.300003,1531400,74.91665
"221",75.550003,76.209999,75.080002,75.470001,1120300,75.085783
"222",75.529999,76.290001,75.330002,75.949997,1279700,75.563335
"223",75.550003,75.779999,74.699997,75.75,1246700,75.364356
"224",75.18,76.379997,75.129997,76.290001,1123700,75.901608
"225",76.160004,76.5,75.349998,76.220001,1639200,75.831964
"226",76.949997,79.43,76.269997,78.739998,2892100,78.339132
"227",79,79.400002,78.440002,78.660004,1986900,78.259545
"228",79.400002,80.93,79.339996,79.540001,2239600,79.135062
"229",79.879997,80.309998,78.68,78.970001,1683100,78.567964
"230",78.739998,78.839996,78.089996,78.309998,1780400,77.91132
"231",79.519997,80.239998,79.150002,80.080002,1738300,79.672314
"232",79.889999,80.529999,79.339996,80.099998,2125300,79.692208
"233",79.660004,79.769997,78.449997,78.699997,1160600,78.299334
"234",78.75,78.849998,78.010002,78.279999,1633400,77.881474
"235",78.650002,78.800003,78.120003,78.209999,1454300,77.811831
"236",78.059998,78.330002,77.400002,78.25,1311700,77.851628
"237",78.269997,78.480003,77.309998,77.93,1019900,77.533258
"238",77.610001,78.080002,76.650002,77.050003,1425000,76.657741
"239",77.220001,77.68,76.830002,77.290001,958700,76.896517
"240",77.269997,78.300003,77.269997,78.129997,1065800,77.732237
"241",78.029999,78.82,77.830002,78.059998,839300,77.662593
"242",77.839996,77.839996,76.019997,76.400002,1398200,76.011048
"243",76.260002,76.889999,76.029999,76.580002,934300,76.190132
"244",76.440002,76.599998,76.07,76.510002,805100,76.120489
"245",76.739998,78.470001,76.459999,76.769997,1970500,76.37916
"246",77.43,77.529999,75.910004,76.669998,1912300,76.27967
"247",76.519997,77.360001,75.82,76.949997,1700400,76.558244
"248",77.239998,78.68,76.989998,78.269997,1551000,77.871523
"249",77.769997,78.230003,76.959999,77.790001,1567700,77.393971
"250",77.489998,77.809998,76.870003,77.279999,1645000,76.886565
"251",77.650002,78.389999,77.540001,77.860001,1532300,77.463614
"252",78,78.300003,77.489998,77.839996,1379500,77.443712
"253",78.370003,78.949997,78.25,78.57,1055400,78.169999
