"","ESRX.Open","ESRX.High","ESRX.Low","ESRX.Close","ESRX.Volume","ESRX.Adjusted"
"38",69.620003,70.260002,69.379997,70.169998,5266500,70.169998
"39",70,71.269997,69.93,71.010002,4594300,71.010002
"40",70.220001,71.050003,70.209999,70.43,5398100,70.43
"41",70.339996,70.75,70.209999,70.5,4938300,70.5
"42",70.620003,70.949997,70.169998,70.529999,4593000,70.529999
"43",70.860001,71.480003,70.580002,71.400002,3884800,71.400002
"44",71.349998,72.099998,71.300003,71.790001,3910100,71.790001
"45",71.620003,72.099998,71.580002,71.690002,3592800,71.690002
"46",71.550003,72.110001,71.550003,71.889999,4435000,71.889999
"47",72.089996,72.849998,71.93,72.82,3839400,72.82
"48",73.220001,73.220001,72.599998,73.040001,4562400,73.040001
"49",73.199997,73.910004,72.860001,73.839996,3249100,73.839996
"50",73.970001,74.5,73.660004,74.199997,3341500,74.199997
"51",73.879997,75.129997,73.870003,74.870003,4067600,74.870003
"52",74.730003,75.360001,74.639999,75.349998,3865200,75.349998
"53",75.099998,75.470001,75.010002,75.029999,3955700,75.029999
"54",75.379997,75.739998,75.07,75.220001,2324700,75.220001
"55",75.160004,75.209999,74.709999,75.080002,2778300,75.080002
"56",75,75.43,74.480003,74.720001,2545000,74.720001
"57",74.610001,74.870003,73.669998,73.82,3118100,73.82
"58",74.489998,74.489998,73.75,73.93,3662900,73.93
"59",74.199997,74.25,73.080002,73.449997,3161300,73.449997
"60",73.720001,74,73.309998,73.669998,3226900,73.669998
"61",73.800003,74.419998,72.860001,73.220001,2770200,73.220001
"62",73.300003,75.949997,73.120003,75.510002,6197600,75.510002
"63",75.25,75.459999,74.400002,74.82,3151400,74.82
"64",74.900002,75,74.470001,74.650002,3586000,74.650002
"65",75.230003,75.349998,74.150002,75.050003,2883300,75.050003
"66",74.260002,75.080002,73.879997,74.849998,3880500,74.849998
"67",74.620003,74.959999,73.599998,73.739998,3442600,73.739998
"68",73.900002,73.970001,73.190002,73.389999,2647600,73.389999
"69",73.470001,74.260002,73.339996,74.040001,2498200,74.040001
"70",73.889999,74.330002,73.559998,73.93,2248300,73.93
"71",73.949997,74.739998,73.919998,74.599998,2565300,74.599998
"72",74.800003,75.050003,74.25,74.349998,12136800,74.349998
"73",74.089996,74.290001,72.699997,72.82,3627400,72.82
"74",72.410004,72.699997,71.730003,71.949997,3517000,71.949997
"75",71.949997,72.830002,71.849998,72.769997,2776400,72.769997
"76",72.599998,72.760002,71.580002,71.980003,3777800,71.980003
"77",71.849998,72.010002,70.980003,71.599998,2940300,71.599998
"78",70.889999,71.589996,70.730003,71.400002,1922900,71.400002
"79",71.019997,71.300003,70.360001,70.629997,3144300,70.629997
"80",70.75,71.129997,69.769997,70.07,4592100,70.07
"81",70.050003,70.650002,69.769997,70.449997,3108700,70.449997
"82",70.610001,71.650002,70.540001,71.32,2685300,71.32
"83",71.489998,71.809998,70.160004,70.879997,2408600,70.879997
"84",70.370003,70.589996,69.239998,69.650002,3117300,69.650002
"85",69.790001,71.75,69.459999,71.57,3250800,71.57
"86",71.379997,71.550003,70.169998,70.440002,2671700,70.440002
"87",70.269997,71.669998,69.989998,70.559998,3686100,70.559998
"88",70.309998,71.25,70.120003,70.559998,3163500,70.559998
"89",71.080002,71.230003,70.360001,70.400002,4094900,70.400002
"90",69.709999,70.910004,68.970001,70.059998,5227100,70.059998
"91",69.050003,70.330002,68.779999,69.970001,4426000,69.970001
"92",70.150002,70.959999,69.769997,70.739998,3529600,70.739998
"93",70.519997,71.599998,70.440002,71.519997,2195300,71.519997
"94",72,74.080002,71.839996,74.029999,5182200,74.029999
"95",73.889999,73.980003,72.459999,73,4721100,73
"96",73.790001,73.919998,72.790001,73.059998,4072100,73.059998
"97",73.43,73.709999,73.050003,73.650002,2635900,73.650002
"98",73.68,73.75,73.080002,73.279999,4187900,73.279999
"99",73.57,74.480003,73.139999,74.410004,3461900,74.410004
"100",73.889999,74.989998,73.43,74.029999,7043400,74.029999
"101",74,75.989998,73.949997,75.540001,6350400,75.540001
"102",76.75,77.410004,75.300003,76.82,6258500,76.82
"103",76.82,77.209999,76.309998,77.099998,3070700,77.099998
"104",77.029999,77.43,76.57,77.040001,2818200,77.040001
"105",77.089996,77.440002,76.739998,77.150002,2852600,77.150002
"106",77.150002,77.949997,76.879997,77.919998,2783900,77.919998
"107",78,78,77.449997,77.870003,2962700,77.870003
"108",77.639999,78.139999,77.370003,77.989998,3357400,77.989998
"109",78.040001,78.150002,77.580002,77.739998,3144300,77.739998
"110",77.550003,77.93,77,77.839996,3138600,77.839996
"111",76.879997,78.18,76.879997,77.900002,3274500,77.900002
"112",78.099998,78.220001,77.540001,77.870003,2856600,77.870003
"113",78.230003,79.120003,77.870003,79.059998,3924200,79.059998
"114",78.879997,79.75,78.849998,79.309998,3554900,79.309998
"115",79.019997,80.040001,78.980003,79.470001,3802600,79.470001
"116",79.330002,80.010002,79.07,79.889999,2892500,79.889999
"117",80.610001,81.610001,80.519997,80.900002,4205000,80.900002
"118",80.93,81.230003,80.68,81.110001,3306800,81.110001
"119",81.099998,81.529999,80.910004,81.519997,5924500,81.519997
"120",81.650002,82.379997,81.349998,82.339996,2978900,82.339996
"121",82.800003,83.370003,82.779999,83.150002,1728700,83.150002
"122",82.989998,84.139999,82.919998,83.650002,3991500,83.650002
"123",83.540001,84.419998,83.349998,84.120003,3476900,84.120003
"124",84.32,84.739998,84.199997,84.300003,3987500,84.300003
"125",83.959999,84.510002,83.589996,84.029999,3549900,84.029999
"126",84.269997,84.739998,84.010002,84.580002,2684500,84.580002
"127",84.519997,85.059998,84.309998,84.870003,3501900,84.870003
"128",84.440002,85.720001,83.860001,85.68,3813900,85.68
"129",84.970001,85.470001,83.470001,83.699997,2822400,83.699997
"130",84,84.459999,83.5,83.980003,2533800,83.980003
"131",83.300003,84.260002,82.879997,82.879997,2850300,82.879997
"132",83.290001,83.879997,82.07,82.769997,3173800,82.769997
"133",81,81.800003,79.440002,79.449997,8384200,79.449997
"134",79.360001,80.150002,78.889999,79.940002,6292700,79.940002
"135",80.800003,80.879997,79.849998,80.480003,4539500,80.480003
"136",80.610001,81.82,80.349998,80.970001,10130100,80.970001
"137",81.25,82.389999,81.239998,82.339996,3268800,82.339996
"138",82.82,85.900002,82.459999,85.879997,6275900,85.879997
"139",85.830002,85.989998,85.25,85.480003,1643200,85.480003
"140",85.739998,86.269997,85.209999,85.739998,1956500,85.739998
"141",85.739998,86.209999,85.410004,85.959999,2111600,85.959999
"142",85.599998,86.239998,85.540001,85.75,1738600,85.75
"143",86.169998,86.239998,84.5,84.669998,2648900,84.669998
"144",84.910004,85.419998,84.18,84.650002,2489300,84.650002
"145",84.489998,85.5,83.809998,84.220001,4426800,84.220001
"146",84.25,85.209999,83.040001,83.279999,3966800,83.279999
"147",83.610001,85.080002,83.550003,84.559998,3442000,84.559998
"148",85.190002,86.639999,85.099998,86.410004,4480700,86.410004
"149",86.080002,86.379997,84.709999,84.900002,2629100,84.900002
"150",85.129997,85.470001,82.910004,83.080002,9925100,83.080002
"151",83.809998,84.769997,83.040001,83.580002,2950900,83.580002
"152",82.620003,84.400002,82.620003,84.260002,4435500,84.260002
"153",84.949997,85.620003,84.239998,84.300003,3394300,84.300003
"154",84.190002,85.449997,83.599998,85.379997,3369800,85.379997
"155",85.269997,85.32,82.75,83.480003,5338600,83.480003
"156",83.089996,84.099998,82.900002,83.540001,3761700,83.540001
"157",83.790001,85.010002,83.239998,84.989998,3716900,84.989998
"158",85.209999,85.419998,84.419998,84.800003,2449700,84.800003
"159",85,85.239998,84.099998,84.75,3548000,84.75
"160",84.300003,84.730003,83.290001,83.669998,2878800,83.669998
"161",83.540001,84.080002,81.760002,81.949997,5764400,81.949997
"162",82.199997,82.290001,80.809998,82.279999,4543900,82.279999
"163",81.870003,82.480003,80.599998,80.709999,4553300,80.709999
"164",81.330002,81.910004,79.010002,81.779999,5404400,81.779999
"165",81.839996,82.470001,80.940002,81.870003,4300300,81.870003
"166",82.059998,83.260002,81.610001,82.339996,6078400,82.339996
"167",82.75,83.099998,82.199997,82.699997,1812900,82.699997
"168",83.129997,83.129997,81.449997,81.839996,2271900,81.839996
"169",82,82.459999,80.870003,81.239998,3071200,81.239998
"170",81.589996,82.269997,80.910004,82.239998,3319700,82.239998
"171",82.230003,84.879997,82.230003,84.790001,4142400,84.790001
"172",85,85.099998,83.989998,84.5,3445100,84.5
"173",84.57,84.919998,83.93,84.900002,2098000,84.900002
"174",84.599998,85.290001,84.290001,85.190002,2837900,85.190002
"175",85.099998,85.269997,84.790001,85.169998,2318400,85.169998
"176",85.07,85.730003,84.860001,85.5,2970800,85.5
"177",85.620003,86.120003,84.919998,86.080002,3754900,86.080002
"178",86.080002,86.870003,85.830002,86.720001,5345800,86.720001
"179",88,88.830002,86.050003,87.620003,5942300,87.620003
"180",87.440002,87.440002,84.849998,85.089996,5194300,85.089996
"181",84.830002,85.050003,84.160004,84.540001,6628500,84.540001
"182",84.739998,84.970001,84.089996,84.790001,3398800,84.790001
"183",84.389999,85.190002,84.349998,84.93,2605200,84.93
"184",84.760002,84.760002,84.139999,84.349998,2097600,84.349998
"185",84.080002,85.029999,83.610001,84.830002,2912600,84.830002
"186",83.089996,84.470001,83.019997,84.279999,3457700,84.279999
"187",84,84.449997,82.099998,82.269997,3552300,82.269997
"188",82.389999,82.919998,81.830002,81.889999,3419600,81.889999
"189",81.699997,82.25,81.360001,81.389999,3091500,81.389999
"190",81.620003,82.260002,81.150002,81.239998,3018500,81.239998
"191",81.660004,82.5,81.599998,82.290001,2207600,82.290001
"192",81.790001,82.889999,80.940002,81.370003,3089800,81.370003
"193",81.93,84.089996,81.769997,83.650002,3494400,83.650002
"194",83.040001,83.629997,82.720001,83.010002,1863800,83.010002
"195",83.129997,83.690002,81.910004,83.290001,3764500,83.290001
"196",83.309998,84,83.089996,83.949997,2710400,83.949997
"197",84.519997,85.919998,84.449997,85.379997,7753200,85.379997
"198",85.330002,85.879997,85,85.309998,2461800,85.309998
"199",85.129997,85.279999,84.059998,84.059998,2572900,84.059998
"200",83.870003,84.739998,83.129997,83.449997,4111600,83.449997
"201",82.940002,83.57,82.199997,82.989998,2894000,82.989998
"202",83.019997,83.349998,82.309998,82.379997,2606400,82.379997
"203",82.809998,85.559998,82.730003,85.410004,5932600,85.410004
"204",85.379997,88.550003,85.25,86.769997,6738500,86.769997
"205",86.989998,87.160004,83.760002,84.230003,5290900,84.230003
"206",84.489998,85.220001,84.139999,84.580002,2622700,84.580002
"207",84.18,85.389999,83.919998,84.879997,2207000,84.879997
"208",84.339996,85.080002,84.040001,84.120003,1741900,84.120003
"209",84.32,85.120003,83.900002,84.360001,2253700,84.360001
"210",85.160004,89.25,84.82,88.470001,8641000,88.470001
"211",88.389999,89.589996,88.050003,88.849998,4469900,88.849998
"212",88.779999,89.330002,87.980003,88.099998,2863900,88.099998
"213",88.080002,88.650002,87.790001,88.059998,2449400,88.059998
"214",88.269997,88.57,86.370003,87.059998,4172600,87.059998
"215",86.849998,87.050003,85.849998,86.370003,2553700,86.370003
"216",85.5,86.059998,84.580002,85.550003,3491300,85.550003
"217",85.790001,86.139999,85.330002,85.779999,2075300,85.779999
"218",86.209999,86.879997,86.029999,86.099998,1805800,86.099998
"219",86.190002,86.730003,85.519997,86.120003,2417600,86.120003
"220",85.919998,87.239998,85.379997,86.889999,3131100,86.889999
"221",86.970001,87.580002,86.129997,87.339996,2512000,87.339996
"222",87.550003,88.110001,86.709999,86.839996,3372000,86.839996
"223",86.339996,87.730003,85.5,87.5,3776600,87.5
"224",88.989998,88.989998,84.290001,84.790001,7154900,84.790001
"225",84.769997,88.860001,84.650002,86.400002,9928700,86.400002
"226",86.949997,87.160004,86.220001,86.519997,2888200,86.519997
"227",86.470001,87.489998,86.25,87.400002,4500900,87.400002
"228",87.32,87.339996,84.580002,84.610001,4396000,84.610001
"229",84.730003,85.230003,83.650002,84.080002,4249600,84.080002
"230",83.790001,84.699997,83.410004,83.849998,4128700,83.849998
"231",84.860001,85.919998,84.809998,85.709999,6773200,85.709999
"232",85.550003,86.459999,85.550003,86.120003,2674200,86.120003
"233",85.410004,86.449997,85.309998,85.900002,2854500,85.900002
"234",85.550003,86.82,85.389999,85.779999,6005500,85.779999
"235",86.599998,87.529999,86.400002,87.459999,9649800,87.459999
"236",87.860001,88.169998,87.309998,87.370003,6731000,87.370003
"237",87.129997,87.790001,86.75,87.43,2470100,87.43
"238",87.610001,88.760002,87.379997,88.75,3542300,88.75
"239",88.610001,89.25,88.300003,88.730003,4126100,88.730003
"240",88.400002,90.989998,88.400002,90.199997,5622100,90.199997
"241",90.059998,91.209999,90.010002,90.440002,3499600,90.440002
"242",90.32,90.370003,89.040001,89.080002,3094800,89.080002
"243",89.379997,90.400002,89.230003,89.730003,2707700,89.730003
"244",89.800003,90.190002,88.809998,89.230003,2829200,89.230003
"245",89.199997,89.699997,86.160004,87.139999,8322600,87.139999
"246",86.150002,86.550003,84.940002,86,7835000,86
"247",85.489998,86.160004,85.300003,86.099998,3419500,86.099998
"248",86.529999,86.690002,86.019997,86.529999,2514400,86.529999
"249",86.089996,86.769997,86.089996,86.559998,4172600,86.559998
"250",86.269997,87.019997,85.870003,86.879997,2429900,86.879997
"251",86.889999,87.220001,86.489998,87,3883600,87
"252",86.760002,87.190002,86.279999,86.93,2653500,86.93
"253",87.089996,88.150002,86.68,87.730003,3910200,87.730003
