"","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
"1",64.089996,64.309998,63.52,63.84,2043700,61.059801
"2",63.799999,64.050003,63.279999,63.669998,1899200,60.897203
"3",63.669998,63.889999,63.09,63.68,1745000,60.90677
"4",63.59,63.740002,62.709999,63.639999,1800700,60.868511
"5",63.43,63.709999,63.099998,63.259998,1447400,60.505058
"6",63.150002,63.150002,62.130001,62.709999,2189300,59.979011
"7",62.549999,63.060001,62.189999,62.950001,1810400,60.208561
"8",63.310001,64.620003,63.060001,64.139999,3076200,61.346736
"9",64.470001,64.699997,63.900002,64.639999,2970800,61.824961
"10",64.489998,64.970001,64.25,64.339996,1405700,61.538023
"11",64.349998,64.639999,64.269997,64.389999,1425400,61.585849
"12",64.18,64.599998,63.610001,63.740002,1477300,60.964158
"13",63.82,64.160004,63.709999,63.82,1382000,61.040672
"14",63.790001,64.260002,63.650002,64.139999,1390200,61.346736
"15",64.110001,64.190002,63.400002,64.099998,1927600,61.308477
"16",64.150002,64.379997,63.599998,64.330002,1706800,61.528464
"17",63.849998,64.209999,63.369999,64.07,1777100,61.279785
"18",63.91,63.919998,63.080002,63.91,1801200,61.126753
"19",63.650002,64.660004,63.529999,64.550003,1832300,61.738884
"20",64.360001,64.790001,64.099998,64.230003,1726800,61.43282
"21",64.400002,64.559998,63.830002,64.339996,1633000,61.538023
"22",64.309998,65.169998,64.010002,64.599998,1807700,61.786702
"23",64.720001,64.720001,64,64.199997,1780900,61.404121
"24",64.300003,64.360001,63.900002,64.239998,1694500,61.442379
"25",63.75,64.480003,63.75,64,2923200,61.212833
"26",64.309998,64.510002,63.849998,64.410004,1644200,61.604982
"27",64.440002,64.699997,64.169998,64.169998,1817400,61.375428
"28",64.559998,64.93,64.300003,64.730003,2047600,61.911045
"29",64.75,64.910004,64.339996,64.419998,1574800,61.614541
"30",64.75,65.080002,64.290001,64.309998,1699600,61.509331
"31",64.699997,64.839996,64.099998,64.290001,1782900,61.490205
"32",64.599998,64.760002,64.279999,64.68,2496400,61.86322
"33",64.559998,64.779999,64.150002,64.209999,1921300,61.413687
"34",64.220001,65,64.220001,64.839996,1495200,62.016248
"35",64.709999,64.980003,64.300003,64.489998,1528900,61.681492
"36",64.419998,64.870003,63.810001,63.860001,2294000,61.078931
"37",63.700001,64.279999,63.48,63.5,2924000,60.734608
"38",63.549999,64.379997,63.139999,63.66,3376500,60.88764
"39",63.700001,64.190002,63.290001,64.029999,1531800,61.241526
"40",63.720001,64.099998,62.889999,63.060001,1468100,60.313771
"41",63.07,63.349998,62.509998,62.790001,1464300,60.055529
"42",62.82,63.02,62.439999,62.84,1581900,60.103351
"43",62.830002,63.48,62.580002,63.439999,2027900,60.67722
"44",63.560001,63.82,63.240002,63.66,1831200,60.88764
"45",63.68,63.900002,62.939999,63.23,1805200,60.476366
"46",63.59,64.919998,63.439999,64.800003,1941500,61.977997
"47",64.989998,65.300003,64.779999,65.050003,1667200,62.217109
"48",65.059998,65.389999,64.760002,64.93,1477100,62.102333
"49",65.220001,65.510002,65.120003,65.489998,1442100,62.637943
"50",65.629997,65.919998,65.440002,65.599998,1457200,62.743153
"51",65.339996,65.970001,64.980003,65.900002,1527100,63.030091
"52",65.919998,66.290001,65.82,65.879997,1233300,63.010958
"53",65.860001,66.080002,65.540001,65.599998,1298100,62.743153
"54",65.779999,65.779999,65.25,65.440002,1060900,62.590124
"55",65.449997,65.769997,65.230003,65.25,1813700,62.408397
"56",65.470001,65.690002,65.18,65.540001,948100,62.685768
"57",65.330002,65.889999,65.269997,65.830002,1487800,62.96314
"58",65.889999,65.989998,65.620003,65.779999,1362700,62.915314
"59",65.809998,65.889999,65.209999,65.410004,1364600,62.561432
"60",65.739998,66.089996,65.489998,66.040001,1847200,63.163993
"61",65.949997,66.260002,65.599998,65.93,1562400,63.058783
"62",65.919998,66.32,65.730003,66,1929200,63.125734
"63",65.989998,66.019997,65.25,65.269997,1867900,62.427522
"64",65.230003,65.379997,64.699997,64.75,1818400,61.930171
"65",63.970001,64.32,63.43,63.889999,2193500,61.799589
"66",63.889999,64.25,63.700001,64.099998,1959900,62.002717
"67",63.630001,63.630001,60.950001,61.189999,5364500,59.187929
"68",61.400002,61.849998,61.16,61.389999,3108200,59.381386
"69",61.450001,62.080002,61.419998,61.82,1995200,59.797318
"70",62.029999,62.529999,61.799999,61.860001,2522500,59.83601
"71",61.779999,61.830002,60.75,61.029999,2582500,59.033165
"72",61.299999,61.439999,60.860001,61.119999,2944800,59.12022
"73",61.060001,61.27,60.849998,61.040001,2204500,59.042839
"74",61,61.400002,60.66,60.700001,2338900,58.713964
"75",60.689999,61.599998,60.630001,61.139999,2896500,59.139566
"76",61.110001,61.709999,61.009998,61.43,4215100,59.420078
"77",61.41,62.490002,61.330002,62.330002,2688700,60.290633
"78",62.049999,62.380001,61.720001,62.099998,2050400,60.068155
"79",62.150002,62.380001,61.630001,61.950001,2508000,59.923065
"80",62,62.709999,61.990002,62.48,2711000,60.435723
"81",62.25,62.740002,61.900002,62.57,2713400,60.522778
"82",62.75,63,62.110001,62.740002,2292600,60.687218
"83",62.880001,63.049999,62.509998,62.779999,2083900,60.725906
"84",62.75,63.299999,62.57,62.77,2033800,60.716235
"85",62.869999,63.740002,62.77,63.689999,2769100,61.606132
"86",63.759998,64.940002,63.59,64.540001,3079200,62.428323
"87",65.120003,66.589996,64.809998,65.599998,3479500,63.453639
"88",65.690002,66.43,65.5,65.800003,2583200,63.6471
"89",66.139999,67.330002,65.830002,66.040001,3700800,63.879245
"90",65.68,66.419998,65.43,66.059998,5578200,63.898587
"91",65.400002,66.589996,65.400002,66.150002,2892400,63.985646
"92",66.550003,66.589996,65.68,66.410004,3060800,64.237142
"93",66.529999,67.360001,66.379997,67.360001,2358000,65.156056
"94",67.360001,67.75,66.739998,67.669998,2596700,65.45591
"95",67.550003,67.739998,66.849998,67.610001,2585700,65.397876
"96",67.870003,67.919998,67.129997,67.839996,2449100,65.620346
"97",67.510002,67.610001,66.599998,66.970001,2076800,64.778817
"98",67.25,67.43,66.620003,67.400002,2367600,65.194748
"99",67.730003,67.730003,66.940002,67.480003,1518600,65.272132
"100",67.300003,68.029999,66.739998,67.309998,6702000,65.107689
"101",67.150002,68.029999,66.25,67.989998,3192100,65.76544
"102",68.440002,68.959999,67.989998,68.510002,2652400,66.26843
"103",68.370003,68.949997,68.190002,68.75,2872100,66.500576
"104",68.510002,69.139999,68.510002,69.129997,1480700,66.86814
"105",69.110001,69.209999,68.440002,69.110001,1582900,66.848798
"106",68.949997,69.239998,67.790001,67.860001,2243400,65.639696
"107",67.889999,68.540001,67.610001,68.260002,2191500,66.02661
"108",68.120003,68.709999,68.010002,68.610001,1673800,66.365157
"109",68.660004,68.739998,68.019997,68.519997,1009200,66.278098
"110",68.709999,68.709999,67.860001,68.349998,1352500,66.113662
"111",68.580002,69.510002,68.379997,69.510002,1929400,67.235712
"112",69.169998,69.440002,68.260002,68.660004,2432800,66.413524
"113",68.470001,69.040001,68.419998,68.800003,1239500,66.548943
"114",68.849998,69.239998,68.449997,69.029999,1090200,66.771413
"115",69.029999,69.139999,68.440002,68.519997,1238800,66.278098
"116",68.43,68.669998,68.010002,68.650002,1686300,66.403849
"117",69.120003,69.730003,68.639999,69.720001,2525600,67.43884
"118",69.75,69.93,69.349998,69.730003,1774100,67.448515
"119",69.910004,70.400002,69.57,70.290001,2805500,67.99019
"120",70.290001,71.059998,70.139999,71,2551100,68.676958
"121",71.279999,72.169998,70.959999,71.550003,1188600,69.208966
"122",71.360001,72.650002,71.160004,72.419998,2183000,70.050496
"123",71.790001,72.639999,71.370003,72.480003,3390300,70.108538
"124",72.440002,72.510002,71.959999,72.339996,2018100,69.973111
"125",72.339996,72.709999,72.059998,72.559998,1836900,70.185914
"126",72.019997,72.019997,70.410004,71.059998,2620200,68.734993
"127",71.230003,72.220001,71.129997,71.669998,1826700,69.325035
"128",71.330002,72.43,71.199997,72.379997,2363900,70.011804
"129",72.160004,73.57,72,73.07,3038900,70.67923
"130",73.150002,74.010002,73.150002,73.669998,3230300,71.259597
"131",73.529999,75.160004,73.529999,74.440002,3812000,72.004408
"132",74.440002,74.739998,72.379997,72.720001,3275700,70.340683
"133",72.940002,73.010002,71.940002,71.989998,3352900,69.634565
"134",72.309998,73.620003,71.980003,73.25,2457000,70.853341
"135",73.220001,73.220001,71.040001,71.849998,3482300,70.256865
"136",72.139999,72.440002,71.339996,71.889999,4105100,70.295979
"137",71.879997,73.559998,71.860001,73.519997,2635100,71.889834
"138",73.699997,73.809998,72.540001,72.620003,2473100,71.009796
"139",72.68,73.010002,71.730003,71.730003,1479800,70.139531
"140",72.050003,72.589996,71.779999,72.370003,1111600,70.765339
"141",72.489998,72.949997,72.32,72.75,1531600,71.136911
"142",72.800003,73.410004,72.690002,72.889999,1782200,71.273806
"143",73.18,73.379997,71.639999,71.699997,1474500,70.11019
"144",71.889999,73.730003,71.889999,73.309998,1987400,71.684492
"145",72.68,73.900002,72.459999,73.68,2795400,72.04629
"146",73.970001,75.660004,73.970001,75.32,4307200,73.649926
"147",75.389999,76.709999,74.800003,76.440002,2984100,74.745095
"148",76.860001,76.860001,75.32,76.07,3676100,74.383296
"149",76.07,76.610001,75.089996,76.059998,2180200,74.373516
"150",76.449997,77.059998,76.050003,76.940002,1800600,75.234008
"151",77,77.75,76.540001,77.230003,2668200,75.517579
"152",77.099998,78,76.760002,77.620003,2636400,75.898931
"153",77.800003,78.120003,76.870003,77.709999,4256500,75.986932
"154",77.739998,78.410004,77.5,78,8465700,76.270502
"155",78.239998,79.82,78.150002,78.809998,4469500,77.271567
"156",78.629997,78.669998,77.910004,78.339996,3032300,76.81074
"157",78.660004,80.059998,78.650002,80.059998,3156400,78.497166
"158",80.410004,80.68,79.849998,80.43,4701700,78.859946
"159",80.410004,80.650002,79.629997,80.650002,3254400,79.075652
"160",80.309998,80.959999,80.129997,80.760002,2983400,79.183506
"161",80.809998,81.93,80.660004,80.75,2439000,79.173699
"162",80.550003,81.110001,80.059998,80.949997,2689100,79.369792
"163",80.620003,80.970001,79.809998,79.809998,3140500,78.252046
"164",79.669998,80,78.07,79.790001,4142400,78.232439
"165",79.870003,80.010002,78.290001,79.730003,2772600,78.173613
"166",79.459999,79.459999,78.150002,78.57,4092900,77.036254
"167",78.639999,79.470001,78.089996,79.370003,3153500,77.82064
"168",79.160004,79.169998,75.589996,76.010002,4229800,74.526229
"169",76.120003,76.43,75.470001,75.75,2697100,74.271302
"170",75.830002,76.959999,75.080002,76.669998,3681500,75.173342
"171",76.900002,77.57,76,76.489998,2590900,74.996855
"172",76.489998,77.230003,76.010002,77.019997,1912400,75.516508
"173",77.32,77.32,76.010002,76.610001,1772300,75.114515
"174",76.760002,77.879997,76.260002,76.489998,2685400,74.996855
"175",77.040001,77.860001,75.610001,77.849998,3487300,76.330307
"176",77.419998,77.610001,76.230003,76.339996,2300600,74.849782
"177",76.269997,77.800003,76.230003,77.43,3378900,75.918508
"178",77.529999,78.339996,76.980003,77.580002,2451300,76.065581
"179",75.879997,76.370003,73.830002,74.540001,5925900,73.084923
"180",74.57,75.480003,74.269997,74.43,2736500,72.97707
"181",74.370003,74.779999,73.470001,73.779999,2560500,72.339757
"182",74.190002,74.540001,73.160004,74.470001,1955300,73.01629
"183",74.470001,75.809998,74.43,74.68,3011900,73.22219
"184",74.370003,74.849998,73.550003,74.529999,2049500,73.075117
"185",73.980003,74.260002,72.800003,73.029999,3107800,72.165024
"186",73.529999,73.940002,72.82,72.900002,2744000,72.036567
"187",71.32,72.190002,69.440002,69.910004,3645000,69.081983
"188",70.309998,70.449997,69.760002,70,3226000,69.170913
"189",69.849998,70.139999,69.5,69.5,5143600,68.676835
"190",69.580002,70,69.019997,69.120003,3064000,68.301339
"191",69.580002,70.459999,69.5,70.370003,2417400,69.536533
"192",70.279999,70.660004,69.650002,70.110001,1750300,69.279611
"193",70.480003,71.32,70.480003,70.699997,1868400,69.862619
"194",70.690002,71,70.239998,70.290001,2089700,69.457479
"195",70.290001,71.989998,69.809998,71.5,3948900,70.653147
"196",71.209999,72.419998,71.169998,71.860001,2782400,71.008884
"197",72.379997,74.07,71.849998,73.730003,5576400,72.856738
"198",73.830002,74.970001,73.610001,74.059998,2276000,73.182824
"199",73.870003,74.370003,73.379997,73.379997,2754100,72.510877
"200",73.389999,73.730003,71.989998,72,2834700,71.147225
"201",71.589996,72.400002,71.410004,71.660004,3023400,70.811256
"202",71.779999,72.489998,71.690002,72.32,2091300,71.463434
"203",72.43,73.730003,72.419998,73.650002,1958200,72.777684
"204",73.959999,74,72.879997,73.019997,1878600,72.155141
"205",73.110001,73.449997,72.419998,73.029999,1488800,72.165024
"206",72.900002,73.550003,72.790001,73.230003,1353100,72.36266
"207",75.209999,77.360001,74.940002,76.900002,4659100,75.98919
"208",76.709999,76.75,74.790001,74.970001,4043700,74.082049
"209",75.07,75.440002,74.690002,75.099998,2091200,74.210507
"210",74.910004,74.93,73.790001,74.120003,2819800,73.242118
"211",74.760002,75.25,73.730003,74.050003,2069500,73.172948
"212",74.010002,74.120003,73.330002,73.330002,1577200,72.461474
"213",73.529999,74.199997,73.5,73.849998,1337000,72.975312
"214",73.849998,74.050003,73.139999,73.169998,2164400,72.303365
"215",72.870003,73.739998,72.379997,73.290001,1994700,72.421947
"216",72.82,73.360001,72.559998,72.910004,2038600,72.04645
"217",72.949997,73.529999,72.650002,73.150002,1698600,72.283606
"218",73.150002,73.68,72.760002,72.790001,1531200,71.927869
"219",72.75,73.220001,72.519997,72.709999,1531600,71.848815
"220",72.510002,73.349998,72.510002,73.059998,1625500,72.194668
"221",74.059998,74.059998,72.510002,72.82,2039900,71.957512
"222",73.059998,73.800003,72.150002,72.32,1620400,71.463434
"223",72.18,72.739998,71.620003,72.620003,1645400,71.759884
"224",72,72.489998,70.510002,70.870003,2565100,70.030611
"225",70.5,70.559998,68.529999,68.900002,2751200,68.083943
"226",68.870003,69.959999,68.870003,69.339996,2121500,68.518727
"227",69.419998,69.610001,68.639999,68.779999,1892600,67.965362
"228",68.650002,68.769997,67.540001,67.739998,3123100,66.937679
"229",68.010002,68.010002,66.660004,67.099998,3024100,66.305259
"230",67.349998,68.769997,67.110001,68.459999,2756500,67.649152
"231",69.260002,70.410004,69.080002,69.120003,2294400,68.301339
"232",68.790001,69.360001,67.839996,67.900002,1955100,67.095787
"233",67.459999,68.599998,66.5,68.07,2760400,67.263772
