"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"113",87.400002,87.400002,86.919998,87.279999,1924500,86.320238
"114",87.269997,87.779999,87.220001,87.43,2028400,86.46859
"115",87.629997,87.629997,86.449997,87.07,2577300,86.112548
"116",86.559998,86.93,86.269997,86.93,2401400,85.974088
"117",87.800003,87.970001,86.75,86.849998,3200300,85.894966
"118",87.32,88.110001,87.32,87.980003,1754100,87.012545
"119",88.209999,88.349998,87.610001,88.160004,1944400,87.190566
"120",87.980003,88.260002,87.540001,88.059998,1103800,87.09166
"121",88.440002,88.480003,87.339996,87.470001,820000,86.508151
"122",87.370003,87.370003,86.080002,86.589996,2148500,85.637823
"123",86.599998,87.900002,86.57,87.5,1492900,86.53782
"124",87.5,88.400002,87.440002,88.330002,1718200,87.358695
"125",88.120003,88.480003,87.75,88.370003,1508700,87.398256
"126",88.839996,90.43,88.760002,90.18,2227100,89.18835
"127",90.110001,90.980003,89.629997,90.330002,2115000,89.336702
"128",89.419998,90.830002,89.239998,90.82,1883900,89.821312
"129",90.370003,90.900002,88.739998,88.769997,2774500,87.793851
"130",89.040001,90.110001,88.760002,88.949997,2196600,87.971872
"131",88.050003,88.949997,87.629997,87.739998,2723200,86.775179
"132",88.309998,88.690002,86.849998,87.440002,2952500,86.478482
"133",86.830002,88.489998,86.580002,86.849998,3623200,85.894966
"134",87.599998,89.510002,87.349998,89.440002,3745900,88.45649
"135",90.779999,92.360001,90.480003,92.360001,4160600,91.344378
"136",92.639999,93.050003,91.629997,91.709999,6390100,90.701525
"137",91.709999,92.279999,91.639999,91.849998,2191300,90.839985
"138",92.269997,93.449997,92.129997,92.93,2589200,91.90811
"139",92.550003,93.25,92.419998,92.580002,1312000,91.56196
"140",92.559998,93.199997,92.489998,92.510002,1203800,91.492731
"141",92.18,93.300003,91.889999,92.669998,2013700,91.650967
"142",92.529999,92.809998,92.239998,92.419998,2830200,91.403716
"143",92.589996,92.860001,91.18,91.230003,2369900,90.226807
"144",91.839996,92.099998,89.879997,90.82,2083400,89.821312
"145",90.209999,90.629997,88.019997,88.040001,3411700,87.071883
"146",88.349998,89.32,85.379997,85.760002,4422100,84.816956
"147",86.809998,87.269997,86.089996,86.75,2249200,85.796067
"148",87.489998,88.589996,87.449997,88.419998,2116700,87.447702
"149",88.43,88.459999,86.610001,86.769997,2351600,85.815844
"150",86.68,86.959999,85.849998,86.160004,2544000,85.212559
"151",86.150002,87.010002,84.139999,84.519997,3583500,84.058878
"152",83.169998,83.980003,81.839996,83,6015400,82.547174
"153",83,83.389999,82.07,82.419998,4730100,81.970337
"154",82.870003,84.910004,82.599998,84.440002,4161900,83.97932
"155",84.730003,85.449997,84.120003,84.620003,5253300,84.158339
"156",83.940002,85.550003,83.660004,84.779999,3550200,84.317462
"157",85.309998,87.309998,85.099998,87.059998,3769900,86.585022
"158",86.779999,87.230003,86.25,86.279999,2841300,85.809278
"159",86,86.849998,85.739998,86.779999,1860900,86.30655
"160",85.760002,86.279999,85.190002,85.5,2218500,85.033535
"161",85.959999,86.230003,83.620003,83.650002,2668200,83.19363
"162",83.650002,85.540001,83.580002,85.540001,3586700,85.073318
"163",84.449997,85.809998,84.18,84.540001,4301200,84.078773
"164",85.010002,86.389999,84.290001,86.18,2625700,85.709825
"165",86.690002,87.699997,86.580002,87.610001,2546100,87.132024
"166",87.230003,88.459999,87.230003,87.75,3292900,87.271259
"167",87.879997,88.93,87.769997,88.82,2571800,88.335422
"168",90.129997,91.790001,89.800003,90.440002,3597900,89.946586
"169",89.5,90.330002,89.360001,89.510002,2212800,89.02166
"170",90.269997,90.550003,89.449997,90.199997,1485400,89.70789
"171",89.860001,90.029999,89.230003,89.790001,1515000,89.300131
"172",90.300003,91.559998,89.879997,91.559998,2227800,91.060471
"173",91.459999,92.580002,91.330002,92.379997,2737100,91.875997
"174",92.050003,92.639999,91.879997,92.379997,2644200,91.875997
"175",92.18,92.230003,91.080002,91.309998,2099800,90.811835
"176",90.93,91.660004,90.550003,91.620003,1455600,91.120149
"177",91.129997,92.43,90.639999,92.269997,2524500,91.766596
"178",91.790001,92.07,91.290001,91.620003,1458800,91.120149
"179",91.480003,92.68,91.260002,92.339996,2317700,91.836214
"180",92.139999,92.510002,91.989998,92.269997,1309900,91.766596
"181",92.339996,92.370003,91.639999,92.160004,1512900,91.657203
"182",91.709999,92.330002,91.669998,91.959999,1638200,91.45829
"183",91.959999,92.949997,91.580002,92.949997,1298800,92.442887
"184",92.5,92.779999,91.68,92.330002,1449300,91.826274
"185",91.650002,92.309998,91.519997,92.07,2112800,91.56769
"186",92.150002,92.559998,91.589996,92.540001,2265300,92.035127
"187",92.760002,95.209999,92.760002,93.730003,4450900,93.218638
"188",93.639999,94.629997,93.510002,94.529999,2431900,94.014268
"189",93.239998,93.580002,92.540001,92.879997,3556800,92.373269
"190",93.190002,93.5,92.830002,93.32,2356200,92.810871
"191",94.589996,96.709999,94.5,96.629997,4031800,96.10281
"192",96.480003,96.480003,95.18,95.690002,3052800,95.167943
"193",96.220001,96.650002,95.599998,95.959999,2706000,95.436467
"194",95.230003,96.019997,95.040001,95.82,2580100,95.297231
"195",95.370003,96.489998,95.279999,96.029999,3212600,95.506085
"196",95.919998,96.080002,94.389999,94.870003,3344000,94.352417
"197",95.169998,96.230003,94.82,95.970001,3297200,95.446415
"198",96.089996,96.339996,95.089996,95.110001,1909200,94.591106
"199",95,95.190002,94.389999,94.449997,3938500,93.934703
"200",94.389999,94.529999,92.5,92.5,3076900,91.995345
"201",92.480003,93.050003,91.970001,92.489998,3525700,91.985397
"202",92.489998,92.510002,91.529999,92.040001,2720400,91.537855
"203",92.629997,94.559998,92.629997,93.849998,2483400,93.337978
"204",93.349998,93.809998,92.980003,93.239998,2339000,92.731305
"205",93.32,93.330002,92.199997,92.5,3079500,91.995345
"206",92.559998,93.5,92.209999,93.290001,2226800,92.781036
"207",92.050003,93.120003,91.519997,92.489998,2560000,91.985397
"208",92.93,93.470001,92.739998,93.019997,2074800,92.512504
"209",93.040001,93.510002,92.529999,92.839996,2199200,92.333486
"210",92.809998,93.57,92.360001,93.510002,1824700,92.999837
"211",93.349998,93.910004,92.940002,93.480003,2178700,92.970001
"212",92.800003,93.839996,92.75,93.32,2523900,93.32
"213",92.839996,93.839996,92.839996,93.620003,4803700,93.620003
"214",92.629997,93.610001,92.029999,92.199997,6130100,92.199997
"215",92.050003,92.209999,90.760002,91.760002,4751600,91.760002
"216",91.349998,91.639999,90.419998,90.93,3098600,90.93
"217",91.739998,91.980003,91.199997,91.43,2090400,91.43
"218",91.43,91.989998,91.010002,91.199997,1862400,91.199997
"219",91.07,91.900002,90.639999,91.410004,2333100,91.410004
"220",91.330002,91.720001,90.989998,91.400002,2498900,91.400002
"221",91.199997,91.639999,90.629997,91,1969200,91
"222",91.449997,91.720001,90.650002,90.82,1981300,90.82
"223",90.669998,91.519997,90.669998,91.410004,1954000,91.410004
"224",91.139999,92.440002,91.099998,91.860001,2105000,91.860001
"225",91.800003,92.440002,91.389999,91.730003,2047900,91.730003
"226",92.330002,92.459999,91.68,92,1418900,92
"227",92.220001,93.360001,92.150002,93.269997,1686900,93.269997
"228",92.82,94.269997,92.690002,93.110001,2011200,93.110001
"229",93.300003,93.559998,92.07,92.660004,1876300,92.660004
"230",92.540001,92.760002,92.150002,92.370003,2091200,92.370003
"231",93.019997,93.769997,92.5,93.650002,1765900,93.650002
"232",93.440002,94.050003,93.099998,93.650002,1647300,93.650002
"233",93.239998,94.07,92.68,93.870003,1982200,93.870003
"234",93.559998,94.610001,93.410004,94.190002,2181800,94.190002
"235",94.959999,95.07,94.339996,94.959999,2408900,94.959999
"236",94.959999,95.080002,93.330002,93.739998,2651900,93.739998
"237",93.839996,94.760002,93.779999,94.629997,1195600,94.629997
"238",94.760002,95.699997,94.660004,95.559998,2630100,95.559998
"239",95.330002,95.629997,94.93,95.040001,1440700,95.040001
"240",94.800003,95.230003,94.589996,94.959999,1510900,94.959999
"241",94.989998,95.599998,94.949997,95.220001,2109600,95.220001
"242",94.910004,95.089996,94.190002,94.610001,2362700,94.610001
"243",95,96.029999,94.690002,95.889999,1877200,95.889999
"244",95.889999,96.059998,95.349998,96,1563200,96
"245",95.940002,95.970001,95.32,95.690002,3644400,95.690002
"246",96.139999,96.139999,94.550003,94.620003,2353600,94.620003
"247",94.440002,94.940002,93.889999,94.639999,2832600,94.639999
"248",95.300003,96.400002,95.010002,96.019997,2606300,96.019997
"249",95.589996,95.940002,94.699997,94.949997,2259800,94.949997
"250",96.080002,96.849998,95.669998,96.510002,3557200,96.510002
"251",96.339996,97,96.18,96.290001,2546700,96.290001
"252",96.330002,97.660004,96.160004,97.57,2399200,97.57
"253",97.970001,99.610001,97.690002,99.18,3588800,99.18
