"","ESV.Open","ESV.High","ESV.Low","ESV.Close","ESV.Volume","ESV.Adjusted"
"60",49.25,49.73,49.119999,49.200001,2896300,46.775581
"61",48.290001,48.380001,47.34,47.540001,4671800,45.897029
"62",47.439999,47.630001,46.43,47.459999,6157200,45.819792
"63",47.459999,47.459999,46.919998,46.93,4304900,45.30811
"64",46.93,47.5,46.669998,46.93,3999600,45.30811
"65",46.900002,47.360001,46.459999,47.139999,4662500,45.510851
"66",46.939999,48.41,46.610001,48.189999,4852800,46.524563
"67",47.98,47.98,46.209999,46.25,6991500,44.65161
"68",46.150002,46.509998,45.75,46.07,3220100,44.47783
"69",46.02,46.77,45.860001,45.959999,4047900,44.371631
"70",46.060001,46.110001,45.150002,45.310001,4344700,43.744097
"71",45.43,45.450001,44.5,44.900002,4191400,43.348267
"72",45.119999,45.18,44.189999,44.5,6940700,42.96209
"73",44.150002,44.150002,43.599998,43.759998,4481900,42.247662
"74",43.73,44.02,43.380001,43.450001,4281500,41.948378
"75",43.41,43.43,42.130001,42.450001,8188200,40.982938
"76",42.330002,42.380001,41.82,41.91,4242300,40.461599
"77",41.860001,42.580002,41.66,42.459999,4066200,40.992591
"78",42,42.349998,41.779999,42.060001,3592200,40.606417
"79",41.880001,41.959999,40.91,41.310001,4641400,39.882337
"80",41.139999,41.43,39.52,39.599998,6578000,38.231431
"81",39.369999,39.599998,38.380001,39.299999,11640100,37.9418
"82",39.349998,39.419998,37.73,38.259998,6682300,36.937741
"83",38.360001,39.080002,37.959999,38.52,5492500,37.188757
"84",38.400002,40.060001,38.360001,38.689999,5814700,37.352881
"85",38.580002,38.580002,36.779999,38.52,6828300,37.188757
"86",38.240002,38.34,36.93,37.099998,4655200,35.81783
"87",37.099998,37.75,35.959999,37.220001,7129700,35.933686
"88",37.34,38.290001,36.689999,37,6361000,35.721288
"89",37.009998,38.549999,36.700001,37.599998,6376900,36.300551
"90",37.459999,38.360001,36.790001,38.150002,7834400,36.831546
"91",37.459999,38.900002,36.959999,38.119999,7920200,36.80258
"92",38.650002,39.509998,37.400002,37.779999,5537900,36.47433
"93",37.799999,38.32,36.830002,38.16,5178400,36.841198
"94",38.540001,39.41,38.16,39.34,5734300,37.980418
"95",39.459999,40.07,38.049999,38.09,3262100,36.773618
"96",38.68,40.349998,38.34,39.560001,3870800,38.192816
"97",39.330002,39.490002,38.299999,38.880001,2408700,37.536317
"98",38.060001,38.169998,37,37.509998,3161200,36.213661
"99",38,39.029999,37.16,38.91,3132200,37.565279
"100",39.32,39.830002,38.220001,38.709999,3499300,37.37219
"101",39.279999,40.25,38.330002,39.950001,5309200,38.569337
"102",39.98,40.610001,39.23,40.59,4727100,39.187218
"103",40.779999,41.490002,39.939999,40.110001,3907000,38.723808
"104",39.380001,39.490002,38.389999,38.599998,4415900,37.265991
"105",38.919998,40.279999,38.599998,40.009998,4031500,38.627261
"106",39.669998,40.540001,38.98,40.5,3356700,39.100329
"107",40.27,41.540001,40.27,41.310001,4279600,39.882337
"108",41.639999,41.990002,39.709999,39.919998,4025600,38.540372
"109",40.09,40.419998,39.18,39.43,5572100,38.067308
"110",39.240002,39.959999,39.009998,39.27,4823000,37.912838
"111",38.919998,39.459999,37.860001,38.759998,5839100,37.420461
"112",39,39.330002,38.220001,38.779999,4593100,37.43977
"113",38.549999,39.529999,38.27,39.48,3595900,38.115579
"114",39.41,39.82,39.029999,39.18,2741700,37.825948
"115",39.110001,39.18,38.150002,38.720001,2519600,37.381846
"116",38.720001,39.419998,38.599998,39.139999,2516100,37.787329
"117",39.77,40.23,39.419998,39.869999,3609700,38.4921
"118",39.84,40.169998,39.23,39.900002,4214800,38.521066
"119",39.98,40.189999,39.240002,39.880001,4605700,38.501757
"120",39.330002,39.400002,37.02,37.150002,6017700,35.866105
"121",35.389999,35.549999,33.23,33.799999,6041000,32.631878
"122",33.639999,34.209999,32.299999,33.869999,6847000,32.699459
"123",33.610001,34.349998,32.919998,33.099998,6324700,31.95607
"124",33.150002,34,32.900002,33.380001,5200800,32.226395
"125",32.459999,32.599998,30.98,31.459999,6766900,31.070865
"126",31.290001,31.639999,30.15,31.07,7589700,30.68569
"127",30.530001,30.67,28.58,28.809999,8396200,28.453644
"128",28.639999,30.02,28.6,29.75,7718100,29.382018
"129",29.139999,29.24,27.879999,28.120001,7222400,27.77218
"130",28.049999,28.950001,27.780001,27.84,5835900,27.495643
"131",27.209999,28.16,27.01,27.040001,5571500,26.705539
"132",27.219999,27.73,26.25,26.41,7764700,26.08333
"133",26.24,28.360001,25.879999,27.209999,7960300,26.873434
"134",27.4,29.469999,27.25,28.43,7356300,28.078345
"135",29.299999,29.969999,28.799999,29.91,9426400,29.540038
"136",30.280001,32.799999,30.040001,32.77,16918000,32.364663
"137",32.950001,33.240002,31.16,32,7048600,31.604187
"138",32.360001,32.490002,30.84,31.280001,6425500,30.893093
"139",31.08,31.18,29.940001,30.389999,2477800,30.014101
"140",30.700001,31.190001,30.110001,30.5,3020100,30.122741
"141",30.559999,31.299999,30.370001,30.719999,3614200,30.340019
"142",30.450001,30.940001,29.76,30.450001,4480400,30.07336
"143",30.08,30.4,29.59,29.950001,3874600,29.579545
"144",29.74,30.5,29.379999,30.17,2812900,29.796823
"145",29.709999,29.709999,28.030001,28.18,5422100,27.831437
"146",28.02,28.809999,27.82,27.99,6892900,27.643787
"147",28.41,28.75,27.530001,28.200001,4384300,27.851191
"148",28.35,29.129999,27.940001,29.110001,6952300,28.749934
"149",29.26,29.459999,28.370001,29.27,4061100,28.907955
"150",28.639999,28.639999,27.76,28.370001,4030900,28.019088
"151",28.5,29.34,28.17,29.1,4547600,28.740058
"152",28.780001,29.08,27.5,28.360001,7586900,28.009211
"153",28.91,29.290001,27.6,27.65,5107800,27.307992
"154",27.92,29.48,27.860001,28.99,6796700,28.631418
"155",28.809999,28.879999,27.73,28.620001,4840600,28.265996
"156",28.959999,30.34,28.9,30.27,4914000,29.895586
"157",30.5,30.629999,29.26,29.879999,4419000,29.510409
"158",29.73,30.110001,28.620001,28.66,4153500,28.3055
"159",28.780001,29.32,28.530001,29.139999,3669100,28.779562
"160",28.700001,29.65,28.459999,28.91,4975900,28.552408
"161",28.889999,28.889999,27.870001,27.959999,4423700,27.614157
"162",27.9,28,26.719999,27.43,4159400,27.090714
"163",27.15,28.33,26.709999,28.040001,5510800,27.69317
"164",28.540001,28.98,27.610001,28.889999,5421200,28.532654
"165",29.43,30.059999,29.25,29.940001,5872200,29.569668
"166",29.379999,29.450001,27.889999,28.379999,5555900,28.028963
"167",28.799999,29.48,28.469999,29.370001,3941300,29.006719
"168",29.58,30.4,29.559999,30.190001,4868600,29.816576
"169",30.309999,32.279999,30.25,31.93,5837800,31.535053
"170",31.790001,31.790001,29.76,30.41,6555700,30.033854
"171",29.809999,30.1,29.139999,29.530001,4854600,29.16474
"172",30.01,30.57,29.469999,29.620001,3953500,29.253626
"173",30.23,30.299999,29.620001,30.030001,4063400,29.658555
"174",29.91,31.15,29.370001,31.07,5618300,30.68569
"175",30.469999,30.879999,29.98,30.059999,5595900,29.688183
"176",29.280001,30.280001,28.93,30.02,5016800,29.648678
"177",30.08,30.280001,29.459999,29.76,3591500,29.391894
"178",29.309999,29.309999,28.4,28.65,4303600,28.295623
"179",28.75,28.75,26.65,26.969999,11027000,26.636403
"180",27.040001,27.209999,26.299999,26.58,7171600,26.251228
"181",25.5,25.85,24.16,24.41,11849700,24.108069
"182",24.58,24.92,24.35,24.469999,7782800,24.167326
"183",24.25,24.299999,23.17,23.77,8790800,23.475986
"184",23.84,24.48,23.639999,24.139999,6312800,23.841408
"185",24.1,24.219999,23.610001,24,7423600,23.70314
"186",23.91,24.030001,23.25,23.889999,6315500,23.742893
"187",23.75,23.83,22.73,22.85,7296800,22.709298
"188",22.83,23.360001,22.4,22.469999,6418900,22.331637
"189",22.030001,22.799999,21.809999,22.25,6988700,22.112993
"190",22.309999,22.690001,21.9,22.440001,6096700,22.301823
"191",22.639999,22.74,21.799999,21.9,5435700,21.765147
"192",21.540001,21.559999,20.200001,20.459999,9391800,20.334014
"193",20.200001,20.74,19.780001,20.620001,6664700,20.49303
"194",20.290001,20.780001,20.23,20.379999,7514900,20.254507
"195",20.23,21.809999,20.110001,21.700001,7401900,21.56638
"196",21.26,21.32,20.469999,20.799999,5382100,20.67192
"197",21.23,21.540001,20.99,21.049999,12145200,20.920381
"198",21.110001,22.1,20.940001,20.98,7303800,20.850812
"199",21.030001,21.379999,20.65,21,5680000,20.87069
"200",21.299999,22.120001,21.02,21.76,5931600,21.62601
"201",22.209999,22.48,21.27,21.700001,5368200,21.56638
"202",21.41,21.540001,20.969999,21.280001,4347300,21.148966
"203",21.35,21.58,20.799999,21.120001,5950400,20.989952
"204",20.870001,21.43,20.719999,21.07,4301100,20.940258
"205",21.16,21.549999,21.040001,21.34,3404900,21.208596
"206",21.049999,21.950001,21.040001,21.879999,4580100,21.74527
"207",21.98,23.57,21.98,23.23,6588400,23.086958
"208",23.110001,24.040001,22.940001,23.51,5432600,23.365234
"209",23.5,23.76,22.65,22.73,5879300,22.590036
"210",22.92,24.26,22.92,24.02,6630600,23.872094
"211",24.030001,24.4,23.450001,23.66,5179800,23.51431
"212",24.01,24.1,23.280001,23.610001,4246800,23.464619
"213",23.879999,25.42,23.870001,25.18,5989500,25.024951
"214",25.360001,26.66,25.09,26.58,7897400,26.41633
"215",26.370001,26.370001,24.969999,25.200001,8602500,25.044828
"216",25.07,25.33,24.6,24.85,5241200,24.696983
"217",24.75,25.32,24.450001,24.58,5329200,24.428645
"218",24.709999,24.709999,23.75,23.9,4418500,23.752832
"219",23.91,24.16,23.59,24.030001,4486500,23.882033
"220",24.02,24.549999,23.84,24.27,4386500,24.120555
"221",24.23,24.49,23.76,24.040001,2974400,23.891971
"222",24.110001,24.66,23.950001,24.15,3375200,24.001293
"223",23.84,24.469999,23.76,24.280001,3285700,24.130493
"224",24.23,25.59,24.09,24.9,7199700,24.746674
"225",25.379999,27.99,25,27.280001,10942200,27.11202
"226",26.92,27.57,26.450001,27.370001,7715600,27.201466
"227",27.459999,27.780001,26.51,26.799999,4787900,26.634975
"228",27.27,28.4,27.16,27.51,8214900,27.340604
"229",28,28.190001,27.110001,27.18,6037000,27.012636
"230",27.26,27.26,25.469999,25.52,7824400,25.362858
"231",25.790001,26.57,25.190001,26.51,5983700,26.346761
"232",26.5,26.65,25.879999,26.129999,3796100,25.9691
"233",26.110001,27.040001,26.110001,26.790001,4457200,26.625038
"234",26.889999,27.540001,26.49,27.35,4725400,27.181589
"235",27.49,27.620001,25.870001,26.02,4938300,25.859779
"236",25.75,26.09,25.360001,25.799999,4896300,25.641132
"237",25.620001,25.68,24.629999,25.26,5614400,25.104458
"238",24.92,24.93,23.940001,24.66,5881400,24.508153
"239",24.709999,24.84,24.360001,24.5,5422500,24.349138
"240",24.82,25.709999,24.799999,25.299999,4736200,25.144211
"241",24.809999,25.27,24.6,25.08,2586700,24.925566
"242",24.66,25.15,24.16,24.23,3576300,24.0808
"243",24.139999,24.65,24,24.25,3685400,24.100677
"244",24.17,24.190001,23.620001,24.02,4032800,23.872094
"245",23.98,24.23,23.5,23.5,5495800,23.355296
"246",23.440001,23.67,23.209999,23.4,4686900,23.255911
"247",23.6,24.870001,23.58,24.459999,5130700,24.309383
"248",24.209999,24.809999,24,24.360001,4420700,24.210001
"249",23.83,24.15,23.74,23.74,3197000,23.74
"250",23.52,24.6,23.51,24.370001,6688900,24.370001
"251",24.219999,24.809999,24.049999,24.200001,4063400,24.200001
"252",24.58,24.74,23.879999,23.889999,4081100,23.889999
"253",24.450001,24.76,24.200001,24.67,4233100,24.67
