"","SBUX.Open","SBUX.High","SBUX.Low","SBUX.Close","SBUX.Volume","SBUX.Adjusted"
"1",75.25,75.440002,74.32,74.599998,6641000,36.77036
"2",74.139999,74.870003,73.849998,74.800003,7510800,36.868943
"3",74.690002,74.699997,73.730003,73.959999,7193800,36.454904
"4",73.870003,74.900002,73.529999,74.690002,7708800,36.814723
"5",74.480003,75.160004,74.459999,75.089996,6759600,37.01188
"6",75.029999,75.650002,74.989998,75.309998,5778600,37.120319
"7",75.199997,75.68,74.599998,75.559998,5786600,37.243544
"8",76.550003,77.5,76.459999,77.230003,12555000,38.06669
"9",77.629997,77.629997,76.410004,76.599998,12436000,37.756161
"10",76.690002,77.269997,76.190002,76.730003,4779800,37.82024
"11",76.900002,77.75,76.540001,77.43,10912400,38.165269
"12",77.040001,78.18,76.959999,78.120003,7813800,38.505371
"13",78.010002,78.330002,77.470001,78.059998,6983200,38.475795
"14",77.959999,78.349998,77.790001,77.940002,8669200,38.416649
"15",78.099998,78.190002,77.080002,77.379997,9610000,38.140622
"16",77.889999,78.199997,77.599998,78.080002,8061400,38.485655
"17",78.379997,78.410004,77.910004,78.190002,4785200,38.539874
"18",78.389999,79.400002,78.139999,79.059998,6662600,38.968695
"19",78.779999,79.379997,78.610001,78.690002,7443600,38.786324
"20",78.639999,78.900002,78.25,78.559998,7802000,38.722245
"21",78.540001,79.480003,78.360001,79.449997,7782600,39.160926
"22",78.610001,79.050003,78.190002,78.849998,4720000,38.865186
"23",78.959999,78.989998,78.139999,78.599998,4239400,38.741961
"24",78.980003,78.980003,78.419998,78.559998,4562000,38.722245
"25",78.650002,79.150002,78.459999,78.889999,8305600,38.884903
"26",79.059998,79.059998,78.309998,78.730003,8615400,38.806041
"27",78.120003,78.459999,77.120003,77.239998,8446400,38.071617
"28",77.699997,78.150002,77.25,77.940002,6744600,38.416649
"29",77.860001,77.93,77.169998,77.610001,5021000,38.253991
"30",78.330002,79.029999,78.199997,78.739998,6457000,38.810967
"31",78.510002,79.279999,78.400002,79.139999,6439800,39.008128
"32",79.589996,80.639999,79.150002,80.449997,16129200,39.653826
"33",78.400002,79.32,77.900002,78.739998,18974600,38.810967
"34",78.800003,79,78.169998,78.360001,8013000,38.623666
"35",78.489998,79.25,78.410004,78.650002,7936000,38.766608
"36",79,79.18,78.519997,78.900002,8911000,38.889833
"37",78.519997,78.699997,77.519997,77.68,8146000,38.288494
"38",77.5,77.889999,76.580002,76.980003,7797800,37.943465
"39",77.260002,77.760002,77.029999,77.529999,6282600,38.214558
"40",77.169998,77.459999,76.43,76.790001,6694600,37.977172
"41",76.5,77.440002,76.269997,77.129997,5935200,38.14532
"42",77.330002,77.440002,76.559998,76.709999,5428000,37.937606
"43",76.629997,77.669998,76.510002,77.620003,5957200,38.387656
"44",77.669998,78.25,77.650002,77.870003,4513400,38.511296
"45",77.870003,78.139999,77.519997,77.82,4723600,38.486567
"46",78.099998,78.099998,77.129997,77.239998,6935200,38.199722
"47",77.480003,77.5,76.160004,76.620003,10892600,37.893097
"48",77.220001,77.279999,76.370003,76.910004,8090000,38.03652
"49",77.190002,77.860001,77.18,77.589996,6830800,38.372816
"50",77.800003,78.199997,77.599998,78.120003,4907000,38.634936
"51",78.010002,78.470001,77.739998,78.029999,4668800,38.590423
"52",77.809998,78.169998,77.389999,77.470001,4812000,38.313472
"53",77.239998,77.599998,77.050003,77.279999,4538800,38.219504
"54",77.639999,78.220001,77.510002,77.970001,5698400,38.560751
"55",78.010002,78.43,77.760002,77.790001,5501600,38.47173
"56",77.910004,78.269997,77.660004,77.919998,4903600,38.536022
"57",77.790001,78.029999,77.510002,77.809998,3956800,38.48162
"58",78.07,78.099998,77.519997,77.809998,4657400,38.48162
"59",77.699997,77.980003,77.160004,77.480003,6196200,38.318418
"60",77.559998,77.93,76.699997,76.790001,6796800,37.977172
"61",76.800003,77.370003,76.760002,77.160004,5741000,38.16016
"62",77.010002,77.970001,76.809998,77.949997,8026600,38.550858
"63",77.760002,77.959999,77.330002,77.669998,4492800,38.412382
"64",77.449997,77.75,76.980003,77.120003,5114600,38.140377
"65",77.010002,77.400002,76.75,77.209999,5918600,38.184885
"66",76.980003,77,76.080002,76.120003,9353400,37.645818
"67",75.830002,76.07,74.940002,75.470001,14614800,37.324354
"68",75.260002,75.339996,74.389999,74.919998,10845800,37.052345
"69",74.839996,75.449997,74.529999,75.089996,8040200,37.136419
"70",75.339996,75.82,75.110001,75.339996,7475800,37.260059
"71",75.589996,75.889999,75,75.730003,8027600,37.45294
"72",75.970001,76.330002,75.769997,76.07,12040800,37.621089
"73",76.050003,76.050003,74.330002,74.599998,7859600,36.894087
"74",74.290001,74.879997,73.779999,73.959999,7739000,36.577569
"75",74.529999,75.43,74.349998,75.32,8586200,37.25017
"76",75.18,75.279999,74.089996,74.120003,8010800,36.6567
"77",74,75.230003,73.940002,75.169998,7659600,37.175985
"78",74.550003,75.519997,74.449997,75.269997,6366400,37.22544
"79",75.559998,75.849998,75.019997,75.459999,7799600,37.319407
"80",75.68,75.910004,74.410004,74.610001,8119000,36.899033
"81",74.410004,75,73.779999,74.449997,8573600,36.819902
"82",74.800003,76.099998,74.769997,75.889999,8229000,37.532068
"83",76.019997,76.230003,75.099998,75.150002,5208000,37.166095
"84",74.900002,75.050003,74.019997,74.050003,6383400,36.622081
"85",74.239998,75.419998,73.629997,75.260002,6713400,37.220497
"86",75.040001,75.82,74.360001,74.480003,9342800,36.834742
"87",74.260002,75.790001,74.099998,74.459999,10495400,36.824849
"88",74.209999,74.440002,72.010002,72.190002,12428600,35.702202
"89",72.410004,73.580002,72.209999,72.739998,10995000,35.974207
"90",72.029999,72.93,71.269997,72.379997,13621800,35.796165
"91",71.18,72.870003,70.769997,72.639999,9738000,35.924752
"92",73.349998,73.910004,72.879997,73.540001,9580600,36.369855
"93",73.610001,74.75,73.410004,74.699997,7945200,36.943542
"94",75,75.190002,74.139999,74.360001,12296600,36.775394
"95",74.480003,74.989998,74.160004,74.599998,6469600,36.894087
"96",75.150002,75.510002,74.760002,74.839996,6837800,37.01278
"97",74.900002,75.910004,74.349998,75.809998,7358400,37.492502
"98",76.010002,76.379997,75.82,75.970001,5783400,37.571633
"99",76.339996,77.07,75.879997,77.050003,8151000,38.105758
"100",77.099998,77.669998,76.220001,76.540001,8795000,37.853532
"101",76.18,77.449997,76.110001,77.32,13389000,38.239287
"102",75.25,76.739998,74.919998,75.559998,35890000,37.368863
"103",75.970001,76.269997,75.470001,76.099998,10607000,37.635925
"104",75.610001,76.940002,75.5,76.709999,10420000,37.937606
"105",77.010002,77.389999,76.589996,76.660004,7403400,37.91288
"106",76.970001,77.550003,76.660004,77.449997,6167200,38.303578
"107",77.639999,78.089996,77.209999,77.790001,8249000,38.47173
"108",77.639999,77.900002,77.169998,77.650002,6555400,38.561118
"109",77.830002,78.199997,77.25,77.730003,5198200,38.600847
"110",77.410004,78.010002,77.269997,77.849998,5312200,38.660437
"111",78.190002,78.480003,77.410004,77.889999,6842200,38.680302
"112",78.080002,78.300003,77.730003,78.120003,6039200,38.794522
"113",77.940002,78.470001,77.650002,77.830002,5899000,38.650507
"114",77.629997,78,77.32,77.57,5755600,38.521389
"115",77.440002,78.080002,77.400002,77.82,5231200,38.64554
"116",77.660004,78.639999,77.650002,78.199997,6287000,38.834247
"117",79.129997,79.919998,78.769997,79.760002,14027800,39.608948
"118",79.900002,80.82,79.709999,80.519997,9426200,39.986362
"119",80.559998,80.919998,80.050003,80.209999,8118400,39.832417
"120",80.120003,80.309998,79.400002,79.699997,6196800,39.579149
"121",80.43,81.639999,80.410004,81.209999,6766600,40.329019
"122",81,81.5,80.620003,80.849998,8627400,40.150242
"123",80.690002,80.849998,80.089996,80.370003,7656400,39.911875
"124",80.419998,80.75,80.07,80.470001,11201400,39.961535
"125",80.599998,82.300003,80.389999,81.309998,13999000,40.378678
"126",82.5,83.919998,82.43,83.57,14788200,41.500999
"127",84.199997,84.199997,83.099998,83.800003,11770600,41.615219
"128",83.07,83.290001,82.199997,83.029999,8725600,41.232834
"129",82.900002,84.040001,82.550003,82.660004,10096400,41.049093
"130",82.900002,84.019997,82.660004,83.120003,10046000,41.27753
"131",82.739998,83.970001,82.57,83.25,9164200,41.342087
"132",82.269997,82.5,80.690002,80.889999,16287000,40.170106
"133",80.489998,81.089996,79.110001,79.129997,13981800,39.296087
"134",79.129997,80.589996,78.440002,80.440002,10161600,39.946637
"135",81.550003,81.639999,79.260002,80.029999,17583000,39.743029
"136",80.199997,80.290001,79.410004,79.440002,17444200,39.450036
"137",79.849998,80.550003,79.769997,80.540001,7583800,39.996297
"138",81.5,82.050003,81.129997,81.43,8147800,40.438272
"139",81.470001,81.860001,81.18,81.269997,2601800,40.358814
"140",81.43,82.400002,81.379997,81.830002,4550400,40.636913
"141",81.660004,82.550003,81.5,82.379997,4796600,40.910042
"142",82.07,82.879997,81.790001,81.790001,5253400,40.617049
"143",82.190002,83.330002,82,82.050003,7625400,40.746166
"144",82.129997,82.980003,80.889999,81.440002,6886000,40.443239
"145",80.139999,80.669998,79.489998,79.879997,11623800,39.668538
"146",80.339996,80.389999,78.559998,79.230003,7664400,39.34575
"147",79.75,81.230003,79.400002,81.18,9732600,40.314121
"148",82.330002,83.300003,82.019997,82.489998,13170600,40.964668
"149",80.989998,81.510002,79.120003,79.790001,27556800,39.623845
"150",80.290001,80.830002,79.82,80.230003,10021400,39.842351
"151",81.480003,82.139999,80.129997,80.870003,11040800,40.160176
"152",80.050003,80.779999,79.610001,80.419998,9290800,39.936703
"153",80.599998,80.900002,79.190002,79.580002,8126600,39.51956
"154",79.260002,80.779999,79,80.610001,9015600,40.031059
"155",80.800003,81.470001,80.330002,81.220001,10738400,40.333986
"156",81.050003,81.629997,80.529999,81.290001,10844200,40.368748
"157",81.360001,82.839996,80.889999,82.739998,23913000,41.088819
"158",86.5,88.699997,86.440002,88.220001,38107200,43.810197
"159",88.089996,88.5,87.410004,88.120003,14098600,43.760538
"160",87.779999,89.209999,87.449997,88.339996,10994200,43.869787
"161",88.699997,89.589996,87.489998,87.57,11963200,43.487406
"162",88.010002,89.300003,87.57,89.050003,12475800,44.222378
"163",88.580002,88.940002,87.389999,87.529999,10070400,43.467541
"164",87.68,88.089996,85.860001,87.989998,13638800,43.695977
"165",87.980003,88.489998,86.93,88.489998,9252400,44.104678
"166",88,89.43,87.989998,88.699997,11496600,44.209345
"167",88.709999,89.769997,88.709999,89.639999,7598600,44.677856
"168",89.5,89.68,88.68,89,7835400,44.358871
"169",88.510002,89.209999,88.139999,88.82,6911600,44.269156
"170",89.370003,91.379997,89.330002,91.18,12469600,45.445414
"171",91.160004,91.790001,90.709999,90.790001,6467000,45.251033
"172",91.089996,91.940002,90.089996,91.830002,7197600,45.769384
"173",91.989998,91.989998,90.910004,91.580002,6109600,45.64478
"174",91.769997,92.239998,91.260002,92.029999,6387000,45.869065
"175",92.389999,93.330002,92,93,6542000,46.352528
"176",93.150002,93.779999,93.010002,93.169998,6109200,46.437257
"177",93.459999,93.669998,92.970001,93.510002,6461400,46.60672
"178",93.849998,93.93,93.080002,93.580002,5854600,46.641609
"179",93.260002,93.989998,93.160004,93.449997,6337800,46.576813
"180",93.300003,94.830002,93.25,94.260002,8119600,46.980531
"181",94.300003,94.82,94.080002,94.550003,6816400,47.125072
"182",94.790001,94.800003,93.269997,93.489998,8658400,46.59675
"183",93.330002,94.550003,93.330002,94.230003,7947000,46.965579
"184",94.099998,94.209999,93.199997,94,7578400,46.850942
"185",93.809998,94.190002,92.010002,93.059998,7774600,46.382431
"186",93.279999,93.959999,93.059998,93.629997,5848400,46.666527
"187",93.300003,93.699997,91.879997,92.220001,6814400,45.963765
"188",92.389999,93.129997,92.089996,93.040001,5984800,46.372465
