"","SBUX.Open","SBUX.High","SBUX.Low","SBUX.Close","SBUX.Volume","SBUX.Adjusted"
"189",92.160004,92.910004,91.769997,92.18,6077000,45.943828
"190",92.120003,92.980003,91.220001,91.419998,8185800,45.565032
"191",91.970001,93.529999,91.839996,93.379997,7295400,46.541924
"192",92.68,94.370003,92.68,93.290001,5835200,46.497068
"193",94,94.620003,93.739998,94.050003,6772600,46.875864
"194",93.760002,94.480003,93.599998,94.389999,5508800,47.045323
"195",94,96.57,93.349998,95.839996,15430000,47.768023
"196",96.760002,99.199997,96.379997,97.760002,22020600,48.724981
"197",98.489998,98.900002,97.010002,97.459999,17360600,48.575455
"198",97.879997,97.900002,96.709999,97.370003,7986000,48.5306
"199",97.110001,98.330002,96.760002,97.919998,7718400,48.804725
"200",98.139999,98.480003,95.769997,95.769997,9907200,47.733134
"201",95.349998,95.75,93.660004,95.080002,10344400,47.38923
"202",95,95.949997,94.75,95.07,7993400,47.384245
"203",96.040001,96.5,95.5,95.980003,6830200,47.837804
"204",95.669998,96.199997,94.690002,94.699997,8717800,47.199831
"205",94.279999,94.5,92.559998,93.019997,14125400,46.362494
"206",93.419998,94.639999,93.220001,94.389999,8863000,47.045323
"207",93.849998,94.800003,93.449997,94.519997,6058800,47.110116
"208",94.410004,94.959999,93.959999,94.07,5354600,46.885831
"209",93.839996,95.279999,93.839996,95.230003,3413900,47.463993
"210",47.650002,47.990002,47.25,47.959999,7109600,47.807897
"211",48.599998,48.599998,47.880001,48.169998,6643100,48.01723
"212",48.560001,48.889999,48.380001,48.5,8171000,48.346185
"213",48.52,48.709999,47.970001,48.299999,5952400,48.146818
"214",48.810001,48.810001,48.130001,48.139999,5162200,47.987326
"215",48.23,48.48,48.16,48.25,5312500,48.096978
"216",47.900002,48,47.389999,47.619999,7539900,47.468975
"217",47.900002,48.119999,47.700001,47.970001,4868400,47.817867
"218",48.349998,48.48,48.02,48.369999,6213400,48.216596
"219",48.5,48.599998,47.98,48.34,7248100,48.186693
"220",48.549999,49.700001,48.279999,49.43,15866100,49.273236
"221",51.32,52.09,50.619999,51.84,22284900,51.675592
"222",51.810001,51.939999,50.759998,50.869999,11222600,50.708668
"223",50.599998,50.799999,49.98,50.610001,8882900,50.449494
"224",50.419998,50.950001,50.200001,50.650002,7162000,50.489368
"225",50.630001,50.68,49.43,49.580002,8492000,49.422762
"226",49.950001,50.419998,49.68,50.290001,5916500,50.130509
"227",50.299999,50.93,50.27,50.450001,7493400,50.290001
"228",49.939999,50.049999,49.360001,49.41,10691200,49.41
"229",49.68,49.700001,48.57,48.93,8033500,48.93
"230",48.740002,49.549999,48.720001,49.349998,5681400,49.349998
"231",49.990002,50.43,49.459999,49.779999,6039800,49.779999
"232",49.709999,50.220001,49.380001,49.5,5047200,49.5
"233",49.150002,49.990002,49,49.709999,5808000,49.709999
"234",49.849998,50.150002,49.43,49.59,4921100,49.59
"235",49.98,50.59,49.669998,50.560001,7325000,50.560001
"236",50.790001,50.849998,50.389999,50.799999,6010700,50.799999
"237",50.650002,51.290001,50.560001,51.18,8961700,51.18
"238",51.48,51.720001,50.959999,51.419998,6961300,51.419998
"239",51.310001,51.439999,50.43,51.029999,5624000,51.029999
"240",50.939999,51.450001,50.779999,51.330002,5082500,51.330002
"241",51.330002,51.650002,51.209999,51.48,5837800,51.48
"242",51.380001,51.779999,50.66,50.84,7351600,50.84
"243",51.040001,51.700001,50.91,51.59,6188300,51.59
"244",51.84,51.939999,51.450001,51.810001,5856800,51.810001
"245",51.950001,52.23,51.450001,51.959999,9362700,51.959999
"246",51.959999,52.459999,51.669998,52.220001,7062400,52.220001
"247",51.98,52.299999,51.66,51.73,7859200,51.73
"248",52,52.27,51.669998,52.119999,5511100,52.119999
"249",51.869999,52.18,51.57,51.720001,6203800,51.720001
"250",51.57,52.439999,51.27,52.189999,7110700,52.189999
"251",52,52.23,51.490002,51.529999,6297600,51.529999
"252",51.349998,51.700001,51.099998,51.540001,4985800,51.540001
"253",51.799999,52.860001,51.66,52.689999,7963900,52.689999
