"","WMB.Open","WMB.High","WMB.Low","WMB.Close","WMB.Volume","WMB.Adjusted"
"36",58.220001,58.619999,56.549999,56.689999,5424900,54.114477
"37",55.709999,58.27,55.52,56.630001,13266600,54.057205
"38",56.259998,56.619999,54.830002,55.549999,8759600,53.02627
"39",55.32,56.439999,54.959999,56.169998,4466400,53.618101
"40",55.669998,55.98,54.66,55.009998,5681400,52.510802
"41",54.91,55.68,54.619999,55.18,5997900,52.673081
"42",55.09,55.34,54.279999,54.369999,4751200,51.899879
"43",54.68,56.32,54.549999,56.25,5301700,53.694468
"44",56.57,57.380001,56.549999,56.689999,6668300,54.114477
"45",56.540001,57.130001,56.110001,57.009998,4704900,54.419939
"46",56.849998,57.84,56.610001,56.799999,6225100,54.21948
"47",56.919998,57.27,56.560001,56.779999,5325300,54.200388
"48",57.040001,57.919998,57.040001,57.790001,5148000,55.164504
"49",57.84,58.32,57.509998,58.110001,3581500,55.469966
"50",58.16,58.650002,57.939999,58.610001,3735500,55.94725
"51",58.580002,58.799999,58.220001,58.650002,3297100,55.985434
"52",58.529999,58.68,58.060001,58.32,3692600,55.670425
"53",58.380001,58.630001,57.91,58.509998,3345400,55.851791
"54",58.709999,58.830002,58.220001,58.32,3290300,55.670425
"55",58.630001,59.18,58.419998,58.84,4218100,56.1668
"56",58.75,59.150002,58.400002,59.119999,3167800,56.434078
"57",59.009998,59.290001,58.700001,58.77,2644800,56.099981
"58",59.060001,59.459999,58.77,59.439999,3493800,56.73954
"59",59.32,59.77,58.900002,59.290001,4711300,56.596357
"60",59.66,59.66,59.040001,59.279999,3057900,56.586809
"61",59.34,59.709999,58.490002,58.650002,3961600,55.985434
"62",58.720001,59.169998,58.200001,59.130001,3405500,56.443626
"63",58.799999,58.799999,57.84,57.959999,6586900,55.326779
"64",58,58.080002,57.02,57.459999,7191500,54.849495
"65",57.040001,57.259998,56.580002,56.82,5311800,54.772376
"66",56.549999,57.560001,56.279999,57.439999,4956200,55.370032
"67",57.380001,57.380001,55.830002,56.200001,6325500,54.17472
"68",56.060001,56.790001,55.900002,56.630001,4640000,54.589224
"69",56.450001,57.759998,56.400002,57.32,3310300,55.254357
"70",57.470001,57.610001,56.830002,57.060001,6595100,55.003729
"71",57.169998,57.259998,56.110001,56.5,6067600,54.463908
"72",56.400002,56.66,56.040001,56.419998,14027400,54.386789
"73",56.470001,56.52,55.48,55.639999,7313600,53.634899
"74",55.580002,56.139999,55.549999,55.630001,4152500,53.625261
"75",55.630001,56.48,54.799999,56.18,6644300,54.15544
"76",56,56.18,55.139999,55.279999,6085800,53.287872
"77",55.150002,56.919998,54.98,56.509998,5140300,54.473546
"78",55.93,56.220001,55.439999,55.990002,4069900,53.972288
"79",55.939999,56.360001,55.099998,55.349998,4269200,53.355349
"80",55.34,56,54.490002,54.77,9262400,52.796252
"81",54.619999,55.25,53.59,54.759998,7252800,52.786611
"82",55.040001,56.119999,54.82,55.830002,5676300,53.818055
"83",55.900002,55.900002,54.77,55.169998,3482000,53.181835
"84",54.959999,55.139999,54,54,6248500,52.054
"85",54,54,51.639999,53.849998,9292200,51.909405
"86",53.549999,53.869999,49.84,50.18,16859500,48.371662
"87",50.41,51.889999,48.849998,50.150002,14298300,48.342745
"88",50,50.91,47.860001,47.889999,10482900,46.164186
"89",48.099998,49.59,46.419998,47.919998,17603400,46.193104
"90",47.380001,49.779999,46.150002,49.709999,14328400,47.918598
"91",48.380001,53.889999,48.23,51.049999,13002500,49.210309
"92",51.669998,53.279999,51.669998,52.099998,12866900,50.222469
"93",52,53.41,51.330002,53.32,6991300,51.398505
"94",53.880001,54.880001,53.5,54.740002,9428600,52.767335
"95",54.950001,55.200001,53.080002,53.110001,6118800,51.196074
"96",53.48,54.360001,52.959999,53.099998,5854100,51.186432
"97",53.189999,53.52,52.380001,53.240002,4631500,51.32139
"98",53.700001,54.09,52.139999,53.419998,7283400,51.4949
"99",53.869999,54.110001,52.759998,54.040001,5180100,52.09256
"100",54.68,55.939999,54.68,55.700001,11541200,53.692738
"101",55.049999,57,54.389999,55,8025500,53.017963
"102",55.110001,55.669998,54.5,55.509998,6104000,53.509583
"103",55.52,56.810001,55.240002,55.68,5049900,53.673459
"104",55.02,55.419998,53.450001,54.169998,5849100,52.217872
"105",54.540001,54.700001,53.759998,54.57,3944600,52.603459
"106",54.59,54.860001,54.060001,54.709999,5277900,52.738413
"107",54.740002,55.5,54.700001,55.380001,4675200,53.38427
"108",55.799999,56.099998,54.639999,54.709999,3818500,52.738413
"109",54.709999,55.439999,54.189999,55.119999,3106000,53.133638
"110",54.580002,55.209999,54.380001,54.700001,3938500,52.728775
"111",54.59,54.599998,53.299999,53.880001,7030900,51.938326
"112",54.139999,54.349998,53.419998,54.049999,3365100,52.102198
"113",53.639999,54.77,53.380001,54.310001,4835700,52.35283
"114",54.439999,55.080002,54.23,54.540001,5106600,52.574541
"115",54.799999,55.630001,54.25,55.220001,4270400,53.230036
"116",55.169998,55.799999,55.139999,55.459999,3705800,53.461386
"117",56.23,56.5,55.119999,55.48,4193500,53.480665
"118",55.5,55.799999,54.540001,54.77,6532300,52.796252
"119",55.130001,55.630001,54.549999,54.91,5340300,52.931207
"120",54.77,55.23,54.400002,54.849998,3683100,52.873368
"121",53.009998,53.169998,51.52,51.75,7422200,49.885084
"122",51.349998,51.720001,49.27,50.139999,15046200,48.333103
"123",50.290001,51.650002,49.77,50.700001,8895700,48.872923
"124",50.419998,51.470001,50.130001,51.119999,5935200,49.277786
"125",50.779999,51.650002,50.77,51.130001,5453700,49.287428
"126",50.919998,51.259998,49.959999,50.040001,6028100,48.236708
"127",49.349998,49.77,46.369999,46.669998,20347600,44.98815
"128",46.549999,47.389999,45.619999,47.23,11331600,45.527971
"129",46.080002,46.189999,44.34,44.73,16585400,43.644797
"130",44.830002,45.84,43.93,44.130001,13387700,43.059355
"131",43.470001,44.18,42.73,42.759998,25538000,41.72259
"132",43.32,43.450001,41.689999,42.139999,12630700,41.117633
"133",41.360001,43.200001,41.209999,41.84,11683400,40.824913
"134",42.009998,43.98,41.91,43.630001,20588400,42.571486
"135",45.18,45.48,43.720001,44.799999,14451300,43.713099
"136",45.119999,46.07,44.849998,46,12110400,44.883986
"137",45.84,45.84,44.759998,45.639999,7062800,44.532719
"138",45.98,46.060001,45.34,45.73,8440000,44.620536
"139",45.369999,45.779999,45.110001,45.349998,4328300,44.249754
"140",45.5,46,45.189999,45.630001,4283400,44.522964
"141",45.77,46.139999,45.279999,45.639999,6846700,44.532719
"142",45.66,45.880001,45.209999,45.389999,4966700,44.288785
"143",44.98,45.419998,44.810001,44.939999,6528200,43.849701
"144",44.830002,45.57,44.830002,45.220001,7433500,44.122911
"145",44.540001,44.84,43.25,43.43,8826800,42.376337
"146",43.279999,43.610001,42.209999,42.84,8068100,41.800651
"147",43.32,43.759998,42.369999,42.610001,8252000,41.576232
"148",43.139999,43.889999,42.860001,43.02,7745700,41.976285
"149",42.959999,43.369999,41.950001,42.48,6264400,41.449385
"150",42.049999,42.049999,40.790001,41.279999,6567400,40.278497
"151",41.330002,41.720001,40.400002,40.939999,7258000,39.946746
"152",40.529999,41.68,40.07,41.529999,9703200,40.522432
"153",41.529999,42.310001,41.380001,41.630001,7674800,40.620008
"154",41.900002,42.439999,41.490002,42,9881600,40.981031
"155",41.900002,42.150002,41.139999,42.09,8936200,41.068847
"156",42.189999,43.130001,42.080002,42.77,7294200,41.73235
"157",43.259998,43.560001,42.290001,43.32,7013100,42.269006
"158",43.25,43.98,42.720001,43.349998,6276300,42.298277
"159",43.5,43.93,43.220001,43.75,7027200,42.688574
"160",43.540001,44.439999,43.52,43.959999,7887000,42.893478
"161",43.950001,44.02,42.419998,42.509998,9390100,41.478656
"162",42.93,43.779999,42.02,43.59,9570500,42.532455
"163",43.169998,44.52,42.669998,43.860001,15053500,42.795905
"164",44.669998,44.950001,43.610001,44.830002,11948500,43.742373
"165",45.290001,46.200001,44.849998,46.080002,11402800,44.962047
"166",45.369999,46.009998,45.029999,45.360001,6519400,44.259514
"167",46.130001,46.73,45.709999,46.400002,7437000,45.274283
"168",46.889999,47.009998,46.200001,46.380001,6832400,45.254768
"169",46.490002,46.900002,45.869999,46.049999,3895200,44.932772
"170",46.209999,47.599998,45.790001,47.349998,10771500,46.201232
"171",46.900002,47.610001,46.459999,47.139999,10203300,45.996328
"172",47.880001,48.209999,47.48,47.970001,5187100,46.806193
"173",48.369999,49.59,48.16,49.41,13487400,48.211255
"174",49.360001,49.759998,48.650002,49.650002,7170700,48.445434
"175",49.209999,49.349998,48.41,48.68,11322300,47.498966
"176",49.209999,50.689999,48.43,49.41,13620600,48.211255
"177",49.220001,49.5,48.66,48.970001,8858500,47.781931
"178",48.310001,49.48,48.310001,49.150002,5623800,47.957565
"179",48.900002,49.299999,48.540001,49.299999,7144100,48.103923
"180",49.189999,49.549999,48.799999,49.380001,5146000,48.181984
"181",49.040001,49.369999,48.459999,48.810001,6584300,47.625813
"182",49.099998,49.169998,48.599998,49.040001,6442300,47.850233
"183",49.040001,49.25,48.419998,49.029999,6012200,47.840473
"184",49.23,49.599998,48.73,49.150002,6631400,47.957565
"185",49.150002,49.189999,48,48.900002,6131800,47.71363
"186",48.880001,49.139999,47.970001,47.98,6173000,46.815948
"187",47.689999,48.349998,47.540001,47.790001,6994300,46.630559
"188",47.98,48.91,47.889999,48.310001,6374600,47.137944
"189",47.740002,48.310001,47.610001,47.689999,5246700,46.532983
"190",47,47.150002,46.16,46.240002,6729700,45.673641
"191",46.41,46.599998,46.240002,46.369999,7687300,45.802046
"192",45.939999,46.209999,45.700001,46.139999,5697300,45.574864
"193",45.810001,46.790001,45.810001,46.740002,4483700,46.167517
"194",46.330002,46.93,46.25,46.790001,5191100,46.216904
"195",46.580002,48.720001,46.360001,48.459999,6451500,47.866448
"196",48.009998,48.419998,47.610001,47.93,3758800,47.34294
"197",48.23,48.720001,47.959999,48.279999,6107700,47.688652
"198",48.419998,49.279999,48.279999,49.07,5269900,48.468977
"199",49.220001,49.439999,48.610001,48.669998,5215200,48.073875
"200",49.049999,51.150002,48.900002,49.060001,6325700,48.459101
"201",49.669998,49.75,48.970001,49.259998,5134400,48.656648
"202",48.970001,49.709999,48.790001,49.279999,4975500,48.676404
"203",49.759998,50.810001,49.709999,50.639999,5089600,50.019747
"204",50.189999,50.889999,50.029999,50.59,5412300,49.97036
"205",50.880001,51,49.98,50.049999,5393800,49.436973
"206",49.75,50.57,49.639999,50.299999,3200800,49.683911
"207",50.779999,50.779999,50.25,50.299999,4670600,49.683911
"208",50.18,50.799999,50.110001,50.529999,3912400,49.911093
"209",50.549999,50.75,50.07,50.290001,2504700,49.674035
"210",50.509998,50.950001,50.310001,50.720001,3584300,50.098769
"211",50.799999,50.919998,50.599998,50.880001,3075800,50.256809
"212",51.110001,51.25,50.290001,50.32,3379400,49.703666
"213",50.549999,50.93,50.400002,50.790001,5046000,50.167911
"214",51.23,52.02,51.049999,51.82,5410300,51.185294
"215",51.740002,52.43,51.349998,52.080002,4466700,51.442112
"216",51.66,51.82,51.330002,51.720001,4139000,51.08652
"217",51.900002,52.580002,51.900002,52.220001,3880900,51.580396
"218",52.220001,52.299999,51.509998,51.549999,4035500,50.918601
"219",51.880001,52.619999,51.669998,52.560001,3811400,51.916232
"220",52.740002,52.880001,52.389999,52.549999,3921400,51.906352
"221",52.310001,52.689999,52.259998,52.57,3199500,51.926108
"222",52.82,52.860001,51.700001,51.77,4384900,51.135907
"223",51.759998,52.16,51.599998,51.919998,4069000,51.284068
"224",51.830002,52.630001,51.639999,52.549999,5123600,51.906352
"225",52.48,52.740002,50.799999,51.189999,6192700,50.563009
"226",51.18,51.349998,50.779999,51.130001,4392800,50.503747
"227",51.299999,51.630001,50.66,50.889999,4877200,50.266685
"228",51.209999,51.209999,49.459999,49.5,8646900,48.89371
"229",50.009998,50.009998,49.130001,49.439999,6134600,48.834444
"230",49.360001,49.98,48.41,49.700001,6632100,49.091261
"231",50.150002,51.040001,49.52,50.939999,4527300,50.316071
"232",50.790001,50.939999,49.349998,49.639999,6479300,49.031995
"233",49.610001,50.310001,49.549999,50.099998,4422200,49.48636
"234",50.099998,54.439999,50.099998,53.209999,36493500,52.558268
"235",52.470001,53.310001,52.470001,53.23,15642800,52.578024
"236",53.209999,54.490002,52.68,53.799999,15511600,53.141042
"237",54.139999,54.16,53.310001,53.689999,9484300,53.032389
"238",53.57,53.720001,52.869999,53.080002,9421700,52.429863
"239",53.029999,53.220001,52.610001,53.18,7768100,52.528637
"240",53.560001,53.669998,52.799999,53.110001,5561600,52.459495
"241",52.84,53.279999,52.709999,52.990002,5056400,52.340965
"242",52.59,52.810001,52.099998,52.27,5753900,51.629783
"243",52.310001,52.380001,51.709999,51.880001,6477900,51.24456
"244",51.779999,51.830002,50.880001,51.279999,7945500,50.651907
"245",51.349998,51.389999,50.880001,51.099998,5847800,50.474112
"246",51.029999,51.720001,50.82,51.32,7471800,50.691418
"247",51.32,51.439999,50.73,51.240002,4427900,50.6124
"248",50.990002,51.110001,49.599998,49.91,10138900,49.298688
"249",49.5,49.77,48.48,48.52,10708200,47.925714
"250",48.310001,49.279999,48.060001,48.77,8302200,48.172652
"251",48.419998,49.02,48.23,48.439999,7286500,47.846692
"252",48.869999,48.93,48.139999,48.169998,7051400,47.579999
"253",48.240002,48.419998,47.580002,47.59,6469700,47.59
