"","ECL.Open","ECL.High","ECL.Low","ECL.Close","ECL.Volume","ECL.Adjusted"
"1",109.919998,110.260002,109.519997,110.059998,862500,108.553041
"2",109.57,109.889999,109.07,109.330002,498400,107.83304
"3",108.889999,109.550003,108,108.339996,625100,106.85659
"4",107.989998,108.279999,107.279999,108.150002,500100,106.940648
"5",107.82,108.040001,107.059998,107.75,768600,106.545119
"6",107.629997,108.389999,107.190002,107.800003,775900,106.594563
"7",107.769997,108.550003,106.910004,108.43,972400,107.217516
"8",108.43,108.699997,108.099998,108.379997,665300,107.168072
"9",108.720001,109,108.43,108.68,1042000,107.46472
"10",108.910004,108.970001,107.940002,108.32,8e+05,107.108745
"11",108.339996,108.779999,107.120003,107.18,956900,105.981493
"12",107.290001,108.089996,107.029999,107.449997,861700,106.248471
"13",107.5,107.5,106.309998,107.260002,1175800,106.060601
"14",106.849998,108.75,106.849998,108.629997,1403600,107.415276
"15",108.989998,111.57,108.68,111.339996,2148600,110.094971
"16",111.720001,112.269997,110.879997,111.529999,1198800,110.282849
"17",111.18,111.849998,110.360001,110.629997,683200,109.392912
"18",111.089996,111.110001,110.410004,110.610001,589300,109.373139
"19",110.199997,110.5,109.419998,110.279999,791200,109.046827
"20",110.169998,110.519997,109.93,110.400002,815200,109.165488
"21",110.75,110.93,109.620003,110.269997,638000,109.036937
"22",109.57,110.230003,109.209999,110.010002,642000,108.77985
"23",109.809998,109.970001,108.949997,109.589996,499400,108.36454
"24",109.980003,110.370003,109.779999,109.879997,660400,108.651298
"25",110,110.519997,109.620003,110.230003,1046300,108.997391
"26",110.68,110.919998,110.269997,110.580002,899100,109.343475
"27",109.970001,110.629997,109.639999,109.980003,852700,108.750186
"28",110.199997,110.660004,109.620003,110.43,797300,109.195151
"29",109.660004,109.889999,109.040001,109.389999,694600,108.16678
"30",109.790001,110.43,109.559998,109.980003,821800,108.750186
"31",110.050003,110.309998,109.529999,110,784800,108.769959
"32",110,110.610001,109.82,110.389999,628200,109.155598
"33",110.209999,110.760002,110.059998,110.580002,683400,109.343475
"34",110.290001,111.25,110.07,111.019997,989000,109.77855
"35",111,111.089996,109.699997,109.830002,1025200,108.601862
"36",110.040001,110.660004,109.150002,109.349998,1128400,108.127226
"37",109.669998,110.07,108.510002,108.529999,1249200,107.316396
"38",107.669998,108.639999,107.309998,108.260002,823100,107.049418
"39",108.43,109.650002,107.720001,109.32,653800,108.097563
"40",109.18,109.440002,107.879997,108.190002,621200,106.980201
"41",108.07,109.160004,107.550003,108.860001,820800,107.642708
"42",109.199997,109.5,107.760002,108.050003,587200,106.841767
"43",108.419998,109.160004,107.919998,109.110001,614900,107.889912
"44",109.18,109.849998,109.120003,109.379997,558800,108.156889
"45",109.510002,110.169998,109.209999,110.019997,571100,108.789732
"46",110.349998,111.309998,110.25,111.269997,665000,110.025755
"47",111.519997,112,111.470001,111.970001,710000,110.717932
"48",112,112.699997,111.029999,112.370003,1119600,111.11346
"49",112.800003,113.959999,112.669998,113.400002,810200,112.131941
"50",113.639999,114.050003,113.43,113.82,621900,112.547243
"51",113.559998,114.110001,113.480003,113.690002,674900,112.418699
"52",113.900002,114.190002,113.230003,113.769997,706200,112.497799
"53",113.510002,113.860001,113.220001,113.660004,541000,112.389036
"54",114,115.160004,113.82,114.580002,669700,113.298747
"55",114.93,115.459999,114.470001,114.870003,671700,113.585505
"56",114.849998,115.089996,113.779999,114.080002,641700,112.804338
"57",113.760002,114.709999,113.559998,114.389999,693000,113.110869
"58",114.489998,114.860001,114.260002,114.82,593800,113.536061
"59",114.940002,115.029999,114.239998,114.650002,698800,113.367964
"60",114.989998,115.099998,114.629997,114.839996,591300,113.555834
"61",114.75,115.379997,114.610001,114.889999,591200,113.605278
"62",114.75,115.510002,114.720001,115.510002,531800,114.218347
"63",115.279999,116.099998,114.959999,115.639999,741600,114.346891
"64",115.32,115.529999,114.510002,114.660004,478700,113.377854
"65",114.82,114.82,113.870003,114.75,507600,113.466844
"66",114.550003,114.910004,114.190002,114.699997,452700,113.4174
"67",114.589996,116.309998,114.339996,115.470001,1208700,114.453201
"68",115.300003,115.610001,114.650002,115.089996,726600,114.076542
"69",115.099998,116.489998,114.660004,116.120003,774400,115.097479
"70",116.529999,117.18,115.940002,116.690002,633300,115.662459
"71",116.790001,117.57,116.57,117.529999,695000,116.495059
"72",118.150002,118.459999,117.730003,118.07,1201000,117.030305
"73",117.900002,118.43,117.110001,117.309998,979900,116.276995
"74",117.290001,117.32,116.739998,116.769997,726300,115.741749
"75",116.839996,117.879997,116.769997,117.629997,1075300,116.594177
"76",117.480003,118.110001,115.639999,115.639999,1270300,114.621702
"77",115.540001,116.639999,115.510002,116.559998,935700,115.533599
"78",116.059998,116.709999,115.709999,116.32,724000,115.295715
"79",116.25,116.690002,114.5,114.830002,1118300,113.818837
"80",114.889999,114.889999,112.32,112.699997,1391000,111.707589
"81",112.43,113.459999,111.529999,113.300003,1300500,112.302311
"82",113.660004,114.800003,113.529999,114.650002,999800,113.640422
"83",115,115.389999,113.300003,113.419998,1033600,112.42125
"84",112.93,113.129997,111.800003,111.809998,1014800,110.825426
"85",111.699997,113.57,110.779999,113.5,1022200,112.500547
"86",113.360001,113.769997,110.470001,110.660004,1405000,109.685559
"87",110.449997,110.93,109.279999,109.279999,1304600,108.317706
"88",109.449997,109.82,107.470001,107.540001,1127600,106.59303
"89",108.309998,108.639999,106.410004,106.980003,1590800,106.037964
"90",106.080002,106.099998,103.760002,105.339996,3094400,104.412398
"91",103.550003,106.349998,103.400002,105.389999,2736400,104.461961
"92",106.220001,109.190002,106.220001,107.889999,1865900,106.939947
"93",107.980003,109.959999,107.919998,109.949997,885100,108.981805
"94",110.559998,112.790001,110.279999,112.699997,1187200,111.707589
"95",112.919998,114.150002,112.389999,112.410004,1398600,111.420149
"96",113.720001,113.720001,112.300003,112.559998,1080400,111.568822
"97",112.559998,112.989998,111.660004,112.720001,833800,111.727417
"98",112.540001,112.540001,110.260002,110.639999,1847800,109.665731
"99",111.739998,113.57,110.129997,110.610001,1626700,109.635996
"100",110.300003,110.440002,107.059998,108.160004,4439500,107.207574
"101",107.699997,108.709999,106.900002,108.349998,865400,107.395895
"102",109.910004,111.349998,109.050003,111.230003,1526900,110.25054
"103",111.639999,111.639999,109.889999,110.099998,1634500,109.130485
"104",110.050003,110.279999,108.709999,109.349998,1253500,108.38709
"105",110.160004,110.809998,109.5,110.459999,1325300,109.487316
"106",110.82,111.989998,110.269997,111.940002,875300,110.954287
"107",112.019997,112.629997,111.949997,112.480003,737200,111.489532
"108",112.449997,112.82,112.169998,112.730003,505100,111.737331
"109",112.150002,113.370003,111.949997,112.790001,536900,111.7968
"110",112.779999,113.400002,112.440002,112.980003,652000,111.985129
"111",113.300003,113.669998,112.440002,112.949997,1061000,111.955387
"112",112.839996,112.879997,112.18,112.410004,1040400,111.420149
"113",112.339996,113.129997,112.129997,112.190002,641400,111.202085
"114",112.440002,113.389999,112,113.18,893200,112.183365
"115",113.260002,113.480003,112.739998,113.220001,913300,112.223014
"116",112.480003,113.629997,112.449997,113.459999,590000,112.460898
"117",114.529999,115.190002,114.139999,114.559998,1051600,113.551211
"118",114.57,114.809998,113.550003,114.5,786700,113.491741
"119",114.400002,114.720001,113.419998,113.5,1046200,112.500547
"120",113.309998,113.800003,112.5,113.75,787200,112.748346
"121",113.349998,113.349998,108.089996,108.949997,1678100,107.99061
"122",106.599998,108.010002,103.919998,104.300003,3253800,103.381563
"123",104,106.459999,103.809998,106.230003,2826000,105.294568
"124",106.129997,109.300003,106.07,109.25,2633200,108.287972
"125",109.199997,109.82,108.849998,109.529999,1603300,108.565505
"126",109.68,110.410004,108.82,109.040001,1328300,108.079822
"127",107.93,108.370003,103.650002,103.849998,2827000,102.935521
"128",102.809998,105.610001,102.519997,105.449997,1687800,104.52143
"129",105.279999,105.279999,103.800003,104.209999,2089400,103.292352
"130",104.360001,105.580002,103.720001,104.639999,1689400,103.718566
"131",103.510002,103.980003,102.309998,102.330002,1637400,101.749796
"132",103.360001,103.879997,101.68,102.029999,2096300,101.451494
"133",101.660004,103.709999,101.260002,101.550003,1650600,100.974219
"134",102.360001,104.599998,102.089996,104.43,2495000,103.837887
"135",105.419998,106.169998,104.489998,105.290001,2203800,104.693012
"136",106.080002,107.059998,105.440002,106.629997,1976800,106.02541
"137",106.760002,107.059998,106.080002,106.830002,1344000,106.224281
"138",107.330002,107.93,106.970001,107.449997,1278500,106.840761
"139",107.599998,107.720001,107.160004,107.18,417200,106.572295
"140",106.900002,107.730003,106.800003,107.110001,661000,106.502692
"141",106.769997,107.480003,106.610001,106.739998,990900,106.134787
"142",106.599998,106.830002,105.230003,105.269997,1158200,104.673121
"143",105.519997,105.849998,104.5,104.519997,1036500,103.927373
"144",104.690002,105.239998,103.610001,104.309998,1191200,103.718565
"145",103.830002,104.190002,101.940002,101.980003,2073800,101.401782
"146",101.690002,101.730003,97.779999,98.93,3396100,98.369072
"147",99.940002,100.639999,99.080002,100.379997,2315500,99.810848
"148",101.459999,103.160004,101.370003,102.620003,1935500,102.038152
"149",102.559998,102.800003,101.220001,101.330002,1784900,100.755466
"150",101.610001,101.75,99.510002,100.760002,2157200,100.188698
"151",101.25,102.239998,100.82,101.919998,2083000,101.342117
"152",100.269997,101.419998,99.949997,101.330002,1721300,100.755466
"153",101.330002,102.400002,100.650002,100.68,1460000,100.10915
"154",100.940002,102.389999,100.519997,102.209999,1754300,101.630473
"155",102.989998,103.480003,101.370003,102.559998,1938000,101.978487
"156",102.400002,104.050003,101.800003,104,1716400,103.410325
"157",104.75,106.440002,104.279999,106.370003,2078700,105.76689
"158",106.449997,107.190002,105.769997,105.879997,1749000,105.279663
"159",106.010002,107.059998,105.419998,107.019997,1884600,106.413198
"160",105.639999,107.440002,105.540001,106.480003,1462700,105.876267
"161",106.959999,106.959999,103.540001,103.580002,1730500,102.992708
"162",103.459999,104.650002,102.449997,104.379997,2048100,103.788168
"163",103.019997,104.639999,103.019997,103.769997,2634500,103.181626
"164",102.529999,104.339996,101.57,103.489998,2059000,102.903215
"165",103.910004,106.139999,103.790001,106.080002,1566400,105.478533
"166",106,106,104.129997,104.440002,1384100,103.847833
"167",105.120003,106.699997,104.639999,106.379997,1281700,105.776828
"168",106.610001,107.349998,106.349998,106.68,1043700,106.07513
"169",106.589996,107.440002,106.540001,107.239998,1358500,106.631952
"170",107.610001,108.339996,106.760002,108.330002,1305800,107.715776
"171",108.25,109.809998,107.879997,109.309998,1834700,108.690215
"172",110.050003,111.160004,109.620003,110.769997,1585000,110.141936
"173",111.019997,112.099998,110.620003,111.620003,1150200,110.987123
"174",111.650002,111.980003,110.900002,111.669998,1029600,111.036835
"175",111.32,111.57,110.68,111.559998,1246900,110.927458
"176",110.849998,111.800003,110.010002,111.769997,1323500,111.136266
"177",111.730003,112.57,110.919998,112.529999,2188100,111.891959
"178",112.07,112.099998,110.980003,111.410004,1481400,110.778314
"179",111.230003,113.379997,110.379997,113,2182500,112.359295
"180",113,115.68,112.900002,115.650002,2135500,114.994272
"181",115.32,116.720001,114.519997,116.150002,1820600,115.491437
"182",115.980003,117,115.449997,115.540001,1612700,114.884895
"183",115.519997,116.029999,114.75,115.959999,1369800,115.302512
