"","SCG.Open","SCG.High","SCG.Low","SCG.Close","SCG.Volume","SCG.Adjusted"
"78",49.080002,49.52,48.860001,49.470001,597100,48.013841
"79",49.599998,50.049999,49.360001,49.610001,907700,48.149719
"80",49.700001,50.25,49.599998,49.669998,871200,48.207951
"81",49.59,49.849998,48.369999,48.77,2476200,47.334445
"82",48.279999,48.619999,47.77,48.52,1970700,47.091804
"83",48.470001,48.669998,48.02,48.299999,870100,46.878278
"84",48.150002,48.790001,48.07,48.27,999900,46.849163
"85",48.380001,49.41,48.259998,49.349998,897700,47.897371
"86",49.41,49.720001,48.439999,48.48,805700,47.05298
"87",48.759998,49.799999,48.619999,49.41,1445900,47.955606
"88",49.41,50.52,49.34,49.889999,1548700,48.421476
"89",50.25,52.16,50.07,51.220001,2208300,49.712329
"90",51.200001,51.689999,49.77,51.080002,1823500,49.576451
"91",50.889999,51.330002,50.02,51.23,1785000,49.722033
"92",51.849998,51.849998,50.849998,51.349998,1281400,49.8385
"93",51.32,52.209999,51.32,52.169998,997400,50.634363
"94",52.259998,52.5,51.98,52.450001,588000,50.906124
"95",52.43,53.029999,52.25,52.77,920300,51.216704
"96",53.040001,53.369999,52.740002,53.049999,636400,51.488461
"97",53.220001,53.509998,53,53.330002,541000,51.760222
"98",53.209999,53.470001,52.959999,53.189999,514700,51.624339
"99",53.209999,53.790001,53.040001,53.790001,770800,52.206681
"100",53.689999,53.869999,52.630001,53.240002,1536900,51.672871
"101",53.549999,54.369999,52.990002,54.32,1382300,52.721079
"102",54.98,55.25,54.349998,54.889999,1138700,53.2743
"103",54.900002,55.630001,54.830002,55.529999,963200,53.895461
"104",55.52,56,55.200001,55.349998,785800,53.720759
"105",55.459999,56.740002,55.41,56.669998,1275800,55.001904
"106",56.52,56.619999,55.290001,55.860001,1112700,54.215749
"107",56,56.619999,55.860001,56.529999,933400,54.866026
"108",56.939999,56.970001,56.360001,56.73,1107400,55.06014
"109",56.759998,57.110001,56.619999,57.009998,1023600,55.331897
"110",56.610001,56.619999,55.619999,56.32,1237700,54.662208
"111",56.5,56.66,55.779999,55.990002,830300,54.341924
"112",55.82,55.900002,55.360001,55.549999,758500,53.914873
"113",55.549999,56.349998,55.34,56.220001,831500,54.565153
"114",56.450001,56.880001,55.919998,56.630001,753600,54.963085
"115",56.380001,56.84,56.130001,56.66,509200,54.9922
"116",56.560001,56.709999,56.169998,56.310001,608400,54.652504
"117",56.650002,56.720001,55.849998,56.52,1021900,54.856322
"118",56.400002,56.59,56.07,56.139999,844200,54.487506
"119",56.310001,56.439999,55.830002,56.259998,650500,54.603973
"120",56.259998,56.66,55.98,56.52,462200,54.856322
"121",56.639999,57.389999,56.599998,57.029999,505000,55.351308
"122",56.77,57.939999,56.439999,57.41,1057100,55.720124
"123",57.310001,57.77,57.009998,57.619999,967200,55.923942
"124",57.540001,57.77,57.189999,57.540001,708800,55.846298
"125",57.619999,57.990002,57.48,57.82,658300,56.118055
"126",57.439999,57.860001,56.900002,57.240002,930600,55.55513
"127",56.720001,57.529999,56.529999,57.299999,851400,56.128167
"128",57.150002,57.48,56.84,57.32,1195400,56.147758
"129",57.389999,57.740002,56.639999,56.68,728600,55.520847
"130",56.830002,57.950001,56.830002,57.580002,904600,56.402443
"131",57.369999,57.720001,56.700001,56.73,745200,55.569824
"132",57.009998,57.080002,56.02,56.48,643600,55.324937
"133",56.48,58.220001,56.48,57.639999,1636300,56.461214
"134",57.66,58.810001,57.470001,58.759998,1032900,57.558308
"135",58.990002,59.77,58.650002,59.75,859900,58.528063
"136",60.029999,60.16,59.41,59.630001,1645300,58.410518
"137",59.630001,59.869999,59.310001,59.779999,623700,58.557448
"138",60,60.279999,59.66,59.900002,596200,58.674997
"139",59.900002,61.48,59.700001,61.32,512500,60.065955
"140",61.470001,62.349998,61.470001,62.27,808100,60.996527
"141",62.220001,63.41,62.220001,63.18,954200,61.887917
"142",62.959999,62.970001,61.450001,61.68,826700,60.418593
"143",61.84,62.049999,60.330002,60.400002,740700,59.164771
"144",60.830002,60.84,59.939999,60.810001,605700,59.566386
"145",60.689999,60.91,60.040001,60.25,1065900,59.017837
"146",60.450001,61.439999,60.310001,60.529999,1461100,59.29211
"147",60.689999,61.849998,60.189999,61.630001,1102900,60.369616
"148",61.84,62.360001,61.740002,61.810001,976800,60.545936
"149",61.82,62.119999,60.830002,61.029999,656000,59.781885
"150",61.240002,61.290001,60.549999,60.939999,558900,59.693725
"151",61.43,62.32,60.950001,61.389999,718400,60.134523
"152",61.209999,62.110001,60.84,62.029999,605100,60.761434
"153",62.029999,62.380001,61.669998,62.150002,707400,60.878982
"154",62.240002,62.66,61.790001,62.619999,939700,61.339368
"155",62.93,63.130001,62.34,62.970001,807400,61.682212
"156",62.93,63.549999,62.169998,63.450001,696800,62.152396
"157",63.720001,63.889999,63.029999,63.549999,550800,62.250349
"158",63.619999,63.98,63.299999,63.740002,536300,62.436466
"159",63.450001,63.650002,62.880001,63.619999,831600,62.318917
"160",63.470001,64.5,63.470001,64.410004,978100,63.092766
"161",64.339996,65.5,64,64.209999,1051700,62.896851
"162",64.290001,65.57,64.080002,65.360001,1014500,64.023334
"163",65,65.370003,63.720001,63.77,1306000,62.465851
"164",63.73,64,62.82,63.380001,1398200,62.083827
"165",63.27,64,63.07,63.759998,954500,62.456053
"166",63.57,64.040001,63.189999,63.32,1206500,62.025053
"167",63.540001,63.950001,63.09,63.860001,614800,62.554011
"168",63.490002,63.77,60.049999,60.470001,1480900,59.233339
"169",60.450001,60.779999,59.810001,60.139999,1066900,58.910086
"170",60.09,61.389999,60.07,61.27,850800,60.016978
"171",60.970001,61.080002,59.32,59.450001,1192600,58.234199
"172",59.490002,59.759998,58.889999,59.029999,1026900,57.822786
"173",58.73,58.970001,57.23,57.799999,1166600,56.617941
"174",57.700001,58.580002,57.130001,57.799999,1392400,56.617941
"175",57.880001,59.509998,57.77,59.419998,1332400,58.20481
"176",59.400002,59.400002,57.610001,58.27,1220300,57.078331
"177",58.549999,58.66,57.130001,58.299999,1320800,57.107716
"178",58.650002,59.080002,58.07,58.860001,1274200,57.656265
"179",58.799999,59.400002,58.580002,59.290001,1100100,58.077471
"180",59.209999,59.700001,57.889999,58.049999,1217900,56.862829
"181",58.220001,58.25,56.900002,57.02,1185300,55.853894
"182",57.130001,57.130001,56.509998,56.950001,938800,55.785326
"183",56.810001,57,55.18,55.560001,1223500,54.423753
"184",55.509998,55.84,55,55.75,1116100,54.609866
"185",55.540001,55.669998,54.810001,55.18,1295200,54.051523
"186",55.34,55.900002,55.240002,55.610001,817800,54.47273
"187",54.549999,54.549999,53.02,53.259998,1103800,52.687139
"188",53.310001,53.959999,53.279999,53.560001,918400,52.983916
"189",53.400002,54.029999,53.099998,53.279999,847100,52.706925
"190",53.290001,53.459999,52.209999,52.23,1694700,51.668219
"191",52.509998,53.720001,52.509998,53.34,1332800,52.766281
"192",53.130001,53.130001,52.029999,52.580002,818700,52.014457
"193",52.889999,54.25,52.889999,53.66,1584200,53.082838
"194",53.57,54.080002,53.419998,53.919998,1044200,53.34004
"195",53.889999,56.049999,53.799999,55.490002,1714600,54.893157
"196",55.290001,56.049999,55.040001,55.209999,1040800,54.616166
"197",55.48,56.09,55.27,55.970001,1744600,55.367994
"198",55.799999,56.470001,55.77,55.959999,942400,55.358099
"199",55.830002,56.240002,55.27,55.389999,970800,54.79423
"200",55.439999,55.849998,54.75,54.75,1206700,54.161115
"201",54.549999,54.950001,54.049999,54.310001,752700,53.725849
"202",54.439999,55.16,54.220001,54.630001,757200,54.042406
"203",54.84,55.240002,54.5,55.009998,639700,54.418316
"204",54.900002,55.709999,54.75,54.990002,1043000,54.398535
"205",54.900002,55.73,54.220001,55.669998,1193100,55.071217
"206",55.630001,55.68,55.07,55.209999,838600,54.616166
"207",55.459999,56.259998,55.27,55.900002,507500,55.298747
"208",55.810001,55.84,55.049999,55.130001,582800,54.537028
"209",55.150002,55.25,54.650002,54.880001,842300,54.289717
"210",54.799999,54.849998,54.240002,54.700001,789200,54.111653
"211",54.860001,55.560001,54.700001,55.150002,1083000,54.556814
"212",55.220001,55.32,54.5,54.5,737800,53.913804
"213",54.669998,54.990002,54.599998,54.700001,541300,54.111653
"214",54.82,55.349998,54.549999,54.549999,515100,53.963265
"215",54.490002,54.650002,53.669998,54.299999,987600,53.715954
"216",54.049999,54.68,53.869999,54.049999,664900,53.468643
"217",54.169998,55.189999,54.169998,54.580002,665800,53.992945
"218",54.619999,55.040001,54.009998,54.360001,1111800,53.77531
"219",54.630001,54.630001,53.919998,54.259998,702800,53.676383
"220",54.259998,54.970001,54.220001,54.5,713700,53.913804
"221",54.360001,55.349998,54.349998,54.720001,647800,54.131439
"222",54.939999,55.290001,53.720001,53.91,890500,53.330149
"223",53.709999,54.450001,53.610001,54.290001,610800,53.706063
"224",53.93,54.119999,53.299999,54.049999,1121000,53.468643
"225",54.099998,54.150002,52.560001,52.98,1491900,52.410152
"226",53.09,53.689999,52.419998,53.450001,1086800,52.875098
"227",53.459999,54.360001,53.400002,53.669998,934100,53.092729
"228",53.57,53.57,52.349998,52.5,757300,51.935315
"229",52.490002,52.740002,51.779999,52.330002,734100,51.767146
"230",52.490002,53.189999,52.459999,52.639999,833900,52.073809
"231",53.049999,53.66,51.790001,52.25,1446600,51.688004
"232",52.119999,52.689999,51.849998,52.060001,1117700,51.500049
"233",51.810001,51.919998,51.259998,51.790001,1304100,51.232953
"234",51.939999,52.169998,51.48,51.610001,847100,51.054889
"235",51.93,52.450001,51.880001,52.169998,1049400,51.608863
"236",52.220001,53.18,52.220001,53.09,1984700,52.51897
"237",52.740002,53.57,52.740002,53.439999,815900,52.865204
"238",53.349998,53.549999,53.02,53.360001,1187900,52.786066
"239",53.330002,53.869999,53.189999,53.450001,605600,52.875098
"240",53.509998,53.509998,52.970001,53.369999,497800,52.795957
"241",53.240002,53.41,52.650002,53.220001,637100,52.647572
"242",53.080002,53.080002,52.580002,52.93,612000,52.360691
"243",53.09,53.369999,52.950001,53.080002,715600,52.509079
"244",53.009998,53.41,52.689999,53.25,592600,52.677249
"245",53.189999,53.490002,52.810001,53.16,1300700,52.588216
"246",53.119999,53.73,53.02,53.290001,688700,52.716819
"247",53.029999,53.060001,52.060001,52.650002,1153600,52.083704
"248",52.540001,52.709999,51.419998,51.759998,730300,51.203273
"249",51.549999,51.93,51.389999,51.48,574600,50.926286
"250",50.939999,50.990002,50.470001,50.669998,930000,50.124997
"251",50.330002,50.330002,49.889999,50,768500,50
"252",49.950001,50.400002,49.950001,50.060001,1044500,50.060001
"253",50.349998,50.66,50.209999,50.349998,890900,50.349998
