"","CSC.Open","CSC.High","CSC.Low","CSC.Close","CSC.Volume","CSC.Adjusted"
"1",63.389999,63.77,63.389999,63.639999,1005600,62.726015
"2",63.509998,63.73,63.27,63.59,1169700,62.676733
"3",63.389999,63.5,62.639999,62.790001,1095000,61.888224
"4",62.860001,63.5,62.82,63.279999,816300,62.371184
"5",63.259998,63.459999,62.849998,63.060001,633000,62.154346
"6",63.169998,63.75,63.130001,63.549999,585800,62.637307
"7",63.450001,63.709999,63.18,63.630001,654700,62.71616
"8",63.66,63.869999,63.25,63.759998,686200,62.84429
"9",63.779999,64.25,63.650002,64.019997,1099400,63.100554
"10",64.099998,64.230003,63.84,64.07,670300,63.149839
"11",63.91,64.330002,63.91,63.93,1046100,63.011851
"12",63.880001,64.160004,63.720001,63.990002,619100,63.07099
"13",63.93,63.990002,63,63.18,751300,62.272622
"14",63.009998,63.279999,62.720001,62.959999,1163800,62.05578
"15",63.189999,64.199997,63.009998,63.200001,910900,62.292335
"16",63.5,64.400002,63.349998,63.98,1129300,63.061132
"17",63.799999,64.480003,63.73,63.990002,808400,63.07099
"18",64.059998,64.339996,64.029999,64.260002,432600,63.337113
"19",64.239998,64.459999,63.84,63.849998,622400,62.932998
"20",62.93,63.700001,62.869999,62.93,1104800,62.026212
"21",62.939999,63.84,62.939999,63.299999,917900,62.390897
"22",62.529999,62.98,62.400002,62.709999,778900,61.809371
"23",62.779999,63.099998,62.52,62.720001,673400,61.819229
"24",63.209999,63.34,62.669998,62.700001,667600,61.799516
"25",62.700001,63,62.450001,62.709999,1020500,61.809371
"26",63,63.43,62.849998,63.419998,1205600,62.509173
"27",63.240002,64.519997,63.200001,63.799999,1170200,62.883716
"28",64.169998,64.290001,63.639999,63.830002,824400,62.913288
"29",63.580002,63.639999,62.919998,63.540001,597900,62.627452
"30",63.810001,64.779999,63.689999,64.68,784200,63.751079
"31",64.660004,65.07,64.279999,65,812200,64.066483
"32",65,65.519997,64.769997,64.910004,824300,63.977779
"33",64.800003,65.190002,64.510002,64.790001,467200,63.8595
"34",64.809998,64.910004,64.379997,64.559998,1206300,63.6328
"35",64.790001,65,64.32,64.32,700500,63.396249
"36",64.559998,64.730003,63.950001,64.239998,577900,63.317396
"37",63.849998,64.07,61.799999,62.389999,1370000,61.493967
"38",62.09,62.919998,62.049999,62.650002,1003300,61.750235
"39",62.66,63.02,62.169998,62.790001,654900,61.888224
"40",62.59,62.970001,62.049999,62.360001,839900,61.464399
"41",61.939999,62.720001,61.900002,62.099998,808800,61.208131
"42",62.360001,62.599998,61.299999,61.330002,1162900,60.449193
"43",59.080002,59.509998,56.939999,57.5,2947300,56.674197
"44",57.799999,58.869999,57.790001,58.599998,1678300,57.758397
"45",58.439999,58.799999,57.900002,57.990002,1396400,57.157161
"46",58.279999,58.669998,57.939999,58.52,1565300,57.679548
"47",58.73,58.990002,58.52,58.77,795600,57.925958
"48",59,59.43,58.41,58.82,1009500,57.975239
"49",59.310001,59.900002,59.049999,59.630001,926600,58.773607
"50",59.599998,59.889999,59.599998,59.84,497700,58.98059
"51",59.880001,60.169998,59.66,60,1180300,59.138292
"52",60,60.68,59.919998,60.439999,709500,59.571972
"53",60.369999,60.599998,59.779999,59.799999,681800,58.941164
"54",60.02,60.259998,59.689999,59.970001,480200,59.108724
"55",59.860001,60.299999,59.639999,60.049999,748500,59.187573
"56",60.220001,60.470001,59.93,60.400002,971900,59.532549
"57",60.07,60.299999,59.639999,59.98,602300,59.118579
"58",59.970001,59.970001,59.369999,59.790001,762000,59.158157
"59",59.959999,60.41,59.740002,60.23,739400,59.593505
"60",60.25,60.75,59.98,60.049999,1147400,59.415407
"61",60.259998,60.630001,59.779999,59.98,545700,59.346147
"62",60,60.360001,59.810001,60.25,439400,59.613295
"63",60.029999,60.279999,59.720001,59.82,506400,59.187838
"64",59.669998,59.669998,59.130001,59.360001,806800,58.7327
"65",59.220001,59.959999,59.220001,59.75,460500,59.118578
"66",59.580002,59.959999,59.549999,59.860001,764100,59.227417
"67",59.799999,60.080002,59.450001,59.709999,1008500,59.079
"68",59.790001,59.93,59.369999,59.599998,863300,58.970162
"69",59.610001,59.740002,59.200001,59.48,1664300,58.851431
"70",59.450001,59.700001,59.139999,59.189999,1267300,58.564495
"71",59.32,59.560001,59.18,59.200001,845400,58.574391
"72",59.450001,59.459999,58.439999,58.700001,1626300,58.079675
"73",58.41,58.529999,57.759998,57.799999,1207300,57.189185
"74",57.52,57.610001,57.189999,57.23,1015100,56.625209
"75",57.139999,57.619999,57.139999,57.439999,1178700,56.832989
"76",57.209999,57.360001,56.310001,56.630001,940900,56.031551
"77",56.709999,56.84,56.470001,56.630001,664100,56.031551
"78",56.34,62,56.189999,59.619999,4706200,58.989951
"79",60.419998,61.68,60.009998,61.150002,3853200,60.503785
"80",61.049999,61.93,58.57,58.990002,3006400,58.366612
"81",59.009998,59.240002,58.040001,58.709999,904600,58.089568
"82",59.150002,59.709999,59.139999,59.169998,1195600,58.544706
"83",59.66,59.919998,59.25,59.25,1053600,58.623862
"84",58.939999,59.200001,57.98,58,1089600,57.387072
"85",58,59.330002,57.98,59.23,1559500,58.604073
"86",59.18,59.299999,57.619999,57.639999,1186600,57.030876
"87",57.68,58.25,57.130001,57.130001,1398700,56.526267
"88",57.240002,57.529999,56.389999,56.389999,1041400,55.794085
"89",56.540001,56.810001,56.209999,56.259998,1310900,55.665458
"90",55.68,56.16,54.77,55.369999,1408100,54.784864
"91",54.290001,55.650002,54.23,55.380001,1400700,54.79476
"92",55.91,56.599998,55.529999,56.439999,922700,55.843556
"93",55.799999,56.720001,55.73,56.639999,933000,56.041443
"94",56.849998,59.200001,56.700001,58.75,2021200,58.129146
"95",58.75,59.43,58.549999,58.669998,1514600,58.04999
"96",59.25,59.41,58.939999,59.119999,1532200,58.495235
"97",59.330002,59.650002,59.080002,59.549999,1133500,58.920691
"98",59.290001,60.009998,59.07,59.490002,1250800,58.861328
"99",59.310001,60,59.310001,59.77,1039600,59.138368
"100",59.77,60.349998,59.5,60.139999,953300,59.504456
"101",60.240002,60.360001,59.759998,60.040001,1195300,59.405515
"102",60.639999,60.720001,60.139999,60.400002,1104600,59.761711
"103",60.450001,60.450001,60.139999,60.200001,885900,59.563824
"104",60.189999,60.73,60.130001,60.209999,1155900,59.573716
"105",60.459999,60.610001,60,60.380001,1476000,59.741922
"106",60.459999,60.900002,59.68,59.689999,2279400,59.059211
"107",56.779999,60.34,56.560001,59.669998,2947600,59.039422
"108",59.610001,59.689999,59.02,59.310001,1311000,58.68323
"109",59.349998,60.220001,58.900002,60.200001,1335200,59.563824
"110",60.09,61.369999,59.48,61.25,1802100,60.602727
"111",61.43,61.700001,60.68,61.669998,1309300,61.018287
"112",61.700001,62.150002,61.400002,61.759998,1236200,61.107336
"113",61.75,62.5,61.689999,62.389999,884300,61.730679
"114",62.310001,62.57,61.970001,62.02,1031700,61.36459
"115",61.900002,62.32,61.5,62.279999,955000,61.621841
"116",61.900002,62.91,61.669998,62.709999,970800,62.047297
"117",63.450001,63.59,62.110001,62.48,900500,61.819728
"118",62.759998,63.610001,62.490002,63.450001,870400,62.779479
"119",63.360001,63.720001,62.919998,63.139999,744600,62.472753
"120",63.27,63.57,62.849998,63.290001,694800,62.62117
"121",63.419998,63.889999,63.139999,63.380001,399000,62.710219
"122",63.299999,63.939999,62.869999,63.52,873300,62.848739
"123",63.419998,64.110001,63.209999,64.089996,963800,63.412711
"124",64.129997,66.989998,63.48,66.230003,2744500,65.530103
"125",66.010002,66.18,65,65.230003,1558300,64.540671
"126",65.129997,65.690002,64.809998,65.57,1242200,64.877074
"127",65.190002,65.519997,64.32,64.43,830600,63.749122
"128",63.990002,64.190002,63.369999,63.91,1023000,63.234617
"129",63.650002,63.900002,62.43,62.779999,1508000,62.116557
"130",62.91,63.32,62.369999,62.48,1268000,61.819728
"131",62.18,62.549999,61.290001,61.32,1120200,60.671987
"132",61.560001,62.049999,61.299999,61.93,1357200,61.275541
"133",61.549999,62.290001,60.900002,60.93,802900,60.286109
"134",61.209999,62.220001,60.91,62.18,753300,61.522899
"135",63.119999,63.720001,62.84,63.720001,876600,63.046626
"136",64.029999,64.339996,63.529999,63.84,1393700,63.165357
"137",63.84,64.440002,63.099998,64.230003,735900,63.551238
"138",64.360001,64.629997,64.040001,64.120003,562300,63.4424
"139",64.290001,64.739998,64.160004,64.360001,184600,63.679862
"140",64.470001,64.699997,64.099998,64.150002,219000,63.472082
"141",63.919998,64.449997,63.84,63.98,302300,63.303877
"142",64.43,65,64.370003,64.440002,621700,63.759018
"143",64.279999,64.5,63.009998,63.049999,569000,62.607163
"144",63.310001,63.580002,62.369999,63.25,759700,62.805759
"145",62.869999,62.970001,61.860001,61.970001,748200,61.53475
"146",62.09,62.529999,61.599998,62.130001,1014600,61.693626
"147",62.380001,62.82,61.75,62.580002,782400,62.140467
"148",62.959999,63.66,62.720001,63.290001,1274500,62.845479
"149",63.5,64.440002,63.34,64.290001,955900,63.838455
"150",64.190002,64.489998,63.110001,63.189999,1064100,62.746179
"151",63.490002,64.349998,62.599998,63.139999,1200300,62.696531
"152",62.459999,63.639999,62.34,63.450001,1128400,63.004355
"153",62.82,63.389999,62.09,62.360001,928500,61.922011
"154",62.299999,62.950001,61.84,62.889999,1144800,62.448287
"155",63.41,63.860001,62.48,62.970001,765400,62.527727
"156",62.650002,62.970001,61.950001,62.5,902900,62.061027
"157",62.900002,63.560001,62.540001,63.560001,1117700,63.113583
"158",63.66,65.019997,63.66,64.449997,1244800,63.997328
"159",64.389999,64.5,63.380001,63.689999,971100,63.242667
"160",62.91,63.400002,62.27,62.75,1052500,62.309271
"161",63.189999,63.439999,61.939999,61.98,1142200,61.544678
"162",62.040001,62.93,61.150002,62.84,1348600,62.398639
"163",62,62,60.419998,60.68,2222100,60.25381
"164",60.32,61.380001,59.799999,61.32,1722700,60.889314
"165",61.740002,62.400002,61.490002,62.049999,1841300,61.614187
"166",61.959999,63.060001,61.82,62.630001,1917500,62.190115
"167",62.950001,63.52,62.610001,63.450001,1228600,63.004355
"168",64.07,65.349998,63.93,65.019997,1574700,64.563324
"169",64.830002,64.980003,64.400002,64.839996,1727000,64.384588
"170",60.18,62.200001,59.880001,60.889999,5736300,60.462334
"171",60.959999,62.34,60.490002,62.139999,3220200,61.703555
"172",62.279999,64.739998,62.279999,64.5,2763900,64.04698
"173",64.610001,66.639999,64.419998,66.099998,1875800,65.63574
"174",66.160004,66.940002,66.110001,66.690002,1075200,66.2216
"175",66.639999,67.330002,66.489998,67.019997,2197400,66.549277
"176",67,67.129997,66.400002,66.889999,1066800,66.420193
"177",66.760002,67.139999,66.32,66.93,817300,66.459913
"178",69.129997,73.290001,69,71.739998,5474800,71.236127
"179",72.690002,72.980003,69.610001,70.839996,4358300,70.342446
"180",70.610001,70.860001,70.150002,70.480003,1979100,69.984982
"181",70.779999,71.220001,70.190002,70.860001,1648100,70.36231
"182",70.580002,71.379997,70.519997,70.919998,1737200,70.421886
"183",70.919998,71.160004,70.239998,71,1226500,70.501326
"184",70.629997,70.650002,69.980003,70.589996,1022200,70.094202
"185",70.32,70.360001,69.919998,70.059998,1489000,69.567926
"186",70,70.129997,69.410004,69.860001,1681800,69.369334
"187",69.669998,70.5,68.769997,68.860001,1202100,68.376357
"188",68.879997,69.480003,68.739998,69.129997,1211700,68.644458
"189",68.870003,69,67.25,67.309998,1803700,66.837241
"190",67.279999,67.760002,66.269997,66.650002,2077100,66.18188
"191",66.720001,68.110001,66.720001,68.099998,1993800,67.621693
"192",67.709999,68.230003,66.93,67.370003,1757500,66.896825
"193",67.940002,68.18,67.260002,67.470001,1124700,66.996121
"194",67.269997,67.330002,66.690002,66.699997,924400,66.231525
"195",66.599998,67.410004,65.879997,67.07,1300900,66.598929
"196",67.110001,67.610001,66.75,66.779999,689800,66.310965
"197",66.919998,67.309998,66.709999,66.730003,1375200,66.26132
"198",66.889999,67.389999,66.379997,66.510002,1759900,66.042864
"199",66.43,66.779999,65.660004,65.730003,1038800,65.268344
"200",66.330002,66.339996,64.330002,64.360001,1318400,63.907963
"201",64.07,65.419998,64.059998,65.169998,1751900,64.944359
"202",65.309998,65.849998,64.919998,65.769997,1422200,65.54228
"203",65.970001,66.720001,65.970001,66.449997,787000,66.219926
"204",66.080002,66.300003,65.260002,65.279999,1593900,65.053979
