"","WEC.Open","WEC.High","WEC.Low","WEC.Close","WEC.Volume","WEC.Adjusted"
"120",48.389999,48.650002,48.16,48.48,842700,47.456281
"121",48.740002,49.68,48.630001,49.400002,1108800,48.356855
"122",49.209999,50.389999,49.029999,49.68,2170500,48.630942
"123",49.450001,49.970001,49.369999,49.84,2273800,48.787563
"124",49.869999,49.970001,49.529999,49.93,1565600,48.875663
"125",50.02,50.41,49.740002,50.299999,1504700,49.237849
"126",49.82,50.200001,49.700001,50.139999,1374800,49.081227
"127",50.330002,51.41,50.200001,50.869999,2108600,49.795812
"128",50.689999,51.23,50.57,50.950001,1467000,49.874124
"129",51.009998,51.580002,50.720001,50.919998,1849400,49.844755
"130",50.93,51.599998,50.93,51.240002,1401300,50.158002
"131",51.029999,51.34,50.369999,50.380001,1488900,49.316161
"132",50.619999,50.700001,49.59,50.139999,1460100,49.081227
"133",50.119999,50.689999,49.610001,50.240002,2310400,49.179118
"134",50.360001,51.5,50.09,51.189999,2012700,50.109054
"135",51.419998,52,51.150002,51.970001,1724700,50.872586
"136",52.029999,52.77,51.869999,52.32,2896000,51.215194
"137",52.32,52.619999,51.830002,52.290001,1708900,51.185829
"138",52.540001,52.66,52.150002,52.48,1336000,51.371815
"139",52.450001,53.700001,52.450001,53.560001,857600,52.429011
"140",53.689999,54.68,53.689999,54.549999,1483000,53.398104
"141",54.52,55.389999,54.52,55.23,1961100,54.063745
"142",55.130001,55.130001,53.540001,53.709999,1783100,52.575842
"143",53.919998,54.09,52.709999,52.740002,1485400,51.626327
"144",52.970001,53.259998,52.529999,53.189999,1249300,52.066822
"145",53.189999,53.43,52.349998,52.540001,1406300,51.43055
"146",52.700001,53.790001,52.57,52.68,2181100,51.567593
"147",52.77,53.540001,52.439999,53.330002,1244300,52.203869
"148",53.509998,54.119999,53.509998,53.919998,1490100,52.781406
"149",54.07,54.220001,53.220001,53.619999,1616000,52.487742
"150",53.740002,53.91,53.189999,53.459999,1275700,52.331121
"151",53.709999,54.459999,53.310001,53.720001,1383300,52.585633
"152",53.560001,54.400002,53.349998,54.360001,1226300,53.212118
"153",54.380001,55.169998,54.119999,55.049999,1375800,53.887546
"154",55.119999,55.900002,54.849998,55.860001,1717200,54.680443
"155",56,56.130001,55.209999,55.759998,1735100,54.582553
"156",55.599998,56.52,55.200001,56.450001,1259200,55.257985
"157",56.59,56.810001,56.110001,56.610001,1252400,55.414606
"158",56.77,57.25,56.599998,56.950001,1343200,55.747427
"159",56.740002,57.040001,56.299999,57.02,1996400,55.815948
"160",56.869999,57.490002,56.799999,57.09,1209100,55.88447
"161",57.02,58.009998,56.650002,56.790001,2276800,55.590805
"162",56.73,57.580002,56.450001,57.470001,1506400,56.256446
"163",57.369999,57.48,55.709999,55.77,2491800,54.592343
"164",55.84,56.380001,55.200001,56.220001,1520100,55.032842
"165",56.080002,56.18,55.48,55.959999,1850300,54.77833
"166",55.880001,56.02,55.139999,55.310001,1437700,54.142058
"167",55.59,56.119999,55.110001,56.02,1501100,54.837064
"168",55.720001,55.77,53.169998,53.43,2672900,52.301756
"169",53.34,53.66,52.220001,52.610001,2342800,51.499071
"170",52.639999,53.880001,52.549999,53.790001,1521700,52.654154
"171",52.900002,52.900002,51.5,51.759998,3594500,51.06766
"172",51.939999,52.349998,51.349998,52.27,1990100,51.57084
"173",52.23,52.23,50.540001,50.959999,3922000,50.278361
"174",50.880001,51.560001,50.41,51.009998,2452500,50.327692
"175",50.959999,52.259998,50.759998,52.209999,1889500,51.511641
"176",52.200001,52.240002,51.279999,51.470001,1416400,50.781542
"177",51.560001,51.93,50.900002,51.93,3689900,51.235388
"178",51.849998,52.560001,51.84,52.540001,1921200,51.837229
"179",52.470001,52.880001,52.259998,52.560001,1639200,51.856962
"180",52.68,52.740002,51.459999,51.57,1510700,50.880203
"181",51.560001,51.630001,50.759998,50.790001,1731900,50.110637
"182",50.919998,51.240002,50.619999,50.98,1319100,50.298094
"183",50.790001,50.830002,49.52,50.110001,1854600,49.439732
"184",50.119999,50.68,49.360001,50.669998,2462500,49.992239
"185",50.419998,50.48,49.700001,49.939999,1331100,49.272004
"186",50.18,50.580002,49.939999,50.48,1386700,49.804782
"187",49.82,49.82,48.189999,48.400002,2828700,47.752606
"188",48.5,48.849998,48.419998,48.619999,1472600,47.969661
"189",48.52,49.110001,48.279999,48.349998,1857400,47.703272
"190",48.48,48.740002,47.77,47.82,2199100,47.180362
"191",48.07,48.799999,48.02,48.560001,2019700,47.910466
"192",48.540001,48.57,47.509998,48.209999,2007400,47.565145
"193",48.369999,49.650002,48.369999,49.060001,1589500,48.403778
"194",48.880001,49.290001,48.610001,48.700001,1172600,48.048593
"195",48.700001,50.299999,48.450001,49.919998,1882400,49.252271
"196",49.740002,50.560001,49.290001,49.630001,1809500,48.966153
"197",50.07,50.490002,49.560001,50.189999,2817600,49.51866
"198",50.130001,50.529999,49.98,50.169998,1793400,49.498927
"199",50.049999,50.450001,49.419998,49.619999,1518400,48.956285
"200",49.630001,50.07,49.060001,49.09,1051500,48.433375
"201",48.990002,49.369999,48.630001,48.869999,1611300,48.216317
"202",48.880001,49.799999,48.779999,49.450001,1753500,48.788561
"203",49.560001,49.970001,49.299999,49.73,1075500,49.064814
"204",49.639999,50.080002,49.18,49.5,2133000,48.837891
"205",49.490002,50.029999,48.880001,49.93,1373600,49.26214
"206",50.009998,50.130001,49.740002,49.790001,1258100,49.124013
"207",50,50.66,49.93,50.23,1262800,49.558126
"208",50.209999,50.259998,49.509998,49.540001,934900,48.877357
"209",49.52,49.669998,49.060001,49.360001,1287400,48.699764
"210",49.41,49.41,48.77,49.049999,976200,48.393909
"211",49.220001,49.959999,49.169998,49.650002,1317400,48.985886
"212",49.639999,50.040001,49.41,49.43,1145100,48.768828
"213",49.68,50.09,49.380001,49.779999,1172600,49.114145
"214",49.82,50.389999,49.66,49.700001,1083000,49.035217
"215",49.700001,49.779999,48.939999,49.450001,1149100,48.788561
"216",49.220001,49.959999,49.220001,49.540001,1116500,48.877357
"217",49.73,50.799999,49.68,50.330002,1177300,49.656791
"218",50.389999,50.91,49.849998,50.169998,1724900,49.498927
"219",50.32,50.459999,49.830002,50.279999,967400,49.607457
"220",50.290001,50.950001,50.189999,50.66,1326400,49.982375
"221",50.57,51.540001,50.349998,51.110001,1667900,50.426356
"222",51.150002,51.200001,49.919998,50.209999,1466900,49.538393
"223",49.889999,50.490002,49.689999,50.34,1129600,49.666655
"224",49.959999,50.07,49.380001,49.900002,1101600,49.232542
"225",49.77,49.830002,48.59,49.119999,2045500,48.462973
"226",49.040001,49.66,48.93,49.599998,1700800,48.936552
"227",49.560001,50.310001,49.470001,49.849998,1491400,49.183208
"228",49.540001,50.25,47.84,47.970001,2771600,47.328357
"229",47.91,48.369999,47.080002,47.650002,1848300,47.012638
"230",47.75,48.279999,47.740002,47.799999,1233800,47.160629
"231",48.630001,48.830002,47.959999,48.09,1367200,47.446751
"232",48,48.66,47.82,47.889999,1044100,47.249426
"233",47.209999,47.540001,46.84,47.310001,1455300,47.093146
"234",47.490002,47.849998,46.639999,46.84,1019300,46.625299
"235",47.209999,47.57,47.07,47.549999,804300,47.332044
"236",47.59,48.150002,47.57,48,984600,47.779982
"237",47.84,48.360001,47.82,48.259998,1126100,48.038788
"238",47.98,48.470001,47.799999,48.23,862100,48.008927
"239",48.189999,49.130001,48.110001,48.73,1488600,48.506635
"240",48.700001,48.869999,48.360001,48.700001,952400,48.476774
"241",48.59,48.59,48.060001,48.34,894700,48.118423
"242",48.290001,48.43,47.84,48.240002,1497900,48.018883
"243",47.900002,48.540001,47.900002,48.299999,1579100,48.078606
"244",48.200001,48.459999,48.029999,48.330002,1484200,48.108471
"245",48.419998,48.560001,48.040001,48.279999,2377900,48.058697
"246",48.34,48.700001,48.060001,48.349998,1481500,48.128376
"247",48.029999,48.029999,47.040001,47.450001,1625500,47.232503
"248",47.32,47.330002,46.470001,46.720001,1321600,46.50585
"249",46.549999,46.84,46.09,46.279999,2502300,46.067864
"250",45.669998,45.82,45.259998,45.509998,2268700,45.301393
"251",45.450001,45.529999,45.099998,45.209999,1885900,45.002769
"252",45.189999,45.580002,45.150002,45.200001,1036800,44.992817
"253",45.43,45.73,45.110001,45.279999,1397600,45.072448
