"","WEC.Open","WEC.High","WEC.Low","WEC.Close","WEC.Volume","WEC.Adjusted"
"1",45.52,45.630001,45.25,45.310001,740900,43.608482
"2",45.16,45.200001,44.630001,44.66,1158700,42.98289
"3",44.68,44.779999,44.029999,44.779999,2701000,43.098383
"4",44.830002,45.150002,44.549999,45.07,963100,43.377493
"5",45.009998,45.830002,44.98,45.470001,1079100,43.762474
"6",45.310001,45.52,45.07,45.23,1352000,43.531485
"7",45.200001,46.360001,45.200001,46.32,1242900,44.580552
"8",46.32,46.93,46.200001,46.880001,1919600,45.119524
"9",47,47.130001,46.740002,46.889999,1891100,45.129147
"10",45.66,46.82,45.209999,45.27,9057500,43.569984
"11",45.52,46.200001,45.490002,46.040001,5704400,44.311068
"12",46.040001,46.220001,45.77,46.130001,2350600,44.397689
"13",46.310001,46.66,46.130001,46.650002,2745900,44.898162
"14",46.529999,46.959999,46.330002,46.790001,2098800,45.032904
"15",46.830002,47.119999,46.509998,46.919998,2165700,45.158019
"16",47.009998,47.02,46.459999,46.48,1579900,44.734544
"17",46.470001,46.470001,45.07,45.34,2904800,43.637355
"18",45.18,45.23,44.610001,44.91,1491400,43.223502
"19",44.91,45.369999,44.73,45.200001,1373600,43.502613
"20",45.200001,46,45.200001,45.400002,2240500,43.695103
"21",45.5,45.630001,45.009998,45.220001,1061200,43.521862
"22",44.869999,45.73,44.84,45.610001,1176200,43.897216
"23",45.619999,45.790001,45.110001,45.220001,1284600,43.521862
"24",45.27,45.34,44.740002,44.799999,1407800,43.117632
"25",44.610001,45.110001,44.610001,44.970001,1340900,43.28125
"26",45.130001,45.209999,44.740002,45.16,1137100,43.464114
"27",45.130001,45.360001,44.830002,44.860001,1231700,43.17538
"28",45.009998,45.48,44.700001,45.380001,1464500,43.675853
"29",45.259998,45.490002,45.119999,45.32,1134800,43.618105
"30",45.380001,45.560001,45.200001,45.360001,1207200,43.656604
"31",45.279999,45.57,45.25,45.48,1348500,43.772097
"32",45.459999,45.77,45.369999,45.59,1105200,43.877966
"33",45.5,45.790001,45.080002,45.150002,1517300,43.454491
"34",45.099998,46.139999,45.099998,46.09,2455800,44.35919
"35",46.07,46.259998,45.330002,45.34,1441900,43.637355
"36",45.400002,45.650002,44.27,44.419998,2296100,42.751901
"37",44.16,44.439999,43.560001,43.580002,1929200,41.943449
"38",43.48,44.32,43.380001,44.009998,2463200,42.357298
"39",44.040001,44.07,42.889999,43.560001,2764300,41.9242
"40",43.330002,43.599998,42.689999,42.869999,1546200,41.260109
"41",42.669998,42.709999,41.900002,42.040001,3551300,40.46128
"42",42.900002,44.040001,42.490002,42.650002,3620700,41.048373
"43",42.720001,43.43,42.66,43.41,1461800,41.779831
"44",43.48,43.68,43.200001,43.240002,1409300,41.616217
"45",42.82,43.139999,42.68,42.860001,1769600,41.625928
"46",42.880001,43.349998,42.790001,43.189999,1517800,41.946425
"47",43.23,43.48,43.23,43.389999,957600,42.140667
"48",43.360001,43.630001,43.16,43.470001,1598200,42.218365
"49",43.529999,43.549999,43.200001,43.279999,1243800,42.033834
"50",43.400002,44.25,43.27,44.209999,1737700,42.937056
"51",44.16,44.25,43.900002,44.139999,1614500,42.869072
"52",44.16,44.490002,43.98,44.060001,881000,42.791378
"53",44.049999,44.310001,43.639999,43.98,809800,42.713679
"54",44.130001,44.59,44.029999,44.48,1514800,43.199283
"55",44.57,44.75,44.049999,44.07,1663200,42.801088
"56",44.209999,44.66,44.009998,44.610001,1512300,43.325541
"57",44.599998,45.200001,44.400002,45.139999,2056100,43.840279
"58",45.07,45.369999,44.98,45.330002,1673900,44.024811
"59",45.310001,45.380001,44.5,44.700001,1735600,43.412949
"60",44.700001,45.599998,44.689999,45.07,2217200,43.772295
"61",45,45.169998,44.700001,44.919998,1009600,43.626612
"62",45,45.57,44.959999,45.57,827200,44.257898
"63",45.57,45.57,45.07,45.27,1061400,43.966537
"64",45.150002,45.240002,44.59,44.650002,1344300,43.36439
"65",44.619999,44.849998,44.349998,44.75,2398300,43.461509
"66",44.759998,45.389999,44.610001,45.18,1406800,43.879128
"67",44.990002,45.009998,43.959999,44.110001,3144200,42.839937
"68",44.279999,44.66,44.130001,44.48,2657500,43.199283
"69",44.48,45.040001,44.360001,44.689999,1864100,43.403235
"70",44.849998,45.049999,44.470001,44.68,1329500,43.393525
"71",44.639999,44.799999,43.849998,44.009998,1440200,42.742814
"72",44.169998,44.419998,44.009998,44.200001,2532200,42.927346
"73",44.189999,44.189999,43.669998,43.84,1675300,42.577711
"74",43.720001,43.849998,43.450001,43.509998,1680400,42.257211
"75",43.470001,43.610001,43.200001,43.32,1094200,42.072683
"76",43.299999,43.490002,42.84,42.889999,1229300,41.655063
"77",42.93,43.009998,42.529999,42.82,1861900,41.587079
"78",42.630001,42.93,42.549999,42.869999,1243400,41.635639
"79",42.93,43.43,42.740002,43,1583900,41.761897
"80",43.119999,43.709999,43.009998,43.200001,1652500,41.956139
"81",43.200001,43.73,43.130001,43.41,1918700,42.160092
"82",43.490002,43.919998,43.130001,43.810001,1678300,42.548576
"83",43.91,44.099998,43.66,43.880001,1496200,42.61656
"84",43.799999,44.599998,43.799999,44.279999,2695000,43.00504
"85",44.259998,45.439999,44.220001,45.360001,2317700,44.053946
"86",45.419998,45.900002,44.869999,44.880001,4149700,43.587767
"87",45.16,45.849998,45.150002,45.560001,2897900,44.248188
"88",45.509998,46.75,45.509998,46.23,5434900,44.898895
"89",46.369999,48.119999,46.23,47.27,6273800,45.908951
"90",47.189999,48.009998,46.740002,47.73,4565100,46.355705
"91",47.27,47.48,46.389999,47.119999,4335200,45.763268
"92",47.349998,47.369999,46.529999,47.189999,2786700,45.831252
"93",47.189999,47.880001,47.060001,47.830002,2357100,46.452828
"94",47.880001,48.169998,47.59,47.959999,2230300,46.579082
"95",47.93,48.52,47.849998,48.189999,2090500,46.802459
"96",48.52,48.68,48.099998,48.369999,1762200,46.977277
"97",48.450001,48.669998,48.209999,48.619999,1869900,47.220079
"98",48.470001,48.950001,48.470001,48.689999,1619300,47.288063
"99",48.73,48.849998,48,48.669998,2979500,47.268638
"100",48.540001,48.98,47.790001,48.290001,2140800,46.899582
"101",48.5,49.639999,48.369999,49.57,2311600,48.142726
"102",49.810001,49.84,49.330002,49.66,2488700,48.230135
"103",49.66,50.23,49.66,49.919998,2156600,48.482647
"104",49.830002,50.220001,49.209999,49.419998,1772300,47.997043
"105",49.259998,50.540001,49.220001,50.470001,2636100,49.016814
"106",50.07,50.07,48.709999,49.240002,3123000,47.82223
"107",49.299999,49.349998,48.889999,49.259998,2398000,47.84165
"108",49.150002,49.779999,49.150002,49.759998,1654800,48.327254
"109",49.619999,49.91,49.490002,49.73,1975600,48.298119
"110",48.73,48.84,47.959999,48.259998,2779600,47.240925
"111",48.23,48.509998,47.52,47.599998,2209400,46.594862
"112",47.549999,48.200001,47.5,47.82,1491600,46.810217
"113",47.73,48.689999,47.639999,48.630001,1484700,47.603115
"114",48.66,48.98,48.419998,48.799999,1734000,47.769523
"115",48.549999,48.82,48.290001,48.650002,1527700,47.622693
"116",48.349998,48.779999,48.290001,48.57,894200,47.54438
"117",49,49,48.240002,48.619999,1716700,47.593324
"118",48.529999,48.73,48.209999,48.27,1149600,47.250716
"119",48.419998,48.419998,47.900002,48.200001,1390000,47.182194
