"","EMR.Open","EMR.High","EMR.Low","EMR.Close","EMR.Volume","EMR.Adjusted"
"50",63.82,64.190002,63.799999,63.93,2293800,62.45902
"51",63.939999,64.580002,63.889999,64.480003,2504500,62.996367
"52",64.5,64.699997,64.160004,64.559998,1774100,63.074521
"53",64.739998,64.93,64.43,64.599998,2433400,63.113602
"54",64.910004,65.160004,64.639999,64.75,1483900,63.260152
"55",64.93,64.959999,64.290001,64.339996,1855100,62.859582
"56",64.379997,64.580002,64.080002,64.400002,1507500,62.918206
"57",64,64.379997,63.900002,64.260002,1192500,62.781428
"58",64.389999,64.57,63.990002,64.019997,2074400,62.546945
"59",64.330002,64.669998,64.07,64.309998,3087500,62.830273
"60",64.75,64.849998,64.190002,64.290001,2176700,62.810737
"61",64.330002,65.480003,64.190002,64.639999,3406400,63.152682
"62",64.639999,65.300003,64.239998,65.080002,3698100,63.58256
"63",64.919998,65.32,64.860001,64.980003,3218200,63.484863
"64",64.980003,65.43,64.790001,65.110001,3204600,63.611869
"65",65.190002,65.349998,64.870003,65.010002,2626300,63.514171
"66",64.760002,65.07,64.550003,64.660004,2734800,63.172226
"67",64.529999,64.660004,64.150002,64.489998,3030400,63.006132
"68",64.309998,64.540001,64.18,64.300003,2134100,62.820509
"69",64.290001,64.43,63.75,64.410004,2563800,62.927978
"70",64.75,65.099998,64.330002,64.529999,3243500,63.045213
"71",64.870003,64.919998,64.57,64.739998,1998200,63.25038
"72",65.160004,65.220001,64.580002,65,4764100,63.504399
"73",64.870003,64.980003,64,64.25,2639300,62.771656
"74",63.900002,64.230003,63.490002,63.5,3891100,62.038913
"75",63.549999,64.459999,63.220001,64.209999,3889200,62.732576
"76",63.790001,63.84,62.400002,62.41,4040000,60.973993
"77",62.509998,63.09,62.189999,63.040001,3282700,61.589498
"78",62.279999,62.759998,62.009998,62.669998,2883700,61.228009
"79",62.59,63.080002,62.439999,62.580002,3581000,61.140084
"80",62.02,62.060001,61.110001,61.400002,3938700,59.987234
"81",61.48,62.490002,61.310001,62.139999,3890400,60.710205
"82",63.220001,63.220001,62.209999,62.419998,3813600,60.983761
"83",62.59,62.860001,62.099998,62.459999,2024100,61.022842
"84",62,62.130001,60.959999,61,3082200,59.596436
"85",61.16,61.900002,60.599998,61.82,4033300,60.397568
"86",61.700001,61.700001,59.509998,59.66,5497300,58.287269
"87",59.709999,60.380001,59.09,59.43,5397200,58.062561
"88",59.630001,59.970001,58.630001,58.669998,4254800,57.320046
"89",59.07,60.360001,58.990002,59.169998,4613800,57.808541
"90",58.470001,59.52,57.759998,59.349998,5419700,57.9844
"91",58.439999,60.919998,58.400002,60.470001,6910600,59.078632
"92",60.93,61.689999,60.849998,61.220001,5441600,59.811375
"93",60.880001,61.240002,60.639999,61.23,3655400,59.821144
"94",61.75,63.119999,61.709999,62.959999,3634600,61.511337
"95",63.080002,63.290001,60.91,60.950001,6431400,59.547588
"96",61.689999,62.43,61.619999,62.049999,3100500,60.622276
"97",62.009998,62.470001,61.650002,62.389999,3089500,60.954453
"98",62.07,62.32,61.639999,62.27,2370000,60.837215
"99",62.580002,63.560001,62.470001,63.380001,2635200,61.921675
"100",63.759998,63.759998,62.93,63.299999,4025500,61.843514
"101",62.830002,63.650002,62.52,63.419998,3146900,61.960752
"102",64.230003,64.519997,63.790001,64.059998,5405900,62.586026
"103",64.239998,64.709999,63.919998,64.510002,4040400,63.025676
"104",65.050003,65.410004,63.779999,64.190002,6902600,62.713039
"105",64.900002,64.910004,64.150002,64.410004,3899100,62.927978
"106",64.629997,64.889999,64.239998,64.669998,3475100,63.181991
"107",64.809998,65.239998,64.510002,64.860001,3368400,63.367621
"108",64.970001,65.260002,64.870003,65.110001,2013900,63.611869
"109",65.110001,65.110001,64.400002,64.559998,2464500,63.074521
"110",63.889999,64.379997,63.889999,64.050003,2859900,63.035161
"111",64.099998,64.18,63.099998,63.52,3597700,62.513556
"112",63.369999,63.889999,63.369999,63.619999,2345500,62.61197
"113",63.529999,63.950001,63.380001,63.740002,2249900,62.730072
"114",63.630001,64.360001,63.540001,64.040001,2515700,63.025318
"115",63.889999,64.330002,63.639999,64.150002,2103200,63.133575
"116",63.75,64.599998,63.650002,64.209999,2222800,63.192622
"117",65,65.790001,64.919998,65.589996,3993700,64.550754
"118",65.589996,65.889999,65.389999,65.769997,2503200,64.727902
"119",65.849998,65.940002,65.209999,65.699997,2901400,64.659012
"120",65.629997,65.790001,65.160004,65.379997,1852200,64.344082
"121",64.870003,64.919998,63.290001,63.75,3486500,62.739912
"122",63.290001,63.310001,62.450001,62.810001,4786800,61.814807
"123",62.849998,63.639999,62.669998,63.540001,3090500,62.53324
"124",63.799999,64.620003,63.639999,64.480003,5284000,63.458348
"125",64.449997,64.82,64.199997,64.559998,2332500,63.537075
"126",64.650002,65.160004,64.410004,64.879997,3242100,63.852005
"127",64.860001,64.889999,63.099998,63.610001,4194800,62.60213
"128",62.779999,63.669998,62.529999,63.630001,4082700,62.621814
"129",63.360001,63.5,61.25,61.450001,4418800,60.476355
"130",61.830002,62.110001,61.150002,61.32,3627300,60.348413
"131",60.400002,60.509998,58.27,58.43,8182400,57.504205
"132",58.93,59.52,57.799999,58.150002,6956500,57.228642
"133",58.25,60.900002,58.169998,59.209999,7724800,58.271845
"134",59.009998,59.959999,58.299999,59.740002,7855000,58.79345
"135",60.610001,62,60.610001,62,5488700,61.01764
"136",62.02,62.77,61.709999,62.330002,7342600,61.342413
"137",62.48,62.82,62.119999,62.599998,2705400,61.608131
"138",62.830002,63.41,62.73,62.830002,2628000,61.83449
"139",62.889999,63.009998,62.580002,62.73,1405600,61.736073
"140",63.09,63.150002,62.75,62.779999,1595500,61.78528
"141",62.580002,62.849998,62.459999,62.610001,2115900,61.617975
"142",62.5,62.66,62.259998,62.369999,2034200,61.381776
"143",62.630001,62.84,61.669998,61.73,2225100,60.751917
"144",61.84,62.25,60.990002,61.790001,3395500,60.810968
"145",61.830002,62.16,60.450001,60.52,7148400,59.56109
"146",60.740002,60.860001,59.73,60.419998,5451800,59.462672
"147",61,61.02,60.07,60.290001,5283500,59.334735
"148",60.73,61.93,60.560001,61.869999,4894900,60.889698
"149",61.82,61.970001,60.369999,60.900002,3634200,59.93507
"150",60.610001,60.759998,59.599998,60.169998,5802800,59.216633
"151",60.529999,61.16,59.549999,60.080002,4378500,59.128063
"152",59.259998,59.66,58.639999,59.619999,6714900,58.675348
"153",59.619999,60.099998,59.220001,59.380001,6030500,58.439153
"154",59.23,60.400002,59.130001,60.349998,7268000,59.393781
"155",60.759998,60.93,59.810001,60.48,5774800,59.521723
"156",60.439999,61.279999,60.060001,60.98,4490200,60.0138
"157",60.299999,60.48,59.490002,59.810001,9337600,58.86234
"158",59.509998,59.639999,58.049999,58.119999,9666000,57.199115
"159",58.209999,59.48,57.529999,59.43,7434200,58.48836
"160",57.369999,58.330002,57.119999,57.299999,9315300,56.392108
"161",57.459999,57.799999,56.189999,56.23,7567400,55.339062
"162",56.09,57.189999,55.810001,56.880001,7405500,55.978765
"163",56.529999,57.549999,56.48,56.939999,8147000,56.037811
"164",57.060001,59.169998,57.029999,58.970001,10199100,58.03565
"165",58.150002,60,57.580002,59.439999,20572900,58.4982
"166",59.139999,59.349998,57.130001,57.330002,10933900,56.421635
"167",57.330002,57.66,56.810001,57.150002,8895100,56.244487
"168",57.16,57.490002,56.82,57.029999,6128500,56.126386
"169",56.77,57.709999,56.75,57.349998,6025600,56.441315
"170",57.549999,58.130001,57.02,58.040001,6050000,57.120385
"171",57.82,57.959999,57.189999,57.689999,4182700,57.239447
"172",57.68,58.669998,57.68,58.599998,4897000,58.14234
"173",58.68,59.310001,58.549999,58.68,3795900,58.221717
"174",58.59,58.619999,58.169998,58.299999,3499800,57.844683
"175",58.169998,59.240002,58.16,58.849998,3309300,58.390387
"176",58.669998,58.959999,58.349998,58.689999,3185300,58.231637
"177",58.529999,58.77,57.779999,58.669998,5883500,58.211793
"178",58.669998,58.759998,58.240002,58.740002,4148800,58.281249
"179",58.41,58.720001,57.959999,58.549999,5259400,58.092731
"180",58.720001,58.790001,57.799999,58.299999,5087000,57.844683
"181",58.23,58.400002,57.91,57.939999,3878400,57.487494
"182",58.009998,58.259998,57.880001,57.919998,4779000,57.46765
"183",57.919998,58.509998,57.900002,58.330002,3693200,57.874452
"184",57.959999,58.459999,57.919998,58.380001,3097400,57.92406
"185",58.080002,58.259998,57.5,57.779999,3451700,57.328744
"186",57.77,58.080002,57.450001,58.080002,4852700,57.626404
"187",57.450001,57.450001,56.34,56.560001,7698400,56.118275
"188",56.919998,57.330002,56.650002,57.099998,6179800,56.654054
"189",56.540001,56.540001,55.900002,56.09,6115200,55.651944
"190",56.34,56.360001,55.5,55.509998,4172100,55.076472
"191",55.68,56.16,55.630001,56.049999,4695600,55.612256
"192",55.919998,55.939999,54.950001,55.259998,4879100,54.828425
"193",55.48,56.25,55.459999,56.23,4967100,55.79085
"194",55.709999,55.880001,55.48,55.689999,4235700,55.255067
"195",55.540001,57.09,55.02,56.779999,5922100,56.336554
"196",56.470001,56.599998,55.790001,56.27,3907800,55.830539
"197",56.509998,56.790001,56.240002,56.689999,8023300,56.247257
"198",56.73,57.16,56.619999,56.93,4194600,56.485384
"199",56.869999,56.959999,56.540001,56.810001,6166700,56.366322
"200",57,57.130001,56.48,56.599998,5732000,56.157959
"201",56.189999,56.799999,55.900002,56.470001,5074600,56.028977
"202",56.650002,56.650002,56,56.540001,3677100,56.09843
"203",56.720001,57.240002,56.560001,56.59,4314400,56.148039
"204",56.360001,56.68,55.799999,56.619999,6237000,56.177804
"205",56.259998,56.330002,55.720001,55.889999,4704700,55.453505
"206",55.91,56.259998,55.5,55.540001,5912800,55.10624
"207",55.880001,57.75,55.25,56.990002,7784700,56.544917
"208",56.68,56.869999,56.16,56.470001,4364200,56.028977
"209",56.360001,56.93,56.200001,56.740002,4925800,56.296869
"210",56.630001,57.150002,56.580002,56.720001,5385400,56.277025
"211",56.880001,57.02,56.529999,56.849998,3712300,56.406007
"212",56.919998,58.459999,56.869999,58.400002,9402700,57.943905
"213",58.16,58.59,57.959999,58.330002,4561700,57.874452
"214",58.650002,59.310001,58.549999,59.16,4734800,58.697968
"215",58.860001,59.150002,58.610001,58.91,3919900,58.44992
"216",58.549999,58.57,57.869999,58.43,5091300,57.973669
"217",58.669998,59.209999,58.630001,58.700001,3552800,58.241561
"218",58.720001,58.970001,57.77,58.220001,3641800,57.76531
"219",58.209999,58.290001,57.509998,58.150002,3622600,57.695857
"220",57.75,58.580002,57.560001,58.209999,3775400,57.755386
"221",57.869999,58.189999,57.310001,57.650002,3953600,57.199762
"222",57.810001,58.669998,57.77,58.459999,3909100,58.003434
"223",58.209999,58.82,58.02,58.66,3464800,58.201872
"224",58.450001,59.279999,58.009998,59.09,4709600,58.628514
"225",59.009998,59.360001,58.549999,58.830002,3988000,58.370547
"226",59.040001,59.389999,58.830002,59.330002,3016100,58.866642
"227",59.59,59.810001,59.32,59.490002,3808600,59.025392
"228",57.610001,58.869999,57.5,58.400002,8422500,57.943905
"229",58.389999,58.48,57.529999,58.220001,6647000,57.76531
"230",58.450001,58.459999,57.630001,58.099998,5785600,57.646245
"231",58.740002,59.07,58.57,58.790001,4051600,58.330858
"232",58.73,59.540001,58.400002,59.299999,5284300,58.836874
"233",59.189999,60.490002,59.040001,60.18,7415800,59.710002
"234",60.040001,60.860001,60.040001,60.34,7257200,60.34
"235",60.779999,60.860001,60.34,60.529999,4121700,60.529999
"236",60.59,60.689999,60.060001,60.189999,3653600,60.189999
"237",60.32,60.450001,59.900002,60.200001,3998400,60.200001
"238",59.990002,60.200001,59.52,59.900002,5030700,59.900002
"239",59.849998,60.279999,59.400002,60.130001,4926200,60.130001
"240",60.25,62.75,60.200001,61.720001,10752700,61.720001
"241",61.57,62.299999,61.560001,61.779999,5323500,61.779999
"242",61.759998,61.77,60.650002,60.830002,4579800,60.830002
"243",60.889999,61.150002,60.59,60.950001,2667700,60.950001
"244",60.700001,61.07,60.299999,61.02,3710000,61.02
"245",61.23,61.279999,60.009998,60.310001,4491900,60.310001
"246",60.639999,60.82,60,60.240002,2824400,60.240002
"247",60.07,60.77,60.009998,60.299999,3004600,60.299999
"248",60.299999,60.700001,60.130001,60.34,2639400,60.34
"249",59.869999,60.02,58.82,58.919998,5798900,58.919998
"250",58.799999,59.27,58.630001,59.209999,3186500,59.209999
"251",59.040001,59.470001,58.98,59.119999,2680700,59.119999
"252",58.75,59.389999,58.68,59.18,2444800,59.18
"253",59.549999,59.91,59.41,59.77,3122500,59.77
