"","XOM.Open","XOM.High","XOM.Low","XOM.Close","XOM.Volume","XOM.Adjusted"
"75",95.870003,96.25,94.839996,95.82,12200000,93.647872
"76",95.660004,95.889999,94.199997,94.25,12854200,92.113462
"77",94.330002,95.760002,93.800003,95.43,11256800,93.266713
"78",94.709999,94.779999,93.800003,94.43,14015000,92.289382
"79",94.110001,94.809998,93.620003,94.050003,15576500,91.917999
"80",94.110001,94.540001,92.720001,92.860001,14028600,90.754972
"81",92.389999,93.900002,92.059998,93.300003,13756500,91.185
"82",93.599998,94.110001,92.580002,93.919998,11563000,91.790941
"83",94.010002,95.330002,93.910004,94.519997,10595400,92.377338
"84",94.269997,95.190002,93.330002,93.370003,10787900,91.253413
"85",93.419998,94.830002,92.419998,94.610001,15583700,92.465302
"86",94.050003,94.489998,91.629997,91.82,17915600,89.738547
"87",92.440002,93.269997,90.900002,91.599998,18173100,89.523533
"88",91.32,92.529999,90.760002,90.839996,14451100,88.780759
"89",91.489998,92.230003,90.059998,90.550003,23120500,88.49734
"90",89,90.610001,86.910004,90.220001,24703500,88.174819
"91",88.580002,91.269997,88.18,90.599998,25212600,88.546202
"92",91.129997,92.25,90.5,91.209999,18189200,89.142374
"93",90.629997,91.889999,90.629997,91.769997,10821700,89.689677
"94",92.860001,94.029999,92.360001,93.650002,15757000,91.527065
"95",93.959999,94.589996,92.980003,93.129997,12733600,91.018848
"96",94.309998,94.980003,93.870003,94.110001,11345100,91.976636
"97",94.190002,94.529999,93.220001,94.489998,9734100,92.348019
"98",93.849998,93.849998,92.769997,93.709999,11387700,91.585702
"99",94.440002,95.199997,93.93,95.099998,12564100,92.944192
"100",95.419998,95.980003,93.620003,94.589996,12409100,92.445751
"101",93.870003,94.669998,93.220001,94.449997,9765400,92.308925
"102",94.989998,96.889999,94.309998,96.709999,17493700,94.517696
"103",96.559998,97.099998,94.800003,95.260002,13410000,93.100569
"104",94.5,94.889999,93.889999,94.519997,13498500,92.377338
"105",95.360001,95.769997,94.650002,95.07,12480000,92.914873
"106",95.18,96.419998,94.279999,96.260002,14731400,94.0779
"107",95.800003,97.160004,95.720001,96.589996,13233500,95.081969
"108",96.870003,97.099998,96.07,96.279999,9087600,94.776812
"109",95.779999,96.510002,95.610001,96.410004,7990000,94.904787
"110",95.900002,96.400002,95.110001,95.379997,11592800,93.890862
"111",94.959999,95.209999,93.830002,94.660004,12354900,93.182109
"112",94.870003,95.110001,94.650002,95.089996,9351100,93.605388
"113",94.849998,95.139999,94.190002,95.110001,8703900,93.62508
"114",95.080002,95.75,94.529999,94.870003,9263200,93.388829
"115",95.080002,95.739998,94.129997,95.610001,8331600,94.117274
"116",95.370003,95.900002,95.260002,95.82,8418600,94.323994
"117",97.199997,97.199997,96.099998,96.809998,12374200,95.298536
"118",96.339996,96.800003,95.25,95.720001,10170600,94.225557
"119",96.010002,96.029999,94.370003,94.779999,13747400,93.300231
"120",94.639999,95.129997,94.360001,94.480003,9822100,93.004919
"121",91.5,91.849998,90.110001,90.540001,19556700,89.12643
"122",90.360001,92.870003,90.279999,92.349998,27584200,90.908169
"123",92.32,94.669998,92.010002,94.190002,20805000,92.719446
"124",94.669998,95.330002,94,94.949997,16220400,93.467575
"125",94.129997,94.610001,93.07,94.370003,12868600,92.896636
"126",93.949997,94.589996,93.349998,93.82,11831900,92.35522
"127",92.900002,93.129997,91.370003,91.699997,15735900,90.268316
"128",91.230003,92.059998,90.760002,91.379997,15883800,89.953312
"129",90.720001,90.730003,88.199997,88.669998,22279400,87.285623
"130",88.860001,91.540001,88.849998,89.199997,21522200,87.807348
"131",88.709999,89,86.599998,86.599998,24568300,85.247942
"132",87.529999,88.599998,86.5,86.900002,21373600,85.543261
"133",86.379997,89.199997,86.190002,86.410004,26372400,85.060913
"134",87.239998,89.900002,87.150002,89.019997,23323000,87.630158
"135",90.370003,91.160004,88.400002,91.160004,22882700,89.736753
"136",90.209999,93.639999,89.610001,93.639999,38469000,92.17803
"137",92.959999,93.669998,92.449997,93.330002,17871800,91.872872
"138",93.519997,95.18,93.050003,94.589996,13706500,93.113195
"139",94.220001,94.25,92.980003,93.779999,6875700,92.315843
"140",93.989998,94.43,92.620003,93.209999,10581500,91.754743
"141",93.330002,93.860001,92.889999,93.07,9892100,91.616929
"142",92.769997,93.389999,92.510002,93.019997,8743400,91.567707
"143",92.419998,93.129997,92.059998,92.449997,11337200,91.006606
"144",92.25,93.050003,91.809998,92.830002,10220400,91.380678
"145",92.099998,92.400002,89.5,90.290001,18502400,88.880334
"146",90.239998,91.410004,89.019997,89.809998,16670700,88.407824
"147",90.650002,91.480003,90,90.720001,13590700,89.303621
"148",91.25,92.269997,91,92.230003,15487500,90.790048
"149",92.300003,92.779999,91.370003,92.099998,14488400,90.662072
"150",91.239998,91.339996,89.82,90.330002,15176300,88.91971
"151",90.879997,91.43,89.110001,90,17469000,88.59486
"152",88.949997,89.889999,87.260002,89.739998,23272100,88.338918
"153",89.739998,90.660004,88.510002,88.959999,18759600,87.571097
"154",88.980003,91.190002,88.980003,91.120003,17713100,89.697377
"155",91.139999,91.779999,90.379997,91.089996,16761000,89.667839
"156",91.739998,91.989998,91.010002,91.870003,14276400,90.435667
"157",92.309998,92.970001,91.32,92.870003,13559000,91.420055
"158",92.279999,92.480003,90.790001,90.889999,14706300,89.470965
"159",90.610001,91.940002,90.470001,91.760002,10672500,90.327384
"160",91.239998,91.599998,90.599998,90.949997,12301500,89.530025
"161",90.879997,90.93,87.82,87.949997,17829700,86.576863
"162",88.220001,88.260002,86.029999,87.580002,22683000,86.212645
"163",87.160004,88.419998,86.25,87.419998,22679900,86.055139
"164",87.849998,89.589996,87.5,89.580002,20306300,88.18142
"165",90.900002,92.330002,90.809998,92.25,21900900,90.809732
"166",91.639999,92.269997,90.510002,91.459999,19632200,90.032065
"167",92.389999,92.540001,91.699997,92.360001,12809000,90.918015
"168",92.099998,92.279999,90.959999,91.5,12185900,90.749412
"169",91.400002,92.290001,91.239998,91.559998,11360700,90.808917
"170",91.739998,91.739998,90.300003,91.010002,12952900,90.263434
"171",90.019997,90.830002,89.790001,90.599998,12240600,89.856793
"172",91.459999,92.660004,91.019997,92.370003,14843000,91.612278
"173",92.699997,93.449997,92.279999,93.370003,12061000,92.604075
"174",92.75,93.07,92.290001,93.050003,11758700,92.2867
"175",91.989998,91.989998,90.389999,91.010002,19177900,90.263434
"176",89.639999,90.419998,88.580002,89.440002,19350600,88.706313
"177",89.400002,89.940002,88.849998,89.919998,15959900,89.182371
"178",89.260002,89.550003,88.739998,89.010002,12771800,88.27984
"179",89.330002,89.779999,89.129997,89.419998,9990700,88.686473
"180",89.57,89.699997,89.080002,89.599998,9925700,88.864996
"181",89.129997,89.18,88.080002,88.650002,13984000,87.922792
"182",88.889999,89.279999,88.339996,88.540001,13090600,87.813694
"183",88.339996,88.519997,87.349998,88.040001,13793700,87.317796
"184",87.93,88.019997,87.129997,87.620003,13493800,86.901243
"185",87.959999,87.959999,86.93,87.18,13467600,86.46485
"186",87.07,87.190002,86.519997,86.739998,12527600,86.028457
"187",86.410004,86.599998,85.32,85.629997,16070500,84.927562
"188",86.120003,86.379997,85.120003,85.160004,14503800,84.461423
"189",84.82,85.529999,84.239998,84.260002,17195500,83.568805
"190",84.93,84.93,84,84.019997,13004700,83.330768
"191",84.43,84.720001,84.059998,84.220001,10792900,83.529132
"192",83.900002,84.18,82.68,83.870003,16799900,83.182005
"193",83.709999,84.860001,83.269997,84.760002,13516200,84.064703
"194",84.540001,84.849998,84.019997,84.080002,12979700,83.390281
"195",83.540001,86.370003,83.43,86.07,18745700,85.363955
"196",85.190002,85.5,84.330002,84.410004,12738500,83.717576
"197",84.669998,85.400002,84.389999,84.540001,36083500,83.846507
"198",85.019997,85.779999,85.010002,85.43,17450700,84.729205
"199",85.300003,85.779999,84.5,84.519997,10174300,83.826667
"200",85.050003,85.57,84.769997,84.860001,11934700,84.163881
"201",85.300003,85.57,84.089996,84.32,14400700,83.62831
"202",84.040001,84.050003,83.330002,83.580002,11579300,82.894383
"203",84.269997,85.82,84.25,85.629997,15653200,84.927562
"204",84.849998,85.339996,84.459999,85,13354000,84.302732
"205",85.699997,86,84.260002,84.459999,14522300,83.767161
"206",84.089996,84.940002,83.849998,84.300003,11297400,83.608478
"207",85.150002,85.639999,84.199997,85.129997,10916400,84.431663
"208",85.010002,86.169998,84.760002,85.75,11836100,85.04658
"209",85.800003,85.900002,84.019997,84.059998,16257100,83.370441
"210",84,84.730003,83.809998,84.650002,13281800,83.955605
"211",85.370003,86.040001,84.769997,85.559998,13372400,84.858136
"212",85.919998,86.25,85.239998,85.339996,9880500,84.63994
"213",85.599998,87.480003,85.529999,86.629997,15693800,85.919358
"214",87.139999,88.529999,87.139999,88.080002,15332800,87.357468
"215",87.879997,88.160004,87.110001,87.730003,9570800,87.010341
"216",87.139999,87.360001,86.160004,86.93,14430100,86.216901
"217",87.129997,88.099998,87.080002,87.239998,11593600,86.524355
"218",87.379997,87.620003,86.690002,86.879997,10100500,86.167308
"219",87.040001,87.800003,86.339996,87.459999,8663600,86.742552
"220",87.360001,88.379997,87.309998,87.540001,9866100,86.821897
"221",87.190002,87.360001,86.660004,86.970001,8405700,86.256573
"222",87.410004,87.599998,86.760002,87.010002,10534600,86.296246
"223",87.220001,87.860001,87.040001,87.800003,9633800,87.079767
"224",87.5,88.07,86.959999,87.870003,12534100,87.149192
"225",88.669998,88.669998,87.220001,87.370003,13947700,86.653294
"226",87.849998,88.949997,87.699997,88.849998,12257100,88.121149
"227",89.419998,89.879997,88.949997,89.110001,10343700,88.379018
"228",89.970001,90.089996,88.519997,88.610001,11895000,87.88312
"229",89.650002,89.959999,87.790001,88.190002,11273500,87.466567
"230",88,88.099998,86.919998,87.599998,9992500,86.881403
"231",88.470001,89.07,87.82,88.989998,11390300,88.26
"232",88.529999,88.57,86.650002,86.779999,11997800,86.779999
"233",86.889999,87.459999,86.419998,87.019997,9788900,87.019997
"234",87.279999,87.730003,86.400002,86.559998,8570100,86.559998
"235",86.93,87.339996,86.75,86.970001,8691000,86.970001
"236",86.800003,87.620003,86.599998,87.349998,8293200,87.349998
"237",87.309998,87.459999,86.779999,86.849998,6371000,86.849998
"238",86.470001,87.209999,86.209999,86.989998,9615400,86.989998
"239",87.389999,87.400002,86.910004,87.129997,7268800,87.129997
"240",87.279999,87.440002,86.959999,87.209999,8347300,87.209999
"241",86.989998,87.099998,86.5,86.519997,7498400,86.519997
"242",86.040001,86.370003,85.029999,85.349998,11266000,85.349998
"243",85.300003,85.889999,84.769997,85.110001,10771800,85.110001
"244",85.110001,85.57,84.82,85.110001,8025200,85.110001
"245",85.099998,85.580002,84.879997,85.199997,14612900,85.199997
"246",85.25,85.470001,84.800003,85.129997,8944200,85.129997
"247",85.120003,85.589996,84.910004,85.139999,9252400,85.139999
"248",85.230003,85.839996,84.860001,84.949997,8170100,84.949997
"249",84.699997,84.889999,83.779999,84.220001,12528800,84.220001
"250",84.129997,85,83.980003,84.279999,11252100,84.279999
"251",84.18,85.209999,83.93,84.849998,12219700,84.849998
"252",85.290001,85.43,84.489998,84.580002,7978100,84.580002
"253",85.839996,85.970001,85,85.209999,10132600,85.209999
