"","XOM.Open","XOM.High","XOM.Low","XOM.Close","XOM.Volume","XOM.Adjusted"
"1",101.480003,101.730003,101,101.459999,7917500,98.474034
"2",101.190002,102.330002,101,101.949997,10270300,98.949611
"3",102.459999,102.949997,101.57,101.660004,11421000,98.668153
"4",101.93,102.660004,101.629997,102.650002,8240300,99.629015
"5",102.57,103.25,102.169998,102.919998,8977600,99.891065
"6",102.580002,102.589996,101.449997,102.419998,9355400,99.40578
"7",102.57,102.949997,102.059998,102.730003,9575100,99.706662
"8",102.610001,102.839996,101.68,102.629997,11105600,99.609599
"9",103.279999,104.059998,102.940002,103.830002,17674400,100.774288
"10",104.110001,104.610001,103.879997,104.379997,8553700,101.308097
"11",104.18,104.470001,102.470001,102.730003,9708400,99.706662
"12",102.339996,102.620003,101.529999,102.139999,10714800,99.134022
"13",101.940002,102.379997,100.849998,102.029999,8424200,99.027259
"14",101.669998,101.790001,100.660004,101.209999,15147400,98.231392
"15",101.209999,101.269997,100.519997,100.68,9536500,97.716991
"16",101.150002,101.589996,100.790001,101.360001,8399600,98.376979
"17",101.150002,101.639999,101.040001,101.57,6954400,98.580797
"18",101.949997,103.269997,101.68,102.589996,6922600,99.570776
"19",102.330002,102.650002,102.019997,102.650002,7979600,99.629015
"20",102.330002,103.230003,102.169998,102.830002,9613600,99.803718
"21",102.959999,103.690002,102.809998,103.550003,7655300,100.502529
"22",102.879997,103.07,102.040001,102.57,8533700,99.551367
"23",102.400002,102.5,101.32,101.739998,7680800,98.745793
"24",102.169998,103.080002,102.160004,102.68,8253100,99.658131
"25",102.529999,102.599998,101.739998,102.389999,8755800,99.376665
"26",102.559998,103.790001,102.540001,103.769997,8870200,100.716049
"27",103.379997,103.889999,102.290001,102.309998,8145700,99.299017
"28",102.690002,102.959999,101.860001,102.730003,8208300,99.706662
"29",102.360001,103.190002,102.059998,103.080002,6632400,100.04636
"30",103.639999,104.190002,103.5,103.540001,7426300,100.492822
"31",103.639999,104.449997,103.529999,104.25,7007200,101.181925
"32",104.419998,104.720001,103.949997,104.279999,7943000,101.211041
"33",103.93,103.989998,102.959999,103.18,7775500,100.143416
"34",103.290001,104.519997,102.830002,104.370003,9197800,101.298396
"35",104.209999,104.760002,103.519997,103.550003,8055400,100.502529
"36",103.730003,104.150002,102.57,103.25,11072100,100.211355
"37",101.980003,101.980003,98.93,98.940002,18291800,96.028201
"38",98.620003,99.550003,98.18,98.800003,14915000,95.892322
"39",98.739998,100.43,98.309998,100.129997,12148200,97.183174
"40",99.480003,99.540001,97.779999,98.199997,13069400,95.309974
"41",98.199997,99.650002,98.199997,98.980003,9911300,96.067025
"42",99.769997,99.839996,97.629997,98.269997,10017100,95.377913
"43",98.809998,99.790001,98.32,99.739998,11199300,96.804653
"44",99.279999,99.419998,98.540001,98.730003,8589600,96.491909
"45",98.209999,98.690002,97.82,98.489998,9583700,96.257344
"46",98.82,99.309998,98.480003,99.089996,7649600,96.843741
"47",99.099998,99.279999,98.599998,99.089996,6547300,96.843741
"48",99.239998,99.43,98.139999,99.029999,9226900,96.785104
"49",99.279999,99.529999,99.099998,99.519997,7135400,97.263994
"50",99.5,99.949997,99.43,99.489998,8888100,97.234675
"51",99.550003,99.900002,99.040001,99.699997,6751800,97.439914
"52",99.800003,100.07,99.260002,99.279999,6826200,97.029437
"53",98.889999,98.980003,98.080002,98.5,8095000,96.267119
"54",98.809998,98.900002,98.5,98.75,7569800,96.511452
"55",99.120003,100.309998,99.019997,99.639999,8536500,97.381276
"56",99.779999,99.959999,99.089996,99.529999,5848700,97.273769
"57",99.040001,99.739998,99.010002,99.57,6072700,97.312863
"58",99.379997,99.669998,98.720001,99.459999,8873700,97.205356
"59",99.43,99.589996,97.809998,98.489998,8957100,96.257344
"60",98.860001,99.589996,98.860001,99.110001,8475100,96.863292
"61",99,99.449997,97.970001,98.360001,9662900,96.130294
"62",98.739998,99.300003,98.110001,99.260002,9476900,97.009893
"63",98.919998,98.919998,97.449997,97.769997,10080100,95.553664
"64",97.690002,98.029999,96.959999,97.389999,9756400,95.182281
"65",97.360001,97.529999,95.830002,96.809998,12113700,94.615427
"66",96.32,97.120003,95.82,97.029999,10181100,94.830441
"67",96.529999,96.589996,95.629997,95.779999,10270100,93.608777
"68",95.730003,96.400002,95.400002,96.290001,10689400,94.107218
"69",96.230003,98.050003,96.019997,97.43,11574100,95.221375
"70",97.910004,97.93,96.800003,97.080002,8774200,94.879311
"71",97.150002,97.32,96.480003,96.610001,8636600,94.419964
"72",97.080002,97.559998,96.870003,97.120003,18178100,94.918405
"73",96.900002,97,96.269997,96.540001,8816900,94.351551
"74",96.279999,97.160004,96.029999,96.029999,10300700,93.85311
