"","AVB.Open","AVB.High","AVB.Low","AVB.Close","AVB.Volume","AVB.Adjusted"
"57",152.419998,153.75,151.929993,152.649994,517500,148.12136
"58",153,154.490005,152.630005,154.100006,747200,149.528355
"59",154.350006,154.490005,153.139999,154.149994,510900,149.57686
"60",154.199997,154.539993,153.289993,154.309998,758100,149.732117
"61",154.110001,155.669998,153.740005,154.490005,535100,149.906784
"62",154.669998,155.960007,154.059998,155.860001,712600,151.236136
"63",156.149994,157.160004,156.130005,156.639999,787000,151.992995
"64",156.240005,156.470001,155.320007,155.830002,433300,151.207027
"65",152.5,153,148.789993,148.979996,2372300,144.560239
"66",148.990005,150.169998,148.429993,149.479996,1332500,145.045405
"67",149.289993,149.289993,144.100006,144.970001,1124900,140.669208
"68",144.699997,146.220001,143.360001,144.100006,946000,139.825023
"69",144.410004,145.839996,144.389999,145.410004,943000,141.096157
"70",145.910004,146.740005,145.059998,145.350006,994000,141.037939
"71",145.460007,146.119995,143.820007,144.25,1678900,139.970567
"72",144.940002,145.710007,144.070007,145,2732200,140.698317
"73",144.710007,145.309998,144.220001,145,1253300,140.698317
"74",145.039993,146.179993,144.339996,144.369995,917900,140.087002
"75",144.229996,145.470001,141.949997,142.050003,1409700,137.835837
"76",142.169998,142.580002,140.600006,140.940002,1068700,136.758766
"77",140.919998,141.419998,139.270004,141.029999,995700,137.981741
"78",140.389999,140.979996,139.399994,140.929993,747400,137.883896
"79",140.929993,141.600006,139.649994,140.970001,1382600,137.92304
"80",141.130005,142.619995,141,141.589996,1555700,138.529634
"81",141.149994,142.610001,141.149994,141.919998,1085600,138.852503
"82",142.380005,143.130005,141.550003,142.690002,856900,139.605865
"83",142.779999,143.850006,142.160004,142.910004,606900,139.821111
"84",142.75,143.839996,142.160004,142.229996,583400,139.155801
"85",142.360001,145.389999,142.360001,145.369995,902200,142.227931
"86",145.600006,147.580002,145.229996,145.910004,1000200,142.756268
"87",146.25,147.800003,146.229996,146.25,990600,143.088915
"88",146.190002,148.149994,146.190002,147.259995,1306600,144.07708
"89",147.860001,150.479996,147.339996,150.059998,1164300,146.816563
"90",149,150.919998,148.639999,149.710007,1303300,146.474137
"91",148.429993,149.770004,147,148.529999,780500,145.319634
"92",149.130005,149.380005,147.330002,149.369995,1045700,146.141474
"93",149.119995,150.440002,148.889999,150.350006,836500,147.100303
"94",150.910004,150.910004,149.270004,150.679993,971000,147.423157
"95",151.220001,151.880005,150.389999,151.289993,704900,148.019973
"96",151.899994,152.320007,151.039993,151.589996,903300,148.313492
"97",151.779999,152.490005,150.300003,151.229996,819200,147.961272
"98",151.410004,152.570007,151.139999,152.460007,893500,149.164697
"99",150.149994,152.389999,150,151.559998,985900,148.284141
"100",151.589996,152.820007,151.229996,152.399994,850300,149.105982
"101",151.720001,153.630005,151.380005,153.559998,541000,150.240913
"102",154.5,155.850006,153.559998,155.839996,1073200,152.471631
"103",156.139999,158.210007,155.899994,158.130005,939300,154.712143
"104",158.669998,159.75,157.160004,159.610001,805000,156.16015
"105",159.490005,159.490005,157.160004,158.110001,855400,154.692571
"106",158.320007,159.009995,156.889999,157.199997,620400,153.802236
"107",156.779999,158.259995,156.029999,157.300003,917400,153.900081
"108",157.149994,159.089996,156.949997,159.029999,585300,155.592684
"109",158.729996,158.770004,157.330002,158.220001,387300,154.800194
"110",158.080002,158.330002,156.399994,156.929993,594400,153.538068
"111",157.470001,158.639999,156.600006,158.350006,484900,154.927389
"112",158.360001,158.639999,156.419998,156.75,528800,153.361966
"113",156.809998,158.360001,156.440002,158.160004,452400,154.741493
"114",157.820007,158.580002,156.970001,158.25,521800,154.829544
"115",157.75,158.559998,156.699997,156.869995,408400,153.479367
"116",156.759995,157.199997,156.100006,157.199997,349900,153.802236
"117",157.639999,158.160004,157.009995,157.429993,849600,154.027261
"118",158.240005,158.429993,157.320007,157.649994,703600,154.242507
"119",157.490005,158.009995,156.979996,157.130005,1159800,153.733757
"120",157.860001,160.779999,157.860001,160.410004,862900,156.942861
"121",160.899994,162.550003,160.300003,160.789993,455600,157.314638
"122",160.820007,163.570007,160.320007,161.720001,702200,158.224544
"123",161.440002,162.470001,160.770004,162.160004,546300,158.655036
"124",162.169998,162.220001,160.5,161.580002,530900,158.087571
"125",161.919998,162.220001,161.139999,162.020004,600300,158.518063
"126",161.199997,161.270004,159.300003,160.619995,889300,157.148314
"127",161,163.470001,161,162.940002,694800,159.418176
"128",161.910004,164.449997,161.699997,163.190002,456500,159.662772
"129",162.869995,165.160004,162.869995,164.639999,640300,161.081429
"130",165,165.289993,163.669998,164.309998,686000,160.75856
"131",163.869995,166,162.839996,162.960007,751000,159.437748
"132",163.179993,164.419998,161.160004,161.979996,749400,158.478919
"133",162.160004,162.869995,159.639999,161.089996,1089500,157.608156
"134",162.100006,165.880005,161.940002,164.899994,918100,161.335804
"135",165.75,166.619995,164.990005,165.889999,942900,162.304411
"136",166.600006,166.669998,164.970001,165.600006,1650100,162.020686
"137",166.289993,169.320007,166.279999,169.199997,750300,165.542865
"138",169.630005,170.139999,167.360001,168.220001,1012500,164.584051
"139",167.910004,168.589996,166.470001,166.949997,292500,163.341497
"140",167.300003,167.789993,166.759995,167.440002,394900,163.820912
"141",166.240005,167.559998,165.460007,167.440002,605600,164.963755
"142",166.949997,167.910004,165.860001,166.160004,548700,163.702686
"143",166.759995,167.610001,163.199997,163.389999,552200,160.973647
"144",164.059998,166.470001,163.809998,165.809998,565800,163.357856
"145",165.660004,166.979996,165.130005,166.929993,1130700,164.461287
"146",167.570007,169.830002,166.949997,169.199997,983500,166.697721
"147",170.380005,171.509995,169,171.160004,815700,168.628741
"148",171.160004,173.119995,170.410004,172.75,785400,170.195223
"149",173.130005,174.440002,171.350006,173.279999,603300,170.717384
"150",174.990005,175.649994,173.960007,174.779999,736800,172.195201
"151",175.190002,176.039993,173.699997,174.600006,626900,172.01787
"152",174.5,176.880005,173.570007,176.850006,677100,174.234595
"153",177.059998,177.889999,176.490005,177.5,603900,174.874976
"154",177.860001,179.470001,176.490005,179.080002,634000,176.431612
"155",180.210007,180.669998,175.229996,175.570007,938600,172.973526
"156",175.759995,177.220001,174.440002,176.940002,614700,174.32326
"157",177.199997,179.559998,176.550003,178.960007,670200,176.313391
"158",179.389999,179.830002,178.339996,178.899994,559800,176.254266
"159",178.639999,180.330002,178.100006,180.270004,527900,177.604015
"160",180.039993,181.320007,178.929993,179.460007,626000,176.805997
"161",179.899994,180.889999,177.149994,177.550003,1655000,174.92424
"162",176.850006,178.789993,174.339996,174.899994,1107200,172.313421
"163",174,175.889999,172.690002,172.990005,1172800,170.431679
"164",172.869995,172.899994,169.660004,172.649994,1034900,170.096696
"165",173,173.809998,170.639999,173.679993,786100,171.111463
"166",173.600006,174.369995,171.929993,173.339996,687700,170.776494
"167",173.800003,175.449997,173.169998,175,767200,172.411948
"168",174.550003,175,168.410004,169.160004,1083800,166.658319
"169",169.240005,170.380005,168.160004,168.440002,1074700,165.948966
"170",169.179993,170.320007,167.410004,170.080002,1911100,167.564711
"171",170.529999,172.199997,169.160004,170.440002,887400,167.919388
"172",170.940002,173.429993,169.979996,173.389999,853900,170.825758
"173",172.910004,173.119995,169.960007,170.820007,586800,168.293773
"174",170.350006,172.210007,169.979996,170.740005,637300,168.214954
"175",170.75,173.369995,169.380005,173.199997,881700,170.638565
"176",173.199997,173.199997,168.770004,169.029999,1113800,166.530237
"177",168.800003,171.100006,168.130005,171,867700,168.471104
"178",171.699997,173.460007,171.070007,173.460007,791300,170.89473
"179",172.649994,172.720001,168.070007,168.899994,1102300,166.402155
"180",168.809998,170.779999,167.880005,167.979996,695500,165.495762
"181",168.020004,168.169998,165.949997,166.229996,772800,163.771643
"182",166.610001,168.339996,165.669998,168.339996,1067800,165.850439
"183",168.419998,171.389999,168.369995,169.660004,671300,167.150925
"184",168.649994,169.490005,167.300003,168.820007,471200,166.323351
"185",168.550003,169.529999,167.460007,168.139999,988800,165.653399
"186",168.710007,171.330002,168.559998,169.929993,696400,167.416921
"187",167.860001,167.860001,163.839996,164.639999,1311600,162.20516
"188",165.649994,166.889999,165.529999,166.470001,988900,164.008099
"189",166.449997,168.149994,166.309998,166.839996,864900,164.372622
"190",166.630005,168.550003,166.479996,167.289993,814500,164.815964
"191",168.110001,171.610001,168.110001,171.220001,949600,168.687852
"192",171.539993,172.350006,170.289993,170.679993,707800,168.155829
"193",171.600006,174.110001,171.330002,173.619995,1051400,171.052352
"194",173.089996,174.160004,172.339996,172.860001,452400,170.303597
"195",173,176.179993,171.729996,175.660004,1126900,173.062191
"196",175,176.860001,173.440002,174.789993,952100,172.205047
"197",175.559998,180.080002,175.559998,179.830002,1304200,177.17052
"198",180.160004,181.539993,179,180.880005,1442900,178.204995
"199",180.960007,181.690002,179.279999,180.289993,901800,177.623709
"200",180.289993,181.470001,176.729996,176.880005,933200,174.26415
"201",176.779999,177.690002,175.059998,175.960007,642000,173.357758
"202",174.529999,175.770004,173.220001,174.119995,582700,172.772313
"203",174.899994,176.429993,174.160004,176.149994,522000,174.7866
"204",175.520004,176.669998,174.089996,174.25,1171100,172.901312
"205",174.399994,174.990005,172.529999,172.910004,606400,171.571687
"206",173.270004,175.470001,172.699997,174.740005,655600,173.387525
"207",174.979996,176.429993,174.550003,175.809998,531300,174.449235
"208",175.350006,175.669998,172.529999,172.589996,732700,171.254156
"209",173.220001,174.259995,172.839996,173.880005,587000,172.53418
"210",173.270004,173.429993,168.520004,169.229996,865700,167.920162
"211",170.089996,171.320007,168.210007,168.309998,658100,167.007285
"212",168.309998,169.259995,167.720001,167.720001,481500,166.421855
"213",168.110001,170.410004,168.110001,169.529999,419800,168.217843
"214",169.100006,169.679993,167.460007,168,693900,166.699687
"215",167.449997,169.960007,166.970001,169.039993,420300,167.73163
"216",168.5,169.490005,167.25,168.309998,694100,167.007285
"217",168.360001,169.350006,167.630005,168.25,408600,166.947752
"218",168.630005,169.850006,168.630005,169.050003,494900,167.741563
"219",168.850006,171.350006,168.360001,170.639999,425700,169.319252
"220",170.630005,171.809998,170.190002,171.229996,391400,169.904682
"221",171.160004,172.529999,170.899994,171.270004,397200,169.944381
"222",171.899994,173.119995,171.369995,171.550003,873200,170.222213
"223",171.479996,172.759995,169.25,171.190002,873000,169.864998
"224",169.720001,171.130005,166.320007,167.75,953100,166.451622
"225",166.919998,168.399994,163.440002,164.339996,1274400,163.068011
"226",165.419998,168.460007,165.089996,167.630005,760100,166.332555
"227",168.660004,170.610001,168.270004,168.960007,840300,167.652263
"228",168.410004,168.479996,163.350006,163.699997,760000,162.432965
"229",163.809998,165.190002,162.779999,163.429993,836200,162.165051
"230",163.729996,167.350006,163.729996,165.979996,687500,164.695317
"231",169.039993,170.399994,167.970001,168.509995,598900,167.205734
"232",167.649994,168.580002,164.309998,164.570007,508500,163.296242
"233",163.529999,166.679993,162.419998,165.25,699500,163.970971
"234",165.710007,167.600006,163.460007,164.089996,739500,162.819946
"235",164.75,167.279999,164.100006,167.190002,512500,165.895958
"236",167.789993,169.25,167.229996,168.449997,567500,167.146201
"237",167.850006,169.029999,167.270004,167.839996,731400,166.540921
"238",167.279999,168.600006,166.440002,167.619995,317000,166.322623
"239",168.020004,168.619995,166.970001,167.460007,559600,166.163873
"240",167.460007,167.949997,165.240005,165.600006,575600,164.318268
"241",165.729996,167.259995,164.710007,166.240005,392800,164.953314
"242",165.940002,166.080002,164.139999,164.830002,615000,163.554224
"243",165.550003,167.889999,165.119995,167.440002,449000,166.144023
"244",167.429993,168.190002,167.029999,167.779999,436100,166.481388
"245",168.089996,168.729996,165.520004,166.5,1556100,165.211296
"246",166.800003,168.630005,165.949997,168.289993,673700,166.987435
"247",167.610001,167.880005,165.029999,165.350006,482500,164.070203
"248",165.25,165.320007,160.910004,161.399994,728000,160.150764
"249",159.460007,162.089996,159.460007,161.009995,525200,159.763783
"250",159.679993,162.470001,158.720001,161.050003,864000,159.803482
"251",161.199997,161.990005,160.070007,160.949997,989500,159.70425
"252",160.779999,161.880005,159.820007,160.649994,677300,159.406569
"253",160.389999,162.729996,159.389999,161.339996,503600,160.091231
