"","FFIV.Open","FFIV.High","FFIV.Low","FFIV.Close","FFIV.Volume","FFIV.Adjusted"
"142",133.009995,134.419998,132.619995,132.710007,439600,132.710007
"143",133.130005,133.619995,130.369995,130.470001,432200,130.470001
"144",131.720001,132.399994,128.440002,130.330002,496300,130.330002
"145",132.190002,132.990005,128.970001,129.759995,1355100,129.759995
"146",128,129.470001,126.690002,126.730003,958500,126.730003
"147",127.550003,129.429993,127.260002,128.350006,666000,128.350006
"148",129.800003,131.070007,128.729996,129.649994,1092000,129.649994
"149",129.820007,130.550003,128.309998,129.889999,722500,129.889999
"150",130.449997,130.449997,127.379997,127.919998,665300,127.919998
"151",128.669998,132.220001,127.489998,128.669998,848500,128.669998
"152",125.059998,126.050003,122.110001,125.599998,1375200,125.599998
"153",126.599998,127.669998,124.110001,124.220001,869900,124.220001
"154",124.459999,126.449997,123.970001,126.290001,790700,126.290001
"155",127.260002,127.300003,125.199997,126.25,1017400,126.25
"156",126.75,127.669998,125.120003,125.949997,3366800,125.949997
"157",108.650002,114.620003,108.599998,113.400002,9268900,113.400002
"158",113.150002,115.300003,112.5,114.849998,2103100,114.849998
"159",114.550003,114.870003,111.849998,114.300003,1497200,114.300003
"160",112.699997,114.629997,112.050003,113.190002,1201000,113.190002
"161",114.669998,115.139999,112.839996,112.839996,1895200,112.839996
"162",112.57,114.489998,111.620003,113.980003,1348200,113.980003
"163",113.230003,114.730003,111.379997,111.620003,1073600,111.620003
"164",110.290001,112.900002,110.099998,112.610001,1310400,112.610001
"165",112.610001,113.550003,110.839996,112.349998,1004200,112.349998
"166",112.18,112.620003,109.720001,110.099998,1627100,110.099998
"167",110.040001,111.220001,109.190002,111.080002,1351800,111.080002
"168",111.239998,112.800003,110.589996,111.989998,1085300,111.989998
"169",111.779999,112.489998,110.349998,110.449997,831500,110.449997
"170",111.199997,113.309998,110.529999,112.860001,1150500,112.860001
"171",113.120003,114.559998,112.440002,113.769997,1100700,113.769997
"172",114.709999,115.779999,114.040001,115.269997,1050800,115.269997
"173",115.5,116.82,114.720001,116.639999,778400,116.639999
"174",116.870003,117.599998,115.050003,116.43,894600,116.43
"175",116.440002,118.080002,115.889999,117.620003,892100,117.620003
"176",117.209999,118.839996,116.370003,118.32,671300,118.32
"177",117.949997,119.82,117.18,119.360001,739800,119.360001
"178",119.82,119.82,117.849998,118.529999,671300,118.529999
"179",118.529999,119.730003,118,119.599998,741900,119.599998
"180",119.389999,120.660004,118.239998,118.830002,919300,118.830002
"181",119.190002,120.370003,118.199997,119.040001,662600,119.040001
"182",119.220001,120.059998,118.019997,118.120003,664500,118.120003
"183",118.559998,119.559998,117.419998,119.559998,651100,119.559998
"184",119.309998,119.309998,117.699997,119.010002,1052100,119.010002
"185",119.279999,119.550003,118.5,119.239998,761400,119.239998
"186",119.730003,119.970001,118.980003,119.220001,843800,119.220001
"187",118.800003,119.68,117.620003,117.959999,1074000,117.959999
"188",115.559998,115.830002,112.959999,114.830002,1841200,114.830002
"189",113.900002,114.230003,112.290001,112.290001,1111000,112.290001
"190",112.589996,113.370003,111.75,112.900002,818500,112.900002
"191",113.760002,113.760002,111.900002,113.040001,1014900,113.040001
"192",113.239998,113.239998,111.419998,112.360001,1007500,112.360001
"193",113.309998,113.970001,112.440002,113.269997,983800,113.269997
"194",112.589996,113.239998,111.980003,112.589996,566200,112.589996
"195",112.349998,114.849998,111.540001,114.269997,853400,114.269997
"196",114.800003,116.160004,114.5,114.559998,1034900,114.559998
"197",115.18,116.489998,114.540001,116.349998,1587800,116.349998
"198",116.690002,116.879997,115.260002,115.419998,897000,115.419998
"199",115.699997,116.050003,114.370003,115.019997,1127400,115.019997
"200",114.93,115.550003,112.889999,112.900002,1246200,112.900002
"201",112.07,112.919998,111.07,112.230003,830900,112.230003
"202",112.720001,114.199997,112.010002,113.870003,700200,113.870003
"203",114.129997,115.389999,113.220001,115.260002,714500,115.260002
"204",114.879997,115.459999,114.110001,114.940002,759700,114.940002
"205",114.610001,114.860001,113.5,114.309998,892100,114.309998
"206",114.209999,114.75,113.410004,113.709999,699400,113.709999
"207",113.010002,113.410004,111.330002,111.739998,1437000,111.739998
"208",112.080002,113.879997,111.809998,113.120003,1108700,113.120003
"209",112.93,114.410004,112.580002,113.43,1223400,113.43
"210",113.860001,116.82,113.300003,116.089996,1244600,116.089996
"211",114.889999,116.010002,113.519997,113.82,1932800,113.82
"212",113.949997,115.790001,113.459999,113.639999,1100700,113.639999
"213",113.440002,114.550003,113.239998,113.339996,901600,113.339996
"214",113.82,117.57,113.470001,117.110001,1422000,117.110001
"215",116.839996,118.669998,116.419998,118.089996,834900,118.089996
"216",117.120003,117.589996,115.419998,116.220001,2991900,116.220001
"217",116.970001,117.669998,115.830002,117.43,1371600,117.43
"218",118.25,119.239998,118.040001,118.93,1113900,118.93
"219",119.43,120.529999,118.559998,120.419998,1742300,120.419998
"220",117.709999,125.779999,117.510002,122.400002,3332500,122.400002
"221",123.919998,123.919998,120.489998,123.18,1615700,123.18
"222",123.419998,124.139999,122.970001,123.470001,1040400,123.470001
"223",123.370003,126.18,122.5,125.589996,1296000,125.589996
"224",125.470001,125.849998,123.220001,123.75,1326600,123.75
"225",123.330002,123.650002,121.610001,122.019997,1062600,122.019997
"226",122.279999,123.900002,121.809998,123.370003,845400,123.370003
"227",121.800003,124.620003,121.599998,124.410004,862900,124.410004
"228",123.739998,123.980003,121.519997,121.959999,810600,121.959999
"229",122.769997,123.370003,121.279999,122.980003,888600,122.980003
"230",123.360001,124.889999,122.010002,124.43,782600,124.43
"231",125,126.5,124.699997,126.050003,752000,126.050003
"232",126.209999,126.599998,125.330002,126.279999,887000,126.279999
"233",125.419998,125.540001,124.110001,125.029999,639500,125.029999
"234",124.980003,126.720001,124.830002,126.239998,848900,126.239998
"235",127,127.68,125.959999,127.599998,791300,127.599998
"236",127.839996,128.080002,126.870003,127.790001,580600,127.790001
"237",127.139999,127.699997,125.529999,127.349998,670600,127.349998
"238",127.760002,127.989998,126.580002,126.93,566600,126.93
"239",127.129997,127.389999,126.419998,126.959999,622600,126.959999
"240",126.769997,127.379997,126.260002,126.900002,622900,126.900002
"241",126.650002,127.120003,126.199997,126.769997,388200,126.769997
"242",126.919998,126.919998,124.790001,126.080002,804200,126.080002
"243",126.529999,126.529999,125.160004,125.959999,897100,125.959999
"244",126.129997,126.970001,125.559998,126.830002,852900,126.830002
"245",126.449997,126.769997,125.059998,125.690002,1033900,125.690002
"246",124.400002,125.779999,123.540001,125.110001,869100,125.110001
"247",125.080002,126.699997,123.709999,125.260002,1238500,125.260002
"248",124.879997,126.760002,124.550003,126.25,811900,126.25
"249",125.629997,126.809998,124.43,124.580002,1955300,124.580002
"250",124.68,124.739998,123.709999,124.519997,800800,124.519997
"251",124.510002,125.43,124.050003,124.849998,703000,124.849998
"252",124.959999,125.050003,123.669998,124.690002,583500,124.690002
"253",125.370003,127.129997,124.849998,126.93,569500,126.93
