"","FFIV.Open","FFIV.High","FFIV.Low","FFIV.Close","FFIV.Volume","FFIV.Adjusted"
"1",111.550003,112.830002,111.089996,112.589996,780500,112.589996
"2",111.959999,113.389999,111.849998,112.370003,529900,112.370003
"3",112.190002,112.639999,111,111.540001,618800,111.540001
"4",111.629997,112.540001,111.040001,112.300003,599400,112.300003
"5",111.760002,113.800003,111.75,113.360001,787900,113.360001
"6",112.989998,114.139999,112.809998,113.559998,484400,113.559998
"7",113.18,113.720001,110.849998,112.540001,1125000,112.540001
"8",112.970001,113.260002,109.25,109.519997,1488600,109.519997
"9",109.089996,109.360001,108.169998,108.809998,1666700,108.809998
"10",109.050003,109.260002,108.5,108.809998,766900,108.809998
"11",108.900002,110.830002,108.639999,109.459999,1207100,109.459999
"12",108.940002,109.830002,108.370003,108.889999,749500,108.889999
"13",109.099998,109.529999,106.57,107.160004,1105200,107.160004
"14",107.489998,111.25,107.330002,111.110001,2000500,111.110001
"15",110.93,112.480003,110.660004,111.440002,851800,111.440002
"16",112,112.919998,111.449997,112.190002,646700,112.190002
"17",111.949997,112.709999,111.160004,111.510002,631800,111.510002
"18",111.790001,112.629997,111.589996,112.360001,295800,112.360001
"19",111.360001,114.580002,111.290001,112.239998,820400,112.239998
"20",111.940002,112.220001,108.199997,109.160004,1422000,109.160004
"21",110,112.68,109.660004,111.75,835100,111.75
"22",109.599998,112.169998,109.199997,111.290001,749600,111.290001
"23",110.860001,112.059998,109.739998,110.199997,1241900,110.199997
"24",109.489998,112.809998,109.209999,109.839996,1183400,109.839996
"25",111.059998,111.900002,109.57,110.720001,1661700,110.720001
"26",111.57,111.980003,109.43,109.690002,979300,109.690002
"27",109.269997,111.18,109.089996,109.419998,795200,109.419998
"28",109.809998,110.779999,109.309998,110.190002,872400,110.190002
"29",110.089996,110.519997,108.800003,109.199997,925200,109.199997
"30",109.919998,112.650002,109.209999,112.120003,928100,112.120003
"31",110.510002,112.029999,110.309998,110.809998,1464600,110.809998
"32",112.5,117.769997,112.32,113.230003,4458700,113.230003
"33",113.080002,113.370003,112.18,112.410004,980700,112.410004
"34",112.169998,114.139999,108.029999,113.309998,885700,113.309998
"35",113.440002,114.970001,113.309998,114.290001,1072500,114.290001
"36",114.940002,116.110001,114.580002,115.669998,1129200,115.669998
"37",114.860001,114.860001,112.470001,112.589996,1365400,112.589996
"38",109.010002,113.370003,109.010002,112.199997,1126600,112.199997
"39",111.199997,112.959999,111.169998,112.379997,936700,112.379997
"40",111.779999,114.309998,111.5,113.760002,1048000,113.760002
"41",114.199997,115.18,113.019997,114.029999,808600,114.029999
"42",114.5,114.5,112.339996,112.480003,738700,112.480003
"43",112.290001,114.730003,111.010002,114.330002,826500,114.330002
"44",114.900002,117.739998,114.849998,116.760002,1537500,116.760002
"45",116.800003,116.93,113.089996,113.660004,1176500,113.660004
"46",114.440002,115.360001,113.830002,115.07,496600,115.07
"47",115.32,115.32,113.980003,114.68,570000,114.68
"48",115.449997,115.860001,113.099998,114.010002,747200,114.010002
"49",114.949997,117.309998,114.720001,116.57,689100,116.57
"50",116.669998,120.580002,116.599998,120.019997,1562700,120.019997
"51",121.449997,123.25,119.620003,122.57,2911800,122.57
"52",123.589996,123.589996,121.620003,122.089996,913800,122.089996
"53",122.449997,122.620003,121.010002,121.639999,672300,121.639999
"54",122.269997,123,121.050003,121.550003,672600,121.550003
"55",121.989998,124.370003,121.709999,123.860001,916500,123.860001
"56",124.360001,124.800003,123.379997,123.660004,482600,123.660004
"57",123.290001,124.309998,122.400002,123.660004,803300,123.660004
"58",124.220001,124.550003,123.209999,124.190002,528500,124.190002
"59",124.5,125.989998,124.209999,125.730003,653900,125.730003
"60",125.730003,126.099998,123.790001,123.910004,741200,123.910004
"61",123.889999,124.419998,122.860001,123,676700,123
"62",122.940002,124.370003,122.790001,123.709999,618300,123.709999
"63",123.559998,124.889999,123.370003,123.830002,721400,123.830002
"64",123.419998,124.82,122.910004,123.029999,871700,123.029999
"65",123.660004,125.239998,122.309998,125.190002,819300,125.190002
"66",125.43,127.040001,125.220001,126.120003,923400,126.120003
"67",125.699997,125.980003,124.309998,125.080002,786300,125.080002
"68",126.120003,126.720001,123.690002,123.870003,718800,123.870003
"69",123.220001,126.150002,123.209999,125.82,616600,125.82
"70",125.690002,126.889999,124.970001,125.440002,708100,125.440002
"71",126.129997,127.82,125.610001,127.639999,838600,127.639999
"72",128.25,128.300003,124.32,124.839996,1544900,124.839996
"73",124.239998,124.720001,121.620003,122.199997,876000,122.199997
"74",121.580002,122.089996,120.470001,120.519997,1039800,120.519997
"75",120.699997,122.120003,120.360001,122.080002,764700,122.080002
"76",122.269997,122.449997,119.059998,119.709999,564700,119.709999
"77",120.080002,121.510002,120.080002,121.040001,574200,121.040001
"78",118.379997,119.589996,117.599998,119.160004,755400,119.160004
"79",119.400002,120.040001,118.129997,118.739998,713900,118.739998
"80",118.5,118.639999,116.300003,117.080002,1036000,117.080002
"81",117.019997,119.209999,116.489998,118.709999,745500,118.709999
"82",121,123.550003,120.779999,122.650002,1085500,122.650002
"83",122.709999,123.379997,121.440002,122.160004,732000,122.160004
"84",120.949997,120.949997,117.790001,117.910004,1033700,117.910004
"85",117.760002,119.330002,114.529999,119.029999,1155600,119.029999
"86",118.120003,118.889999,114.68,115.309998,1489500,115.309998
"87",113.470001,113.550003,106.860001,107.110001,2759400,107.110001
"88",107.220001,112.360001,106.82,109.110001,2041900,109.110001
"89",112.760002,112.760002,108.290001,109.82,1188600,109.82
"90",107.739998,111.940002,107.220001,110.300003,1138500,110.300003
"91",108,110.080002,107.5,109.739998,924100,109.739998
"92",111.25,114.519997,110.800003,113.699997,1091900,113.699997
"93",113.019997,113.309998,110.75,112.879997,1113200,112.879997
"94",113.459999,116.889999,112.970001,116.610001,815400,116.610001
"95",116.300003,116.959999,112.669998,112.739998,977300,112.739998
"96",114.5,115.809998,113.720001,114.57,880800,114.57
"97",114.75,115.620003,113.370003,114.900002,876200,114.900002
"98",114.830002,116.050003,113.529999,115.589996,790100,115.589996
"99",116.57,120.489998,115.529999,120.25,911600,120.25
"100",119.410004,119.959999,115.68,117.120003,2188600,117.120003
"101",123,123.830002,120.010002,121.779999,3487100,121.779999
"102",123.889999,124,122.010002,122.980003,1356700,122.980003
"103",122,125.440002,122,124.370003,1312600,124.370003
"104",124.879997,126.650002,124.400002,125.639999,1386300,125.639999
"105",126.650002,126.650002,124.580002,125.419998,968200,125.419998
"106",125.660004,126.349998,125.010002,125.209999,883800,125.209999
"107",125.220001,126.690002,124.199997,126.660004,907100,126.660004
"108",126.660004,127.150002,124.25,126.589996,816200,126.589996
"109",127.120003,127.709999,125.849998,126.57,697600,126.57
"110",125.639999,126.290001,124.629997,125.760002,725600,125.760002
"111",126.029999,126.519997,125.230003,126.150002,639600,126.150002
"112",126.5,128.929993,124.760002,128.880005,1315100,128.880005
"113",128.830002,128.830002,126.489998,127.860001,910900,127.860001
"114",127.919998,128.850006,127.510002,127.839996,622700,127.839996
"115",128.110001,128.149994,126.080002,126.389999,644600,126.389999
"116",126.410004,127.989998,124.599998,127.970001,902400,127.970001
"117",129.490005,129.729996,127.940002,128.729996,1158800,128.729996
"118",129.130005,130.339996,128.470001,130.210007,664400,130.210007
"119",130.300003,130.860001,129.169998,130.169998,852000,130.169998
"120",130.210007,130.639999,128.649994,129.089996,763400,129.089996
"121",129.449997,130.580002,128.529999,129.190002,502100,129.190002
"122",129.610001,129.610001,126.830002,128.070007,786600,128.070007
"123",127.510002,129.25,126.470001,128.729996,534300,128.729996
"124",127.760002,131.389999,127.760002,130.949997,823400,130.949997
"125",130.919998,132.580002,130.479996,132.309998,717800,132.309998
"126",132.309998,133.259995,131.690002,133.259995,670800,133.259995
"127",133,133.229996,130.539993,131.289993,764100,131.289993
"128",130.369995,132.360001,128.580002,132.210007,620100,132.210007
"129",132.25,133.699997,130.470001,130.710007,786500,130.710007
"130",131.699997,133.699997,131.699997,132.380005,658800,132.380005
"131",130.910004,131.960007,130.070007,130.539993,793900,130.539993
"132",130.770004,131.270004,128.410004,130.259995,953300,130.259995
"133",130.619995,131.5,128.179993,128.270004,679700,128.270004
"134",128.5,130.389999,127.480003,129.949997,612100,129.949997
"135",132.559998,132.850006,130.779999,132.839996,596500,132.839996
"136",133.399994,135,132.179993,132.75,3759400,132.75
"137",132.940002,133.429993,132.259995,132.970001,772900,132.970001
"138",133.820007,134.979996,132.429993,133.940002,523600,133.940002
"139",133.960007,136.110001,133.759995,135.110001,273200,135.110001
"140",135.690002,135.979996,133.460007,133.660004,352700,133.660004
"141",133.320007,134.479996,132.860001,133.820007,379900,133.820007
