"","TMO.Open","TMO.High","TMO.Low","TMO.Close","TMO.Volume","TMO.Adjusted"
"97",116.190002,118.489998,116.050003,117.900002,1865100,117.487515
"98",117.830002,118.129997,117.120003,118,1600500,117.587164
"99",118.419998,118.75,117.839996,118.339996,1861100,117.92597
"100",118.449997,118.620003,115.139999,116.089996,3192400,115.683842
"101",115.900002,116.879997,115.620003,116.589996,1835400,116.182093
"102",118.410004,118.580002,117.059998,117.57,2206500,117.158668
"103",116.82,119.059998,116.82,118.400002,1883900,117.985766
"104",118.480003,118.760002,117.610001,118.32,1469000,117.906044
"105",119,119.18,117.919998,118.550003,2543300,118.135242
"106",118.809998,119.150002,118.360001,118.910004,1260900,118.493983
"107",118.860001,118.860001,116.129997,116.599998,2131600,116.19206
"108",116.419998,117.209999,115.610001,116.849998,1306700,116.441185
"109",116.690002,118.639999,116.330002,118.300003,1948000,117.886117
"110",117.919998,118.699997,117.629997,118.510002,1483400,118.095381
"111",118.669998,118.849998,117.860001,118.239998,1207600,117.826322
"112",117.93,118.860001,117.839996,118.75,1522300,118.33454
"113",118.260002,118.75,117.889999,118.43,1308800,118.015659
"114",118.43,120.879997,118.309998,120.5,2126300,120.078417
"115",120.839996,125.32,119.900002,124.669998,4289700,124.233826
"116",123.709999,126.330002,123.029999,124.580002,2538600,124.144145
"117",125.360001,127.040001,125.360001,126.540001,2497500,126.097286
"118",125.879997,127.870003,125.879997,127.410004,2150900,126.964245
"119",127.760002,129.690002,127.220001,127.879997,1855700,127.432595
"120",127.900002,128.740005,127.470001,128.660004,1275500,128.209872
"121",128.710007,129.770004,128.710007,129.289993,825600,128.837658
"122",129.339996,129.339996,127.93,127.959999,1444600,127.512316
"123",128.190002,129.009995,126.75,128.800003,1320100,128.349382
"124",128.699997,129.369995,128.470001,128.919998,1178300,128.468957
"125",128.75,129.220001,127.760002,128.389999,1098800,127.940812
"126",128.330002,129.020004,128.029999,128.539993,1113100,128.090281
"127",128.089996,129.039993,127.709999,128.490005,1380600,128.040469
"128",127.110001,128.360001,126.040001,128.289993,1106400,127.841156
"129",128.220001,129.050003,127.190002,127.330002,1783400,126.884523
"130",127.339996,128.940002,126.43,126.720001,1388700,126.425589
"131",125.849998,126.760002,124.970001,124.989998,1108800,124.699605
"132",125.419998,126.139999,122.889999,123.730003,1635700,123.442538
"133",123.419998,125.379997,121.5,121.550003,1530900,121.267602
"134",122.300003,124.870003,121.150002,124.769997,1886600,124.480115
"135",125.860001,127.540001,125.199997,127.519997,1736500,127.223726
"136",127.160004,129.289993,127.07,128.449997,3121000,128.151565
"137",128.639999,129.399994,127.769997,128.929993,1153900,128.630446
"138",129.360001,129.479996,126.629997,126.660004,1336100,126.365731
"139",126.989998,127.949997,126.68,126.790001,665500,126.495426
"140",127.010002,128.259995,126.82,127.669998,634300,127.373379
"141",127.169998,127.5,126.019997,126.860001,825500,126.565263
"142",126.720001,127.260002,126.510002,126.610001,631800,126.315844
"143",127.230003,127.839996,125.260002,125.290001,1045900,124.998911
"144",126.300003,128.490005,126.160004,128.119995,2034700,127.82233
"145",127.309998,129.139999,126.150002,126.360001,2430300,126.066425
"146",126.360001,128.190002,124.540001,125.18,2519300,124.889166
"147",126.559998,128.970001,125.940002,128.929993,2098300,128.630446
"148",129.460007,131.059998,129.460007,130.270004,2515800,129.967344
"149",130.759995,131.119995,129.330002,129.75,1910500,129.448548
"150",130.110001,130.619995,128.300003,128.5,1807500,128.201452
"151",129.559998,130.309998,127.110001,128.339996,2090800,128.04182
"152",126.949997,127.370003,125.089996,126.199997,2851500,125.906793
"153",126.199997,126.550003,124.110001,124.129997,2722700,123.841602
"154",123.709999,125.510002,123.290001,125.290001,2034100,124.998911
"155",126,126.5,124.089996,125.239998,2270100,124.949024
"156",125.019997,126.360001,124.870003,125.360001,1366700,125.068748
"157",126.349998,127.57,125.379997,127,2953800,126.704937
"158",126.769997,127.07,124.760002,124.870003,1993800,124.579889
"159",124.559998,125.769997,123.269997,125.639999,2032800,125.348096
"160",124.160004,125.849998,124.120003,124.879997,1894300,124.58986
"161",125.699997,125.879997,124,124.339996,2401800,124.051114
"162",123.360001,128.729996,121.540001,127.959999,4903000,127.662706
"163",126.809998,127.620003,125.010002,125.209999,3513100,124.919095
"164",125.489998,125.910004,123.199997,125.889999,1835600,125.597515
"165",126.43,127.470001,125.379997,127.330002,1797000,127.034172
"166",126.849998,128.029999,126.029999,126.349998,1531100,126.056446
"167",126.760002,127.489998,125.870003,127.040001,1472800,126.744845
"168",127,127.239998,124.32,124.800003,1544200,124.510052
"169",123.860001,124.75,122.93,123.400002,1357200,123.113303
"170",124.080002,125.160004,123.629997,125.029999,1232300,124.739513
"171",125.269997,126.190002,124.860001,125.419998,1313700,125.128606
"172",126.760002,127.080002,125.599998,126.830002,1370700,126.535334
"173",126.809998,127.709999,125.660004,127.610001,1543600,127.313521
"174",127.019997,128.169998,126.190002,128.029999,1381400,127.732543
"175",128,128.860001,126.849998,128,1402100,127.702614
"176",127.709999,128.110001,127.089996,127.790001,1266300,127.493103
"177",127.410004,131.220001,127.150002,131.169998,2170700,130.865247
"178",131,131.339996,130.449997,130.979996,2086200,130.675686
"179",130.820007,131.960007,130.270004,131.850006,1385700,131.543675
"180",131.850006,132,130.779999,131.070007,1285800,130.765489
"181",130.759995,131.149994,129.800003,130.139999,1558400,129.837641
"182",129.809998,130.490005,129.779999,130,1070400,129.697967
"183",130,131.570007,129.639999,131.350006,1345500,131.044837
"184",130.380005,130.759995,128.960007,129.729996,1460400,129.42859
"185",129.660004,129.660004,128.75,128.889999,1395500,128.590545
"186",130.320007,131.570007,129.589996,131.460007,1544700,131.154582
"187",130.75,130.860001,128.240005,128.509995,1972900,128.211423
"188",128.589996,128.660004,127.669998,128.100006,991300,127.802388
"189",127.449997,128.470001,126.18,127.029999,1735000,126.734866
"190",127.5,128.539993,127.25,127.940002,1153300,127.642756
"191",128.509995,129.300003,127.989998,128.600006,1251800,128.451823
"192",128.399994,129.539993,126.610001,127.419998,1209600,127.273175
"193",129.389999,133,129.389999,132.970001,2313300,132.816783
"194",132.550003,132.820007,130.419998,132.350006,1544000,132.197502
"195",132.160004,134.619995,131.110001,133.889999,1907000,133.735721
"196",133.779999,135.009995,133.770004,134.759995,1638800,134.604714
"197",135.880005,136.880005,134.850006,136.630005,2666300,136.472569
"198",136.360001,138.5,135.619995,137.869995,1830300,137.711131
"199",137.369995,139.029999,135.580002,135.649994,5124400,135.493688
"200",135.649994,136.919998,133.600006,133.710007,1805500,133.555936
"201",132.669998,133.970001,132.210007,133.070007,1200800,132.916674
"202",133.240005,134.520004,133.179993,133.690002,1104700,133.535955
"203",134.589996,135.800003,134.279999,135.570007,1306400,135.413793
"204",134.550003,136.240005,134.179993,134.339996,1431700,134.185199
"205",134.669998,134.720001,131.289993,132,1801400,131.847899
"206",132.259995,133.679993,131.899994,133.110001,841100,132.956621
"207",132.460007,134.149994,132.270004,133.5,980200,133.346171
"208",133.960007,135,133.020004,133.020004,945600,132.866728
"209",133,134.160004,132.110001,132.820007,1268600,132.666962
"210",132.910004,133.880005,132.429993,133.570007,750600,133.416098
"211",133.429993,134.449997,132.919998,133.729996,820000,133.575902
"212",133.289993,134.240005,132.720001,132.720001,810600,132.567071
"213",132.720001,133.169998,132.080002,132.679993,1073500,132.527109
"214",133.160004,133.979996,132.979996,133.619995,944000,133.466028
"215",133.259995,133.529999,132.309998,132.490005,1547400,132.33734
"216",131.809998,132.289993,130.869995,132.100006,2040300,131.94779
"217",133.229996,134.539993,133.169998,134.029999,1378600,133.875559
"218",134.279999,135.179993,133.559998,134.440002,1758200,134.28509
"219",129.179993,132.610001,128.789993,130.690002,3480900,130.539411
"220",130.279999,130.300003,128.679993,129.550003,2254300,129.400726
"221",130.100006,130.669998,129.350006,130.020004,1533600,129.870185
"222",130.699997,130.699997,127,127.269997,2925100,127.123346
"223",127.790001,127.989998,126.339996,127.629997,2446400,127.482932
"224",127.360001,128.050003,126.540001,127.129997,1642000,126.983508
"225",126.699997,127.349998,125.25,125.68,1966700,125.535182
"226",126.5,127.739998,126.18,127.660004,2293400,127.512904
"227",128.240005,128.979996,127.730003,127.779999,1181500,127.632761
"228",126.150002,127.519997,126.150002,126.650002,1348300,126.504066
"229",127.190002,127.720001,126.370003,127.660004,1843900,127.512904
"230",127.809998,128.5,127.18,127.75,2313800,127.602797
"231",128.960007,130.220001,128.960007,129.979996,2122000,129.830223
"232",129.690002,130.25,129.490005,129.869995,962300,129.720349
"233",130,130.240005,128.110001,129.610001,1465200,129.460654
"234",129.360001,130.179993,129.050003,129.850006,2084700,129.700383
"235",130.619995,131.330002,129.759995,131.100006,1304400,130.948943
"236",131.119995,131.130005,129.690002,130.160004,1518000,130.010023
"237",130.25,130.479996,129.740005,129.970001,1250000,129.82024
"238",129.880005,131.229996,129.600006,130.550003,1232200,130.399573
"239",130.589996,132.960007,130.550003,132.020004,1858500,131.867881
"240",132.190002,133.479996,131.839996,132.839996,2328700,132.686928
"241",132.869995,133.300003,132.149994,132.149994,1321000,131.99772
"242",131.309998,131.589996,129.800003,129.800003,1557500,129.650437
"243",130.509995,131.139999,129.929993,130.990005,1370900,130.839069
"244",130.699997,130.889999,129.539993,130.130005,928700,129.980059
"245",130.240005,130.240005,129.25,129.630005,1655200,129.480635
"246",129.839996,129.940002,128.509995,129.460007,1209200,129.310833
"247",129.100006,130.029999,128.339996,129.570007,847500,129.420707
"248",130.070007,130.25,129.179993,129.979996,1137200,129.830223
"249",129.029999,129.820007,128.910004,129.5,1252200,129.35078
"250",129.050003,129.889999,128.429993,129.570007,919300,129.420707
"251",129.25,129.539993,128.169998,128.270004,1767300,128.122202
"252",127.989998,129.009995,127.449997,128.570007,2007400,128.421859
"253",128.589996,130.479996,128.589996,130.179993,1185700,130.029989
