"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"144",220.389999,220.759995,215.800003,217.639999,573600,216.354374
"145",217,220.839996,216.149994,218.830002,1054800,217.537347
"146",219.580002,220.779999,213.550003,215.699997,1378000,214.425832
"147",216.470001,218.949997,213.809998,218.75,2951800,217.457818
"148",219.75,223.639999,219.75,221.5,846400,220.191573
"149",221.789993,223.850006,220.589996,221.630005,583600,220.32081
"150",221.289993,222.139999,214.979996,215.830002,817000,214.555068
"151",216.910004,219.539993,208.759995,209.5,1776100,208.262459
"152",207.320007,210.240005,206.119995,208,1279600,206.771319
"153",208,209.270004,205.529999,205.679993,1164000,204.465017
"154",205.240005,209.5,204.490005,209.399994,894000,208.163043
"155",210.580002,211.949997,206.710007,207.970001,761200,206.741498
"156",207.229996,209.210007,205.570007,206.559998,596200,205.339823
"157",206.809998,214.580002,206.25,214.190002,1162500,212.924757
"158",215.039993,217.869995,213.880005,216.710007,893100,215.429875
"159",215.199997,217.880005,214.050003,217.75,458200,216.463725
"160",215.259995,217.029999,212.490005,212.699997,752700,211.443553
"161",212.580002,213.539993,205.380005,205.440002,1059400,204.226444
"162",205.25,206,202.240005,204.869995,1334900,203.659804
"163",203.25,208.960007,202.789993,205.729996,1019500,204.514724
"164",207.080002,208.610001,205.570007,208.410004,668900,207.178901
"165",208.589996,211.570007,208.589996,211.369995,537900,210.121408
"166",210.449997,216.169998,210.449997,215,1059600,213.72997
"167",215.740005,226.110001,215.729996,225.850006,1373400,224.515883
"168",226.740005,230.990005,226.729996,228.720001,1094100,227.368925
"169",227.830002,231.949997,227.5,229.029999,630700,227.677091
"170",229.679993,231.699997,228.809998,231.300003,606700,229.933687
"171",230.880005,232.639999,230.070007,231.839996,538200,230.47049
"172",231.770004,234.880005,231.179993,234.429993,503400,233.045187
"173",234.880005,235.369995,233.029999,233.220001,464800,231.842343
"174",233.589996,235.699997,232.759995,234.809998,509800,233.422947
"175",234.25,235.610001,232.820007,234.770004,500100,233.38319
"176",233.860001,236.75,233.710007,233.910004,369200,232.52827
"177",233.910004,235.490005,231.279999,235.020004,1094600,233.631713
"178",234.690002,235,232.509995,234.419998,375800,233.035252
"179",234.039993,238.190002,233.350006,235.529999,524300,234.138695
"180",235.050003,239.979996,233.289993,238.850006,850800,237.439091
"181",239.380005,240.050003,236.660004,238.229996,672800,236.822743
"182",238.169998,239.119995,235.240005,235.360001,513300,233.969701
"183",234.889999,239.800003,234.789993,239.320007,721800,237.906316
"184",238.259995,239.919998,232.339996,235.610001,791300,234.218224
"185",235.119995,235.199997,231.009995,232.949997,883500,231.573934
"186",234.740005,234.990005,232.960007,234.110001,601100,232.727085
"187",233.809998,236.270004,230.259995,230.419998,711300,229.05888
"188",231.25,234.479996,230.070007,233.929993,689600,232.548141
"189",232.25,232.25,227.919998,227.949997,662100,226.603469
"190",229.440002,229.979996,225.880005,228.600006,738500,227.249639
"191",230.419998,232.130005,228.570007,230.770004,501900,229.406819
"192",230.149994,231.720001,227.830002,229.089996,532800,228.38
"193",230.479996,233.860001,230.470001,232.949997,493900,232.228038
"194",232.110001,233.889999,230.460007,233.509995,656200,232.7863
"195",232.710007,233.050003,229.119995,231.470001,597100,230.752629
"196",230.800003,237.039993,230.25,236.710007,764300,235.976394
"197",236.710007,237.919998,234.740005,236.699997,1021200,235.966416
"198",237.309998,237.570007,234.009995,235.330002,621400,234.600666
"199",234.350006,236.25,232.850006,234.309998,592900,233.583823
"200",234.169998,235.279999,229.710007,230.949997,878400,230.234236
"201",229.470001,232.300003,227.610001,229.75,686700,229.037958
"202",228.899994,232.660004,228.839996,231.979996,482800,231.261043
"203",233.5,235.149994,232.539993,234.979996,483200,234.251745
"204",233.419998,234.300003,231.979996,233.270004,656500,232.547053
"205",232.660004,235.389999,230.470001,230.919998,671700,230.20433
"206",231.080002,231.899994,227.470001,228.869995,525600,228.160681
"207",227.830002,231.669998,227.220001,229.330002,423900,228.619262
"208",229.779999,231.75,228.550003,229.809998,534300,229.09777
"209",229.960007,232,229.899994,230.5,473500,229.785634
"210",230,231.149994,228.029999,230.889999,358900,230.174424
"211",231.139999,232.589996,230.199997,231.910004,320200,231.191267
"212",231.279999,232.779999,230.649994,230.789993,394500,230.074728
"213",230.630005,232.509995,227.639999,228.880005,469000,228.170659
"214",229.160004,231.5,227.5,229.789993,736300,229.077827
"215",229.690002,231.350006,227.860001,229.880005,324300,229.16756
"216",228.270004,230.360001,222.679993,223.669998,690800,222.976799
"217",224.320007,226.050003,223.279999,225.669998,533800,224.970601
"218",225.669998,226.100006,223.199997,224.119995,436600,223.425402
"219",224.179993,227.570007,222.929993,225.610001,643000,224.910789
"220",225.100006,226.550003,224.509995,225.190002,395200,224.492093
"221",224.729996,225.869995,221.279999,223.389999,646400,222.697668
"222",223.360001,224.960007,222.050003,222.75,631900,222.059653
"223",222.75,224.440002,221.160004,224.289993,527800,223.594873
"224",223.080002,226.5,222.860001,224.759995,459900,224.063418
"225",223.75,227.029999,222.149994,224.529999,528100,223.834135
"226",224.25,228.059998,224.039993,225.820007,488100,225.120145
"227",226.740005,228.169998,225.550003,226.589996,887300,225.887748
"228",230,232.169998,226.860001,232.169998,1909700,231.450456
"229",231.729996,232.139999,225.889999,227.259995,1009900,226.55567
"230",228.050003,233.990005,226.919998,233.089996,1018300,232.367603
"231",235.759995,239.960007,234.050003,238.240005,1762400,237.501651
"232",237.029999,241.979996,236.699997,240,1621000,239.256191
"233",239,240.949997,236.669998,239.940002,678400,239.19638
"234",239.960007,241.600006,238.789993,240.080002,561900,239.335945
"235",241.149994,241.979996,239.809998,240.509995,778200,239.764605
"236",241.419998,241.570007,237.440002,238.770004,475700,238.030008
"237",238.130005,240.75,237.520004,237.679993,530300,236.943374
"238",238.330002,240,237.449997,237.850006,528200,237.112861
"239",238.720001,239.479996,235.649994,235.759995,676500,235.029326
"240",235.149994,236.910004,234.179993,235.350006,535800,234.620609
"241",235.600006,238.289993,235.029999,236.869995,315900,236.135887
"242",236.440002,236.440002,233.179993,233.679993,518700,232.955771
"243",234.089996,235.75,232.320007,234.679993,468700,233.952672
"244",235.339996,236.800003,233.580002,236.440002,371300,235.707227
"245",236.339996,238.419998,234.139999,236.779999,835700,236.046169
"246",237.490005,237.669998,235.320007,235.539993,557100,234.810007
"247",234.470001,236.699997,233.679993,235.899994,331200,235.168892
"248",236.160004,238.029999,234.220001,234.240005,7e+05,233.514048
"249",233.139999,236.029999,231.759995,235.279999,638500,234.550818
"250",237,238,234.369995,236.550003,470800,235.816887
"251",237.259995,237.729996,234.850006,235.570007,673800,234.839928
"252",235.050003,239.160004,234.160004,236.880005,642500,236.145866
"253",237.300003,240.699997,234.970001,240.470001,714600,239.724736
