"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"1",188.059998,190.410004,188,190.119995,1090000,187.160317
"2",189.990005,189.990005,187,188.339996,776400,185.408028
"3",187.600006,193.119995,187.320007,192.020004,1077300,189.685395
"4",191.970001,193.630005,191.300003,193.259995,730300,190.910309
"5",193.449997,194.190002,191.479996,192.520004,496800,190.179316
"6",192.610001,195.240005,191.729996,194.660004,840900,192.293297
"7",194.25,198.889999,193.919998,198.179993,1069800,195.77049
"8",203,203,194.619995,196.960007,962700,194.565336
"9",197.929993,197.929993,193.369995,194.860001,1243300,192.490862
"10",194.740005,198.479996,193.619995,198.190002,648400,195.780378
"11",194.110001,195.080002,189.710007,190.179993,1866900,187.867755
"12",190.25,191.179993,187.169998,187.929993,1051100,185.645111
"13",187.630005,189.470001,187.479996,189.25,568600,186.949069
"14",188.410004,189.899994,185.699997,187.929993,971800,185.645111
"15",188.309998,190.110001,188.039993,188.899994,830600,186.603318
"16",189.839996,190.669998,186.169998,186.320007,927700,184.0547
"17",186.490005,188.149994,185.699997,187.720001,856900,185.437672
"18",188.479996,190.970001,188.479996,190.289993,514500,187.976418
"19",190.300003,190.300003,188.449997,189.410004,563900,187.107127
"20",189.25,189.25,184.570007,185.389999,961500,183.135999
"21",185.5,187.130005,184.279999,186.910004,801200,184.637523
"22",184.770004,185.389999,182.399994,183.449997,773700,181.219583
"23",183.559998,184.649994,182.809998,184.399994,1297000,182.15803
"24",185.960007,187.520004,185.039993,186.509995,656200,184.242377
"25",186.100006,188.490005,185.809998,187.550003,764700,185.269741
"26",187.740005,189.259995,187.740005,188.830002,956100,186.534177
"27",188.110001,191.440002,188.110001,191.220001,1298000,188.895119
"28",191.600006,196.740005,191.100006,194.360001,1701800,191.996942
"29",193.050003,196.720001,192.559998,196.429993,1114500,194.041766
"30",194.470001,199.210007,194.25,198.979996,1344900,196.560766
"31",198.410004,199.169998,195.779999,197.520004,1001000,195.118525
"32",197.429993,197.429993,195.440002,195.960007,1025200,193.577494
"33",195.960007,197.529999,195.679993,196.740005,1085100,194.34801
"34",196.330002,197.149994,194.059998,195.990005,1161700,193.607129
"35",196.220001,198.589996,195.080002,195.389999,951800,193.014417
"36",196.550003,196.800003,194.830002,196.070007,721000,193.686158
"37",195.330002,196.229996,192.160004,192.220001,888100,189.882961
"38",192.009995,193.330002,190.509995,192.179993,776100,189.843438
"39",192.740005,194.470001,191.910004,193.949997,691600,191.591923
"40",192.740005,192.949997,191.160004,191.160004,806800,188.835851
"41",190.830002,194.740005,190.369995,192.220001,787000,189.882961
"42",192.779999,193.029999,186.070007,188.350006,1455900,186.060017
"43",189,191.570007,187.350006,191.350006,1026200,189.023543
"44",192.240005,193,189.080002,189.350006,702000,187.047859
"45",188.440002,189.630005,186.720001,187.839996,528500,185.556208
"46",188.139999,189.039993,186.990005,187.720001,601600,185.437672
"47",188.389999,189.490005,188.149994,189.309998,538800,187.008337
"48",189.929993,189.929993,186.699997,187.600006,709700,185.319136
"49",189.139999,190.270004,189.080002,190,638400,187.68995
"50",189.669998,189.839996,185.279999,185.690002,1095000,183.432355
"51",185.529999,187.229996,185.360001,186.910004,729100,184.637523
"52",186.919998,188.649994,185.520004,188.570007,930800,186.277344
"53",187.979996,189.860001,187.789993,189.100006,487400,186.800899
"54",189.979996,190.179993,189.179993,189.570007,588900,187.265186
"55",189.330002,190.080002,188.570007,189.389999,856300,187.087366
"56",189.679993,190.25,186.669998,188.169998,799900,185.882198
"57",187.490005,189.020004,187.419998,188.690002,676100,186.39588
"58",189.089996,190,188.470001,189,574600,186.702109
"59",189.949997,190.119995,187.160004,188.300003,604600,186.010622
"60",188.880005,189.800003,184.940002,185.339996,649500,183.086604
"61",184.610001,187.350006,184.610001,185.619995,661400,183.363198
"62",185.5,186.789993,184.270004,186.669998,876900,184.400435
"63",186,188.160004,186,187.440002,646600,185.161078
"64",187.289993,189.610001,186.639999,187.160004,841100,184.884483
"65",188.25,190.690002,187.529999,190.25,930700,187.936911
"66",189.5,190.460007,188.559998,190.339996,748300,188.025813
"67",189.669998,197.050003,189.369995,194.679993,1373700,192.972025
"68",194.039993,196,193.539993,195.559998,1322700,193.844309
"69",194.300003,197.690002,193.330002,196.809998,829100,195.083343
"70",197.089996,202.119995,196.800003,201.830002,1720300,200.059305
"71",202.449997,205.130005,202.029999,204.050003,1429100,202.25983
"72",205.039993,205.039993,202.309998,203.800003,874900,202.012023
"73",203.649994,203.779999,199.880005,200.759995,726300,198.998685
"74",200.059998,201.570007,198.940002,199.509995,561200,197.759652
"75",199.339996,200.149994,198.210007,199.050003,784700,197.303696
"76",198.600006,199.240005,195.139999,195.630005,664900,193.913702
"77",195.630005,197,194.449997,196.470001,556300,194.746329
"78",195.259995,195.770004,194.309998,195.199997,640200,193.487467
"79",195.690002,196.190002,194.100006,195.050003,556600,193.338789
"80",195.050003,195.330002,193.419998,194.080002,689800,192.377298
"81",195.679993,199.160004,195.339996,197.729996,991400,195.995269
"82",198.470001,200,197,198.419998,744800,196.679218
"83",199.25,201.880005,198.910004,199.100006,957000,197.35326
"84",199.660004,199.940002,196.360001,196.360001,593100,194.637294
"85",197.720001,201.399994,197.25,201.339996,798900,199.573599
"86",201,203.800003,200.809998,203.009995,1704100,201.228946
"87",203.649994,208.199997,201.770004,203.600006,1516700,201.813781
"88",203.380005,204.350006,198.580002,198.660004,1495100,196.917118
"89",198.559998,202.440002,198.419998,201.070007,939600,199.305978
"90",199.039993,203.779999,196.25,202.880005,1191300,201.100096
"91",198.669998,202.800003,197.25,197.679993,1108600,195.945705
"92",198.710007,199.860001,195.149994,196.610001,1079900,194.8851
"93",197.389999,200.220001,196.25,199.880005,632100,198.126416
"94",200.800003,201.190002,197.690002,199.5,946900,197.749745
"95",198.880005,200.169998,196.869995,198.729996,503800,196.986496
"96",200.240005,203.389999,199.460007,203.139999,683600,201.35781
"97",203.360001,206.729996,203.25,206.589996,704800,204.777539
"98",206.509995,207.190002,203.929993,205.669998,424700,203.865613
"99",205.830002,206.600006,203.679993,205.410004,458000,203.607899
"100",204.979996,206.270004,203.100006,205.929993,481800,204.123326
"101",205.259995,206.100006,202.600006,203.729996,590700,201.94263
"102",204.570007,208.300003,204.570007,208.289993,720300,206.462622
"103",208.449997,211.149994,208.449997,209.789993,1127000,207.949462
"104",210.160004,217.720001,208.449997,217.520004,1578000,215.611656
"105",218.339996,219.960007,216.240005,217.419998,1233100,215.512527
"106",216.190002,220.25,216.190002,219.919998,892600,217.990594
"107",220.460007,220.460007,218.25,218.539993,745500,216.622697
"108",218,219.449997,214.350006,219.330002,783900,217.405774
"109",219.229996,221.449997,219.080002,221.240005,638000,219.299021
"110",221.160004,222,220.389999,221.199997,843600,219.259363
"111",221.850006,223.550003,220.550003,223.210007,798400,221.251739
"112",222.649994,223.360001,221.320007,222.559998,692700,220.607432
"113",221.559998,224.240005,221.119995,222.199997,452400,220.25059
"114",222.199997,223.509995,219.830002,219.949997,663500,218.02033
"115",221.029999,221.240005,219.100006,220.720001,494300,218.783579
"116",219.5,220.919998,219,219.850006,532500,217.921216
"117",221.25,222.240005,219.380005,220.289993,670800,218.357343
"118",220.830002,223.190002,219.399994,221.720001,795900,219.774806
"119",221.270004,222.389999,219.550003,221.080002,566100,219.140421
"120",220,221.100006,219.160004,220.820007,557100,218.882708
"121",221.949997,226.660004,220.369995,225.990005,544000,224.007348
"122",226.009995,226.100006,223.229996,223.820007,544300,221.856388
"123",224.509995,225.869995,223.479996,224.729996,559200,222.758393
"124",224.279999,226.559998,223.759995,226.330002,694800,224.344362
"125",226.559998,227.710007,225.25,227.050003,563700,225.058046
"126",224.979996,228.789993,223.850006,224.770004,790300,222.79805
"127",224.350006,227.089996,223.25,225.839996,555300,223.858655
"128",225.100006,225.220001,222.270004,224.470001,949600,222.500679
"129",224.429993,225.339996,222.960007,223.050003,741700,221.093139
"130",223.970001,226.75,223.970001,225.449997,1185400,223.472077
"131",223.610001,225.539993,218.910004,219.089996,767400,217.795806
"132",219.419998,221.919998,218.380005,219.479996,747100,218.183501
"133",219.25,219.25,214.699997,214.970001,1052400,213.700148
"134",215.979996,222.179993,215.119995,221.589996,888800,220.281038
"135",222.259995,224.009995,221.679993,223.990005,642700,222.66687
"136",225.740005,226.679993,219.770004,221.619995,1551200,220.31086
"137",221.479996,225.729996,221.479996,225.089996,847400,223.760363
"138",225.440002,227.690002,223.229996,223.429993,760900,222.110165
"139",223.669998,225.440002,221.520004,221.729996,292000,220.42021
"140",222.339996,223.960007,220.210007,221.880005,453000,220.569333
"141",222.369995,224.190002,221.490005,222.130005,378500,220.817857
"142",222,223.089996,221.399994,221.789993,423600,220.479854
"143",222.110001,222.759995,219.289993,219.289993,342000,217.994621
