"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"100",136.419998,136.919998,135.600006,136.449997,1828900,134.484335
"101",135.559998,139.020004,134.669998,138.289993,2275000,136.297825
"102",139.789993,140.779999,138.630005,139.759995,2758600,137.74665
"103",139.759995,140.419998,138.720001,139.720001,2339100,137.707233
"104",139.649994,140.889999,139.300003,140.789993,1965200,138.761811
"105",141.139999,142.380005,140.270004,141.949997,1916200,139.905104
"106",142,142.570007,141.360001,141.559998,1490900,139.520723
"107",141.5,141.729996,139.729996,140.139999,1994800,138.121181
"108",140.300003,141.470001,139.919998,140.820007,1762500,138.791393
"109",141.050003,142.119995,141.009995,141.300003,1276600,139.264474
"110",140.880005,141.649994,140.710007,141.300003,1226700,139.264474
"111",140.979996,143.5,140.889999,142.710007,1977400,140.654165
"112",142.610001,143.419998,141.550003,142.660004,1768500,140.604883
"113",142.210007,142.940002,141.699997,142.050003,1298600,140.003669
"114",142.240005,144.699997,141.929993,143.929993,1349000,141.856576
"115",143.509995,143.639999,142.470001,143.369995,1069700,141.304646
"116",142.759995,143.929993,141.970001,143.75,1103000,141.679177
"117",145.350006,145.720001,144.270004,144.589996,1404900,142.507072
"118",145.089996,145.919998,144.639999,144.880005,1631900,142.792903
"119",145.399994,145.440002,144.559998,144.600006,1614600,142.516938
"120",144.899994,145.050003,144.389999,144.529999,1552800,142.447939
"121",145.309998,146.130005,145.029999,145.360001,840100,143.265984
"122",145,145.199997,143.699997,143.759995,1823400,141.689027
"123",144.089996,144.639999,143.869995,144.220001,1441500,142.142407
"124",144.75,145.389999,144.330002,145.130005,1980500,143.039302
"125",145.320007,145.320007,144.100006,144.880005,1365300,142.792903
"126",145,145.5,144.720001,145.149994,1812400,143.059003
"127",145.25,145.630005,144.300003,144.960007,2135500,142.871752
"128",143.559998,145.649994,142.940002,145.020004,1850400,142.930886
"129",144.660004,144.830002,140.940002,141.139999,1993800,139.106775
"130",141.759995,143.350006,141.669998,142.399994,1599700,140.348618
"131",141.009995,141.289993,137.339996,137.410004,2988700,135.430513
"132",137.669998,138.600006,135.490005,135.610001,2468200,133.65644
"133",135.429993,138.949997,135.050003,136.399994,2210100,134.435053
"134",136.600006,137.869995,135.479996,137.229996,1954400,135.253098
"135",138.720001,140.25,138.720001,139.820007,3154500,137.805798
"136",140.119995,140.839996,139.75,139.830002,4035600,137.815649
"137",140.679993,142.009995,140.210007,141.399994,3251700,139.363024
"138",142.139999,142.380005,141.169998,141.309998,1553800,139.274324
"139",141.600006,142.050003,141.429993,141.539993,815300,139.501007
"140",141.929993,142.080002,141.300003,141.389999,570700,139.353174
"141",141,141.309998,140.229996,140.669998,985400,138.643545
"142",140.619995,140.729996,139.449997,139.630005,965900,137.618533
"143",139.199997,139.889999,137.509995,137.619995,1169400,135.637479
"144",138.470001,139.050003,137.160004,138.449997,1111700,136.455524
"145",137.960007,138.630005,135.380005,135.559998,1437100,133.607157
"146",135.779999,136.610001,134.179993,135.720001,2766800,133.764856
"147",135.789993,136.669998,134.970001,135.199997,2067200,133.252343
"148",136.130005,138.570007,135.970001,138.460007,3858400,136.46539
"149",138.369995,139.509995,137.380005,138.970001,3032700,136.968037
"150",139.589996,139.600006,137.529999,137.899994,1386200,135.913444
"151",139.509995,140.75,136.690002,137.789993,1722100,135.805028
"152",135.830002,137.820007,135.399994,137.350006,1258800,135.983253
"153",137.350006,138.479996,136.740005,137.710007,1481500,136.339671
"154",137.490005,139.149994,136.809998,139.070007,1681500,137.686139
"155",139.089996,139.889999,136.610001,138.089996,1761500,136.71588
"156",138.309998,139.339996,137.809998,138.889999,1197900,137.507922
"157",139.419998,141.559998,138.460007,141.210007,1311200,139.804843
"158",141.160004,142.410004,140.330002,141.320007,895600,139.913749
"159",141.130005,141.130005,139.509995,140.059998,1223300,138.666278
"160",138.330002,138.75,137.050003,137.199997,1590100,135.834737
"161",139,141.919998,136.130005,136.399994,2764700,135.042694
"162",136.320007,136.839996,133.039993,134.479996,3132600,133.141802
"163",132.830002,135.110001,132.630005,133.210007,3479800,131.88445
"164",133.889999,136.490005,132.5,136.119995,2031000,134.765482
"165",136.899994,139.100006,136.470001,138.949997,1893100,137.567323
"166",138.75,139.869995,138.259995,138.529999,1500500,137.151504
"167",138.559998,139.199997,138.020004,138.690002,1399500,137.309915
"168",138.690002,140.350006,138.300003,139.289993,1417700,137.903936
"169",138.649994,139.259995,136.630005,136.940002,1902100,135.577329
"170",138.729996,138.729996,136.699997,138.160004,1361300,136.785191
"171",138.089996,138.240005,136.320007,137.210007,1297400,135.844647
"172",137.270004,138.550003,137.059998,138.149994,860900,136.77528
"173",137.699997,138.199997,136.970001,137.610001,1361700,136.240661
"174",137.309998,138.259995,136.259995,138.050003,1242400,136.676285
"175",137.740005,138.899994,137.639999,138.660004,755200,137.280215
"176",138.339996,139.919998,138.009995,139.509995,741900,138.121748
"177",139.320007,142.550003,139.039993,142.240005,1341200,140.824593
"178",141.740005,142.050003,140.770004,141.259995,747400,139.854334
"179",140.880005,142.059998,140.820007,141.679993,764100,140.270153
"180",141.679993,141.679993,139.979996,140.139999,735300,138.745484
"181",140.199997,140.639999,139,139.429993,1059500,138.042542
"182",139.059998,139.539993,138.729996,138.779999,1267800,137.399016
"183",138.779999,140.619995,138.779999,139.800003,1278200,138.408871
"184",139.119995,139.169998,136.350006,137.089996,1513400,135.725831
"185",136.529999,137.529999,136.029999,136.25,1866600,134.894193
"186",136.210007,137.279999,135.740005,136.429993,1660500,135.072395
"187",135.660004,136.210007,134.479996,134.600006,1393100,133.260618
"188",134.369995,136.559998,134.070007,135.919998,1115300,134.567475
"189",134.509995,134.990005,132.630005,132.690002,1997000,131.369621
"190",133.449997,133.770004,132.070007,132.300003,1495100,130.983502
"191",132.539993,134.070007,132.539993,133.669998,1520000,132.339865
"192",133.539993,134.850006,131.330002,132.190002,1627300,130.874596
"193",132.940002,135.020004,132.809998,134.970001,1899800,133.626931
"194",134.270004,134.550003,133.399994,134.130005,1171200,132.795294
"195",133.5,136.289993,132.449997,136.119995,2032800,134.765482
"196",135.559998,136.270004,135.020004,135.279999,1628500,133.933844
"197",135.600006,137.300003,134.899994,135.410004,5233200,134.062555
"198",136.449997,137.029999,135.830002,135.880005,1596600,134.52788
"199",135.839996,137.169998,135.119995,135.199997,1435100,133.854639
"200",135.880005,136.529999,133.669998,133.759995,1803500,132.428965
"201",132.990005,135.050003,132.279999,134.529999,1856200,133.191307
"202",134.350006,135.320007,134.139999,135.039993,945700,133.696227
"203",135.660004,138.050003,135.179993,137.509995,1099100,136.14165
"204",136.479996,137,135.669998,135.729996,1286400,134.379363
"205",135.070007,135.139999,132.679993,133.979996,1131400,132.646777
"206",134.089996,135.179993,133.619995,133.729996,815200,132.399265
"207",133.259995,136.080002,133.009995,135.509995,1112100,134.161551
"208",135.800003,136.210007,134.949997,135,1610600,133.656632
"209",134.199997,135.710007,134.199997,135.240005,1157500,134.582112
"210",135.289993,136.550003,134.710007,135.779999,845000,135.119479
"211",136.220001,136.820007,135.550003,135.910004,1028100,135.248851
"212",135.639999,136.399994,134.550003,134.770004,754100,134.114398
"213",134.649994,134.770004,132.139999,133.100006,1486400,132.452523
"214",133.669998,134.419998,132.479996,132.600006,1256900,131.954956
"215",132.289993,133.850006,131.470001,133.149994,1352500,132.502268
"216",132.570007,132.570007,130.910004,131.270004,1223100,130.631424
"217",132.050003,133.880005,131.940002,133.279999,776600,132.63164
"218",133.820007,134.119995,132.710007,133.139999,742300,132.492322
"219",133.020004,133.979996,132,133.710007,869400,133.059557
"220",133.020004,133.350006,132.270004,132.800003,1613800,132.15398
"221",132.800003,134.199997,132.520004,134.100006,1229000,133.447659
"222",134.490005,134.660004,133.369995,133.559998,1069900,132.910277
"223",133.279999,133.660004,132.199997,133.479996,1163400,132.830665
"224",136.690002,140.190002,136.179993,138.529999,2822600,137.856101
"225",137.910004,139.160004,136.789993,137.320007,2908000,136.651996
"226",137.820007,140.309998,137.809998,140.139999,1885700,139.45827
"227",139.839996,140.990005,138.929993,140.600006,1697300,139.916039
"228",140.550003,140.550003,137.559998,137.979996,1652100,137.308774
"229",138.600006,138.720001,137.160004,137.630005,1792800,136.960485
"230",137.5,138.389999,137.059998,138.300003,1157400,137.627224
"231",140.100006,141.960007,138.75,141.660004,1727600,140.97088
"232",141.5,141.5,140.169998,140.220001,968200,139.537882
"233",139.139999,139.860001,138.449997,139.429993,804100,138.751717
"234",140,140.380005,138.759995,139.020004,953300,138.343723
"235",140,141.119995,139.899994,140.940002,875500,140.254381
"236",141,141.419998,139.869995,140.110001,1278200,139.428417
"237",140.199997,140.729996,139.869995,140.279999,1074500,139.597588
"238",140.220001,140.800003,139.710007,140.050003,881100,139.368711
"239",140.539993,140.899994,139.899994,139.949997,951500,139.269192
"240",139.960007,141.100006,139.850006,140.869995,1248100,140.184714
"241",139.880005,140.360001,138.770004,139.639999,1183800,138.960702
"242",139.460007,139.490005,137.509995,137.990005,1092200,137.318735
"243",138.649994,140.990005,138.529999,140.559998,1615600,139.876225
"244",139.960007,140.520004,139.350006,140.410004,1134600,139.726961
"245",140.509995,140.529999,138.770004,140.160004,1699000,139.478177
"246",140.350006,140.860001,138.789993,140.25,1221600,139.567735
"247",139.619995,141.089996,138.550003,140.600006,932200,139.916039
"248",140.789993,141.850006,140.25,140.679993,1036900,139.995636
"249",139.809998,140.979996,138.429993,138.979996,1590400,138.303909
"250",138.5,139.619995,137.580002,139.220001,873700,138.542747
"251",139.169998,140,138.320007,138.339996,1027900,137.667023
"252",138.339996,139.440002,137.830002,138.679993,1284200,138.005365
"253",138.679993,141.899994,138.679993,141.539993,1335400,140.851453
