"","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
"185",138.690002,139,135.449997,138.820007,2854000,138.209487
"186",138.259995,139.25,136.759995,139,2106100,138.388688
"187",137.630005,138.070007,136.029999,137,2851600,136.397484
"188",135.5,136.179993,131.630005,132.839996,5406900,132.255776
"189",130.960007,132.460007,129.479996,129.509995,3689600,128.940419
"190",129.479996,129.809998,126.169998,126.629997,3130700,126.073088
"191",127.919998,129.630005,125.120003,126.32,2443600,125.764453
"192",125.389999,128.139999,124.410004,127.07,2613200,126.511155
"193",125.089996,127.459999,122.5,125.650002,4333200,125.097402
"194",126,127.949997,124.410004,124.580002,2490200,124.032108
"195",123.639999,124.139999,121.529999,122.919998,4751600,122.379405
"196",125.010002,130.399994,124.480003,130.110001,3584000,129.537786
"197",131.779999,133.25,129.729996,129.979996,2420900,129.408353
"198",129.669998,136.360001,127.610001,132.039993,3274800,131.459291
"199",132.119995,132.259995,128.940002,129.5,2202700,128.930468
"200",130.009995,130.039993,127.559998,129.220001,1573800,128.651701
"201",127.889999,128.529999,126.25,126.860001,1909000,126.302079
"202",127,127.040001,125.830002,126.25,976500,125.694761
"203",126.709999,128.160004,125.669998,127.459999,1160400,126.899439
"204",126.620003,129.839996,125.800003,125.879997,1362100,125.326386
"205",126.110001,127.050003,123.690002,125.529999,1709400,124.977927
"206",125.720001,129.559998,125,129.399994,1346200,128.830902
"207",127.940002,132.039993,127.419998,130.720001,2053700,130.145104
"208",130.729996,131.589996,127.879997,127.879997,1612200,127.31759
"209",129.850006,131.559998,127.839996,129.279999,1666600,128.711435
"210",132.369995,136.929993,132.050003,136.630005,2568900,136.029116
"211",136.199997,136.350006,133.339996,136.020004,1774400,135.421798
"212",135,135.490005,133.339996,133.600006,1983700,133.012443
"213",130.589996,131.279999,126.690002,127.529999,3139600,126.969131
"214",126.989998,130.259995,125.599998,130.020004,2204400,129.448186
"215",130.059998,130.869995,127.199997,127.349998,1337100,126.789922
"216",126.099998,128.190002,124.510002,125.5,1533500,124.94806
"217",126.82,130.139999,126.529999,128.949997,1645200,128.382884
"218",129.490005,129.550003,126.400002,126.769997,1419100,126.212471
"219",127.43,129.929993,125.709999,129.070007,1586000,128.502367
"220",126.919998,129.550003,126.150002,128.080002,1353500,127.516715
"221",129.389999,131.300003,128.910004,130.089996,1219500,129.51787
"222",130.550003,131.009995,128.550003,128.830002,1355700,128.263417
"223",128.539993,132,127.620003,130.479996,3966500,129.906154
"224",116.199997,117.050003,108.269997,108.769997,15694200,108.291634
"225",108.589996,111.760002,108.32,111.07,5447400,110.581522
"226",111.639999,113.309998,110,112.709999,2457100,112.214309
"227",113.279999,118.93,113.150002,117.18,4627000,116.664651
"228",116.82,117.900002,115.330002,116.440002,2304500,115.927908
"229",116.269997,116.82,113.169998,113.690002,2542300,113.190002
"230",113.410004,115.800003,113.190002,113.949997,1598600,113.949997
"231",115.019997,118,114.800003,117.839996,2746500,117.839996
"232",117.75,117.790001,114,114.080002,2324400,114.080002
"233",113.629997,113.980003,112.080002,112.18,1567600,112.18
"234",112.389999,112.839996,110.760002,110.970001,1414800,110.970001
"235",111.519997,111.57,108.550003,108.790001,2043400,108.790001
"236",107.980003,109.230003,106.019997,106.790001,2764200,106.790001
"237",106.290001,107.220001,105.209999,106.860001,2180500,106.860001
"238",106.800003,107.050003,105.440002,106.339996,2090400,106.339996
"239",106.809998,109.199997,106.339996,107.690002,2222000,107.690002
"240",107.510002,109.690002,107.510002,108.099998,1804100,108.099998
"241",108.360001,108.809998,106.470001,106.540001,1413800,106.540001
"242",106.050003,106.290001,103.75,104.120003,2629500,104.120003
"243",104.57,104.589996,102.919998,103.559998,1895500,103.559998
"244",102.940002,103.760002,102.400002,102.989998,2375800,102.989998
"245",102.75,102.989998,100.449997,100.690002,3002100,100.690002
"246",101.029999,101.029999,97.889999,98.290001,3829800,98.290001
"247",98.300003,101.349998,98.050003,100.059998,2307800,100.059998
"248",100.669998,102.800003,100.269997,102.050003,2579100,102.050003
"249",105.629997,109.949997,105.5,109.440002,5906700,109.440002
"250",109.360001,109.620003,107.370003,109.139999,2433000,109.139999
"251",105.970001,106.260002,102.349998,102.400002,4141500,102.400002
"252",102.199997,103.25,101.480003,102.279999,2054100,102.279999
"253",102.540001,103.93,101.529999,103.220001,1993200,103.220001
