"","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
"1",197.160004,198.229996,193.5,197.869995,2564600,191.127948
"2",198.830002,202,198.240005,201.080002,1374500,194.22858
"3",201.080002,201.880005,196.770004,197.210007,1080100,190.490448
"4",198.020004,201.470001,197.039993,201.059998,1078300,194.209257
"5",198.5,199.910004,197,199.119995,1052800,192.335357
"6",197.5,198.729996,196.25,197.449997,1349800,190.722261
"7",196.089996,199.619995,194.729996,199.399994,1259600,192.605815
"8",200.789993,205,200.699997,202.610001,1462900,195.706447
"9",202.899994,203.660004,200.149994,200.789993,1695600,193.948453
"10",199.119995,201.449997,197.179993,201.160004,1393700,194.305856
"11",201.699997,204.910004,201.130005,201.639999,1547400,194.769497
"12",201.190002,204.979996,200.619995,203.600006,1165500,196.66272
"13",206.600006,210.149994,206.130005,208.039993,1745100,200.951423
"14",209.720001,211.009995,206.610001,206.889999,1111000,199.840613
"15",208.020004,208.509995,205.509995,207.559998,899000,200.487782
"16",207.929993,212.360001,207.639999,210.139999,1117900,202.979875
"17",210.139999,212.729996,209.410004,211.630005,1362200,204.419112
"18",212.050003,213.080002,211.009995,211.910004,672500,204.68957
"19",209.429993,210.929993,206.399994,208.580002,1302900,201.473032
"20",206.960007,207.940002,200.660004,202.179993,1644100,195.291091
"21",201.5,206.229996,199.369995,206.059998,1292500,199.038892
"22",201.979996,204.300003,200.25,203.190002,873800,196.266686
"23",202.619995,204.300003,201.300003,202.729996,659000,195.822353
"24",204.649994,207.389999,202.600006,202.919998,905100,196.005882
"25",204.639999,205.160004,200.25,202.509995,1158800,195.609848
"26",204.119995,204.800003,202.210007,203.860001,1229200,196.913855
"27",199.369995,203.100006,198.5,199.190002,2111500,192.402979
"28",200.619995,202,199.910004,201,1012700,194.151304
"29",200.100006,202.610001,199.600006,202.509995,1184200,195.609848
"30",203.869995,208.369995,203.380005,207.289993,1218300,200.226978
"31",207.369995,207.970001,205.330002,206.25,792200,199.22242
"32",207.220001,208.259995,204.490005,205.029999,819700,198.043988
"33",203.899994,206.149994,203.009995,204.470001,833400,197.503071
"34",205.660004,211.089996,205.660004,210.970001,2772500,203.781596
"35",211.259995,220.5,211.199997,217.410004,5160700,210.002168
"36",218.300003,219.199997,214.740005,218.610001,1765500,211.161277
"37",216.190002,218.679993,212.720001,213.199997,1961500,205.935609
"38",212.570007,214.570007,208.360001,210.039993,1690400,202.883277
"39",210,214.320007,208.570007,213.5,1252700,206.22539
"40",212.419998,213.919998,207.529999,209.089996,1218400,201.965649
"41",204.970001,205.550003,198.949997,200.539993,3620400,193.706971
"42",199.710007,202.559998,194.270004,195.179993,3478500,188.529602
"43",195.660004,201.589996,194.449997,200.720001,2401900,195.130529
"44",201.020004,202.850006,197.800003,200.240005,1196200,194.6639
"45",200.429993,201.990005,197.539993,200.199997,1145000,194.625005
"46",201.330002,204.729996,201,201.339996,1210100,195.733259
"47",202.070007,203.5,200.600006,202.229996,833100,196.598475
"48",202.990005,203.679993,198.800003,201.330002,1015600,195.723543
"49",202.660004,203.5,200.350006,202.899994,840300,197.249815
"50",203.729996,205.479996,202.190002,203.360001,856200,197.697012
"51",204.649994,204.649994,201.729996,202.529999,683900,196.890123
"52",202.770004,202.880005,200.5,200.509995,720400,194.92637
"53",198.529999,200.339996,198.350006,200.119995,1057400,194.547231
"54",201.020004,201.309998,198.360001,200.460007,1259000,194.877775
"55",199.190002,200,197.130005,199.279999,1385200,193.730626
"56",199.149994,199.369995,195.279999,196.199997,1747700,190.736394
"57",195.449997,197.600006,193.070007,196.789993,1557400,191.30996
"58",197.320007,197.320007,191.889999,192.880005,2037200,187.508854
"59",189.100006,189.960007,180.630005,185.050003,4725600,179.896895
"60",185.119995,187.880005,183.919998,185.240005,1897900,180.081606
"61",185.5,186.850006,183.979996,184.770004,1870700,179.624693
"62",184.479996,185.960007,182.320007,185.660004,1969800,180.489909
"63",186.330002,186.330002,183.110001,184.710007,1516900,179.566367
"64",184.699997,186.570007,183.199997,184.259995,1231100,179.128886
"65",182.580002,183.119995,180.75,182.279999,2084000,177.204027
"66",181.110001,186.899994,181.089996,186.100006,1781800,180.917659
"67",186.199997,186.520004,182,182.529999,1522600,177.447066
"68",182.100006,182.660004,179.369995,180.720001,1623000,175.687471
"69",175.440002,181.029999,172.529999,179.869995,3835000,174.861135
"70",177.5,184.220001,177.169998,183.100006,2268800,178.0012
"71",184.649994,190.449997,184.559998,187.830002,3374900,182.599479
"72",189.520004,189.520004,183.729996,185.279999,1893100,180.120486
"73",181.869995,184.309998,179.070007,181.279999,2547200,176.231874
"74",180.279999,183.820007,180.009995,182.830002,2353700,177.738714
"75",182.699997,186.289993,181.869995,185.949997,1578400,180.771827
"76",184.029999,184.600006,180.520004,181.960007,1952300,176.892946
"77",184.190002,187.490005,184,184.5,1819100,179.362208
"78",182.479996,183.130005,178.25,178.990005,2570000,174.005651
"79",179.309998,189.110001,175.770004,187.080002,4828200,181.870364
"80",185,185.110001,180.380005,182.300003,2105500,177.223475
"81",183,185.369995,178,181.759995,1893500,176.698504
"82",182.919998,185.110001,180.559998,182.279999,1236000,177.204027
"83",187.589996,187.979996,183.589996,183.789993,1553500,178.671973
"84",179.940002,183.639999,179.190002,180.279999,1493100,175.259722
"85",180.729996,183.75,178.5,183.289993,1105000,178.185896
"86",183.610001,184.440002,177.770004,178.070007,1386500,173.111272
"87",177.770004,181.5,176.550003,176.710007,1542100,171.789144
"88",176.330002,177.729996,170.050003,173.440002,3037500,168.610199
"89",171.369995,177.720001,171.119995,173.839996,1936900,168.999055
"90",171.330002,175.619995,168.800003,174.309998,2326300,169.455968
"91",173.309998,184.580002,173.029999,182.070007,3044300,176.999884
"92",185.610001,187.600006,181.050003,182.449997,2219800,177.369292
"93",182.889999,183.520004,179.600006,181.660004,1878600,176.601297
"94",182.940002,185.619995,182.070007,184.589996,1774100,179.449698
"95",185.089996,186,181.699997,182.419998,1332600,177.340128
"96",183.979996,185.899994,183.100006,183.490005,1603900,178.380339
"97",183.880005,185.550003,182.169998,184.720001,1265400,179.576083
"98",183.679993,185.690002,182.889999,183.669998,2002400,178.555319
"99",182.929993,185.649994,181.5,185.25,1661400,180.091323
"100",190.949997,192.449997,184.520004,185.929993,2563700,180.752379
"101",184.169998,188.800003,184.059998,187.649994,1171400,182.424484
"102",190.979996,190.979996,188.520004,190.009995,1527800,184.718765
"103",189.960007,191.729996,188.449997,189.509995,1222900,184.232689
"104",186.899994,187,182.210007,185.259995,2088000,180.101039
"105",182,182.990005,177.100006,179.740005,2938200,174.734766
"106",179.979996,179.990005,176.520004,178.710007,3081700,173.733449
"107",177.589996,178.779999,176.279999,177.179993,1489600,174.689799
"108",177.690002,180.110001,176.419998,177.889999,1034000,175.389827
"109",178.669998,180.809998,177.029999,180.350006,1296400,177.81526
"110",179.470001,180.679993,179.149994,180.289993,2121700,177.75609
"111",181,183.589996,180.75,182.630005,1294400,180.063214
"112",182.889999,184.830002,181.880005,183.990005,1279600,181.4041
"113",182.830002,182.990005,180.970001,182.630005,815500,180.063214
"114",181.100006,183.119995,179.330002,182.080002,1445200,179.520941
"115",182.070007,182.509995,179.539993,180.020004,876800,177.489896
"116",179.710007,181.690002,174.899994,177.850006,2654300,175.350396
"117",182,182.449997,179.070007,179.639999,2017200,177.115232
"118",180.419998,180.830002,178.220001,180.220001,1155400,177.687082
"119",181.130005,182.149994,177.110001,178.009995,1662000,175.508136
"120",178.320007,178.619995,176.5,177.059998,833300,174.571491
"121",178.059998,179.009995,175.889999,178.610001,578700,176.099709
"122",177.029999,177.119995,174.050003,174.5,1498700,172.047473
"123",174.320007,175.600006,173.399994,174.25,1093900,171.800987
"124",170.570007,172.210007,168.809998,169.570007,2201300,167.186769
"125",168.850006,168.860001,161.350006,162.919998,3638400,160.630223
"126",163.149994,165.020004,162.009995,163.899994,1531500,161.596446
"127",161,162.970001,157.320007,157.589996,2400900,155.375133
"128",155.539993,156.970001,155.110001,156.630005,1605800,154.428633
"129",156.830002,156.830002,145.100006,146.75,4661600,144.687488
"130",147.899994,151.429993,146.649994,148.880005,2676700,146.787556
"131",147.100006,149.889999,146.419998,147.479996,1488400,145.407224
"132",148.770004,149.869995,144.850006,145.160004,1437200,143.119838
"133",143.75,144.490005,140.309998,140.520004,2118900,138.545052
"134",137.820007,139.240005,133.580002,138.970001,4298600,137.016834
"135",142.050003,145.229996,142.050003,145.100006,2870100,143.060684
"136",144.899994,151.949997,144.899994,150.110001,3293500,148.000265
"137",150.389999,151.470001,146.270004,147.479996,1768400,145.407224
"138",148.070007,153.350006,147.960007,151.690002,1669000,149.558061
"139",152.089996,153.300003,150.029999,150.899994,494100,148.779155
"140",151.110001,152.380005,149.699997,150.369995,993700,148.256606
"141",150,154.759995,149.410004,153,1510400,150.849647
"142",152.779999,153.779999,150.100006,151.199997,1262600,149.074942
"143",151.369995,152.300003,148.199997,148.759995,1633000,146.669233
"144",148.589996,149.229996,142.149994,146.889999,2228900,144.82552
"145",145.720001,146.169998,141.839996,144.389999,1695100,142.360656
"146",143.5,144.339996,139.259995,141.309998,1975800,139.323943
"147",144.220001,147.210007,143.25,145.460007,1472000,143.415625
"148",147.059998,149.029999,146.389999,147.210007,1676600,145.141029
"149",150.050003,151.619995,148.699997,149.050003,2204600,146.955165
"150",149.029999,149.5,146.759995,148.460007,1250400,146.373461
"151",150.220001,153.529999,148.110001,149.809998,1621600,147.704479
"152",147.75,149.330002,145.410004,148.600006,1378800,146.511493
"153",149.399994,151,147.240005,147.649994,1061600,145.574833
"154",145.309998,147.869995,144.380005,146.990005,957800,144.92412
"155",146.970001,146.990005,138.110001,142.029999,2520700,140.033824
"156",138.929993,143.919998,138.929993,142.889999,1605000,140.881738
"157",144.130005,147.649994,143.740005,147.229996,1409400,145.160738
"158",146.539993,147.470001,144.820007,146.009995,964700,143.957883
"159",146.839996,156.710007,146.839996,155.830002,2587100,153.639874
"160",155.800003,157.75,153.100006,155.039993,1739600,152.860969
"161",156.449997,156.75,152.779999,153.479996,1740300,151.322896
"162",154.190002,157.229996,149.589996,152.970001,1418500,150.82007
"163",150.889999,151.330002,147.660004,147.949997,1738100,145.870619
"164",148.220001,149.789993,145.440002,149.740005,1211300,147.63547
"165",149.639999,156.940002,148.100006,155.800003,2386800,153.610297
"166",151.509995,154.899994,144.190002,146.110001,4808700,144.056484
"167",146.509995,148.199997,144.449997,146.639999,1760000,144.579033
"168",148.789993,148.889999,145.589996,146.240005,1435000,144.184661
"169",145.729996,149.580002,145.509995,148.449997,1295700,146.363592
"170",151.229996,156.380005,150.779999,154.649994,2354800,152.476451
"171",153.309998,153.509995,150.5,151.240005,1126600,150.574863
"172",151.869995,154.990005,150.639999,154.720001,2591600,154.039554
"173",155.479996,160.410004,154.729996,159.339996,2153900,158.63923
"174",158.710007,159.210007,154.820007,157,1810900,156.309525
"175",157.889999,160.050003,156.919998,158.520004,1282800,157.822845
"176",158.729996,159.729996,157.399994,158.570007,883800,157.872628
"177",158.259995,158.490005,156.25,158.470001,920900,157.773061
"178",155.190002,156.419998,152.899994,154.330002,2322200,153.651269
"179",150.229996,150.270004,146.850006,147,2772000,146.353504
"180",145.479996,145.479996,140.960007,143.050003,3620600,142.420879
"181",143.039993,145.770004,142.270004,142.770004,1856000,142.142112
"182",143.339996,144.130005,141.589996,142.5,1120500,141.873295
"183",142.5,145.399994,142.309998,142.429993,1430800,141.803596
"184",142.089996,144.759995,139.610001,140.070007,2146500,139.453989
