"","MYL.Open","MYL.High","MYL.Low","MYL.Close","MYL.Volume","MYL.Adjusted"
"76",46.150002,46.639999,45.639999,45.950001,5184300,45.950001
"77",45.93,46.400002,45.439999,46.290001,2990300,46.290001
"78",45.950001,46.389999,45.59,45.790001,3046000,45.790001
"79",45.950001,46.139999,44.799999,45.490002,3842400,45.490002
"80",45.639999,45.73,45.02,45.27,3443000,45.27
"81",45.169998,51,45.119999,46.5,15729000,46.5
"82",48.950001,51.189999,48.110001,50.23,15981300,50.23
"83",50.619999,52.099998,50.41,50.98,7861800,50.98
"84",51.09,51.09,49.77,50.139999,4063000,50.139999
"85",50.290001,51.330002,49.349998,51.23,3693800,51.23
"86",51.049999,51.639999,50.049999,50.119999,3551800,50.119999
"87",50.099998,50.459999,49.189999,49.349998,2976600,49.349998
"88",49.259998,49.740002,47.57,47.639999,3242500,47.639999
"89",47.75,48.080002,46.73,46.82,4444000,46.82
"90",46.099998,48.130001,45.099998,47.380001,7089400,47.380001
"91",46.450001,49.200001,46.23,48.77,5011200,48.77
"92",49.950001,50.119999,48.630001,49.459999,4412300,49.459999
"93",49.48,50.389999,48.669998,50.310001,5946600,50.310001
"94",50.84,52.119999,50.639999,52.049999,5273500,52.049999
"95",52,52.18,50.330002,50.360001,6964600,50.360001
"96",51.240002,51.549999,50.400002,50.43,3349800,50.43
"97",50.650002,51.41,50.450001,51.220001,3396400,51.220001
"98",51.200001,51.389999,50.299999,50.950001,2771200,50.950001
"99",51.139999,51.759998,51,51.709999,2011400,51.709999
"100",51.639999,51.939999,50.630001,50.849998,3070800,50.849998
"101",50.490002,52.459999,50.490002,52.369999,3190300,52.369999
"102",54.439999,56.099998,53.150002,53.549999,9047300,53.549999
"103",53.599998,54,53.25,53.59,3313400,53.59
"104",53.549999,53.990002,53.369999,53.75,3847600,53.75
"105",53.990002,54.41,53.389999,53.470001,2550600,53.470001
"106",53.889999,53.889999,52.93,53.5,2966100,53.5
"107",53.580002,53.59,52.330002,53.110001,4126400,53.110001
"108",53.310001,54.23,52.439999,53.950001,3133800,53.950001
"109",53.810001,54.099998,53.310001,53.509998,2341100,53.509998
"110",53,54.060001,53,53.799999,2680800,53.799999
"111",53.16,56.25,53.16,54.73,4833300,54.73
"112",54.919998,54.939999,53.5,54.049999,2546800,54.049999
"113",54.23,55.689999,54.02,55.130001,4017400,55.130001
"114",55.48,56.700001,55.049999,56.240002,4137700,56.240002
"115",55.900002,56.080002,54.720001,55.68,4250200,55.68
"116",55.549999,55.84,55.009998,55.220001,1862000,55.220001
"117",56.02,56.16,55.52,55.790001,2631100,55.790001
"118",55.93,56.119999,55.25,55.959999,3287100,55.959999
"119",55.639999,56.189999,55.310001,56.169998,2679800,56.169998
"120",56.869999,59.119999,56.73,58.619999,6204900,58.619999
"121",59.419998,59.599998,57.580002,58.610001,2761100,58.610001
"122",58.27,58.549999,57.52,57.790001,3360300,57.790001
"123",57.970001,58.630001,57.549999,57.830002,3075600,57.830002
"124",58.009998,58.57,57.52,58.23,3273800,58.23
"125",57.299999,58.860001,57.299999,58.23,2410600,58.23
"126",58.220001,58.529999,57.810001,58.41,2156500,58.41
"127",58.299999,58.740002,57.110001,57.23,4041500,57.23
"128",56.209999,56.82,55.41,56.59,4723400,56.59
"129",56.57,57.150002,54.889999,54.990002,3857000,54.990002
"130",55.060001,55.650002,54.560001,54.709999,2540600,54.709999
"131",54.07,54.580002,53.27,53.32,3282800,53.32
"132",53.75,54.84,53.610001,54.52,3552600,54.52
"133",54.369999,55.16,53.459999,53.560001,2556900,53.560001
"134",53.669998,55.360001,53.330002,55.259998,3198700,55.259998
"135",55.950001,56.849998,55.790001,56.830002,3611500,56.830002
"136",56.799999,57.830002,56.560001,57.509998,7724600,57.509998
"137",57.59,57.830002,56.689999,57,2033400,57
"138",57.189999,57.349998,55.639999,56.580002,2112500,56.580002
"139",56.610001,57.189999,56.25,56.970001,871500,56.970001
"140",56.990002,57.720001,56.990002,57.599998,1038800,57.599998
"141",57.580002,58.07,57.139999,57.709999,1817400,57.709999
"142",57.439999,57.68,56.869999,56.939999,1570700,56.939999
"143",56.849998,57.389999,56.27,56.369999,1446500,56.369999
"144",56.540001,57.32,56.060001,56.349998,1398000,56.349998
"145",56.119999,56.279999,55.43,55.720001,2996200,55.720001
"146",56.209999,56.830002,53.77,54.18,6610900,54.18
"147",54.720001,56.349998,53.830002,56.110001,3663000,56.110001
"148",56.68,57.290001,56.349998,56.650002,3164000,56.650002
"149",56.68,56.939999,55.77,55.84,2193600,55.84
"150",55.939999,56.490002,54.93,55.27,2953600,55.27
"151",56.009998,56.68,54.810001,55.48,2325700,55.48
"152",55.369999,55.860001,54.169998,54.59,2420500,54.59
"153",55,55.66,52.68,52.740002,4026100,52.740002
"154",52.650002,56.110001,52.389999,56,5626900,56
"155",56,56.330002,54.360001,55.130001,3342500,55.130001
"156",55.029999,55.5,54.310001,54.59,2651600,54.59
"157",54.939999,55.259998,53.599998,54.439999,3947000,54.439999
"158",54.360001,55,53.849998,54.209999,3120700,54.209999
"159",54.02,57.040001,54.02,56.799999,6471800,56.799999
"160",56.630001,56.98,55.66,56.299999,3883100,56.299999
"161",56.400002,56.5,55.130001,55.240002,3501900,55.240002
"162",55.200001,55.23,54.48,54.889999,3470700,54.889999
"163",54.25,55,53.009998,53.150002,6399400,53.150002
"164",53.549999,53.84,52.209999,53.189999,4618800,53.189999
"165",52.82,54.669998,52.310001,54.59,5857600,54.59
"166",54.009998,54.040001,52.82,53.220001,3370500,53.220001
"167",53.439999,54.549999,53.400002,54.299999,3989500,54.299999
"168",54.23,54.490002,53.549999,53.889999,1891000,53.889999
"169",53.799999,53.84,52.919998,53,1491900,53
"170",53.330002,54.290001,52.700001,53.970001,2149300,53.970001
"171",53.970001,54.419998,53.639999,53.759998,1566200,53.759998
"172",54.169998,54.540001,53.849998,54.509998,1417600,54.509998
"173",54.57,55.990002,54.32,55.849998,2740900,55.849998
"174",55.130001,56.73,55.130001,56.529999,2246900,56.529999
"175",56.650002,56.720001,56.040001,56.549999,1890700,56.549999
"176",56.369999,57.360001,56.310001,57.220001,2865500,57.220001
"177",57.279999,57.900002,56.860001,57.869999,3163100,57.869999
"178",58,58.029999,57.41,57.650002,1988200,57.650002
"179",57.740002,57.830002,57.110001,57.220001,1952500,57.220001
"180",57.110001,57.32,56.099998,56.5,3365300,56.5
"181",56.5,57.279999,56.18,57.25,2029500,57.25
"182",57.919998,58.369999,56.889999,57.330002,5229200,57.330002
"183",58,58.360001,57.049999,57.889999,3572800,57.889999
"184",56.759998,57.200001,55,55.439999,6511100,55.439999
"185",55.790001,55.950001,54.889999,55.610001,3810100,55.610001
"186",56.259998,58.259998,56.09,56.689999,4946800,56.689999
"187",56.43,56.639999,55.169998,55.439999,2302200,55.439999
"188",55.759998,56,55.139999,55.740002,1852800,55.740002
"189",55.27,55.950001,54.810001,55.310001,2784600,55.310001
"190",55.639999,59.919998,55.25,59,12635300,59
"191",59.07,62.450001,59.049999,62.299999,11356400,62.299999
"192",61.259998,61.389999,59.189999,59.759998,7191100,59.759998
"193",60.360001,61.299999,59.939999,61.27,5429200,61.27
"194",60.470001,62.84,60.470001,62.720001,3630300,62.720001
"195",62.41,65.629997,62.060001,64.959999,6325200,64.959999
"196",64.440002,64.75,62.900002,63.939999,4970500,63.939999
"197",64.370003,64.57,63.060001,63.060001,5246000,63.060001
"198",63.150002,64.300003,62.110001,63.279999,3974300,63.279999
"199",63.040001,64.059998,62.939999,63.09,3973500,63.09
"200",62.880001,63.970001,60.93,61.23,4423900,61.23
"201",60.41,63.02,60.02,61.880001,5428000,61.880001
"202",61.880001,62.450001,61.290001,61.630001,4801400,61.630001
"203",58.799999,60.060001,57.619999,60,9994100,60
"204",59.560001,60.41,58.900002,59.349998,8447300,59.349998
"205",58.439999,58.52,57.459999,57.939999,35152900,57.939999
"206",58.369999,58.650002,58.02,58.099998,8827700,58.099998
"207",58.119999,58.77,58,58.48,10176600,58.48
"208",58.98,59.740002,58.400002,59.57,13511100,59.57
"209",60.169998,70.209999,60,68.360001,50879200,68.360001
"210",67.949997,72.620003,67.510002,70.099998,26635300,70.099998
"211",69.870003,70.440002,68.300003,70.239998,10947200,70.239998
"212",69.720001,71.099998,68.32,68.559998,7770100,68.559998
"213",68.360001,69.370003,67.75,68.620003,6172500,68.620003
"214",68.489998,68.739998,66.709999,66.769997,8302200,66.769997
"215",67.019997,68.470001,66.150002,66.830002,9038600,66.830002
"216",66.480003,72.160004,66.309998,69.82,19396800,69.82
"217",69.639999,69.809998,67.209999,68.050003,9735700,68.050003
"218",74.300003,74.900002,72.989998,74.07,42315800,74.07
"219",75,75.400002,71.120003,72.400002,19062800,72.400002
"220",72.330002,73.82,72.010002,73.690002,10276900,73.690002
"221",73.580002,76.690002,72.709999,76.059998,12236800,76.059998
"222",75.400002,75.400002,71.209999,71.720001,20059700,71.720001
"223",72.5,74.129997,71.449997,72.709999,9460700,72.709999
"224",72.480003,74.720001,72.07,74.5,10419900,74.5
"225",74.449997,75.260002,71.129997,72.260002,8070800,72.260002
"226",72.720001,74.610001,72.279999,73.889999,8592100,73.889999
"227",74.199997,74.230003,72.940002,73.050003,5086300,73.050003
"228",73.230003,73.760002,72.32,72.889999,5787200,72.889999
"229",73.089996,73.849998,70.389999,71.050003,10816300,71.050003
"230",71.050003,71.720001,69.620003,70.389999,9584800,70.389999
"231",71.099998,71.519997,69.730003,71.309998,10046700,71.309998
"232",71.279999,71.949997,70.309998,71.629997,6183100,71.629997
"233",70.989998,71.410004,69.849998,70.330002,4206500,70.330002
"234",70.370003,71.199997,70.059998,70.849998,3232600,70.849998
"235",71.290001,71.68,70.129997,71.529999,4671600,71.529999
"236",71.230003,71.980003,70.589996,70.669998,3415600,70.669998
"237",70.449997,71.419998,69.5,71.379997,7440000,71.379997
"238",70.279999,71.690002,70.279999,71.349998,4109900,71.349998
"239",71.5,71.540001,70.239998,70.449997,3961300,70.449997
"240",70.160004,71.029999,69.75,69.940002,4575600,69.940002
"241",70,70.550003,69.489998,69.660004,4326200,69.660004
"242",69.5,71.050003,69.489998,70.550003,5443800,70.550003
"243",70.589996,72.480003,70.57,72.040001,6460300,72.040001
"244",72.5,73.150002,72.080002,72.68,4723200,72.68
"245",72.730003,73.860001,72.559998,72.629997,7322200,72.629997
"246",72.419998,73.760002,72.400002,73.32,3327400,73.32
"247",72.900002,73.300003,72.050003,72.279999,2880500,72.279999
"248",72.620003,73.25,72.150002,72.389999,3784900,72.389999
"249",72,74.660004,71.309998,74.290001,8870600,74.290001
"250",74.470001,74.620003,73.32,74.139999,7506400,74.139999
"251",74.010002,74.379997,73.480003,73.650002,4937900,73.650002
"252",73.779999,74.18,73.43,73.800003,3620600,73.800003
"253",73.879997,74.25,73.379997,74.059998,4531200,74.059998
