"","KMX.Open","KMX.High","KMX.Low","KMX.Close","KMX.Volume","KMX.Adjusted"
"106",56.130001,56.630001,55.25,56.259998,2550200,56.259998
"107",56.389999,56.450001,55.509998,55.639999,2280600,55.639999
"108",55.639999,56.349998,55.5,56.080002,1337300,56.080002
"109",55.900002,56.139999,55.52,55.740002,1207600,55.740002
"110",55.470001,56.07,55.099998,55.900002,1358600,55.900002
"111",56.119999,56.529999,55.639999,55.849998,1703200,55.849998
"112",55.799999,55.98,55.439999,55.650002,1347300,55.650002
"113",54.240002,55.080002,54.040001,54.66,2004400,54.66
"114",54.73,55.43,54.369999,55.130001,1148400,55.130001
"115",55.189999,55.459999,54.790001,55.029999,1136000,55.029999
"116",54.82,55.669998,54.82,55.049999,1179900,55.049999
"117",55.669998,56.360001,55.18,56.09,1657200,56.09
"118",56.209999,56.709999,56,56.310001,990300,56.310001
"119",56.459999,57.189999,56.349998,56.709999,1522500,56.709999
"120",56.860001,56.900002,55.990002,56.25,862100,56.25
"121",56.52,57.279999,56.259998,56.98,610900,56.98
"122",56.639999,56.639999,55.860001,56.139999,1509900,56.139999
"123",57.810001,58.34,56.689999,57.099998,2324400,57.099998
"124",56.529999,58.900002,56.529999,58.73,1870500,58.73
"125",58.419998,59.75,58.290001,59.32,1796200,59.32
"126",59.150002,59.18,58.599998,59.07,1337600,59.07
"127",58.869999,59.400002,58.25,58.48,1416100,58.48
"128",57.98,59.549999,57.93,59.450001,1581000,59.450001
"129",59.169998,59.650002,58.669998,58.900002,1465000,58.900002
"130",59.02,60.66,59.02,59.509998,2033800,59.509998
"131",58.939999,60.09,58.259998,58.299999,1843200,58.299999
"132",58.82,59.259998,57.82,58.84,2188600,58.84
"133",58.84,59.279999,58.220001,58.23,2752100,58.23
"134",58.25,60.330002,58.16,60.110001,2394200,60.110001
"135",60.419998,60.549999,59.220001,60.529999,3831600,60.529999
"136",65.57,67.43,64.660004,67.32,6684400,67.32
"137",67.32,68.709999,67.169998,67.849998,4509700,67.849998
"138",67.660004,68.309998,67.440002,67.760002,3970000,67.760002
"139",67.82,68.059998,67.529999,67.610001,807100,67.610001
"140",67.800003,68.309998,67.230003,67.610001,845500,67.610001
"141",67.290001,67.959999,67.019997,67.870003,1028000,67.870003
"142",67.379997,67.860001,67.080002,67.239998,1092600,67.239998
"143",67.519997,67.949997,66.510002,66.580002,1618800,66.580002
"144",67.040001,67.709999,65.860001,66.470001,2147400,66.470001
"145",66.010002,66.309998,64.099998,64.580002,2115800,64.580002
"146",64.970001,65.080002,63.060001,63.77,2356800,63.77
"147",64.440002,64.800003,63.790001,64.779999,1653900,64.779999
"148",65.660004,66.300003,65.480003,66.089996,1506500,66.089996
"149",65.879997,66.010002,64.900002,65.040001,1540000,65.040001
"150",64.93,65.230003,64.18,64.349998,1434000,64.349998
"151",65.059998,65.720001,63.77,64.269997,1271200,64.269997
"152",63.98,64.080002,62.580002,63.419998,1783400,63.419998
"153",64.040001,64.940002,62.18,62.23,1283100,62.23
"154",61.93,63.560001,61.830002,63.509998,1704700,63.509998
"155",63.549999,63.709999,62.119999,62.810001,1148500,62.810001
"156",62.599998,63.360001,62.209999,63.009998,1231000,63.009998
"157",63.290001,64.440002,62.759998,64.239998,1084800,64.239998
"158",64.379997,65.849998,64.269997,64.870003,1621400,64.870003
"159",64.75,65.419998,64.239998,64.769997,1397200,64.769997
"160",63.900002,64.510002,63.389999,63.700001,1404800,63.700001
"161",64.110001,64.379997,62.419998,62.529999,1172700,62.529999
"162",62.599998,63.450001,62.220001,63.310001,918600,63.310001
"163",62.700001,63.200001,62.02,62.099998,1164500,62.099998
"164",62.209999,62.59,60.830002,62.529999,1253800,62.529999
"165",63.200001,63.91,62.75,63.75,1640100,63.75
"166",63.610001,64.82,63.450001,64.459999,1567800,64.459999
"167",64.660004,64.980003,64.239998,64.529999,1384200,64.529999
"168",64.540001,64.970001,64.139999,64.419998,846200,64.419998
"169",63.959999,65.010002,63.810001,64.550003,1333100,64.550003
"170",65.050003,65.739998,64.900002,65.669998,1621200,65.669998
"171",65.419998,66.080002,64.769997,65.970001,1380800,65.970001
"172",66.040001,66.669998,65.510002,66.580002,1066400,66.580002
"173",66.510002,67.730003,66.510002,67.68,1284000,67.68
"174",67.660004,68.080002,67.010002,67.480003,1013200,67.480003
"175",67.169998,67.690002,66.889999,67.510002,1041200,67.510002
"176",67.550003,68.410004,67.339996,68.300003,1081900,68.300003
"177",68.220001,68.330002,66.980003,68.129997,1143800,68.129997
"178",68.199997,68.330002,67.260002,67.610001,584900,67.610001
"179",66.599998,67.669998,65.870003,67.279999,876000,67.279999
"180",67.410004,68.150002,67.400002,68.099998,686500,68.099998
"181",68.120003,68.300003,67.57,67.730003,870300,67.730003
"182",67.75,67.980003,66.989998,67.110001,878900,67.110001
"183",67.32,68.230003,67.150002,67.769997,1393700,67.769997
"184",67.690002,67.690002,66.949997,67.389999,898600,67.389999
"185",65.860001,66,64.540001,64.690002,1739900,64.690002
"186",64.690002,65.019997,64.529999,64.620003,1296400,64.620003
"187",64.120003,64.629997,62.889999,63,2098800,63
"188",62.84,63.450001,62.459999,63.200001,1646200,63.200001
"189",62.720001,63,62.150002,62.150002,1753800,62.150002
"190",62.23,62.450001,61.98,62,1633700,62
"191",62.299999,62.950001,62.150002,62.450001,2225500,62.450001
"192",62.669998,63.419998,62.310001,63.32,1460800,63.32
"193",63.73,64.400002,63.73,64.18,1474700,64.18
"194",63.959999,64.860001,63.849998,64.720001,1642400,64.720001
"195",64.690002,66,64.160004,65.480003,1197300,65.480003
"196",65.209999,65.830002,65.160004,65.639999,976600,65.639999
"197",66.139999,66.690002,65.519997,66.550003,2390800,66.550003
"198",66.5,66.980003,66.239998,66.449997,1034000,66.449997
"199",66.400002,67.839996,66.230003,67.300003,1623400,67.300003
"200",67.230003,67.449997,66.18,66.349998,2103600,66.349998
"201",65.870003,66.190002,65.260002,65.800003,1862800,65.800003
"202",65.739998,66.809998,65.660004,66.690002,1824400,66.690002
"203",67.190002,69.290001,66.970001,69.220001,1894600,69.220001
"204",69.190002,69.599998,68.75,69.010002,3272700,69.010002
"205",69.010002,69.209999,67.669998,68.389999,2713500,68.389999
"206",71.980003,75.400002,71.970001,74.730003,9037200,74.730003
"207",74.160004,75.220001,73.769997,73.949997,3105900,73.949997
"208",73.949997,74.25,73.279999,73.419998,2881300,73.419998
"209",73.620003,74.07,73.360001,74.07,2574700,74.07
"210",74,74.550003,73.400002,74.110001,1486300,74.110001
"211",74.010002,74.139999,73.110001,73.190002,1175000,73.190002
"212",73.339996,73.739998,72.910004,73.010002,1241800,73.010002
"213",72.82,73.089996,71.860001,72.459999,887100,72.459999
"214",72.57,72.919998,72.379997,72.400002,1016500,72.400002
"215",72.419998,72.449997,71.57,71.68,925600,71.68
"216",71.220001,71.389999,70.129997,70.610001,1417500,70.610001
"217",70.970001,71.25,70.769997,70.970001,1265000,70.970001
"218",71.330002,71.910004,70.75,70.879997,1175800,70.879997
"219",71.199997,71.519997,70.459999,70.839996,1366800,70.839996
"220",70.779999,71.050003,70.300003,70.720001,1024500,70.720001
"221",70.830002,70.830002,69.809998,69.970001,845400,69.970001
"222",70,70.220001,68.739998,68.809998,941500,68.809998
"223",68.959999,69.610001,68.349998,69.389999,1221800,69.389999
"224",69.209999,69.279999,68.370003,68.760002,947500,68.760002
"225",68.440002,68.830002,67.690002,68.110001,1416400,68.110001
"226",68.25,69.82,68.169998,69.809998,1293800,69.809998
"227",70.050003,71.360001,69.93,71.330002,1608500,71.330002
"228",71.110001,71.839996,70.209999,70.300003,1637300,70.300003
"229",70.349998,70.709999,69.400002,69.970001,1334700,69.970001
"230",69.93,71.029999,69.779999,70.839996,1240300,70.839996
"231",71.559998,72.139999,71.459999,71.529999,1105000,71.529999
"232",71.349998,72.25,71.260002,71.349998,1349300,71.349998
"233",70.959999,71.650002,70.730003,71.269997,834900,71.269997
"234",71.82,71.870003,70.839996,71.110001,958100,71.110001
"235",71.910004,72.050003,71.279999,71.720001,1596800,71.720001
"236",71.910004,72.449997,71.739998,72.260002,1741200,72.260002
"237",72.449997,73.199997,72.32,73,1518900,73
"238",72.940002,73.050003,72.120003,72.260002,1036600,72.260002
"239",72.379997,72.629997,72.099998,72.300003,996700,72.300003
"240",72.010002,72.940002,71.919998,72.510002,1298400,72.510002
"241",72.559998,72.849998,71.93,72.410004,1286200,72.410004
"242",72.360001,72.68,71.610001,71.709999,868300,71.709999
"243",72.150002,72.989998,71.870003,72.839996,1839400,72.839996
"244",72.919998,73.150002,72.160004,72.379997,855400,72.379997
"245",72.139999,72.410004,71.040001,71.040001,1477900,71.040001
"246",71.440002,72.050003,70.830002,71.699997,856200,71.699997
"247",71.370003,72.230003,71.360001,72.099998,874000,72.099998
"248",72.150002,73.139999,72.099998,72.809998,1064300,72.809998
"249",72.480003,73.199997,72.389999,73.089996,1282300,73.089996
"250",73.110001,73.760002,72.849998,73.699997,1376500,73.699997
"251",73.150002,73.480003,72.150002,72.160004,1706400,72.160004
"252",72.050003,72.849998,72.050003,72.589996,813000,72.589996
"253",72.849998,73.339996,72.809998,73.150002,1066400,73.150002
