"","DNR.Open","DNR.High","DNR.Low","DNR.Close","DNR.Volume","DNR.Adjusted"
"79",15.29,15.33,14.92,15.03,7356500,14.701328
"80",15.06,15.1,14.37,14.5,6511300,14.182918
"81",14.39,14.45,14.04,14.32,7217400,14.006854
"82",14.35,14.35,14.06,14.13,4954000,13.82101
"83",14.18,14.29,13.87,14,6922700,13.693852
"84",13.96,14.07,13.7,13.71,8127300,13.410194
"85",13.63,13.76,13.34,13.75,6081800,13.449319
"86",13.57,13.57,12.9,12.94,10592300,12.657032
"87",12.9,13.08,12.28,12.77,11927200,12.49075
"88",12.77,13.01,12.22,12.28,13492700,12.011464
"89",12.38,12.71,11.96,12.04,10937100,11.776713
"90",11.7,12.2,11.41,12.09,12098100,11.82562
"91",11.84,12.94,11.8,12.8,13946100,12.520094
"92",13.01,13.14,12.37,12.42,8497300,12.148403
"93",12.38,12.6,12.19,12.49,4505100,12.216872
"94",12.58,12.83,12.47,12.8,6070200,12.520094
"95",12.83,12.96,12.25,12.28,4776700,12.011464
"96",12.47,12.74,12.31,12.57,4745200,12.295123
"97",12.44,12.52,12.21,12.41,3994800,12.138622
"98",12.12,12.13,11.5,11.91,7193600,11.649556
"99",12.05,12.5,11.82,12.41,5309900,12.138622
"100",12.58,12.82,12.46,12.61,6685000,12.334248
"101",12.52,12.6,12.09,12.21,3639600,11.942996
"102",12.23,12.46,11.76,12.4,12989000,12.12884
"103",12.48,12.73,12.07,12.13,7702100,11.864745
"104",11.91,11.91,10.94,11.28,12259200,11.033332
"105",11.46,11.67,10.88,11.47,14835300,11.219178
"106",11.37,11.38,10.84,11.33,12137300,11.082239
"107",11.41,11.84,11.4,11.76,11803900,11.502836
"108",11.86,12.07,11.45,11.56,9400300,11.30721
"109",11.68,11.84,11.34,11.79,6813000,11.53218
"110",11.72,11.92,11.6,11.68,6482500,11.424586
"111",11.58,11.61,10.92,10.99,9784400,10.749674
"112",11.05,11.24,10.92,11.2,12160600,10.955082
"113",10.56,10.56,9.73,10.01,23411000,9.791105
"114",9.96,10.2,9.78,10.01,10900100,9.791105
"115",9.86,10.01,9.67,9.69,14329800,9.478102
"116",9.59,9.85,9.59,9.83,11514900,9.615041
"117",9.95,10.19,9.94,10.15,11801000,9.992082
"118",10.07,10.24,9.93,10.08,9154500,9.923171
"119",10.14,10.36,9.89,9.97,9723200,9.814883
"120",9.89,10.06,9.72,9.74,5867200,9.588461
"121",9.08,9.08,8.14,8.26,10562100,8.131488
"122",8.27,8.3,7.49,8.01,17711400,7.885377
"123",8,8.23,7.78,7.83,14665000,7.708177
"124",7.86,8.16,7.66,7.74,11565400,7.619578
"125",7.63,7.8,7.56,7.67,10713200,7.550667
"126",7.61,7.74,7.4,7.43,10278200,7.314401
"127",7.28,7.31,6.55,6.68,15188000,6.57607
"128",6.65,7.08,6.63,7,19002400,6.891091
"129",6.8,6.82,6.31,6.55,20842500,6.448093
"130",6.54,6.86,6.53,6.62,20470400,6.517003
"131",6.52,6.79,6.36,6.4,20916800,6.300426
"132",6.61,6.8,6.26,6.34,18873100,6.24136
"133",6.26,6.96,6.04,6.8,23423800,6.694203
"134",6.83,7.4,6.79,7.17,22561900,7.058446
"135",7.85,7.9,6.97,7.32,21295100,7.206113
"136",7.45,8.4,7.38,8.32,26635300,8.190554
"137",8.19,8.27,7.82,8.11,16411000,7.983821
"138",8.24,8.35,8.07,8.33,10790100,8.200398
"139",8.29,8.34,7.98,8.15,4558100,8.023198
"140",8.2,8.3,8.01,8.13,5531300,8.00351
"141",8.22,8.43,8.12,8.22,11430800,8.09211
"142",8.17,8.33,8.03,8.16,7325000,8.033043
"143",8.04,8.29,7.78,8.13,7180900,8.00351
"144",8.06,8.12,7.52,7.92,9643600,7.796777
"145",7.81,7.81,7.09,7.3,12721300,7.186424
"146",7.24,7.35,6.96,7.09,11646200,6.979691
"147",7.26,7.29,6.83,6.88,9508800,6.772958
"148",6.94,7.31,6.82,7.18,15983800,7.06829
"149",7.19,7.45,7.06,7.31,11716500,7.196268
"150",7.13,7.14,6.82,6.89,12560400,6.782802
"151",6.88,7,6.7,6.82,9989500,6.713892
"152",6.73,6.84,6.32,6.8,14889900,6.694203
"153",6.94,7.09,6.49,6.53,15309000,6.428404
"154",6.73,6.92,6.59,6.85,11244600,6.743425
"155",6.76,6.78,6.3,6.47,10844000,6.369337
"156",6.54,6.89,6.54,6.76,8713600,6.654825
"157",6.81,6.9,6.48,6.72,9084600,6.615447
"158",6.65,6.95,6.62,6.8,11289100,6.694203
"159",6.88,6.98,6.75,6.96,8071500,6.851713
"160",6.93,7.26,6.87,7.14,9591500,7.028913
"161",7.07,7.14,6.42,6.47,20240300,6.369337
"162",6.56,6.61,6.25,6.52,8681400,6.418559
"163",6.45,6.99,6.29,6.9,12437000,6.792647
"164",7.12,7.84,7.06,7.75,19256000,7.629422
"165",8.15,8.67,8.04,8.62,24690800,8.485886
"166",8.35,8.59,8,8.19,23407800,8.062576
"167",8.35,8.98,8.27,8.89,16446200,8.751686
"168",9.16,9.35,8.82,8.89,15586800,8.751686
"169",9,9.39,8.9,8.96,11223800,8.820597
"170",8.94,8.94,8.14,8.2,17129000,8.072421
"171",7.92,8.29,7.73,8.26,16652200,8.131488
"172",8.46,8.69,8.23,8.27,13231100,8.141332
"173",8.5,8.82,8.46,8.66,12910900,8.525264
"174",8.55,9.13,8.36,9.07,13755600,8.928885
"175",8.9,8.97,8.48,8.63,18128500,8.495731
"176",8.31,9.27,7.9,9.03,25638700,8.889507
"177",8.98,9.11,8.74,8.91,13381700,8.833
"178",8.78,8.97,8.57,8.77,10114100,8.69421
"179",8.96,9.04,8.75,8.78,10362500,8.704123
"180",8.8,8.99,8.58,8.94,11506500,8.86274
"181",8.73,8.83,8.32,8.38,11374600,8.307581
"182",8.44,8.68,8.37,8.4,24410300,8.327407
"183",8.4,8.4,8.1,8.3,10812500,8.228272
"184",8.32,8.69,8.31,8.58,9412300,8.505852
"185",8.63,8.63,8.34,8.56,10622300,8.486025
"186",8.51,8.58,8.32,8.33,10405500,8.258012
"187",8.29,8.51,8.21,8.3,9706600,8.228272
"188",8.26,8.31,7.93,7.96,9900300,7.89121
"189",7.77,7.92,7.53,7.54,11859600,7.47484
"190",7.56,7.96,7.5,7.91,11792400,7.841642
"191",7.9,7.93,7.59,7.6,8873200,7.534321
"192",7.45,7.49,7.08,7.31,11609800,7.246827
"193",7.27,7.43,6.89,7.4,13313500,7.33605
"194",7.29,7.5,7.11,7.39,8971700,7.326136
"195",7.27,8.08,7.18,7.95,12752400,7.881296
"196",7.71,7.81,7.45,7.5,11724800,7.435185
"197",7.62,7.79,7.43,7.46,76853700,7.395531
"198",7.49,7.71,7.2,7.2,14323800,7.137778
"199",7.2,7.36,6.98,7.32,11662900,7.256741
"200",7.36,7.78,7.16,7.64,15268100,7.573975
"201",7.79,8,7.61,7.92,14421800,7.851556
"202",7.84,7.85,7.44,7.52,8934400,7.455012
"203",7.61,7.68,7.36,7.64,10806900,7.573975
"204",7.51,7.66,7.25,7.29,12520700,7.227
"205",7.36,7.58,7.34,7.38,13514600,7.316222
"206",7.34,7.85,7.31,7.84,15343700,7.772247
"207",8,8.82,7.91,8.79,23225300,8.714037
"208",8.81,9.01,8.62,8.72,18204100,8.644642
"209",8.75,8.85,8.47,8.52,20158700,8.446371
"210",8.58,8.88,8.56,8.71,9692700,8.634729
"211",8.82,8.87,8.57,8.59,7004500,8.515766
"212",8.7,8.85,8.41,8.59,6811900,8.515766
"213",8.68,8.89,8.58,8.86,7277300,8.783432
"214",8.77,9.53,8.77,9.44,14598700,9.358419
"215",9.36,9.53,8.99,9.41,14823800,9.328679
"216",9.27,9.47,8.95,9.04,10112900,8.961877
"217",9.05,9.26,8.9,8.99,9604900,8.912309
"218",9,9.08,8.35,8.47,9608900,8.396803
"219",8.5,8.54,8.15,8.21,11436000,8.13905
"220",8.27,8.64,8.27,8.41,8550000,8.337321
"221",8.44,8.44,7.9,8.1,10695900,8.030001
"222",8.2,8.28,8.04,8.04,7063900,7.970519
"223",8.04,8.24,8.03,8.16,7881100,8.089481
"224",8.16,8.83,8.09,8.81,14104600,8.733865
"225",8.83,9.09,8.58,8.81,17939000,8.733865
"226",8.73,8.82,8.5,8.58,11049600,8.505852
"227",8.61,8.78,8.48,8.57,10290600,8.495938
"228",8.77,8.95,8.19,8.26,17843100,8.188618
"229",8.51,8.71,8.3,8.56,19391800,8.486025
"230",8.49,8.51,7.61,7.62,19813700,7.554148
"231",7.77,7.83,7.58,7.71,9752200,7.643371
"232",7.71,7.77,7.27,7.41,10923600,7.345963
"233",7.46,7.55,7.38,7.5,8926800,7.435185
"234",7.55,7.57,7.28,7.39,9785600,7.326136
"235",7.44,7.51,7.25,7.31,7517400,7.246827
"236",7.26,7.49,7.07,7.41,7269000,7.345963
"237",7.36,7.4,7.03,7.38,11882500,7.316222
"238",7.29,7.32,7.06,7.21,10383000,7.147692
"239",7.25,7.31,7.07,7.29,8511300,7.227
"240",7.25,7.64,7.22,7.6,10693000,7.6
"241",7.48,7.58,7.32,7.44,6924200,7.44
"242",7.3,7.41,7.15,7.18,6094500,7.18
"243",7.15,7.39,7.07,7.26,8126800,7.26
"244",7.18,7.23,7.05,7.15,8258300,7.15
"245",7.16,7.43,7.16,7.37,7030700,7.37
"246",7.34,7.43,7.02,7.03,9219400,7.03
"247",7.1,7.38,7.08,7.35,9747800,7.35
"248",7.28,7.48,7.2,7.27,8347500,7.27
"249",7.2,7.21,7.01,7.02,6872800,7.02
"250",7,7.25,7,7.02,7724400,7.02
"251",7,7.05,6.67,6.89,12495600,6.89
"252",7.03,7.07,6.77,6.8,17949900,6.8
"253",6.95,6.99,6.83,6.92,15906000,6.92
