"","BBBY.Open","BBBY.High","BBBY.Low","BBBY.Close","BBBY.Volume","BBBY.Adjusted"
"1",61.880001,62.040001,61.240002,61.279999,2694100,61.279999
"2",61.119999,61.43,60.529999,60.759998,1762500,60.759998
"3",60.709999,61.040001,60.450001,60.470001,1845500,60.470001
"4",60.639999,60.75,59.939999,60.23,3374400,60.23
"5",60.32,60.68,60.080002,60.330002,2873300,60.330002
"6",60.150002,60.75,60.150002,60.549999,1695500,60.549999
"7",60.650002,61.669998,60.599998,61.610001,2580600,61.610001
"8",61.18,61.389999,60.34,60.68,3383200,60.68
"9",60.68,60.849998,59.889999,60.07,6351400,60.07
"10",60.209999,61.560001,60.099998,60.98,4294500,60.98
"11",60.529999,61.419998,60.509998,60.639999,3412700,60.639999
"12",61.049999,61.439999,60.560001,61.110001,5231100,61.110001
"13",56.5,56.880001,54.959999,56.700001,19204000,56.700001
"14",56.84,57.860001,56.18,57.450001,7977500,57.450001
"15",57.419998,57.599998,57.110001,57.380001,3865700,57.380001
"16",57.549999,58.279999,57.459999,57.880001,3509600,57.880001
"17",57.849998,58.209999,57.450001,57.799999,2567100,57.799999
"18",58,59.849998,57.900002,59.349998,4423600,59.349998
"19",59.349998,59.66,58.91,59.259998,5701600,59.259998
"20",59.290001,59.950001,59.18,59.32,4586600,59.32
"21",59.580002,59.639999,58.77,59.189999,3150100,59.189999
"22",58.490002,58.740002,58.220001,58.330002,2599100,58.330002
"23",58.369999,60.610001,57.869999,59.610001,6049600,59.610001
"24",60.16,60.389999,59.41,60.130001,4241900,60.130001
"25",60.560001,61.32,60.400002,61.049999,6778800,61.049999
"26",61.23,61.459999,60.509998,60.860001,4683400,60.860001
"27",60.779999,61.57,60.5,61.009998,7508900,61.009998
"28",61.130001,61.650002,60.84,61.650002,3045100,61.650002
"29",61.43,61.75,61.360001,61.450001,2236100,61.450001
"30",61.52,61.93,61.360001,61.5,3299100,61.5
"31",61.43,61.869999,61.25,61.799999,2825600,61.799999
"32",61.790001,62.560001,61.790001,62.110001,1805000,62.110001
"33",61.91,62.580002,61.68,62.509998,2183700,62.509998
"34",62.389999,62.57,61.990002,62.290001,2011900,62.290001
"35",62.34,63.389999,62.259998,63.029999,2752600,63.029999
"36",63.310001,64.129997,62.98,63.950001,3601700,63.950001
"37",63.380001,63.959999,63.029999,63.290001,3345900,63.290001
"38",62.290001,62.939999,61.59,61.610001,4000200,61.610001
"39",61.650002,61.98,61.400002,61.700001,2587000,61.700001
"40",61.52,62.060001,61.09,61.5,2799900,61.5
"41",61.139999,62.099998,61.029999,61.869999,2437300,61.869999
"42",62.259998,62.330002,61.18,61.27,2640100,61.27
"43",61.349998,62.16,61.310001,62.049999,2435300,62.049999
"44",62.360001,62.919998,62.110001,62.599998,1777100,62.599998
"45",62.700001,62.75,62.110001,62.360001,1273400,62.360001
"46",61.369999,62.32,61.369999,61.880001,1556500,61.880001
"47",62.130001,62.560001,61.900002,62.549999,1687500,62.549999
"48",62.889999,62.889999,61.630001,61.91,1865000,61.91
"49",62.389999,62.599998,62.009998,62.389999,1487700,62.389999
"50",62.84,63.490002,62.799999,63.25,2024300,63.25
"51",63.049999,63.880001,62.790001,63.720001,2090400,63.720001
"52",62.84,64.129997,62.84,63.740002,1489700,63.740002
"53",63.82,64.209999,63.5,64.029999,1428700,64.029999
"54",64.449997,64.660004,64.110001,64.339996,1751000,64.339996
"55",64.300003,64.470001,63.869999,64.199997,1634500,64.199997
"56",63.900002,64.699997,63.900002,64.529999,1597900,64.529999
"57",63.959999,64.5,63.16,64.309998,2408300,64.309998
"58",64.580002,64.580002,63.990002,64.260002,1527200,64.260002
"59",64.360001,64.620003,63.91,64.160004,2155500,64.160004
"60",64.389999,64.730003,63.900002,64.419998,1562500,64.419998
"61",64.260002,65.139999,64.239998,65.059998,2130600,65.059998
"62",64.839996,65.580002,64.419998,65.510002,1523000,65.510002
"63",65.32,65.5,64.540001,64.82,2073600,64.82
"64",64.830002,65.230003,64.650002,64.93,2255900,64.93
"65",65,65.830002,64.68,65.690002,2158300,65.690002
"66",65.580002,66,65.199997,65.25,2046600,65.25
"67",65.220001,65.529999,64.959999,65.110001,1871000,65.110001
"68",65.150002,65.43,64.809998,65.129997,1741200,65.129997
"69",64.900002,65.599998,64.599998,65.519997,1723900,65.519997
"70",65.230003,65.599998,64.660004,64.690002,3416900,64.690002
"71",63.48,64.849998,63.48,63.990002,4296600,63.990002
"72",64,64.349998,63.52,63.849998,4185400,63.849998
"73",63.869999,64.190002,63.32,63.689999,3755900,63.689999
"74",62.689999,63.43,62.48,62.689999,6239600,62.689999
"75",66.5,67.440002,65.5,67.330002,11680800,67.330002
"76",67.199997,67.57,65.849998,66.080002,4587800,66.080002
"77",66.330002,67.080002,66.330002,66.699997,2287900,66.699997
"78",66.57,66.57,65.75,66.199997,2449800,66.199997
"79",65.860001,66.239998,65.599998,65.830002,2284400,65.830002
"80",65.400002,65.779999,64.93,64.940002,2784300,64.940002
"81",64.860001,65.489998,64.519997,65.099998,1790300,65.099998
"82",65.419998,66.160004,65.370003,65.959999,2412300,65.959999
"83",66.120003,66.699997,65.940002,66.110001,2243600,66.110001
"84",65.809998,67.18,65.639999,65.980003,4014400,65.980003
"85",66.040001,66.970001,65.790001,66.839996,2813000,66.839996
"86",66.790001,67.07,65.910004,66.32,2670400,66.32
"87",66.440002,66.940002,65.190002,65.199997,3203200,65.199997
"88",64.989998,65.209999,63.41,63.48,5096400,63.48
"89",64.010002,64.080002,63.23,63.52,3406600,63.52
"90",62.52,63.639999,62.16,63.419998,4868300,63.419998
"91",62.389999,63.279999,62.169998,62.400002,3671000,62.400002
"92",63,63.490002,62.299999,63.099998,6239900,63.099998
"93",63.09,64.25,62.91,64.160004,1848900,64.160004
"94",64.459999,65.559998,64.18,65.449997,2243900,65.449997
"95",64.870003,66.099998,64.870003,65.139999,1413300,65.139999
"96",65.769997,66.32,65.43,65.709999,1851200,65.709999
"97",65.550003,65.800003,65.089996,65.239998,1638300,65.239998
"98",65.080002,65.860001,64.779999,65.790001,1383000,65.790001
"99",65.879997,66.400002,65.269997,66.300003,1644900,66.300003
"100",66.389999,66.410004,65.379997,65.860001,1119600,65.860001
"101",65.830002,66.970001,65.709999,66.940002,1720500,66.940002
"102",67.639999,67.809998,66.959999,67.339996,2571800,67.339996
"103",67.25,67.800003,67.07,67.589996,2090900,67.589996
"104",67.410004,67.790001,67.120003,67.660004,1461100,67.660004
"105",67.980003,68.410004,67.849998,68.160004,2322200,68.160004
"106",68.400002,69.980003,68.110001,69.839996,2942900,69.839996
"107",69.980003,69.989998,69.440002,69.879997,2235800,69.879997
"108",69.839996,69.93,69.309998,69.709999,1654200,69.709999
"109",69.589996,70.389999,69.32,69.980003,1735600,69.980003
"110",69.739998,71.330002,69.410004,71.239998,1914000,71.239998
"111",71.129997,71.699997,70.620003,71.169998,1768100,71.169998
"112",71.419998,71.769997,71.150002,71.529999,1850300,71.529999
"113",71.75,72,70.940002,71.290001,2094000,71.290001
"114",71.18,71.370003,70.360001,70.93,1634800,70.93
"115",71,71.639999,70.690002,71.389999,1505500,71.389999
"116",71.279999,73.510002,71.010002,72.75,3700800,72.75
"117",73.599998,73.599998,72.160004,72.309998,2482000,72.309998
"118",72.400002,73.940002,72.400002,73.690002,3548200,73.690002
"119",73.790001,74.080002,72.889999,73.059998,3038400,73.059998
