"","BBBY.Open","BBBY.High","BBBY.Low","BBBY.Close","BBBY.Volume","BBBY.Adjusted"
"120",73.07,73.269997,72.239998,72.580002,1900100,72.580002
"121",73.029999,73.739998,72.879997,73.370003,922700,73.370003
"122",72.989998,73.349998,72.410004,72.949997,2405700,72.949997
"123",73.220001,73.660004,72.480003,72.949997,2163200,72.949997
"124",72.790001,73.510002,72.5,73.290001,1346400,73.290001
"125",73.089996,73.440002,72.459999,72.660004,1853400,72.660004
"126",72.860001,72.989998,71.809998,72.309998,1561400,72.309998
"127",71.610001,72.739998,71.519997,72.080002,1959200,72.080002
"128",71.699997,72.330002,71.389999,72.040001,1548200,72.040001
"129",71.790001,72.650002,71,71.120003,1715100,71.120003
"130",71.669998,72.610001,71.309998,71.779999,1880600,71.779999
"131",71.419998,72.900002,71.419998,72.25,2274900,72.25
"132",72.650002,73.519997,72.199997,73.139999,2753500,73.139999
"133",73.309998,73.720001,72.540001,72.580002,3061200,72.580002
"134",72.610001,73.739998,72.489998,73.5,1716300,73.5
"135",74.300003,74.419998,72.480003,73.580002,3335800,73.580002
"136",73.519997,74,73.059998,73.550003,3544900,73.550003
"137",73.879997,75.029999,73.720001,74.980003,2398400,74.980003
"138",75.25,75.830002,74.949997,75.580002,2110700,75.580002
"139",75.629997,76.050003,75.25,75.5,1100900,75.5
"140",75.779999,76.699997,75.760002,76.580002,1729000,76.580002
"141",76.269997,77.349998,76.260002,76.82,1970400,76.82
"142",76.809998,76.980003,75.629997,75.830002,2242000,75.830002
"143",76.290001,77.459999,76.099998,76.169998,1981300,76.169998
"144",78.43,78.43,76.209999,76.730003,2743700,76.730003
"145",76.589996,76.620003,75.5,75.849998,3335600,75.849998
"146",76.550003,76.739998,75.400002,75.43,3374200,75.43
"147",76,78.239998,76,78.209999,4445700,78.209999
"148",78.379997,79.639999,78.379997,79.449997,7010300,79.449997
"149",75.059998,76.120003,72.379997,74.089996,11719600,74.089996
"150",74.279999,74.620003,73.160004,73.419998,4232600,73.419998
"151",73.769997,74.75,73.339996,74.150002,3148500,74.150002
"152",73.129997,74.459999,73,74.150002,2665300,74.150002
"153",74.239998,74.489998,71.769997,72.160004,4393800,72.160004
"154",71.889999,73.650002,71.349998,73.540001,2142100,73.540001
"155",73.480003,73.669998,72.309998,73.309998,3195700,73.309998
"156",72.949997,74.809998,72.720001,74.739998,2429200,74.739998
"157",75.07,76.510002,74.75,76.110001,3055200,76.110001
"158",76.029999,76.970001,75.870003,76.620003,1904000,76.620003
"159",77.220001,78.580002,77.029999,78.019997,2960800,78.019997
"160",77.410004,77.980003,77.089996,77.419998,1957700,77.419998
"161",77.43,78.139999,76.459999,76.540001,2040200,76.540001
"162",76.559998,77.300003,76.309998,76.849998,1812500,76.849998
"163",76.480003,76.669998,74.690002,74.769997,3136200,74.769997
"164",74.940002,75.790001,73.580002,75.660004,2176600,75.660004
"165",76.190002,77.540001,75.879997,77.529999,1931500,77.529999
"166",77.290001,78.949997,77.050003,78.510002,2729200,78.510002
"167",77.949997,79.059998,77.690002,79,2463900,79
"168",79.059998,79.360001,77.970001,78.199997,1945600,78.199997
"169",77.889999,78.309998,77.440002,77.5,1280900,77.5
"170",77.989998,78.760002,77.379997,78.610001,1307000,78.610001
"171",77.370003,78.599998,77.339996,78.25,1580500,78.25
"172",78.57,78.57,76.690002,78.400002,2324700,78.400002
"173",78.5,78.5,77.669998,77.910004,1664600,77.910004
"174",77.400002,77.839996,76.610001,77.660004,2397800,77.660004
"175",77.5,77.830002,76.470001,76.949997,1742200,76.949997
"176",76.800003,76.800003,75.739998,76.059998,2007000,76.059998
"177",76.190002,77.040001,75.910004,76.889999,1512500,76.889999
"178",76.989998,77.290001,76.199997,76.580002,1603400,76.580002
"179",76.470001,76.980003,75.779999,76.160004,1379400,76.160004
"180",75.690002,75.690002,74.260002,74.879997,2839800,74.879997
"181",74.739998,74.889999,72.949997,73.75,2548100,73.75
"182",74.339996,75,73.650002,74.660004,2530200,74.660004
"183",74.830002,75.879997,74.779999,75.669998,2056500,75.669998
"184",75.510002,75.860001,74.339996,74.839996,1680700,74.839996
"185",74.440002,74.959999,74.010002,74.360001,1139700,74.360001
"186",74.32,74.959999,74.089996,74.389999,1119600,74.389999
"187",73.970001,74.230003,73.480003,73.660004,1599500,73.660004
"188",73.300003,74.93,73.300003,74.830002,1332500,74.830002
"189",74.449997,74.980003,73.93,73.970001,1046200,73.970001
"190",74.209999,74.489998,73.769997,73.889999,1008500,73.889999
"191",74.220001,75.220001,73.860001,74.970001,1308500,74.970001
"192",74.669998,75.470001,74.669998,75.050003,957200,75.050003
"193",75.5,77.120003,75.230003,76.779999,1822300,76.779999
"194",76.400002,77.050003,76.129997,76.139999,1048700,76.139999
"195",75.779999,76.18,74.910004,75.870003,1422700,75.870003
"196",75.349998,76.080002,75.18,75.610001,1337600,75.610001
"197",75.800003,75.980003,74.699997,74.870003,3349000,74.870003
"198",74.970001,75.779999,74.650002,75.309998,1565800,75.309998
"199",75.110001,76.339996,75.059998,75.370003,1457400,75.370003
"200",75.620003,75.959999,75.010002,75.019997,1409500,75.019997
"201",74.660004,74.660004,73.730003,73.779999,1923500,73.779999
"202",74.050003,75.599998,73.610001,75.459999,2029900,75.459999
"203",75.900002,76.720001,75.5,76.43,1522200,76.43
"204",76.43,77.800003,76.120003,76.779999,1771700,76.779999
"205",76.43,76.760002,74.93,76.330002,2264500,76.330002
"206",76.190002,77.459999,75.839996,76.800003,1919200,76.800003
"207",76.260002,77.699997,76.050003,77.489998,2383900,77.489998
"208",78,78.099998,76.629997,76.699997,2786600,76.699997
"209",76.07,77.889999,76.07,77.68,3900600,77.68
"210",75,75.720001,72.68,73.459999,9373400,73.459999
"211",73.239998,73.830002,72.800003,73.43,2591500,73.43
"212",73.309998,73.690002,72.769997,73.199997,1905400,73.199997
"213",73.349998,73.540001,72.830002,73.379997,2057700,73.379997
"214",73.239998,73.669998,72.690002,73.019997,1972300,73.019997
"215",72.620003,73.510002,72.519997,72.620003,1868600,72.620003
"216",72.099998,72.129997,71.300003,71.459999,2396900,71.459999
"217",72,72.519997,71.709999,72.309998,1382800,72.309998
"218",72.540001,72.989998,72.260002,72.489998,1500100,72.489998
"219",72.389999,72.559998,71.870003,72.379997,1584400,72.379997
"220",72.220001,73.059998,72,72.800003,2393000,72.800003
"221",72.449997,72.760002,71.949997,72.529999,1755700,72.529999
"222",72.540001,72.790001,70.959999,71.050003,1975400,71.050003
"223",70.919998,71.339996,70.620003,71.190002,1467600,71.190002
"224",70.650002,71.169998,70.080002,70.970001,1991100,70.970001
"225",70.459999,71.370003,70.139999,70.459999,2281300,70.459999
"226",70.529999,71.660004,70.459999,71.410004,2412600,71.410004
"227",71.620003,72.32,71.510002,72.010002,1296400,72.010002
"228",71.699997,71.940002,71,71.059998,1388300,71.059998
"229",71.25,71.480003,70.190002,70.489998,1518200,70.489998
"230",70.190002,71.059998,70.190002,70.599998,1466200,70.599998
"231",71.290001,72.230003,70.830002,71.440002,2019700,71.440002
"232",71.139999,71.650002,70.260002,70.300003,2858100,70.300003
"233",70.169998,70.449997,69.410004,70.139999,2415400,70.139999
"234",70.260002,70.900002,69.5,69.760002,2628000,69.760002
"235",70.220001,70.220001,68.75,69.650002,2404900,69.650002
"236",69.790001,73.550003,69.279999,73.349998,10357700,73.349998
"237",72.889999,74.209999,72.300003,73.769997,3343200,73.769997
"238",74.059998,74.099998,72.730003,72.970001,2331900,72.970001
"239",72.849998,72.849998,71.410004,71.440002,2039800,71.440002
"240",71.449997,72.040001,71,71.690002,1393000,71.690002
"241",71.830002,72.139999,71.519997,71.760002,1696700,71.760002
"242",71.709999,71.82,70.489998,70.669998,1561900,70.669998
"243",70.910004,71.809998,70.769997,71.150002,1763100,71.150002
"244",71.230003,72.029999,71.089996,71.760002,1855400,71.760002
"245",71.68,72,71.32,71.32,1528800,71.32
"246",71.559998,72.940002,71.139999,71.529999,2385800,71.529999
"247",71.309998,71.650002,71.019997,71.07,1083500,71.07
"248",70.989998,71.190002,70.260002,70.589996,1833200,70.589996
"249",70.410004,70.809998,70,70.110001,1082100,70.110001
"250",70.18,70.209999,69.510002,69.809998,1522000,69.809998
"251",69.760002,69.989998,69.419998,69.43,1450400,69.43
"252",69.760002,69.940002,68.849998,68.849998,1297000,68.849998
"253",68.970001,69.800003,68.919998,69.769997,1867300,69.769997
