"","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"87",174.679993,176.779999,173.699997,174.470001,1668600,170.468703
"88",173.970001,176.449997,172.779999,172.880005,1473800,168.915171
"89",173.550003,177.75,173.139999,176.110001,1585300,172.07109
"90",174.009995,176.020004,170.259995,175.190002,2180500,171.172191
"91",173.229996,176.729996,172.449997,174.720001,1972800,170.712969
"92",176.839996,177.889999,175.860001,176.240005,2360100,172.198114
"93",175.929993,176.369995,173.929993,175.529999,2054900,171.50439
"94",170.149994,173.850006,166.279999,172.610001,4106600,168.651359
"95",171,177.839996,170.710007,176.009995,3805700,171.973378
"96",177.089996,181.630005,177.089996,180.669998,2442900,176.526509
"97",181.669998,181.759995,179.419998,181.330002,1550700,177.171376
"98",181.690002,183.100006,180.699997,183,1071400,178.803074
"99",184.100006,185.550003,182.679993,185.550003,1809200,181.294596
"100",186.029999,186.779999,184.910004,186.429993,1663700,182.154404
"101",185.960007,189.619995,184.830002,189.289993,1586000,184.948813
"102",191.399994,191.919998,189.660004,190.570007,1699900,186.199471
"103",191.300003,191.929993,188.630005,190.75,1145900,186.375336
"104",190.839996,192.940002,190.289993,190.789993,1667900,186.414412
"105",192.190002,192.339996,188.279999,189.729996,1743800,185.378724
"106",190,190.470001,189.080002,189.880005,995100,185.525293
"107",189.380005,189.410004,184.910004,186.149994,2569400,181.880826
"108",186.460007,187.259995,185.759995,186.990005,1296200,182.701573
"109",187,188.440002,186.740005,187.119995,881400,182.828581
"110",186.929993,187.820007,186.350006,186.869995,789300,182.584315
"111",187.179993,189.050003,186.929993,187.970001,990600,183.659094
"112",187.990005,188,185.910004,186.600006,1665700,182.320518
"113",186.690002,187.179993,185.360001,185.509995,1160900,181.255505
"114",185.279999,187.240005,184.5,186.559998,1775200,182.281427
"115",186.070007,186.759995,185.410004,186,1167400,181.734272
"116",185.649994,185.979996,184.389999,185.559998,1021600,181.304361
"117",187.960007,188.279999,187.179993,187.929993,1327800,183.620003
"118",188.279999,189.259995,188,188.820007,1127000,184.489606
"119",188.820007,190.039993,188.550003,188.669998,1808100,184.343037
"120",187.5,189.550003,187.130005,189.149994,1320600,186.29313
"121",189.619995,192.580002,189,191.559998,940900,188.666733
"122",190.929993,191.880005,190.020004,191.100006,1538300,188.213689
"123",190.669998,191.570007,189.320007,190.110001,1659900,187.238637
"124",190.199997,190.669998,189.649994,189.679993,1383300,186.815123
"125",189.979996,190.25,188.470001,189.729996,900100,186.864371
"126",189.070007,190.179993,188.470001,189.869995,1204300,187.002256
"127",190,190.610001,188.770004,189.850006,1669000,186.982569
"128",188.309998,190.75,188.130005,190.619995,1140800,187.740928
"129",189.75,190.699997,187.559998,187.910004,1244000,185.071868
"130",188.759995,190.399994,188.039993,189.25,1170600,186.391625
"131",187.279999,188.039993,184.779999,185.179993,1204600,182.38309
"132",185.589996,187.259995,183.059998,184.210007,1308200,181.427754
"133",184,188.429993,183.990005,185.389999,1228600,182.589925
"134",185.389999,185.929993,182.410004,185.149994,1482600,182.353544
"135",187.550003,191.720001,186.039993,191.639999,1670500,188.745527
"136",191.550003,194.240005,191.009995,192.850006,2609100,189.937258
"137",193.399994,196.960007,193.399994,196.449997,1105500,193.482876
"138",198.5,198.720001,195.75,195.770004,986000,192.813153
"139",195.970001,197.910004,195.789993,196.429993,403200,193.463173
"140",196.710007,197.809998,196.580002,196.839996,547400,193.866985
"141",196.929993,196.929993,194.710007,195.639999,610800,192.685112
"142",195.240005,196.410004,195,195.429993,523600,192.478277
"143",194.910004,195.970001,192.520004,192.570007,706500,189.661488
"144",192.100006,194.479996,191.039993,193.309998,902100,190.390302
"145",192.899994,194.5,188.600006,189.289993,1506200,186.431014
"146",189.619995,190.990005,186.800003,188.399994,1205800,185.554457
"147",189.320007,191.020004,189.220001,190.830002,941900,187.947763
"148",190.899994,196.880005,190.899994,195.130005,1950900,192.18282
"149",195.089996,197.070007,194.820007,195.020004,1439500,192.074481
"150",195.509995,196.229996,193.710007,194.470001,896400,191.532785
"151",196.139999,198.440002,192.679993,194.350006,1095000,191.414602
"152",194.149994,194.240005,191.630005,193.229996,1101100,190.311508
"153",193.229996,194.729996,191.850006,192.369995,896600,189.464497
"154",191.880005,194.770004,191.880005,194.710007,1085600,191.769166
"155",196.630005,196.990005,193.009995,195.75,857800,192.793451
"156",195,196.75,194.110001,195.5,966600,192.547227
"157",197,198.559998,195.279999,198.089996,1307900,195.098105
"158",197.990005,198.880005,196.949997,197.440002,1313000,194.457928
"159",196.25,196.919998,193.029999,195.679993,1338900,192.724501
"160",193,193.490005,190.320007,190.550003,1942700,187.671993
"161",191.839996,194.800003,189,189.25,1570400,186.391625
"162",189.259995,192.529999,187.100006,192.5,2017000,189.592538
"163",189.770004,190.960007,188.279999,188.369995,2287900,185.524912
"164",188.410004,189.759995,186.009995,189.330002,1554000,186.470419
"165",190.380005,192.300003,189.589996,192,1618200,189.10009
"166",191.339996,193.529999,190.619995,192.279999,1230900,189.37586
"167",193.080002,194.470001,191.580002,194.059998,1063200,191.128974
"168",194.289993,196.949997,192.899994,195.240005,1117300,192.291159
"169",194.350006,194.990005,192.699997,193.020004,1208300,190.104688
"170",195.100006,195.979996,193.880005,195.669998,1280600,192.714658
"171",195.169998,197.179993,195,196.309998,1439300,193.344991
"172",196.710007,198.229996,196.389999,197.479996,1217900,194.497318
"173",197.289993,198.389999,196.190002,196.949997,1253900,193.975324
"174",196.529999,198.300003,195.770004,197.570007,1023300,194.58597
"175",197.570007,198.580002,196.949997,198.570007,902000,195.570866
"176",198.559998,201.740005,197.970001,201.710007,1775000,198.66344
"177",200.860001,204,200.279999,203.990005,1301400,200.909002
"178",204,205.660004,203.199997,205.589996,1440600,202.484827
"179",205.509995,206.929993,204.820007,206.619995,1168600,203.499269
"180",207.050003,207.059998,204.5,204.860001,2759800,201.765857
"181",203.25,203.839996,200.529999,201.330002,1349700,199.751771
"182",201,201.940002,200,200.050003,1311400,198.481806
"183",200.050003,203.130005,200.050003,203.020004,1037400,201.428526
"184",202.449997,202.449997,199.429993,199.929993,1312100,198.362737
"185",199.699997,200.080002,198.779999,198.970001,851400,197.410271
"186",199.369995,200.029999,198.75,199.100006,872300,197.539256
"187",198.380005,198.639999,196.710007,197.660004,1220300,196.110542
"188",197.419998,200.490005,197.210007,199.740005,887600,198.174239
"189",198.410004,198.979996,197.309998,197.580002,1087100,196.031167
"190",197.940002,198.410004,196.910004,197.210007,953000,195.664073
"191",197.539993,198.949997,197.539993,198.779999,1047200,197.221758
"192",197.970001,199.009995,195.600006,197.110001,1155400,195.564851
"193",198.220001,202.300003,198.100006,202.110001,1198000,200.525655
"194",201.479996,202,200.029999,200.669998,936600,199.096941
"195",200.770004,203.490005,198.360001,202.600006,872800,201.01182
"196",202.5,203.360001,201.039993,202.190002,1178000,200.60503
"197",203.050003,204.039993,201.669998,203.770004,3938100,202.172646
"198",203.330002,204.589996,202.919998,202.919998,1028100,201.329303
"199",202.339996,204.369995,200.949997,203.300003,1250900,201.706329
"200",203.339996,204,199,199.020004,1338200,197.459882
"201",197.570007,201.119995,196.259995,200.559998,1499700,198.987803
"202",200.559998,202.869995,200.240005,202.229996,1256400,200.64471
"203",203.5,206.190002,203,204.889999,1049000,203.283862
"204",203.460007,205.169998,202.960007,202.960007,1261500,201.368998
"205",202.100006,202.470001,197.429993,198.759995,1897200,197.20191
"206",199.369995,199.559998,197.669998,198.720001,1387600,197.16223
"207",199.330002,201.119995,197.850006,200.529999,1366300,198.958039
"208",201,202.550003,199.899994,200.149994,1084800,198.581013
"209",200.449997,201.889999,199.630005,200.809998,944800,199.235843
"210",200.520004,201.910004,200.289993,201.440002,828100,199.860909
"211",201.369995,202.190002,200.279999,200.399994,1279000,198.829054
"212",200.029999,201.130005,196.820007,197.050003,2130400,195.505323
"213",196.889999,197.770004,196.350006,197.339996,1586900,195.793043
"214",198.270004,199.460007,197.039993,197.210007,1154300,195.664073
"215",196.580002,198.039993,195.669998,197.119995,1065300,195.574767
"216",195.800003,196.440002,193.940002,194.820007,1229900,193.292809
"217",195.279999,197.649994,195,196.800003,1276600,195.257283
"218",198.050003,198.339996,195.110001,196.289993,1421000,194.751271
"219",196.699997,198.089996,195.210007,197.630005,1127300,196.080779
"220",197.490005,198.929993,196.050003,197.199997,1178700,195.654141
"221",197.009995,197.240005,195,195.369995,1307400,193.838485
"222",195.639999,196.580002,193.529999,193.839996,1377700,192.32048
"223",193.75,194.270004,191.589996,194.020004,1095600,192.499077
"224",193.380005,194.070007,190.929993,191.289993,1427200,189.790466
"225",190.970001,191.460007,185.649994,186.600006,2257200,185.137244
"226",186.800003,189.149994,186.800003,189,1196000,187.518424
"227",189.199997,190.850006,189.149994,189.690002,912400,188.203018
"228",189.25,189.899994,187.110001,187.350006,993600,185.881365
"229",188.509995,189.070007,185.910004,186.830002,1192200,185.365437
"230",186.649994,188.949997,186.339996,188.210007,1040700,186.734624
"231",189.960007,191.039993,189.479996,190.479996,950500,188.986818
"232",189.809998,191.179993,189.539993,190.470001,832000,188.976902
"233",189.220001,191.309998,188.550003,190.610001,941800,189.115804
"234",190.970001,191.990005,190.809998,191,980900,189.502746
"235",191.619995,193.350006,191.470001,193.050003,1004500,191.536679
"236",193.029999,193.809998,192.100006,192.360001,1356500,190.852086
"237",192.449997,193.630005,192.360001,193.080002,822100,191.566443
"238",193.020004,194.309998,192.910004,193.380005,772100,191.864094
"239",193.899994,193.899994,192.460007,193.25,826500,191.735109
"240",193.570007,193.940002,192.520004,193.110001,769700,191.596207
"241",193.259995,193.360001,192.160004,192.860001,995600,191.348166
"242",192.679993,192.679993,190.139999,190.509995,1380400,189.016582
"243",190.449997,191.589996,190.039993,191.350006,1196100,189.850009
"244",189.410004,190.759995,188.929993,190.119995,1468900,190.119995
"245",189.929993,190.100006,187.619995,188.199997,1502900,188.199997
"246",189.479996,192.25,188.369995,191.070007,2003600,191.070007
"247",190.610001,191.289993,188.800003,190.770004,1464500,190.770004
"248",191.419998,192.330002,190.789993,191.889999,1340300,191.889999
"249",190.759995,192.289993,189.990005,190.169998,1851300,190.169998
"250",189.410004,189.770004,188.429993,189.330002,1389100,189.330002
"251",189.339996,190.830002,189.059998,189.369995,955300,189.369995
"252",190.429993,190.539993,189.300003,189.350006,1033200,189.350006
"253",189.350006,190.649994,188.839996,189.279999,1716100,189.279999
