"","RTN.Open","RTN.High","RTN.Low","RTN.Close","RTN.Volume","RTN.Adjusted"
"103",104,104.300003,102.949997,103.379997,1222100,101.477502
"104",104.889999,105.75,103.68,105.099998,2289300,103.16585
"105",105.459999,105.730003,103.599998,104.139999,2213000,102.223518
"106",104.169998,105.400002,103.93,104.709999,1336200,102.783028
"107",104.540001,104.639999,103.260002,104.360001,1776000,102.43947
"108",104.160004,104.550003,103.300003,103.519997,1423700,101.614925
"109",103.68,104.389999,103.349998,103.739998,1191500,101.830878
"110",103.040001,104.080002,103.040001,103.400002,1751700,101.497138
"111",103.419998,104.620003,102.379997,103.120003,2613500,101.222292
"112",104.550003,104.82,103.419998,104.629997,4104200,102.704498
"113",104.150002,104.389999,102.970001,103.300003,2250700,101.39898
"114",103.199997,104.910004,102.919998,104.129997,2205000,102.2137
"115",103.830002,104.57,103.419998,104.339996,1424300,102.419834
"116",103.949997,104.720001,103.57,104.25,866800,102.331494
"117",105.650002,105.949997,105.160004,105.779999,1851000,103.833336
"118",105.760002,106.800003,105.760002,106.589996,1276200,104.628428
"119",106.519997,107.040001,106.139999,106.400002,1925200,104.441929
"120",106.519997,106.970001,106.349998,106.669998,802800,104.706957
"121",106.919998,107.809998,106.57,106.699997,583400,104.736404
"122",106,106.949997,105.949997,106.279999,1117500,104.324135
"123",106.309998,107.110001,105.889999,106.779999,1808600,104.814934
"124",107.089996,108,106.769997,107.639999,1856100,105.659108
"125",107.5,110,106.480003,110,1297000,107.975677
"126",108.510002,108.800003,107.010002,107.620003,2194100,105.639479
"127",107.720001,108.75,107.370003,108.019997,2096200,106.032112
"128",107.169998,108.830002,107.029999,108.529999,1837100,106.532728
"129",108.529999,108.589996,106.019997,106.129997,1261000,104.176894
"130",106.57,107.089996,105.949997,106.389999,1180900,104.432111
"131",105.82,105.860001,104.169998,104.260002,1346600,102.341312
"132",104.910004,105.080002,102.510002,103.309998,1567200,101.40879
"133",103.669998,105.470001,103,103.050003,1617400,101.153581
"134",102.889999,103.400002,101.230003,102.650002,2400000,100.76094
"135",103.349998,106.059998,103.349998,106.010002,1793200,104.059107
"136",106.290001,107.699997,105.870003,106.82,2581000,104.854198
"137",107.32,111.470001,107.32,109.900002,2366900,107.877519
"138",110.529999,110.910004,110.169998,110.18,1110300,108.152365
"139",110.360001,111.230003,110,110.470001,520900,108.437029
"140",110.949997,110.959999,110.059998,110.080002,712300,108.054207
"141",110,110.449997,109.620003,110.209999,917300,108.181812
"142",110.389999,110.389999,109.220001,109.879997,1068100,107.857883
"143",109.400002,109.949997,108.129997,108.169998,1183800,106.179353
"144",108.730003,109.230003,107.389999,108.610001,991300,106.611258
"145",108.160004,109.18,105.68,106.620003,2307600,105.244129
"146",106.690002,107.720001,105.010002,106.239998,2226700,104.869028
"147",107.559998,108.059998,106.690002,107.57,1238400,106.181866
"148",108.949997,110.269997,108.599998,109.599998,2159200,108.185669
"149",109.470001,109.809998,108.599998,108.699997,2348400,107.297282
"150",109,109.239998,105.93,106.650002,2904000,105.27374
"151",107.559998,108.510002,104.730003,106.150002,2534600,104.780193
"152",105.449997,106.540001,104.330002,106.050003,1211600,104.681484
"153",106.050003,106.93,105.440002,105.870003,943700,104.503807
"154",105.449997,105.860001,104.599998,105.730003,1684900,104.365614
"155",106.959999,107,105.010002,106.129997,1516800,104.760446
"156",105.870003,106.849998,105.68,106.160004,1301100,104.790066
"157",106.629997,107.669998,106.290001,107.580002,1351500,106.191739
"158",107.379997,107.919998,106.75,106.800003,1215000,105.421806
"159",106.940002,107.129997,105.660004,106.5,1428100,105.125674
"160",105.440002,105.860001,104.459999,104.779999,1248800,103.427869
"161",105.510002,106.519997,104.360001,104.57,1479100,103.22058
"162",102.669998,102.980003,98.209999,102,6038900,100.683745
"163",99.459999,101.419998,98.779999,100.050003,3856300,98.758911
"164",100,103.75,99.540001,103.379997,2773500,102.045934
"165",104.32,106.400002,104.150002,106.370003,2529700,104.997355
"166",105.739998,108.099998,105.529999,107.129997,2466700,105.747542
"167",107.260002,107.540001,106.169998,106.809998,1957300,105.431672
"168",106.809998,108.25,106.639999,107.449997,1398700,106.063412
"169",106.739998,107.25,106.290001,106.75,1552200,105.372448
"170",107.470001,107.709999,106.489998,107.599998,1138300,106.211478
"171",107.470001,107.650002,106.449997,107.150002,1034500,105.767288
"172",107.199997,107.699997,106.959999,107.400002,853200,106.014062
"173",107.059998,107.339996,106.449997,107.029999,1413900,105.648834
"174",106.739998,107.150002,105.830002,106.540001,1318100,105.165159
"175",106.169998,107.050003,105.010002,107.029999,1488900,105.648834
"176",107.089996,108.25,106.760002,108.07,1068700,106.675414
"177",108.07,109.080002,106.93,108.879997,1473100,107.474959
"178",108.879997,109.769997,108.5,109.660004,1899900,108.2449
"179",109.010002,110.459999,108.959999,110.190002,1413200,108.768059
"180",110.18,110.290001,108.959999,109.160004,1138300,107.751352
"181",109.160004,109.660004,108.379997,108.599998,1400800,107.198574
"182",108.800003,109.879997,108.699997,108.769997,2789800,107.366378
"183",108.769997,110.830002,108.529999,110.449997,1412800,109.024699
"184",109.599998,109.699997,107.769997,108.190002,2507500,106.793868
"185",108.07,108.360001,106.540001,106.769997,2045000,105.392187
"186",107,107.309998,106.360001,106.970001,1485200,105.589611
"187",106.400002,106.400002,105.089996,105.220001,1745200,103.862193
"188",105.18,107.480003,105.099998,106.879997,1778800,105.500768
"189",106.279999,106.699997,104.940002,104.940002,1602800,103.585808
"190",105.07,106.519997,104.910004,105.440002,1412900,104.079356
"191",105.349998,107.080002,105.349998,106.910004,999900,105.530387
"192",106.559998,107.300003,105.629997,106.519997,1711700,105.145413
"193",107.089996,110.940002,107.080002,109.599998,2595100,108.185669
"194",108.849998,109.629997,108.779999,109.089996,1306000,107.682248
"195",108.739998,111.18,108.07,110.669998,1520500,109.241861
"196",110.089996,111.110001,110.07,110.739998,1206900,109.310957
"197",111.639999,113.360001,111.5,112.400002,4233900,110.94954
"198",112.400002,113.160004,112.199997,112.349998,1727800,110.900182
"199",112,112.489998,111.360001,111.489998,979600,110.051279
"200",111.660004,111.760002,108.639999,108.709999,1418900,107.307155
"201",108.330002,109.199997,107.269997,108.75,1368900,107.346639
"202",108.800003,110.18,108.300003,109.93,1404200,108.511412
"203",110.279999,111.440002,110.040001,110.989998,1020800,110.229557
"204",110.519997,110.639999,109.25,109.25,1478400,108.501481
"205",108.440002,108.610001,106.599998,107.589996,1649500,106.852851
"206",108.07,108.959999,107.300003,108.459999,1423900,107.716892
"207",109.370003,109.709999,108.029999,109.150002,1397300,108.402167
"208",109.209999,110.400002,108.709999,108.739998,2010600,107.994973
"209",108.940002,110.089996,108.419998,108.980003,1433700,108.233334
"210",108.849998,110.220001,108.849998,110.010002,869100,109.256276
"211",110.199997,110.480003,109.32,109.959999,919700,109.206615
"212",109.349998,110.349998,108.629997,108.629997,1270200,107.885726
"213",108.519997,109.230003,107.93,108.449997,1234600,107.706959
"214",108.949997,109.559998,108.139999,108.589996,1486400,107.845999
"215",108.080002,109.410004,108,108.93,1311800,108.183674
"216",108.360001,108.860001,107.309998,107.720001,1922900,106.981965
"217",106.209999,107.870003,106.209999,107.489998,1895000,106.753537
"218",108.339996,108.970001,108,108.830002,1873000,108.08436
"219",108.980003,109.830002,108.160004,109.650002,1377900,108.898742
"220",109.459999,109.459999,107.650002,108.550003,1951000,107.80628
"221",108.440002,109.059998,107.730003,108.349998,1444500,107.607646
"222",108.559998,109.220001,107.769997,107.879997,1594300,107.140864
"223",107.610001,108.379997,107.25,108.349998,1892900,107.607646
"224",108.080002,108.68,106.599998,106.75,1397000,106.018609
"225",106.150002,106.470001,103.550003,104,1883400,103.287451
"226",104.18,105.190002,104.029999,105.080002,1310000,104.360053
"227",105.620003,107.139999,105.239998,106.400002,1867700,105.671009
"228",106.400002,106.400002,104.360001,105.010002,1730900,104.290533
"229",105.400002,105.540001,104.209999,104.610001,1522500,103.893272
"230",104.419998,105.480003,104.239998,105.150002,1720500,104.429573
"231",106.260002,107.400002,106.18,106.790001,1492300,106.058336
"232",106.43,107.370003,106,106.75,867700,106.018609
"233",106.540001,107.379997,105.889999,107.080002,1321800,106.34635
"234",107.25,107.5,106.510002,106.769997,1054400,106.038469
"235",107.32,107.989998,107.089996,107.639999,1881200,106.902511
"236",107.610001,108.190002,106.910004,107.019997,1184000,106.286756
"237",107.169998,107.669998,106.940002,107.050003,1220200,106.316557
"238",107.18,107.32,106.519997,106.769997,1244800,106.038469
"239",107.169998,107.169998,106.410004,106.550003,1311500,105.819983
"240",106.639999,107.779999,106.639999,107.510002,1197900,106.773404
"241",107.120003,107.360001,106.190002,106.699997,1251400,105.968949
"242",106.68,106.699997,105.139999,105.519997,1669100,104.797033
"243",105.989998,106,104.599998,105.139999,1823800,104.41964
"244",105.040001,105.620003,104.18,104.440002,1786500,103.724439
"245",104.720001,104.940002,103.089996,103.260002,2269500,102.552523
"246",103.660004,104.400002,103.379997,103.510002,1830200,102.80081
"247",102.949997,103.239998,102,102.779999,3084900,102.075808
"248",103.330002,103.480003,102.059998,102.199997,2384700,101.49978
"249",101.389999,101.93,100.110001,100.669998,2348300,99.980264
"250",99.419998,102.019997,99.309998,101.5,2619300,100.804579
"251",101.5,101.879997,101.059998,101.07,2284600,100.377525
"252",101.139999,101.349998,99.830002,99.900002,1728800,99.215543
"253",100.529999,102,100.129997,100.959999,1708500,100.268278
