"","DNB.Open","DNB.High","DNB.Low","DNB.Close","DNB.Volume","DNB.Adjusted"
"1",105.410004,105.410004,102.809998,103.779999,448300,102.311132
"2",103.199997,104.07,102.900002,103.699997,309900,102.232263
"3",103.699997,103.760002,102.839996,103.18,273300,101.719626
"4",103.18,104.220001,102.809998,103.940002,292200,102.468871
"5",104.32,104.879997,103.760002,104.410004,244700,102.93222
"6",104.110001,106.099998,104.099998,105.730003,279000,104.233537
"7",105.800003,106.449997,105.089996,106.269997,235800,104.765887
"8",106.260002,106.889999,105.489998,106.470001,207500,104.963061
"9",106.489998,107.970001,106.459999,107.57,909700,106.047491
"10",107.720001,110.099998,107.720001,109.879997,597500,108.324793
"11",109.559998,110.32,109.529999,109.910004,507500,108.354375
"12",109.440002,110.559998,109.25,110.029999,387600,108.472672
"13",110.239998,110.5,109.720001,110.019997,368800,108.462811
"14",109.82,110.410004,109.82,110.260002,591800,108.69942
"15",110.32,110.599998,109.629997,110.199997,271800,108.640264
"16",110.68,112.720001,110.589996,111.839996,437300,110.257051
"17",111.760002,111.800003,110.190002,111.220001,324200,109.645831
"18",111.260002,112.559998,111.150002,112.379997,138700,110.789409
"19",111.879997,112.32,110.669998,111.379997,225300,109.803563
"20",111.089996,111.43,109.889999,110.300003,276500,108.738854
"21",110.309998,111.25,109.949997,110.75,272100,109.182482
"22",109.110001,110.769997,108.870003,110.150002,435000,108.590976
"23",110.25,110.919998,109.889999,110.120003,362100,108.561402
"24",111.059998,111.540001,109.970001,110.400002,236900,108.837438
"25",110.650002,111.690002,110.25,110.93,230000,109.359935
"26",111.220001,111.389999,110.25,111.199997,311600,109.62611
"27",111,111.599998,110.190002,110.389999,296900,108.827577
"28",110.620003,112.050003,110.559998,111.800003,306400,110.217624
"29",111.269997,111.300003,109.860001,110.639999,280400,109.074039
"30",111.25,111.879997,110.720001,111.379997,245500,109.803563
"31",111.639999,111.639999,110.110001,110.760002,145900,109.192343
"32",110.75,111.370003,110.160004,110.709999,120800,109.143047
"33",110.669998,111.889999,110.489998,111.57,211300,109.990876
"34",111.43,111.75,109.940002,110.349998,239300,108.788142
"35",110.400002,112.080002,110.400002,110.589996,226600,109.024743
"36",111.050003,112.919998,110.669998,112.489998,318800,110.897853
"37",111.440002,112.099998,109.830002,110.029999,365200,108.472672
"38",109.620003,110.620003,109.029999,110.029999,380000,108.472672
"39",110.32,111.040001,109.550003,110.93,232700,109.359935
"40",105.790001,111.650002,105.639999,111.440002,352400,109.862719
"41",110.510002,110.940002,109.75,110,585800,108.443097
"42",110.279999,115.599998,109.089996,112.029999,712300,110.444364
"43",111.959999,113.07,111.610001,112.839996,284400,111.242897
"44",113.089996,114.5,112.959999,113.599998,300200,111.992143
"45",113.540001,114.160004,113.269997,113.629997,246700,112.021717
"46",114.269997,115.690002,113.769997,115.68,342900,114.042705
"47",116.830002,117.540001,115.400002,117.5,310700,115.836945
"48",117.809998,118.300003,115.800003,116.949997,298500,115.294727
"49",117.25,119.440002,117.25,118.550003,279500,116.872087
"50",118.669998,119.599998,118.610001,118.970001,198200,117.28614
"51",118.839996,119.43,117.980003,118.889999,245700,117.207271
"52",118.949997,119.209999,118.25,118.82,294300,117.138262
"53",118.589996,118.730003,117.620003,118.040001,240000,116.369303
"54",118.379997,118.809998,117.699997,118.190002,181000,116.953127
"55",118.389999,119.370003,117.489998,118.139999,244200,116.903647
"56",118.529999,118.529999,117.410004,117.93,169100,116.695846
"57",117.169998,117.919998,116.5,117.720001,177500,116.488044
"58",118.019997,118.629997,117.239998,117.379997,402200,116.151599
"59",118.019997,119.690002,118,118.790001,249200,117.546846
"60",118.540001,119.650002,118.529999,119,411200,117.754648
"61",118.989998,119.980003,118.839996,119.07,197300,117.823915
"62",119.160004,120.330002,118.400002,120.160004,298500,118.902512
"63",119.610001,119.739998,116.139999,116.449997,462800,115.231331
"64",116.290001,116.550003,114.900002,115.190002,354300,113.984522
"65",115.089996,117.32,114.639999,116.839996,342300,115.617249
"66",116.599998,118.540001,116.110001,117.470001,399200,116.240661
"67",117.599998,118.059998,116.029999,116.93,411800,115.706311
"68",116.650002,116.860001,115.870003,116.449997,282700,115.231331
"69",116.480003,118.07,116.209999,118.019997,211000,116.7849
"70",117.900002,118.199997,116.910004,117.449997,347700,116.220866
"71",117.760002,117.900002,116.739998,117.349998,290400,116.121914
"72",117.959999,118.339996,117.029999,117.220001,443700,115.993277
"73",118.239998,118.800003,117.470001,117.889999,364000,116.656263
"74",117.739998,118.139999,116.519997,116.540001,413400,115.320393
"75",116.489998,116.919998,115.660004,116.610001,255400,115.38966
"76",116.330002,116.599998,115.040001,115.449997,361300,114.241796
"77",116.269997,117.169998,115.75,116.910004,318300,115.686524
"78",115.489998,117.629997,115.199997,117.489998,185800,116.260448
"79",117.32,118.18,117.089996,117.470001,572700,116.240661
"80",117.540001,117.75,117.139999,117.260002,516800,116.032859
"81",117.230003,117.970001,116.980003,117.510002,301900,116.280243
"82",117.809998,119.970001,117.5,119.830002,246000,118.575963
"83",120.139999,120.809998,118.889999,119.510002,199800,118.259313
"84",119.129997,119.400002,117.190002,117.589996,520400,116.3594
"85",117.580002,119.900002,117.389999,119.599998,477600,118.348367
"86",119.410004,119.410004,117.190002,117.5,334100,116.270345
"87",117.5,118.639999,114.449997,114.489998,597500,113.291843
"88",114.559998,115.110001,112.769997,112.889999,345000,111.708589
"89",113.419998,114.300003,112.919998,112.989998,422300,111.807541
"90",111.32,111.660004,109.720001,110.669998,1330800,109.511821
"91",109.389999,113.389999,108.860001,112.800003,626500,111.619535
"92",114.010002,115.650002,113.650002,115.230003,175000,114.024105
"93",114.75,116.669998,114.199997,115.720001,372900,114.508975
"94",116.510002,118.32,115.830002,118.32,311900,117.081764
"95",118.559998,118.769997,117.290001,117.309998,164400,116.082331
"96",118.120003,119.629997,118.120003,118.669998,176300,117.428099
"97",118.900002,119.639999,118.089996,119.480003,132800,118.229628
"98",119.489998,120.889999,118.889999,119.910004,239000,118.655128
"99",120.169998,121.370003,119.779999,121.370003,260000,120.099848
"100",121.330002,121.43,119.349998,120.959999,285200,119.694135
"101",120.849998,122.75,120.410004,122.57,331300,121.287287
"102",124,124.529999,122.110001,122.809998,630500,121.524773
"103",122.699997,123.919998,122.160004,123.360001,504700,122.06902
"104",123.209999,124.019997,121.75,122.360001,401300,121.079485
"105",123.379997,123.529999,121.029999,121.830002,299700,120.555033
"106",121.889999,122.370003,121.110001,122.18,282800,120.901369
"107",122,123.529999,121.269997,123.129997,287000,121.841424
"108",123.129997,124.400002,122.529999,124.279999,202400,122.979391
"109",124.400002,124.43,123.260002,123.57,196900,122.276822
"110",122.830002,125.160004,122.830002,125.010002,98500,123.701754
"111",125.32,125.879997,124.599998,125.059998,117200,123.751227
"112",124.849998,125.389999,124.699997,125.059998,161100,123.751227
"113",124.739998,125.589996,124.230003,125.419998,132300,124.10746
"114",125.529999,127.129997,125.32,126.639999,143600,125.314693
"115",126.410004,126.440002,124.989998,125.43,131200,124.117357
"116",125,125.910004,124.870003,125.18,101400,123.869973
"117",126.800003,127.489998,125.440002,125.879997,184800,124.562645
"118",125.699997,127.050003,125.699997,126.919998,170200,126.032296
"119",126.910004,128.029999,126.32,127.370003,230900,126.479153
"120",127.370003,127.879997,126.459999,126.959999,159500,126.072017
"121",126.830002,127.879997,126.389999,126.949997,105400,126.062085
"122",126.699997,126.699997,124.709999,125.07,198400,124.195237
"123",125,126.220001,124.529999,125.660004,287800,124.781114
"124",125.480003,126.099998,123.330002,125.470001,539400,124.59244
"125",125.580002,125.889999,123.010002,123.839996,393600,122.973836
"126",123.879997,125.160004,123.589996,124.120003,283900,123.251884
"127",124.160004,124.599998,121.959999,122.550003,299600,121.692865
"128",121.230003,121.449997,118.870003,120.660004,372100,119.816085
"129",120.510002,121.010002,117.139999,117.349998,301200,116.529231
"130",117.43,118.739998,116.199997,116.589996,265800,115.774544
"131",116.040001,116.330002,113.379997,113.779999,488200,112.9842
"132",114.589996,115.760002,113.629997,114.93,446800,114.126158
"133",114.370003,115.839996,114.019997,114.540001,402800,113.738887
"134",114.709999,116.389999,114.199997,116.120003,316800,115.307838
"135",117.339996,120.120003,117.339996,119.93,365600,119.091187
"136",120.160004,121.220001,119.980003,121,488700,120.153703
"137",120.860001,122.389999,120.769997,122.059998,173000,121.206287
"138",122.57,123.650002,122.050003,123.080002,159200,122.219157
"139",123.099998,123.629997,122.720001,122.870003,55700,122.010627
"140",123.300003,123.669998,122.410004,122.540001,76300,121.682933
"141",122.120003,122.879997,121.559998,122.639999,162000,121.782232
"142",122.239998,122.839996,121.669998,122.230003,166200,121.375104
"143",122.370003,122.989998,120.860001,120.959999,180400,120.113982
"144",121.699997,122.379997,120.400002,121.650002,405300,120.799159
"145",120.68,121.489998,117,117.639999,356200,116.817203
"146",117.650002,118.080002,116.339996,117.160004,341800,116.340565
"147",117.709999,118.239998,116.529999,117.410004,273300,116.588816
"148",118.660004,119.849998,118.290001,119.82,362600,118.981956
"149",118.800003,120.339996,118.589996,119.839996,309700,119.001813
"150",120.080002,120.349998,116.260002,116.459999,230200,115.645456
"151",117.449997,119.720001,115.610001,116.809998,226600,115.993006
"152",115.190002,116.099998,114.690002,115.879997,165600,115.069511
"153",115.989998,116.480003,114.18,115.269997,161700,114.463777
"154",115.349998,117.230003,114.709999,117.160004,198800,116.340565
"155",117.870003,118.129997,115.370003,117.099998,172200,116.280979
"156",115.510002,116.860001,114.400002,115.440002,257300,114.632593
"157",115.940002,118.610001,115.440002,118.510002,232500,117.681121
"158",118.190002,119.019997,117.75,118.32,210400,117.492447
"159",118.209999,119.209999,117.07,119.010002,128800,118.177624
"160",117.470001,117.709999,115.93,116.360001,194600,115.546157
"161",117,117,114.809998,114.949997,170900,114.146015
"162",114.959999,116.580002,114.18,116.089996,258500,115.278041
"163",115.080002,117.260002,115,115.110001,255400,114.3049
"164",115.279999,118.790001,113.889999,118.410004,292300,117.581822
"165",119.599998,121.190002,118.900002,121.080002,213600,120.233146
"166",120.879997,122.290001,120.370003,121.43,204800,120.580696
"167",122.010002,124,121.5,123.879997,171200,123.013557
"168",124.010002,124.349998,121.870003,122.099998,202400,121.246008
"169",122.050003,122.959999,119.660004,119.93,506300,119.091187
"170",120.110001,125.68,118.07,125.68,720600,124.800971
"171",126.809998,131.100006,124.910004,129.270004,762000,128.365866
"172",130.199997,133.130005,129.410004,132.809998,442700,131.881099
"173",132.529999,133.460007,131.220001,133.270004,371100,132.337889
"174",132.339996,135.600006,131.770004,135.380005,361900,134.433132
"175",134.839996,137.25,134.839996,135.919998,337200,134.969348
"176",135.309998,136.429993,134.570007,135.520004,298800,134.572152
"177",135.039993,135.899994,133.119995,135.440002,321100,134.953774
"178",135.360001,135.809998,134.369995,134.619995,201000,134.136711
"179",134.460007,135.479996,134.419998,134.580002,184300,134.096861
"180",134.339996,135.970001,133.830002,135.080002,311400,134.595066
"181",135.289993,136.470001,134.75,134.979996,323400,134.495419
"182",135.139999,135.139999,132.380005,132.479996,308800,132.004394
"183",133.039993,133.970001,132.339996,132.649994,450800,132.173782
"184",131.970001,132.830002,130.279999,131.990005,344500,131.516163
"185",131.869995,132.559998,131.050003,131.399994,283600,130.92827
"186",131.490005,131.600006,130.369995,130.550003,227000,130.08133
"187",129.770004,130.809998,128.800003,129.050003,222100,128.586715
"188",129.050003,130.380005,129.050003,129.369995,253000,128.905558
"189",128.100006,128.490005,126.75,126.75,184700,126.294969
"190",126.889999,127.93,126.480003,126.559998,244500,126.105649
"191",126.989998,128.259995,126.699997,127.989998,371500,127.530515
"192",127.739998,127.980003,126.650002,127.709999,214600,127.251522
"193",128.199997,129.580002,128.050003,128.740005,216700,128.27783
"194",128.070007,131.149994,127.870003,129.960007,319100,129.493452
"195",129.949997,131.580002,129.410004,130.850006,323400,130.380256
"196",130.710007,131.990005,129.839996,130.720001,171800,130.250718
"197",131.240005,131.339996,130.479996,130.580002,433200,130.111221
"198",130.529999,130.929993,128.839996,128.880005,353000,128.417327
"199",128.929993,128.929993,126.839996,126.910004,249400,126.454398
"200",126.910004,127.349998,125.839996,125.839996,302600,125.388232
"201",125.470001,126.129997,124.739998,125.769997,238000,125.318484
"202",125.459999,127.120003,125.169998,126.529999,182500,126.075758
"203",126.949997,129.419998,126.650002,129.179993,223000,128.716238
"204",128.550003,130.210007,128.139999,128.360001,377300,127.89919
"205",128.460007,129.220001,126.849998,129.029999,231900,128.566783
"206",129.210007,130.210007,128.240005,129.080002,144200,128.616606
"207",127.989998,130.710007,127.760002,129.729996,136700,129.264267
"208",129.740005,129.740005,128.410004,128.440002,123400,127.978904
"209",128.589996,129.589996,128.059998,129.460007,188600,128.995247
"210",129.410004,130.710007,129.119995,130.369995,151000,129.901968
"211",130.910004,131.300003,130.009995,130.910004,119100,130.440038
"212",130.460007,130.970001,129.660004,130.059998,153400,129.593084
"213",129.759995,132.440002,129.539993,132.369995,365800,131.894788
"214",132.619995,134.919998,132.190002,134.740005,298100,134.256291
"215",134.139999,134.559998,133.139999,134.009995,241100,133.5289
"216",132.839996,132.839996,130.699997,131.25,251800,130.778814
"217",132.149994,133.139999,132.020004,132.779999,146000,132.30332
"218",133.369995,133.869995,131.740005,132.139999,225000,131.665618
"219",132.789993,132.789993,131.009995,132.309998,141600,131.835006
"220",131.649994,132.899994,131.539993,132.339996,181400,131.864897
"221",132.25,132.570007,131.539993,131.860001,138500,131.386625
"222",132.479996,132.479996,130.270004,130.630005,163100,130.161045
"223",130.580002,130.580002,127.550003,130.160004,355800,129.692731
"224",129.889999,130.130005,127.730003,128.470001,209000,128.008795
"225",128.300003,129.399994,127.07,127.669998,271900,127.211664
"226",127.949997,128.800003,127.510002,128.589996,314500,128.12836
"227",128.820007,129.860001,128.820007,129.580002,182900,129.114811
"228",128.020004,129.860001,125.120003,126.389999,409500,125.936261
"229",127.260002,127.260002,124.239998,124.949997,262700,124.501428
"230",124.940002,125.739998,124.550003,125.099998,468200,124.650891
"231",126.339996,127.510002,125.68,125.839996,260300,125.388232
"232",125.089996,126.839996,125.089996,126.169998,309600,125.717049
"233",125.290001,125.720001,124.419998,124.93,172800,124.481503
"234",125.559998,126.629997,125,125.959999,317200,125.507804
"235",126.57,129.360001,126.459999,129.229996,322800,128.766062
"236",129.240005,129.880005,127.389999,128.470001,157300,128.008795
"237",128.179993,129.850006,128.080002,129.720001,162400,129.254308
"238",129.600006,130,129.149994,129.729996,179700,129.264267
"239",129.740005,129.899994,128.880005,128.929993,111100,128.467136
"240",128.910004,129.970001,128.070007,129.740005,183000,129.27424
"241",129.550003,129.710007,128.630005,128.970001,133500,128.507
"242",128.119995,128.509995,127.309998,127.739998,167800,127.739998
"243",127.849998,129.589996,127.300003,129.449997,172800,129.449997
"244",129.389999,129.630005,128.020004,128.850006,99400,128.850006
"245",128.949997,128.949997,127.620003,127.93,278800,127.93
"246",128.550003,128.850006,126.68,128.410004,230400,128.410004
"247",128.190002,129.259995,127.239998,128.270004,133200,128.270004
"248",128.690002,129.660004,127.080002,129.529999,139600,129.529999
"249",128.440002,128.720001,126.339996,126.68,147600,126.68
"250",126.300003,127.059998,125.800003,126.919998,137800,126.919998
"251",126.910004,127.75,126.699997,126.970001,158100,126.970001
"252",126.93,128.929993,126.470001,128.279999,150000,128.279999
"253",129.009995,130.580002,128.5,130.089996,193100,130.089996
