"","NEM.Open","NEM.High","NEM.Low","NEM.Close","NEM.Volume","NEM.Adjusted"
"97",22,22.110001,21.73,21.950001,7961500,21.875761
"98",21.85,21.9,21.49,21.629999,6782000,21.556842
"99",21.799999,21.9,21.450001,21.85,5637600,21.776099
"100",21.66,21.690001,20.719999,20.809999,13812200,20.739616
"101",20.59,20.690001,20.07,20.33,13820900,20.26124
"102",19.5,19.700001,18.51,18.76,22967300,18.69655
"103",18.85,19.190001,18.530001,19.120001,13148300,19.055333
"104",18.969999,19.15,18.6,18.66,9629800,18.596888
"105",18.09,18.610001,17.77,17.83,15489800,17.769695
"106",17.98,18.559999,17.98,18.200001,9735800,18.138445
"107",18.5,19.209999,18.469999,19.190001,11442000,19.125096
"108",19.02,19.02,17.99,18.059999,9861100,17.998917
"109",18.15,18.870001,18.15,18.700001,9720800,18.636754
"110",18.950001,19.040001,18.18,18.459999,8325900,18.397564
"111",18.700001,18.83,18.15,18.24,7134600,18.178308
"112",17.9,19.200001,17.75,19.15,13315500,19.08523
"113",19.209999,19.360001,18.66,19.24,10062000,19.174926
"114",19.57,19.959999,19.34,19.9,10335100,19.832694
"115",19.950001,19.969999,19.01,19.110001,14203600,19.045367
"116",19.34,19.700001,19.219999,19.58,6906400,19.513776
"117",20.07,20.07,19.27,19.690001,9471800,19.623405
"118",19.540001,19.639999,19.110001,19.17,11115600,19.105163
"119",19.190001,19.73,19.15,19.709999,17163200,19.643336
"120",19.690001,19.73,19.41,19.530001,5100200,19.463946
"121",18.940001,19.059999,18.360001,18.4,6808300,18.337767
"122",18.889999,19.860001,18.870001,19.66,13529100,19.593506
"123",19.27,19.57,18.93,19.18,9002800,19.11513
"124",19.389999,19.84,19.299999,19.629999,7863800,19.589139
"125",19.59,19.690001,19.200001,19.27,6795700,19.22989
"126",18.940001,19.139999,18.719999,19.030001,6889700,18.990389
"127",19.190001,19.530001,18.67,19.08,10799700,19.040285
"128",19.52,20.450001,19.43,20.01,11909300,19.968349
"129",20.059999,20.35,19.43,19.450001,8606200,19.409515
"130",19.25,20.040001,19.1,19.57,9182100,19.529264
"131",19.540001,19.540001,19.02,19.049999,8691600,19.010346
"132",18.639999,18.99,17.91,17.92,11147800,17.882699
"133",18.299999,18.370001,17.6,17.780001,11303500,17.742991
"134",17.83,18.58,17.790001,18.5,10957500,18.461492
"135",18.77,19.43,18.65,19.389999,10238700,19.349639
"136",19.290001,20.09,19.120001,19.120001,28755500,19.080202
"137",18.799999,19.17,18.01,18.16,12123900,18.1222
"138",18.110001,18.66,17.950001,18.040001,6757000,18.00245
"139",17.969999,18.709999,17.969999,18.57,3268900,18.531346
"140",19.049999,19.139999,18.73,18.85,5454700,18.810764
"141",18.709999,18.85,18.5,18.59,6871700,18.551305
"142",18.860001,19.49,18.809999,19.26,7763900,19.21991
"143",19.16,19.23,18.799999,18.9,6613300,18.860659
"144",18.65,19.389999,18.6,19.34,6533500,19.299744
"145",19.51,19.6,18.860001,19.459999,7508100,19.419493
"146",19.65,20.66,19.620001,20.27,13198100,20.227808
"147",20.040001,20.52,19.74,20.09,8172100,20.048183
"148",20.1,20.379999,19.889999,19.98,7803400,19.938411
"149",20.209999,20.73,20.17,20.719999,7538200,20.67687
"150",20.860001,21.4,20.68,21.190001,9234100,21.145893
"151",21.5,21.530001,20.219999,20.360001,12074600,20.317621
"152",20.530001,20.74,19.42,19.76,13542000,19.71887
"153",20.75,21.9,20.65,21.51,16724000,21.465227
"154",21.719999,22.290001,21.49,22.290001,17596200,22.243604
"155",22.85,23.719999,22.719999,23.57,17819200,23.520938
"156",23.77,24.440001,23.43,24.32,16960600,24.269377
"157",24.309999,24.690001,23.98,24.290001,13132700,24.239441
"158",24.139999,24.43,23.67,24.15,12056800,24.099731
"159",23.82,24.629999,23.35,24.49,11189200,24.439024
"160",24.67,25.25,24.530001,25.139999,10774500,25.08767
"161",24.889999,25.049999,24.030001,24.26,11251300,24.209503
"162",23.610001,24.34,23.42,24.17,8850000,24.11969
"163",24.190001,25.219999,23.92,25.15,11594400,25.09765
"164",24.74,25.200001,24.559999,25.110001,7497000,25.057734
"165",24.84,25.07,24.139999,24.620001,9038100,24.568754
"166",24.82,25.030001,24.5,24.82,7071100,24.768337
"167",24.549999,24.860001,24.370001,24.82,6029500,24.768337
"168",24,24.299999,23.59,24.049999,8276500,23.999939
"169",24.23,24.74,24.17,24.610001,5873600,24.558775
"170",24.290001,24.57,23.959999,24.41,6217400,24.35919
"171",24.43,24.6,24.09,24.139999,5087300,24.089752
"172",24.41,24.700001,24.110001,24.51,4488600,24.458982
"173",24.75,25.059999,24.66,24.780001,5186800,24.728421
"174",24.34,24.6,24.17,24.190001,6205200,24.139649
"175",24.15,24.85,23.85,24.74,8069900,24.688503
"176",24.809999,25.02,24.389999,24.459999,8870900,24.409085
"177",25.18,26.379999,25.07,25.58,13558300,25.526755
"178",25.52,26.129999,25.25,25.959999,7609600,25.905963
"179",25.209999,25.91,25.200001,25.809999,5847900,25.756276
"180",26,26.129999,25.82,26.049999,7923000,25.995776
"181",26.34,26.549999,26.120001,26.309999,6210600,26.255235
"182",26.4,26.700001,26.26,26.33,5931800,26.275194
"183",26.4,26.51,25.6,25.889999,7679300,25.836109
"184",25.93,26.34,25.52,25.620001,7914900,25.566672
"185",25.51,25.709999,25.09,25.190001,7142100,25.137567
"186",25.309999,25.65,25.200001,25.299999,3450500,25.247337
"187",24.299999,24.41,23.139999,23.299999,11443700,23.2515
"188",23.280001,23.379999,22.23,22.42,9893300,22.373333
"189",22.299999,22.93,21.639999,21.77,13440900,21.748938
"190",21.719999,22.48,21.5,22.24,9245800,22.218483
"191",22.450001,22.629999,22,22.290001,6081500,22.268435
"192",22.299999,22.379999,21.66,22.299999,6590100,22.278424
"193",22.129999,22.379999,21.85,22.299999,5585400,22.278424
"194",22.040001,22.450001,21.860001,22.120001,8400100,22.0986
"195",21.950001,23.07,21.879999,22.870001,8977900,22.847874
"196",23.139999,23.299999,22.66,22.82,7612300,22.797921
"197",22.9,23.33,22.889999,22.950001,17041600,22.927797
"198",23.15,23.290001,22.85,23.139999,7510300,23.117611
"199",23.17,23.200001,22.780001,22.860001,6394400,22.837884
"200",23.030001,23.200001,22.469999,22.48,5973700,22.45825
"201",22.92,23.08,21.93,22.16,7907300,22.13856
"202",22.190001,22.51,22.08,22.23,5659700,22.208492
"203",21.940001,22.27,21.75,22.02,3584900,21.998696
"204",22.120001,22.209999,21.68,21.709999,5269200,21.688995
"205",21.83,22.77,21.790001,22.719999,6840100,22.698018
"206",22.68,22.91,22.15,22.34,6505100,22.318386
"207",23.02,23.1,22.49,22.58,8636900,22.558154
"208",22.49,22.530001,22.139999,22.17,6258400,22.148551
"209",22.33,22.379999,21.84,22.08,5819000,22.058637
"210",21.889999,22.34,21.76,22.23,5125000,22.208492
"211",22.52,22.610001,22.280001,22.33,4290700,22.308396
"212",22.67,22.82,22.43,22.57,6968200,22.548163
"213",22.59,22.889999,22.52,22.82,5499400,22.797921
"214",22.9,23.559999,22.83,23.549999,9440800,23.527215
"215",23.67,24.040001,23.530001,23.620001,6928600,23.597148
"216",23.65,23.940001,23.440001,23.57,4912100,23.547196
"217",23.4,23.610001,23.309999,23.52,5034600,23.497245
"218",23.469999,23.6,23.27,23.51,3883800,23.487254
"219",23.4,23.49,22.58,22.77,5681200,22.74797
"220",23.02,23.549999,22.879999,23.450001,6328800,23.427313
"221",24.33,25.379999,24.25,24.98,12018900,24.955831
"222",25.469999,26.360001,25.27,25.59,11720400,25.565242
"223",25.75,26.379999,25.67,26.35,7311400,26.324507
"224",26.280001,26.790001,26.09,26.48,8159100,26.45438
"225",25.92,26.530001,25.6,26.49,6897200,26.464371
"226",26.17,26.530001,26.120001,26.49,4581100,26.464371
"227",26.66,26.799999,25.969999,26.049999,5824900,26.024796
"228",26.74,26.74,25.75,25.950001,5919500,25.924894
"229",26.190001,26.23,25.549999,25.65,4704600,25.625183
"230",25.309999,25.84,25.299999,25.82,6652000,25.795019
"231",25.959999,26.32,25.74,26.040001,4376700,26.014807
"232",26.17,26.379999,25.959999,26.360001,5556500,26.334497
"233",26.620001,26.66,26.35,26.65,5909400,26.624216
"234",27.030001,27.639999,26.959999,27.309999,11211800,27.283577
"235",27.530001,27.77,27.15,27.200001,4711700,27.173685
"236",27.08,27.790001,26.99,27.690001,7154900,27.66321
"237",27.639999,27.719999,27.379999,27.549999,3465900,27.523345
"238",27.18,27.450001,26.98,27.049999,8448400,27.023828
"239",27.15,27.9,27.120001,27.66,5589400,27.633239
"240",27.620001,27.639999,26.85,27,4965100,26.973877
"241",26.92,27.27,26.84,27.01,3198100,26.983868
"242",26.620001,26.719999,26.1,26.549999,5762700,26.524312
"243",26.639999,27.09,26.41,27.030001,4155400,27.003849
"244",27.08,27.51,26.77,27.469999,7656000,27.443422
"245",27.4,27.559999,27.18,27.24,5183100,27.213645
"246",27.35,27.48,27.01,27.17,3643700,27.143713
"247",27.299999,27.34,26.93,26.950001,4595100,26.923927
"248",26.860001,27.01,26.139999,26.379999,7393400,26.354476
"249",26.120001,26.809999,26.01,26.799999,5709700,26.77407
"250",26.42,26.450001,25.48,25.91,6117600,25.884932
"251",25.959999,25.969999,25.6,25.84,3283800,25.815
"252",25.42,25.9,24.370001,24.41,13320700,24.41
"253",24.030001,24.129999,23.65,23.700001,38742200,23.700001
