"","EXPD.Open","EXPD.High","EXPD.Low","EXPD.Close","EXPD.Volume","EXPD.Adjusted"
"96",40.790001,41.27,40.75,40.93,993000,40.330393
"97",41.18,41.220001,40.669998,40.919998,1269400,40.320538
"98",40.779999,41.360001,40.57,41.290001,1183000,40.68512
"99",41.5,42.130001,41.490002,42.130001,884000,41.512815
"100",42.279999,42.73,41.470001,41.970001,931000,41.355159
"101",41.610001,42.139999,41.310001,41.740002,1291900,41.128529
"102",42.580002,42.669998,42.040001,42.66,1297000,42.035049
"103",42.689999,42.860001,42.099998,42.700001,1323400,42.074464
"104",43,44.919998,43,44.389999,2459500,43.739705
"105",43.669998,44.040001,43.16,43.470001,2798500,42.833184
"106",43.610001,44.18,43.459999,44.02,1127700,43.375126
"107",44.02,44.32,43.75,44.25,1258300,43.601757
"108",44.139999,44.310001,43.73,44.299999,805300,43.651023
"109",44.360001,44.459999,43.900002,44.259998,804100,43.611608
"110",44.130001,44.349998,43.880001,43.91,865300,43.266737
"111",44.060001,44.130001,43.490002,43.900002,890100,43.256885
"112",43.91,44.189999,43.709999,43.919998,739400,43.276589
"113",43.73,44,43.57,43.869999,975100,43.227322
"114",43.82,44.169998,43.740002,43.919998,936800,43.276589
"115",43.860001,43.950001,43.560001,43.73,863100,43.089374
"116",43.599998,44.150002,43.549999,43.98,701800,43.335711
"117",44.389999,44.66,44.16,44.509998,1931300,43.857946
"118",44.52,44.68,44.34,44.459999,1296800,43.808679
"119",44.57,45.790001,44.540001,45.450001,1918600,44.784178
"120",45.060001,45.400002,45,45.189999,939700,44.843715
"121",45.549999,47.240002,45.549999,46.82,1796100,46.461226
"122",46.75,46.799999,45.41,45.419998,1831800,45.071952
"123",45.34,45.869999,45.23,45.349998,944700,45.002489
"124",45.5,46,45.360001,45.720001,1360700,45.369656
"125",45.529999,45.720001,45.200001,45.509998,1012300,45.161263
"126",45.459999,45.950001,45.450001,45.560001,1160000,45.210883
"127",45.470001,45.66,45.02,45.25,1041700,44.903257
"128",44.779999,45.25,44.369999,44.669998,1886800,44.327699
"129",44.57,44.779999,44.130001,44.169998,1220200,43.831531
"130",44.279999,45.200001,44.279999,44.650002,1069900,44.307856
"131",44.259998,45.18,44.259998,44.669998,1620800,44.327699
"132",44.810001,45.970001,44.779999,45.48,2185400,45.131494
"133",45.380001,45.669998,44.209999,44.259998,1707800,43.920841
"134",43.669998,43.849998,41.970001,43.279999,3672200,42.948351
"135",43.650002,43.759998,43.380001,43.709999,1476600,43.375057
"136",43.639999,44.34,43.619999,43.73,4040800,43.394904
"137",43.799999,44.540001,43.720001,44.52,1245400,44.178851
"138",44.82,44.93,44.41,44.580002,699800,44.238393
"139",44.779999,45.130001,44.689999,44.759998,418100,44.41701
"140",44.84,45.060001,44.630001,44.720001,366800,44.377319
"141",44.669998,44.84,44.41,44.68,501600,44.337625
"142",44.599998,44.860001,44.23,44.66,674700,44.317778
"143",44.91,45.189999,44.610001,44.610001,904100,44.268162
"144",44.990002,44.990002,43.77,44.419998,1122800,44.079615
"145",44.330002,44.380001,42.919998,43.040001,1146100,42.710193
"146",43.02,43.360001,42.41,42.549999,1146100,42.223946
"147",42.68,42.700001,42.169998,42.560001,989500,42.233871
"148",42.950001,43.759998,42.84,43.720001,915700,43.384982
"149",43.669998,43.709999,43.200001,43.459999,794100,43.126972
"150",43.549999,43.759998,42.91,43.610001,1160600,43.275824
"151",43.919998,44.470001,43.330002,43.740002,926700,43.404829
"152",43.369999,43.630001,42.849998,43.5,739200,43.166667
"153",43.540001,43.73,42.950001,43.18,809800,42.849119
"154",43.040001,43.400002,42.630001,43.369999,811600,43.037662
"155",43.52,43.77,43.02,43.549999,670800,43.216283
"156",43.349998,43.709999,43.110001,43.470001,805600,43.136898
"157",43.68,44.77,43.490002,44.759998,1283400,44.41701
"158",44.290001,44.59,44,44.290001,914700,43.950614
"159",44.540001,45.5,44.540001,45.240002,1586000,44.893335
"160",44.779999,45.099998,44.060001,44.759998,1121200,44.41701
"161",44.959999,45.470001,44.209999,44.330002,1318300,43.990308
"162",44.18,44.66,44.009998,44.57,1460300,44.228467
"163",44.209999,44.790001,43.279999,43.68,6983400,43.345288
"164",43.900002,44.220001,43.380001,44.029999,1262500,43.692604
"165",44.279999,44.5,43.900002,44.310001,990500,43.970461
"166",44.25,44.310001,43.560001,44.07,1050000,43.732299
"167",44.400002,44.810001,44.209999,44.810001,930700,44.46663
"168",44.740002,45.310001,44.66,45.040001,1082600,44.694867
"169",44.779999,44.990002,44.529999,44.700001,766200,44.357472
"170",44.919998,45.119999,44.490002,44.990002,548100,44.645251
"171",44.919998,45.27,44.900002,45.080002,926200,44.734561
"172",45.43,45.43,44.919998,45.32,706700,44.97272
"173",45.349998,45.860001,45.25,45.810001,797600,45.458967
"174",45.639999,46.07,45.25,45.860001,1028300,45.508583
"175",45.779999,45.790001,45.330002,45.599998,657600,45.250573
"176",45.57,46.169998,45.459999,45.610001,781400,45.260499
"177",45.57,45.639999,45.25,45.509998,988200,45.161263
"178",45.5,45.650002,45.169998,45.470001,1772900,45.121572
"179",45.599998,48.16,45.470001,47.880001,2764000,47.513105
"180",47.509998,48.490002,47.5,48.16,1889600,47.790958
"181",48,49.02,47.790001,48.790001,1636000,48.416131
"182",48.880001,48.950001,48.220001,48.299999,1299100,47.929884
"183",48.130001,48.669998,47.939999,48.25,1291400,47.880268
"184",47.91,48.130001,47.720001,48.080002,1778900,47.711573
"185",47.560001,48.09,47.509998,47.990002,947800,47.622262
"186",48.099998,48.099998,47.66,47.970001,659400,47.602415
"187",47.52,47.830002,47.169998,47.66,1291600,47.294789
"188",47.73,48.029999,47.57,47.830002,1139200,47.463489
"189",47.380001,47.57,47.200001,47.209999,1152900,46.848237
"190",47.220001,48.009998,47.07,47.580002,1801800,47.215404
"191",47.75,48.380001,47.630001,48.259998,1076800,47.89019
"192",47.970001,48.57,47.860001,48.040001,965300,47.671878
"193",48.369999,49.240002,48.189999,49.02,1176000,48.644368
"194",48.740002,49.029999,48.509998,48.709999,848900,48.336743
"195",48.52,49.290001,48.380001,49.200001,1255000,48.822989
"196",49.07,49.25,48.849998,48.869999,937000,48.495516
"197",49.119999,49.48,48.860001,49.27,1644900,48.892453
"198",49.369999,49.509998,49.099998,49.16,993800,48.783295
"199",49.060001,49.48,49.060001,49.32,794400,48.942069
"200",49.279999,49.389999,48.16,48.169998,1067200,47.80088
"201",48.02,48.23,47.73,48.060001,872000,47.691726
"202",47.959999,48.220001,47.830002,47.970001,706500,47.602415
"203",48.200001,48.619999,48,48.439999,881700,48.068811
"204",48.150002,48.389999,47.939999,48.18,653500,47.810805
"205",48,48.130001,47.43,47.860001,882800,47.493257
"206",47.869999,48.220001,47.029999,47.040001,1372000,46.679541
"207",46.639999,47.150002,46.25,46.91,1213200,46.550536
"208",47.049999,47.240002,46.450001,46.57,1466800,46.213142
"209",46.529999,46.75,46.240002,46.639999,1008900,46.282605
"210",46.48,46.98,46.360001,46.639999,612200,46.282605
"211",46.630001,46.950001,46.529999,46.869999,653900,46.510842
"212",46.849998,47.32,46.599998,46.709999,1194500,46.352068
"213",46.560001,46.849998,46.110001,46.810001,897300,46.451304
"214",46.75,47,46.259998,46.689999,971900,46.332221
"215",46.619999,46.849998,46.330002,46.400002,786900,46.044446
"216",46.09,46.23,45.27,45.599998,1463000,45.250573
"217",45.880001,46.84,45.77,46.57,1403800,46.213142
"218",46.860001,47.119999,46.299999,46.919998,1145400,46.560458
"219",47,47,46.310001,46.619999,825100,46.262758
"220",46.380001,46.959999,46.189999,46.669998,679100,46.312374
"221",46.619999,46.639999,46.209999,46.459999,766800,46.103984
"222",46.57,46.700001,46.110001,46.380001,636200,46.024599
"223",46.240002,46.66,46.009998,46.639999,811300,46.282605
"224",46.43,46.639999,45.939999,46.169998,1057200,45.816205
"225",46.049999,46.119999,45.509998,45.830002,1393300,45.478814
"226",45.950001,46.529999,45.919998,46.450001,847400,46.094062
"227",46.419998,47.009998,46.330002,47,924700,46.639847
"228",46.880001,47.25,46.509998,46.709999,1709700,46.352068
"229",48.27,49.110001,47.900002,48.110001,2900300,47.741342
"230",48.110001,49.080002,47.880001,48.09,1912100,47.721495
"231",48.459999,49.009998,48.02,48.07,1205400,47.701647
"232",48.009998,48.459999,47.84,47.939999,948900,47.572642
"233",47.799999,47.799999,47.23,47.720001,1252400,47.354331
"234",47.700001,47.93,46.970001,47.040001,1625200,46.679541
"235",47.25,47.59,47.07,47.57,864800,47.205479
"236",47.73,47.830002,47.48,47.700001,743600,47.334484
"237",47.560001,48.080002,47.400002,47.950001,943300,47.582568
"238",47.91,47.990002,47.349998,47.459999,1032700,47.096321
"239",47.400002,47.57,47.080002,47.27,1171300,46.907778
"240",47.279999,47.349998,47.040001,47.27,666500,46.907778
"241",47.189999,47.240002,46.68,46.810001,530700,46.451304
"242",46.810001,46.900002,46.43,46.509998,1345600,46.1536
"243",46.689999,47.060001,46.220001,46.98,1728900,46.62
"244",46.59,46.650002,45.919998,45.98,1381700,45.98
"245",45.860001,46.27,45.720001,45.84,1812100,45.84
"246",45.950001,46.48,45.84,46.349998,2290800,46.349998
"247",46.23,46.75,46.02,46.509998,1395400,46.509998
"248",46.799999,48.419998,46.549999,48.32,2305100,48.32
"249",48.02,48.380001,47.490002,47.560001,1622400,47.560001
"250",47.5,48.18,47.5,47.950001,1559400,47.950001
"251",47.849998,47.91,46.779999,46.790001,1534300,46.790001
"252",46.580002,47.049999,46.57,46.790001,994300,46.790001
"253",46.93,47.630001,46.75,47.52,1990700,47.52
