"","EA.Open","EA.High","EA.Low","EA.Close","EA.Volume","EA.Adjusted"
"40",34.060001,34.330002,33.669998,34.130001,3654800,34.130001
"41",34.09,34.34,33.82,34.27,3240800,34.27
"42",34.369999,34.52,33.169998,33.310001,4039600,33.310001
"43",33.349998,34.330002,33.009998,34.290001,3802600,34.290001
"44",34.34,35.130001,34.34,35.07,4426800,35.07
"45",35.049999,35.880001,34.91,35.549999,5650600,35.549999
"46",35.59,36.439999,35.380001,36.41,4110200,36.41
"47",36.380001,36.700001,36.349998,36.59,2667100,36.59
"48",36.779999,36.799999,35.869999,36.139999,3576700,36.139999
"49",36.860001,36.860001,36.240002,36.669998,2373300,36.669998
"50",36.619999,37.220001,36.580002,37.009998,4241100,37.009998
"51",37,37.59,36.919998,37.560001,2951000,37.560001
"52",37.669998,37.830002,37.189999,37.759998,3024800,37.759998
"53",37.720001,38.209999,37.650002,38.16,3312300,38.16
"54",38.349998,38.389999,37.560001,37.619999,2543800,37.619999
"55",37.689999,37.759998,37.310001,37.560001,1672900,37.560001
"56",37.5,37.650002,36.98,37.220001,2144100,37.220001
"57",37.080002,37.18,36.84,37.099998,1866800,37.099998
"58",36.75,37.860001,36.73,37.84,2796100,37.84
"59",37.82,38.029999,37.540001,38.009998,4259000,38.009998
"60",38.189999,38.299999,37.849998,37.889999,2307100,37.889999
"61",38.060001,38.18,37.290001,37.360001,3014100,37.360001
"62",37.299999,37.689999,37.130001,37.689999,1772500,37.689999
"63",37.619999,38.099998,37.529999,38,2971700,38
"64",37.950001,37.950001,37.389999,37.450001,2698400,37.450001
"65",37.540001,37.900002,37.450001,37.810001,2653500,37.810001
"66",37.549999,38.07,37.5,38.040001,2402700,38.040001
"67",37.93,37.959999,36.84,37.16,3462100,37.16
"68",37.27,37.299999,36.189999,36.529999,2947400,36.529999
"69",36.400002,37.25,36.330002,37.02,2299800,37.02
"70",36.810001,37.470001,36.279999,36.41,6665700,36.41
"71",36.490002,37.310001,36.419998,37.25,2425000,37.25
"72",37.43,37.450001,36.700001,36.709999,3388300,36.709999
"73",36.68,36.810001,36.23,36.610001,1746200,36.610001
"74",36.57,37.02,36.380001,36.669998,2523900,36.669998
"75",36.77,36.919998,36.529999,36.869999,1421300,36.869999
"76",36.639999,36.93,35.77,35.82,3089300,35.82
"77",35.959999,36.119999,35.57,35.959999,2217600,35.959999
"78",35.560001,35.950001,35.299999,35.779999,2068100,35.779999
"79",35.779999,36.119999,35.509998,35.610001,2146400,35.610001
"80",35.540001,35.580002,34.830002,35.139999,2538700,35.139999
"81",35.09,35.849998,34.82,35.59,2631300,35.59
"82",35.869999,36.009998,35.529999,35.950001,2467100,35.950001
"83",36.099998,36.299999,35.810001,36,1790700,36
"84",35.68,36,34.900002,34.919998,3094500,34.919998
"85",34.93,35.310001,34.32,35.279999,3844400,35.279999
"86",35.400002,36.040001,34.810001,35.009998,2833400,35.009998
"87",35.509998,35.720001,34.509998,34.529999,4095600,34.529999
"88",34.459999,34.700001,33.189999,33.23,4231800,33.23
"89",33.59,33.779999,32.389999,32.740002,5577600,32.740002
"90",32.240002,33.540001,31.77,33.380001,5765500,33.380001
"91",32.709999,33.330002,32.43,32.619999,4259000,32.619999
"92",33.009998,34.779999,32.75,34.279999,4881900,34.279999
"93",34.139999,35.049999,34.110001,34.93,3344100,34.93
"94",35.09,35.700001,35.029999,35.689999,2681300,35.689999
"95",35.68,35.860001,34.990002,35.049999,2203700,35.049999
"96",35.43,36.48,35.200001,36.240002,3083300,36.240002
"97",36.189999,36.639999,35.98,36.349998,2413100,36.349998
"98",36.130001,37.150002,35.990002,36.869999,2763300,36.869999
"99",36.869999,37.66,36.869999,37.48,4608000,37.48
"100",38.82,40.34,38.669998,38.91,10615200,38.91
"101",38.639999,39.860001,38.52,39.849998,6688100,39.849998
"102",40.099998,41.349998,40.099998,40.970001,5966300,40.970001
"103",41.16,41.450001,40.720001,40.959999,4294700,40.959999
"104",40.75,41,40.400002,40.639999,4099400,40.639999
"105",40.919998,41.080002,40.18,40.73,2691900,40.73
"106",40.77,41.139999,40.720001,40.799999,2099100,40.799999
"107",40.740002,41,40.110001,40.939999,3717600,40.939999
"108",40.98,41.43,40.610001,41.259998,4467300,41.259998
"109",41.290001,41.419998,41.02,41.139999,2150700,41.139999
"110",41.060001,41.279999,40.580002,41.200001,2820000,41.200001
"111",41.34,41.720001,41.07,41.450001,3780900,41.450001
"112",41.5,41.639999,40.869999,41.470001,3687600,41.470001
"113",41.400002,41.950001,41.200001,41.400002,2293100,41.400002
"114",41.82,42.889999,41.720001,42.869999,4571800,42.869999
"115",42.869999,43.73,42.349998,43.450001,6215300,43.450001
"116",43.259998,43.48,43.07,43.150002,5915400,43.150002
"117",43.669998,44.060001,43.25,43.5,3328500,43.5
"118",43.560001,43.790001,43.389999,43.599998,3128100,43.599998
"119",43.619999,44.5,43.57,44.009998,4211900,44.009998
"120",43.93,43.970001,43.52,43.68,3562700,43.68
"121",44.09,44.189999,43.560001,43.93,2135100,43.93
"122",43.759998,43.860001,43.040001,43.150002,3683500,43.150002
"123",43.209999,43.84,43.130001,43.630001,2892800,43.630001
"124",43.439999,46.23,43.439999,45.990002,7562700,45.990002
"125",45.799999,46.98,45.48,46.490002,6607800,46.490002
"126",46.52,47.130001,46.16,46.66,3777700,46.66
"127",46.439999,46.57,45.689999,46.009998,4087600,46.009998
"128",45.560001,45.860001,44.950001,45.580002,5206400,45.580002
"129",45.529999,45.939999,44.560001,44.759998,4254300,44.759998
"130",44.830002,45.73,44.82,45.119999,2814300,45.119999
"131",44.73,45.790001,44.540001,44.900002,3546400,44.900002
"132",45,46.389999,44.93,45.450001,5530700,45.450001
"133",45.23,46.18,44.869999,45.450001,5673300,45.450001
"134",45.5,46.5,45.220001,46.060001,5668100,46.060001
"135",46.169998,47.259998,46.169998,47.240002,6805100,47.240002
"136",47.5,47.689999,47.060001,47.459999,9988300,47.459999
"137",47.68,48.360001,47.490002,47.849998,3072000,47.849998
"138",47.98,48.34,47.41,47.84,2993000,47.84
"139",47.959999,48.310001,47.860001,48.060001,844900,48.060001
"140",48.080002,48.529999,47.779999,48.330002,1161700,48.330002
"141",48.330002,48.52,47.52,47.59,1750300,47.59
"142",47.619999,47.799999,47.25,47.380001,1796100,47.380001
"143",47.5,47.950001,46.970001,47.02,1842300,47.02
"144",47.189999,47.669998,46.580002,46.869999,1959800,46.869999
"145",46.959999,47.34,46.52,46.57,2727600,46.57
"146",46.869999,47.330002,45.419998,45.959999,4418900,45.959999
"147",46.27,47.029999,46.099998,46.810001,4849400,46.810001
"148",47.009998,48.25,47.009998,48.130001,3877000,48.130001
"149",48.049999,48.25,47.07,47.509998,3181400,47.509998
"150",47.549999,47.619999,46.509998,47.060001,2158300,47.060001
"151",47.59,48.18,46.02,46.419998,3287300,46.419998
"152",45.52,46.950001,45.209999,46.900002,3100400,46.900002
"153",46.93,46.990002,45.990002,46.639999,3073500,46.639999
"154",46.669998,48.16,46.259998,48.09,3220000,48.09
"155",48.240002,48.59,47.509998,47.810001,4049400,47.810001
"156",47.709999,48.490002,47.290001,48.07,4209300,48.07
"157",48.34,49.400002,47.919998,49.360001,3478700,49.360001
"158",49.43,50.41,49.330002,49.790001,5258600,49.790001
"159",49.299999,49.790001,48.790001,49.48,4310900,49.48
"160",48.799999,49.169998,48.220001,48.41,5998000,48.41
"161",51.860001,55.169998,51.220001,54.610001,16170000,54.610001
"162",54.43,55.580002,53.880001,55.330002,8256700,55.330002
"163",55,55.799999,54.470001,54.860001,5048600,54.860001
"164",55.029999,55.110001,53.549999,54.970001,5238900,54.970001
"165",55.040001,55.25,53.970001,54.52,4349100,54.52
"166",54.540001,55.279999,54.040001,54.560001,3670300,54.560001
"167",54.73,56.700001,54.610001,56.389999,4959300,56.389999
"168",56.279999,56.950001,54.799999,55.139999,4803400,55.139999
"169",54.700001,55,54.080002,54.279999,3216000,54.279999
"170",54.470001,55.080002,53.860001,54.759998,3769500,54.759998
"171",54.869999,55.279999,54.52,54.950001,2193000,54.950001
"172",55.290001,56.639999,55.220001,56.200001,3783200,56.200001
"173",56.349998,56.91,55.639999,56.389999,2907200,56.389999
"174",56.459999,56.900002,55.939999,56.759998,3174000,56.759998
"175",56.580002,57.619999,56.52,57.610001,3469500,57.610001
"176",57.610001,57.700001,57.080002,57.139999,3000800,57.139999
"177",57.139999,57.720001,56.669998,57.669998,2284400,57.669998
"178",57.830002,57.900002,57.200001,57.549999,1833400,57.549999
"179",57.400002,57.810001,57.139999,57.630001,3351900,57.630001
"180",57.650002,57.84,57.009998,57.389999,2556900,57.389999
"181",57.490002,58.869999,57.360001,57.73,2751300,57.73
"182",56.810001,57.759998,56.549999,57.18,2955000,57.18
"183",57.18,57.799999,56.990002,57.450001,1606700,57.450001
"184",57.25,57.360001,56.330002,56.669998,1980900,56.669998
"185",56.48,57.209999,56.220001,57.200001,2631100,57.200001
"186",57.189999,57.830002,57.009998,57.380001,1998700,57.380001
"187",57.220001,57.220001,56.169998,56.360001,1769400,56.360001
"188",56.389999,56.919998,56.25,56.669998,2344000,56.669998
"189",55.380001,56,54.509998,55.049999,4566900,55.049999
"190",54.799999,56.130001,54.75,55.09,2814500,55.09
"191",55.490002,55.490002,54.790001,55.060001,2891200,55.060001
"192",55.049999,56.369999,54.849998,55.299999,3546400,55.299999
"193",55.619999,56.459999,55.509998,55.82,2821000,55.82
"194",55.259998,55.41,54.029999,54.169998,4692900,54.169998
"195",54.23,55.790001,54.02,55.630001,7023000,55.630001
"196",55.599998,56.349998,55.380001,55.959999,2384900,55.959999
"197",56.400002,57.48,56.32,57.279999,4443500,57.279999
"198",57.439999,57.970001,57.27,57.27,2146900,57.27
"199",57.43,58.380001,57.110001,57.959999,3347900,57.959999
"200",57.880001,58.25,56.07,56.09,2855900,56.09
"201",55.290001,56.299999,54.689999,56.080002,3926700,56.080002
"202",56.43,58.279999,56.200001,58.240002,4672100,58.240002
"203",58.720001,60.209999,58.580002,59.470001,4117500,59.470001
"204",59,59.439999,58.490002,58.82,2471000,58.82
"205",58.939999,58.959999,57.169998,57.279999,4341100,57.279999
"206",57.240002,57.98,56.950001,57.650002,2709500,57.650002
"207",57.110001,58.07,57.009998,57.119999,2374900,57.119999
"208",57.040001,58.139999,56.970001,57.799999,2071200,57.799999
"209",57.810001,58.34,57.610001,58.150002,2091300,58.150002
"210",57.98,58.849998,57.32,57.5,2008100,57.5
"211",57.740002,58.389999,57.25,58.360001,2546800,58.360001
"212",58.290001,58.439999,57.23,57.330002,1577800,57.330002
"213",57.290001,57.98,56.639999,57.07,2287400,57.07
"214",57.139999,57.689999,56.619999,56.860001,2361300,56.860001
"215",56.82,57.049999,56.610001,56.860001,1372200,56.860001
"216",56.400002,56.580002,55.52,56.029999,2853600,56.029999
"217",56.439999,57.32,56.099998,57.290001,2048600,57.290001
"218",57.540001,59.130001,57.360001,59.029999,4089800,59.029999
"219",59.34,59.889999,59.029999,59.810001,2569200,59.810001
"220",59.759998,60.279999,59.439999,59.880001,2476500,59.880001
"221",59.900002,59.91,59.380001,59.889999,1824100,59.889999
"222",59.990002,60.630001,59.689999,59.84,3178200,59.84
"223",59.700001,60.139999,58.619999,59.110001,2695900,59.110001
"224",58.880001,59.509998,58.200001,58.619999,1959600,58.619999
"225",58.369999,58.869999,57.630001,58.09,2578400,58.09
"226",58.25,59.52,58.110001,59.330002,2256300,59.330002
"227",59.52,59.580002,58.490002,59.310001,3425300,59.310001
"228",59.41,59.68,58.549999,59.16,4571100,59.16
"229",61.349998,63.25,60.540001,60.93,12654300,60.93
"230",61.209999,61.450001,60.16,60.27,4078900,60.27
"231",61,62.240002,60.830002,61.880001,3294300,61.880001
"232",61.900002,63.459999,61.599998,62.59,4823000,62.59
"233",62.240002,62.900002,61.599998,62.459999,2667400,62.459999
"234",62,62.220001,60.84,61.73,3028100,61.73
"235",62.299999,63.119999,61.950001,63.09,2955200,63.09
"236",62.810001,63.32,62.490002,62.880001,1977700,62.880001
"237",62.549999,63.5,62.540001,63.299999,1985900,63.299999
"238",62.560001,62.98,62.400002,62.610001,4201900,62.610001
"239",62.52,62.630001,61.84,62.240002,1793600,62.240002
"240",62.259998,62.91,61.610001,62.689999,2425800,62.689999
"241",62.599998,63.130001,62.380001,62.560001,2137300,62.560001
"242",62.57,62.970001,62.27,62.529999,2305200,62.529999
"243",62.610001,63.970001,62.610001,63.860001,3472600,63.860001
"244",63.330002,64.300003,63.23,63.27,1929600,63.27
"245",63.07,64.150002,62.669998,62.759998,2351100,62.759998
"246",63.060001,63.299999,62.200001,62.889999,1960300,62.889999
"247",62.5,63.459999,62.459999,62.98,2123400,62.98
"248",63.330002,63.689999,63.02,63.369999,1219200,63.369999
"249",63.09,63.450001,62.5,62.630001,1381300,62.630001
"250",62.599998,63.139999,62.09,62.900002,2040000,62.900002
"251",63.07,63.18,61.490002,61.66,1956700,61.66
"252",61.580002,62,61.110001,61.779999,1530900,61.779999
"253",62.139999,62.68,61.509998,62.529999,1610400,62.529999
