"","EA.Open","EA.High","EA.Low","EA.Close","EA.Volume","EA.Adjusted"
"1",34.869999,35.799999,34.869999,35.700001,5076800,35.700001
"2",35.470001,35.860001,35.23,35.509998,3465400,35.509998
"3",35.450001,35.75,35.150002,35.23,2807200,35.23
"4",35.23,35.740002,35.150002,35.68,3007300,35.68
"5",35.48,35.900002,35.369999,35.700001,2306200,35.700001
"6",35.549999,36.959999,35.48,36.790001,5933600,36.790001
"7",36.68,37.189999,36.509998,37.150002,4080600,37.150002
"8",37.110001,37.259998,36.66,37.07,3328200,37.07
"9",37.240002,37.240002,36.849998,37.139999,4861400,37.139999
"10",36.98,37.110001,36.82,36.900002,2719700,36.900002
"11",36.759998,36.950001,36.349998,36.360001,4090500,36.360001
"12",36.419998,36.75,36.169998,36.509998,2965700,36.509998
"13",36.560001,36.580002,36.119999,36.27,2194600,36.27
"14",36.259998,36.470001,35.740002,35.889999,6837000,35.889999
"15",35.919998,36,35.560001,35.869999,3521700,35.869999
"16",36.029999,36.599998,35.700001,36.41,3302300,36.41
"17",36.400002,36.849998,36.349998,36.759998,2390800,36.759998
"18",36.799999,37.029999,36.549999,36.919998,1161900,36.919998
"19",36.75,36.91,36.060001,36.16,2647100,36.16
"20",36.369999,36.369999,35.080002,35.290001,3791300,35.290001
"21",35.630001,35.759998,35.290001,35.52,3201300,35.52
"22",35.040001,36.049999,34.93,35.849998,3330600,35.849998
"23",35.84,35.990002,35.630001,35.970001,1825000,35.970001
"24",36.349998,36.66,36.099998,36.549999,2445300,36.549999
"25",36.360001,36.73,35.799999,36.18,2540000,36.18
"26",36.450001,37.299999,36.349998,37.119999,3493300,37.119999
"27",36.630001,37.720001,36.630001,37.060001,3537000,37.060001
"28",37.029999,38.57,36.990002,38.380001,5499500,38.380001
"29",38.099998,38.619999,37.790001,38.419998,4409600,38.419998
"30",38.580002,38.639999,37.959999,38.419998,6068100,38.419998
"31",37.43,37.779999,35.98,36.040001,13034100,36.040001
"32",36.330002,36.950001,36.080002,36.84,6046000,36.84
"33",36.48,36.66,35.889999,36.040001,4059600,36.040001
"34",36.02,36.040001,35.080002,35.09,9702400,35.09
"35",35.23,35.299999,34.150002,34.34,9114000,34.34
"36",34.5,34.57,34.310001,34.5,4996500,34.5
"37",34.240002,34.369999,33.580002,33.599998,3897800,33.599998
"38",33.549999,34.049999,33.459999,33.709999,4239200,33.709999
"39",33.560001,34.299999,33.560001,34.18,3674700,34.18
