"","MRK.Open","MRK.High","MRK.Low","MRK.Close","MRK.Volume","MRK.Adjusted"
"78",59.029999,59.720001,58.810001,59.41,8719200,58.049413
"79",59.400002,59.98,59.25,59.279999,9247300,57.922389
"80",59.09,59.220001,58.5,58.709999,9088900,57.365443
"81",58.779999,59.060001,58.290001,58.849998,8109800,57.502236
"82",59.169998,60.099998,59.169998,59.900002,8641800,58.528192
"83",60.169998,60.25,59.299999,59.580002,7114600,58.215521
"84",59.32,59.400002,58.450001,58.459999,9520100,57.121168
"85",58.66,60.23,58.57,60.18,12318200,58.801779
"86",60,60.509998,59.110001,59.209999,8595800,57.853992
"87",59.310001,59.919998,58.66,58.66,11285200,57.316589
"88",58.549999,58.549999,55.98,56.139999,14807700,54.854301
"89",56.57,56.950001,55.73,56.330002,10935800,55.039952
"90",55.369999,55.869999,54.290001,54.73,18785800,53.476592
"91",54.009998,54.09,52.490002,53.43,21856200,52.206365
"92",53.849998,54.630001,53.529999,54.02,19718100,52.782853
"93",54.220001,54.27,53.919998,54.049999,12064100,52.812165
"94",54.57,55.279999,54.32,55.130001,17289900,53.867433
"95",55.23,55.860001,55,55.509998,12901700,54.238728
"96",56.259998,57.07,56.189999,56.630001,11851100,55.33308
"97",56.799999,57.66,56.630001,57.610001,8555400,56.290636
"98",56.91,57.240002,55.919998,56.450001,14418900,55.157202
"99",56.599998,56.599998,54.099998,55.849998,23944100,54.570941
"100",56.02,56.610001,55.630001,56.200001,12492900,54.912928
"101",55.709999,57.389999,55.700001,57.310001,12859300,55.997508
"102",57.950001,58.130001,57.66,57.939999,14066100,56.613077
"103",57.950001,58.93,57.57,58.919998,10178900,57.570633
"104",58.869999,59.709999,58.869999,59.369999,11338400,58.010328
"105",59.990002,60.25,59.380001,59.57,12678800,58.205748
"106",59.599998,59.900002,59.189999,59.259998,13362100,57.902846
"107",59.389999,59.619999,59.060001,59.34,10613000,57.981016
"108",58.240002,59.189999,57.700001,58.810001,14598500,57.463155
"109",59.720001,59.950001,59.209999,59.369999,13303600,58.010328
"110",59.279999,59.549999,59.099998,59.310001,6668800,57.951704
"111",59.5,59.950001,59.18,59.540001,6646900,58.176436
"112",59.23,59.549999,58.77,59.07,7130600,57.717199
"113",59.709999,59.900002,59.310001,59.459999,8569900,58.098267
"114",59.490002,60.130001,59.150002,59.889999,7663000,58.518419
"115",59.630001,59.73,59.130001,59.639999,7304300,58.274145
"116",59.209999,59.400002,58.860001,59.380001,6741100,58.020101
"117",59.939999,60.02,59.330002,59.66,11260400,58.293687
"118",59.810001,59.810001,58.990002,59.25,8488000,57.893077
"119",59.32,59.66,59.130001,59.34,10328000,57.981016
"120",59.700001,59.77,59.349998,59.75,6280600,58.381626
"121",59.700001,60.869999,59.700001,60.400002,6207400,59.016742
"122",60.400002,61.32,60.279999,60.52,8274100,59.133992
"123",60.630001,60.98,60.279999,60.779999,6443300,59.388036
"124",60.759998,60.93,60.310001,60.580002,9730500,59.19262
"125",60.509998,61.380001,60.509998,60.919998,7114600,59.524829
"126",61.029999,61.77,60.82,61.490002,11171800,60.081779
"127",61.169998,62.200001,60.98,61.880001,11394700,60.462847
"128",59.400002,60.139999,58.75,60.009998,18778200,58.63567
"129",60.119999,60.52,59.700001,59.98,13253700,58.606358
"130",59.779999,60.580002,59.189999,59.34,11314100,58.419306
"131",59.130001,59.650002,57.709999,57.720001,12120400,56.824443
"132",57.82,58.060001,56.799999,56.950001,12175200,56.066389
"133",56.970001,58.290001,56.779999,56.799999,11214000,55.918715
"134",57.049999,57.799999,56.560001,57.630001,12663800,56.735839
"135",58.59,58.98,58.09,58.98,13359400,58.064891
"136",59.25,59.900002,59.009998,59.580002,17374200,58.655584
"137",59.119999,59.560001,58.549999,58.959999,10010500,58.045201
"138",58.689999,59,57.029999,57.209999,14165400,56.322354
"139",57.290001,57.860001,57.25,57.459999,5051000,56.568475
"140",57.68,58.02,57.59,57.779999,4672800,56.883509
"141",57.450001,57.919998,57.450001,57.73,6003800,56.834286
"142",57.529999,57.77,57.299999,57.650002,5234800,56.755529
"143",57.27,57.849998,56.73,56.790001,7483600,55.908872
"144",57.220001,57.790001,57.029999,57.189999,7076300,56.302663
"145",58.209999,58.48,57.57,58.040001,15961200,57.139477
"146",58.279999,60.5,58.25,60.32,24287700,59.384101
"147",60.439999,61.619999,60.360001,61.610001,18634500,60.654087
"148",62,62.939999,61.849998,62.849998,19121000,61.874845
"149",62.810001,63.130001,62.169998,62.560001,12635500,61.589348
"150",63.099998,63.5,62.099998,62.299999,11569000,61.333379
"151",62.91,63.619999,61.73,62.189999,10035200,61.225086
"152",61.720001,62.91,61.48,62.639999,9858100,61.668104
"153",62.639999,62.990002,61.830002,61.880001,9564600,60.919898
"154",61.860001,63.16,61.529999,63.029999,11371200,62.052053
"155",62.709999,63.299999,61.880001,62.610001,13105900,61.638571
"156",62.419998,62.779999,62.080002,62.16,9081400,61.195552
"157",62.259998,62.709999,61.529999,62.59,8494400,61.618881
"158",62.459999,63,62.41,62.490002,6229100,61.520434
"159",62.580002,62.98,62.119999,62.82,6714600,61.845312
"160",62.880001,63.02,62.130001,62.560001,7965100,61.589348
"161",62.82,62.959999,61.32,61.450001,8868100,60.496569
"162",61.540001,62.150002,60.759998,62.09,9091300,61.126639
"163",61.529999,61.93,60.029999,60.279999,12086900,59.34472
"164",60.5,60.93,59.779999,60.880001,9266700,59.935413
"165",60.889999,61.060001,59.939999,61.02,11477500,60.073241
"166",59.970001,60,58.34,59.049999,19446700,58.133805
"167",59.27,59.349998,58.509998,59.169998,12660400,58.251942
"168",59.099998,59.77,58.580002,58.790001,9744200,57.877841
"169",58.650002,59,57.93,58.330002,10014100,57.424979
"170",59,59.34,58.77,58.849998,9539400,57.936907
"171",58.759998,58.959999,58.400002,58.740002,10483900,57.828617
"172",59,59.110001,58.59,58.880001,7207700,57.966445
"173",58.900002,58.939999,58.610001,58.810001,7899300,57.897531
"174",58.740002,58.970001,58.700001,58.790001,10187300,57.877841
"175",58.669998,59.009998,58.23,58.799999,10534200,57.887684
"176",58.849998,58.990002,57.810001,58.299999,9836200,57.395442
"177",58.150002,58.48,57.73,58.349998,11604800,57.444665
"178",58.389999,58.669998,58.169998,58.299999,8589900,57.395442
"179",58.490002,58.57,58.049999,58.360001,7714100,57.454512
"180",58.459999,58.970001,58.060001,58.490002,8455200,57.582496
"181",58.66,59.150002,58.66,58.959999,11489100,58.045201
"182",58.889999,59.060001,58.490002,58.540001,13059900,57.63172
"183",58.540001,58.889999,58.279999,58.580002,9667200,57.6711
"184",58.639999,58.700001,57.950001,58.34,8251300,57.434822
"185",58.41,58.650002,57.68,57.880001,13335200,56.98196
"186",58.09,58.279999,57.799999,57.98,11534100,57.080407
"187",57.849998,57.869999,56.720001,56.84,11064700,55.958095
"188",56.84,57.369999,56.299999,57.259998,8342000,56.371577
"189",56.950001,57.189999,56.490002,56.580002,13125000,55.702131
"190",57.490002,57.490002,55.970001,56.060001,15665300,55.190199
"191",55.82,56.220001,55.66,56.169998,12954300,55.745968
"192",56.029999,56.43,55.639999,56.200001,13072900,55.775744
"193",56.580002,57.32,56.580002,57.119999,11520800,56.688797
"194",56.889999,56.889999,56.240002,56.470001,9999400,56.043707
"195",56.389999,57.970001,56.209999,57.650002,14928500,57.214799
"196",57.43,58.34,57.029999,58.209999,14455900,57.770569
"197",58.240002,58.860001,57.759998,58.580002,26114000,58.137779
"198",58.400002,59.139999,58.040001,58.73,10658500,58.286644
"199",59.41,59.700001,58.509998,58.630001,13065300,58.1874
"200",59.5,59.709999,58.18,58.259998,14038400,57.820191
"201",58.040001,58.200001,57.41,57.599998,10582900,57.165173
"202",57.830002,58.23,57.630001,57.75,8523500,57.314043
"203",58.25,58.540001,58.150002,58.34,8189000,57.899589
"204",58.189999,58.310001,57.48,57.48,10458700,57.04608
"205",57.259998,57.32,56.220001,56.860001,12712200,56.430762
"206",57,57.450001,56.849998,57.099998,7583500,56.668948
"207",56.93,57.34,56.709999,57.18,12649200,56.748346
"208",57.66,57.880001,57.299999,57.43,9278300,56.996459
"209",57.91,58.049999,57.02,57.150002,13559700,56.718573
"210",57.220001,57.73,57.110001,57.43,12006000,56.996459
"211",57.049999,57.650002,56.32,57.25,15507500,56.817817
"212",57.080002,57.369999,56.5,56.73,10480900,56.301742
"213",56.939999,57.990002,56.610001,57.759998,14656200,57.323965
"214",58.07,58.950001,58.07,58.450001,12108800,58.008759
"215",58.209999,58.389999,57.740002,57.84,6409400,57.403363
"216",57.349998,57.360001,56.57,56.880001,11663400,56.450611
"217",57.5,58,57.389999,57.610001,9961400,57.1751
"218",58.009998,58.029999,57.41,57.66,9255500,57.224722
"219",57.560001,57.889999,57.32,57.689999,7914600,57.254494
"220",57.52,57.849998,57.040001,57.509998,8342000,57.075853
"221",57.849998,58.189999,57.509998,57.599998,7866500,57.165173
"222",57.830002,58.029999,56.880001,57.099998,10599600,56.668948
"223",57.099998,60.48,57.099998,59.98,34731200,59.527208
"224",59.330002,60.43,59.23,59.68,17192000,59.229473
"225",59.790001,60.139999,59.240002,59.560001,13012400,59.11038
"226",59.759998,60.380001,59.68,59.860001,9357500,59.408115
"227",60.139999,60.950001,60.029999,60.639999,9050400,60.182225
"228",60.32,60.700001,60.060001,60.490002,12082100,60.03336
"229",60.450001,60.59,59.93,60.259998,11570900,59.805093
"230",60.049999,60.73,59.93,60.299999,9001000,59.844792
"231",61,61.380001,60.700001,60.740002,10143400,60.281473
"232",60.66,60.689999,59.84,60,9718900,59.547057
"233",59.549999,59.73,59.110001,59.439999,13191900,58.991283
"234",59.619999,59.849998,58.970001,59.18,7320900,58.733248
"235",59.470001,59.889999,59.049999,59.779999,7127300,59.328717
"236",59.939999,60.23,59.810001,60.23,7665700,59.77532
"237",60.169998,60.450001,60.009998,60.009998,7190400,59.55698
"238",59.959999,60.919998,59.939999,60.52,8128700,60.063132
"239",60.669998,60.849998,60.439999,60.459999,6034900,60.003584
"240",60.549999,60.790001,60.09,60.099998,8039000,59.646301
"241",60.07,60.07,59.34,59.380001,8990400,58.931739
"242",59.279999,59.439999,58.849998,58.970001,10857700,58.524834
"243",59.09,59.779999,58.869999,59.459999,9726700,59.011133
"244",59.450001,59.849998,59.380001,59.700001,9530100,59.249323
"245",59.880001,61.119999,59.470001,60.889999,20015600,60.430338
"246",60.849998,61.700001,60.34,60.75,11807400,60.291395
"247",60.450001,60.459999,59.82,60.240002,8993000,59.785247
"248",60.66,60.880001,60.259998,60.389999,8662400,59.934112
"249",59.959999,60.209999,59.27,59.470001,10830300,59.021059
"250",59.360001,59.41,58.799999,58.990002,10881800,58.544683
"251",58.889999,59.169998,58.759998,58.869999,8047800,58.425587
"252",58.959999,59.290001,58.709999,58.84,6445200,58.395814
"253",58.98,59.66,58.91,59.610001,10223200,59.160002
