"","NE.Open","NE.High","NE.Low","NE.Close","NE.Volume","NE.Adjusted"
"75",23.6,23.66,22.940001,23.32,5811400,21.894522
"76",23.24,23.35,22.889999,22.92,4951600,21.518973
"77",22.870001,23.190001,22.74,23.040001,6332000,21.631639
"78",22.889999,22.93,22.469999,22.540001,5810600,21.162202
"79",22.450001,22.549999,21.799999,22.219999,7167800,20.861761
"80",22.190001,22.370001,20.950001,21.09,14422500,19.800835
"81",20.950001,21.51,20.82,21.190001,11781400,19.894723
"82",21.200001,21.280001,20.1,20.24,13399600,19.002793
"83",20.34,20.790001,20.059999,20.559999,9203500,19.303232
"84",20.5,21.299999,20.370001,20.58,10494600,19.32201
"85",20.52,20.540001,19.68,20.5,8106200,19.2469
"86",20.34,20.379999,19.459999,19.5,7722700,18.308027
"87",19.709999,19.709999,18.66,18.870001,12794800,17.716538
"88",18.91,19.49,18.5,18.620001,10885700,17.481819
"89",18.799999,19.51,18.120001,18.57,11816700,17.434875
"90",18.59,18.92,17.93,18.879999,15833100,17.725925
"91",18.41,19.84,18.299999,19.33,13959000,18.148418
"92",19.67,20.4,19.25,19.5,8969000,18.308027
"93",19.530001,19.84,19.129999,19.83,4938000,18.617855
"94",20,20.690001,19.85,20.639999,6750500,19.378342
"95",20.65,20.959999,20.049999,20.07,5967100,18.843184
"96",20.459999,20.950001,20.25,20.780001,7421600,19.509785
"97",20.639999,20.66,20.110001,20.58,4994400,19.32201
"98",20.23,20.34,19.74,20.120001,6063700,18.890129
"99",21,21.07,20.459999,20.93,9242500,19.650616
"100",21.219999,21.49,20.27,20.57,7762700,19.312621
"101",20.129999,20.77,19.75,20.530001,9066100,19.632986
"102",20.49,20.92,20,20.92,5874800,20.005945
"103",20.950001,21.09,20.15,20.309999,7887900,19.422597
"104",20,20,19.139999,19.15,10620800,18.313281
"105",19.440001,20.299999,19.18,20.26,8793700,19.374782
"106",20.049999,21.120001,19.9,21.120001,8462800,20.197207
"107",20.9,22.030001,20.879999,21.83,7361600,20.876184
"108",22.049999,22.35,21.030001,21.15,7706900,20.225895
"109",21.139999,21.52,20.860001,21.24,6983600,20.311963
"110",20.92,21.790001,20.92,21.540001,7470900,20.598856
"111",21.32,21.57,20.610001,21.120001,16523400,20.197207
"112",21.32,21.68,20.559999,20.809999,7694700,19.900751
"113",20.59,20.969999,20.24,20.790001,8267600,19.881626
"114",20.84,21.110001,20.59,20.629999,4439100,19.728615
"115",20.620001,20.74,20.129999,20.530001,3858500,19.632986
"116",20.530001,21.049999,20.459999,20.84,3746300,19.92944
"117",21.17,21.610001,20.879999,21.299999,5005200,20.369341
"118",21.24,21.43,20.92,21.209999,4762900,20.283273
"119",21.209999,21.309999,20.57,20.76,5693300,19.852936
"120",20.43,20.450001,19.5,19.709999,8423100,18.848812
"121",18.74,18.74,17.620001,17.99,6421200,17.203965
"122",17.9,18.049999,17.33,17.9,9710800,17.117897
"123",17.709999,18.1,17.120001,17.18,10703000,16.429356
"124",17.17,17.66,17.01,17.110001,13707300,16.362415
"125",17,17.129999,16.440001,16.59,11674900,15.865135
"126",16.51,16.73,15.83,16.379999,9862000,15.66431
"127",16.09,16.18,15.62,15.7,8802700,15.014021
"128",15.73,16.219999,15.42,16.209999,13668600,15.501737
"129",15.9,15.9,14.97,15.19,9375600,14.526305
"130",15.13,15.48,14.84,14.93,7956100,14.277665
"131",14.72,15.13,14.48,14.52,9360300,13.88558
"132",14.71,15.13,14.56,14.67,8210000,14.029025
"133",14.56,15.82,14.47,14.99,8563300,14.335043
"134",15.03,16.870001,15,16.4,12312800,15.683436
"135",16.879999,17.35,16.639999,17.01,16271600,16.266784
"136",17.059999,18.719999,17.059999,18.629999,17860900,17.816001
"137",19.34,19.35,17.74,18.16,10810500,17.366537
"138",18.48,18.6,17.459999,17.610001,10860300,16.840569
"139",17.52,17.540001,16.709999,17.049999,6544200,16.305036
"140",17.280001,17.700001,17.07,17.33,6091900,16.572802
"141",17.530001,17.639999,17.17,17.299999,6951400,16.544112
"142",17.32,17.34,16.76,17.040001,6277100,16.295474
"143",16.91,16.91,16.52,16.57,7780000,15.846009
"144",16.440001,17.059999,16.33,16.84,6216900,16.104212
"145",16.5,16.5,15.58,15.66,8066900,14.975769
"146",15.57,15.73,15.11,15.41,11088100,14.736692
"147",15.59,15.69,14.97,15.43,8246500,14.755819
"148",15.61,15.9,15.4,15.77,6786400,15.080964
"149",16.01,16.24,15.53,16.15,7143800,15.44436
"150",15.91,15.99,15.19,15.89,7239600,15.19572
"151",15.9,16.4,15.84,16.110001,9235000,15.406108
"152",16.030001,16.389999,15.29,15.91,10437100,15.214846
"153",16.25,16.4,15.57,15.61,6662600,14.927954
"154",15.72,16.49,15.72,16.48,7327700,15.759941
"155",16.389999,16.41,15.71,16.18,6073300,15.473049
"156",16.360001,17.280001,16.18,17.18,7556000,16.429356
"157",17.23,17.469999,16.57,16.969999,5602900,16.228531
"158",16.93,17.200001,16.51,16.530001,4660200,15.807757
"159",16.57,16.969999,16.459999,16.83,5329200,16.094649
"160",16.73,17.440001,16.67,17.200001,6240700,16.448483
"161",17.1,17.1,15.96,15.98,9777600,15.281787
"162",15.97,16.01,15.45,15.94,5897100,15.243535
"163",15.77,16.459999,15.56,16.219999,8947400,15.511301
"164",16.540001,17.25,16.16,17.190001,9514700,16.43892
"165",17.469999,18.129999,17.469999,17.969999,9454700,17.184838
"166",17.719999,17.719999,16.66,17.129999,8502500,16.38154
"167",17.219999,17.9,16.790001,17.77,11415200,16.993578
"168",17.690001,18.459999,17.629999,18.190001,9127200,17.770231
"169",18.309999,19.469999,18.24,19.280001,10821800,18.835077
"170",19.16,19.16,18.049999,18.450001,9889800,18.024231
"171",18.120001,18.120001,17.379999,18,6815300,17.584615
"172",18.34,18.870001,18.15,18.24,6086200,17.819076
"173",18.719999,18.77,18.32,18.540001,5461100,18.112154
"174",18.41,19.5,18.26,19.48,8230800,19.030461
"175",19.08,19.57,18.959999,19.190001,6821800,18.747154
"176",18.610001,19.6,18.52,19.51,7332900,19.059769
"177",19.559999,19.620001,18.860001,19.049999,6113800,18.610383
"178",18.610001,18.950001,18.25,18.629999,6199700,18.200076
"179",18.73,18.889999,17.65,17.83,8493700,17.418538
"180",17.889999,17.99,17.41,17.83,6419500,17.418538
"181",17.83,17.85,16.51,16.6,8867400,16.216923
"182",16.709999,16.98,16.52,16.639999,6919300,16.255999
"183",16.540001,16.540001,15.52,15.94,10080800,15.572153
"184",15.62,16.459999,15.57,16.27,8237900,15.894538
"185",16.309999,16.32,15.92,16.219999,5089600,15.845691
"186",16.16,16.24,15.84,15.97,8278500,15.601461
"187",15.88,16.040001,15.17,15.19,7857900,14.839461
"188",15.1,15.25,14.34,14.36,11736200,14.028615
"189",14.17,14.5,14.13,14.27,7486300,13.940692
"190",14.28,14.3,13.7,14.09,7730200,13.764846
"191",14.17,14.27,13.84,14.21,7936500,13.882077
"192",14.05,14.05,13.26,13.56,9831300,13.247077
"193",13.44,13.79,13.15,13.79,7675500,13.471769
"194",13.61,13.79,13.51,13.69,6393900,13.374076
"195",13.56,14.39,13.45,14.31,7259800,13.979769
"196",14.02,14.06,13.52,13.55,6091200,13.237307
"197",13.85,14.04,13.58,13.72,16463300,13.403384
"198",13.74,14.61,13.74,14.44,10517400,14.106768
"199",14.42,14.55,13.97,14.1,6443200,13.774615
"200",14.27,14.92,14.22,14.65,6866200,14.311922
"201",14.94,15.13,14.45,14.67,6329100,14.331461
"202",14.5,14.5,14.12,14.32,5086600,13.989538
"203",14.42,14.57,13.91,14.19,7091800,13.862538
"204",14.03,14.55,13.92,14.28,4457700,13.950461
"205",14.33,14.67,14.22,14.45,6931000,14.116538
"206",14.3,14.81,14.21,14.76,7301800,14.419384
"207",14.94,15.66,14.89,15.62,8518500,15.259538
"208",15.53,16.01,15.39,15.8,6871500,15.435384
"209",15.82,15.98,15.44,15.59,6430000,15.23023
"210",15.67,16.389999,15.6,16.17,5554700,15.796846
"211",16.32,16.75,16.049999,16.23,5944500,15.855461
"212",16.41,16.530001,16.01,16.450001,5894300,16.070385
"213",16.549999,17.15,16.5,16.940001,6727300,16.549077
"214",17.15,18.58,16.98,18.16,13596300,17.740922
"215",18,18.040001,17.219999,17.49,8903500,17.086384
"216",17.440001,17.459999,16.809999,16.940001,8311700,16.549077
"217",16.940001,17.360001,16.709999,16.790001,6150600,16.402539
"218",16.790001,16.91,15.92,16.040001,8264500,15.669847
"219",16.07,16.48,15.9,16.18,7329300,15.806615
"220",16.129999,16.440001,15.98,16.07,6608300,15.699153
"221",16,16.110001,15.5,15.67,6480300,15.308384
"222",15.76,15.97,15.55,15.59,6342700,15.23023
"223",15.6,15.87,15.45,15.81,5865800,15.445154
"224",15.76,16.709999,15.66,16.25,9957400,15.875
"225",16.709999,17.48,15.93,17.309999,16065500,17.309999
"226",17.360001,18.18,17.209999,17.48,14342000,17.48
"227",17.59,17.77,17.25,17.360001,9745300,17.360001
"228",17.65,18.030001,17.48,17.6,12309400,17.6
"229",17.98,17.99,17.27,17.57,9897800,17.57
"230",17.42,17.450001,16.33,16.41,11398800,16.41
"231",16.620001,17.120001,16.120001,17.1,8338300,17.1
"232",17.16,17.290001,16.77,17.139999,7642600,17.139999
"233",17.25,17.809999,17.17,17.6,7726100,17.6
"234",17.67,17.99,17.360001,17.889999,9319400,17.889999
"235",17.84,18.08,17.01,17.1,7735700,17.1
"236",17.01,17.379999,16.610001,17.1,9374700,17.1
"237",17.1,17.1,16.5,16.940001,5293300,16.940001
"238",16.65,16.690001,16.17,16.629999,7903800,16.629999
"239",16.68,17.01,16.440001,16.870001,6175700,16.870001
"240",17.129999,17.790001,17.110001,17.629999,6535600,17.629999
"241",17.370001,17.77,17.18,17.68,5022600,17.68
"242",17.41,17.68,16.940001,17.1,8997300,17.1
"243",17.09,17.379999,16.84,17.24,5778500,17.24
"244",17.129999,17.23,16.83,17.129999,6498100,17.129999
"245",17.07,17.27,16.75,16.75,19549500,16.75
"246",16.700001,17.040001,16.280001,16.389999,8590200,16.389999
"247",16.559999,17.299999,16.559999,17.17,7835300,17.17
"248",16.940001,17.379999,16.84,17.08,5363200,17.08
"249",16.98,17.09,16.790001,16.860001,5146000,16.860001
"250",16.73,17.459999,16.719999,17.08,5892800,17.08
"251",16.98,17.35,16.860001,16.93,5821100,16.93
"252",17.27,17.41,16.83,16.85,7362600,16.85
"253",17.25,17.4,16.940001,17.299999,7730400,17.299999
