"","APH.Open","APH.High","APH.Low","APH.Close","APH.Volume","APH.Adjusted"
"1",97.849998,97.970001,97.449997,97.660004,712200,48.387062
"2",97.32,98.209999,97.010002,98.059998,619200,48.585245
"3",97.120003,97.870003,96.68,97.010002,713800,48.06501
"4",97.110001,97.360001,96.519997,96.82,556000,47.97087
"5",96.650002,97.120003,96.18,96.480003,484600,47.802414
"6",96.230003,97.139999,95.989998,96.75,726400,47.936188
"7",96.75,97.050003,95.809998,97,1265400,48.060054
"8",97.099998,97.599998,96.699997,97.410004,934000,48.263196
"9",97.699997,97.879997,97.239998,97.480003,1247000,48.297879
"10",97.43,97.629997,97,97.099998,537000,48.1096
"11",96.940002,97.209999,96.040001,96.169998,731200,47.648818
"12",96,96.410004,95.620003,96.129997,924200,47.628999
"13",96.139999,96.190002,94.93,95.57,707400,47.35154
"14",95.330002,96.529999,95.330002,96.269997,817200,47.698363
"15",96.230003,96.419998,95.800003,96.339996,813000,47.733046
"16",96.940002,97.360001,96.300003,97.349998,1549200,48.233466
"17",97.160004,97.309998,96.849998,97.199997,657200,48.159145
"18",97.339996,97.919998,97.25,97.82,420000,48.466335
"19",97.809998,98.099998,97.199997,97.830002,700400,48.47129
"20",97.800003,97.980003,96.790001,97.68,908400,48.39697
"21",97.800003,97.870003,96.75,97.279999,553000,48.198783
"22",96.389999,97.139999,96.160004,96.660004,474200,47.891598
"23",96.879997,97.029999,96.300003,96.589996,558600,47.856912
"24",97.18,97.650002,96.879997,96.959999,469000,48.040235
"25",96.919998,97.32,96.25,96.5,863400,47.812322
"26",96.75,97.050003,96.089996,96.5,675400,47.812322
"27",96.300003,96.589996,94.470001,94.660004,1469400,46.900669
"28",94.93,96.489998,94.93,96.370003,1267800,47.747913
"29",96.120003,96.599998,95.830002,96.339996,646800,47.733046
"30",96.860001,97.209999,96.480003,97.209999,967800,48.164101
"31",97.610001,99.779999,96.849998,96.980003,2305000,48.050146
"32",97.150002,98.32,97.150002,97.709999,897800,48.411833
"33",97.379997,97.860001,96.639999,97.599998,1269000,48.357332
"34",97.470001,98.059998,96.870003,97.610001,974000,48.362288
"35",97.510002,97.860001,97.150002,97.169998,1407000,48.144282
"36",97.980003,98.080002,97.239998,97.410004,1137000,48.263196
"37",99.25,99.25,96.150002,96.169998,1392800,47.648818
"38",95.760002,96.900002,95.760002,96.220001,1251800,47.673592
"39",96.300003,97.349998,96,97.160004,800400,48.13933
"40",96.599998,97.900002,96.599998,97.370003,1166800,48.243377
"41",97.07,98.230003,96.989998,97.82,942400,48.466335
"42",98.099998,98.279999,97.260002,97.440002,1150200,48.27806
"43",97.610001,98.620003,97.540001,98.589996,1152400,48.847841
"44",98.75,99.739998,98.739998,99.230003,998200,49.164941
"45",99.489998,100.120003,99.43,99.849998,1557200,49.472127
"46",100,100.260002,99.519997,100.029999,1214600,49.561311
"47",100.349998,100.970001,100.080002,100.900002,1014600,49.992366
"48",101.370003,101.43,99.690002,100.389999,4455800,49.739678
"49",101.029999,101.989998,100.699997,101.790001,859000,50.433329
"50",102,102.349998,101.790001,102.190002,978600,50.631516
"51",101.849998,102.370003,101.669998,102.25,718800,50.661242
"52",102.419998,104.480003,102.080002,104.379997,1903800,51.71658
"53",103.919998,104.43,103.650002,103.849998,1038200,51.453985
"54",104.260002,104.93,103.830002,104.32,852000,51.686854
"55",104.540001,104.57,103.760002,103.779999,819400,51.419303
"56",104.139999,104.139999,103.230003,103.510002,988400,51.285529
"57",103.07,103.57,102.739998,103.389999,743800,51.226072
"58",103.410004,103.82,102.860001,103.010002,1379800,51.037797
"59",103.669998,104.739998,103.669998,104.300003,1879600,51.676946
"60",104.699997,104.970001,104.080002,104.150002,1249000,51.602626
"61",104.489998,104.93,103.809998,103.93,841600,51.493623
"62",103.919998,104.290001,103.529999,104.120003,901800,51.587762
"63",103.639999,104.199997,103.459999,104.080002,1308000,51.69206
"64",103.940002,104.150002,103.239998,103.440002,908000,51.3742
"65",103.260002,104.040001,103.160004,103.400002,1176400,51.354333
"66",103,104.480003,102.769997,104.440002,974400,51.870857
"67",104.25,104.529999,103.900002,104.220001,1198400,51.761591
"68",104.080002,104.080002,103.349998,103.620003,1184400,51.463598
"69",103.129997,104.260002,102.870003,103.989998,835200,51.647359
"70",104.139999,104.730003,103.690002,104.459999,1438200,51.880788
"71",104.660004,105.449997,104.57,105.32,1378800,52.307913
"72",105.830002,105.940002,103.849998,103.919998,1665200,51.612593
"73",103.43,104.059998,103.260002,103.57,761600,51.438764
"74",103.190002,103.309998,101.790001,101.809998,1240400,50.564646
"75",101.82,102.269997,101.300003,102.139999,1162200,50.728544
"76",101.940002,102.07,100.459999,100.709999,912200,50.018324
"77",101.089996,102.019997,100.879997,101.82,634000,50.569614
"78",100.849998,102.120003,100.809998,101.839996,1225800,50.579545
"79",101.739998,102.07,99.699997,99.860001,2040000,49.596167
"80",99.5,99.650002,97.370003,98.099998,2323800,48.722049
"81",98.230003,99.029999,97.610001,98.720001,1665200,49.029978
"82",99,99.610001,98.839996,99.379997,1061000,49.35777
"83",99.720001,99.849998,98.839996,99,1394600,49.169041
"84",98.669998,98.849998,97.699997,97.739998,1197000,48.543253
"85",98.029999,99.860001,97.400002,99.809998,1618400,49.571332
"86",99.599998,99.769997,98.32,98.68,1707600,49.010111
"87",49.009998,49.009998,45.68,45.700001,3825000,45.394449
"88",45.799999,46.740002,45.27,45.560001,1807900,45.255386
"89",45.849998,46.73,45.73,46.439999,1481600,46.129499
"90",45.73,47.330002,45.450001,47.07,2229400,46.755288
