"","APH.Open","APH.High","APH.Low","APH.Close","APH.Volume","APH.Adjusted"
"91",46.16,47.509998,46.150002,47.200001,1420700,46.88442
"92",47.580002,48.470001,47.419998,48.029999,1436600,47.708869
"93",47.849998,48.299999,47.75,48.259998,1152900,47.93733
"94",48.619999,49.68,48.619999,49.669998,2006700,49.337903
"95",48,48.27,46.810001,47.119999,2846900,46.804953
"96",48,48.310001,47.580002,48.009998,1322100,47.689002
"97",48,48.919998,47.919998,48.830002,918400,48.503523
"98",48.689999,48.82,48.23,48.369999,1054500,48.046596
"99",48.419998,49.23,48.400002,49.23,1012600,48.900846
"100",49.27,49.48,48.799999,49.189999,1569400,48.861113
"101",48.939999,49.619999,48.91,49.490002,748400,49.15911
"102",50.34,50.799999,50.09,50.580002,1332800,50.241822
"103",50.66,50.810001,50,50.400002,1159000,50.063026
"104",50.419998,50.66,49.720001,49.98,1241800,49.645832
"105",50.189999,50.68,49.799999,50.619999,714700,50.281552
"106",50.75,51.110001,50.549999,51.040001,784100,50.698746
"107",51.049999,51.16,50.439999,50.959999,949700,50.619279
"108",50.82,51.040001,50.470001,50.68,892900,50.341152
"109",50.810001,50.990002,50.650002,50.810001,566000,50.470284
"110",50.709999,51.380001,50.66,51.27,697900,50.927208
"111",51.209999,51.32,50.32,50.709999,1094500,50.37095
"112",50.759998,51.049999,50.560001,50.860001,1084500,50.519949
"113",50.790001,51.02,50.610001,50.830002,1047600,50.490151
"114",50.790001,51.880001,50.709999,51.549999,1524600,51.205334
"115",51.470001,51.630001,51.25,51.529999,1236500,51.185468
"116",51.150002,51.599998,50.950001,51.349998,764800,51.006671
"117",51.93,52.439999,51.889999,52.049999,3585300,51.701991
"118",52.32,52.549999,52.060001,52.450001,1236600,52.099318
"119",52.599998,53.09,52.5,52.610001,1387800,52.258248
"120",52.560001,53.080002,52.419998,52.98,971800,52.625774
"121",53.119999,53.759998,52.880001,53.630001,885900,53.271429
"122",53.41,53.490002,52.93,52.939999,1034500,52.58604
"123",52.959999,53.200001,52.84,53.200001,922700,52.844304
"124",53.049999,53.77,52.959999,53.700001,787900,53.466588
"125",53.630001,53.869999,53.279999,53.689999,568000,53.456629
"126",53.700001,53.970001,53.540001,53.720001,760100,53.486501
"127",53.68,54.07,53.279999,53.599998,1093600,53.36702
"128",53.060001,53.990002,52.889999,53.880001,1115800,53.645806
"129",53.959999,54.93,53.779999,53.82,1512900,53.586065
"130",54.110001,54.619999,53.66,53.779999,3460900,53.546238
"131",53.290001,53.650002,52.290001,52.330002,1692400,52.102544
"132",52.490002,52.759998,51.650002,51.900002,2112800,51.674413
"133",51.75,52.650002,51.610001,51.630001,1314800,51.405586
"134",51.73,52.740002,51.169998,52.639999,1064300,52.411194
"135",53.27,54.389999,53.060001,54.389999,1721600,54.153587
"136",54.740002,55.150002,54.34,55.02,2624500,54.78085
"137",55.150002,55.380001,54.98,55.23,769900,54.989936
"138",55.5,55.650002,55.41,55.450001,844100,55.208981
"139",55.5,55.580002,55.23,55.259998,414500,55.019805
"140",55.419998,55.66,55.200001,55.220001,399900,54.979981
"141",55.009998,55.43,54.950001,54.98,494400,54.741023
"142",55.119999,55.119999,54.48,54.48,547900,54.243196
"143",54.709999,54.709999,53.77,53.810001,741200,53.57611
"144",54.029999,54.220001,53.18,53.639999,784000,53.406847
"145",53.259998,53.41,52.529999,52.66,1197300,52.431107
"146",52.700001,53.09,51.490002,51.990002,2074600,51.764021
"147",52.5,52.91,52.150002,52.880001,811300,52.650152
"148",53.459999,54.02,53.419998,53.91,977800,53.675674
"149",53.98,54.080002,53.580002,53.599998,611800,53.36702
"150",53.560001,53.630001,52.689999,52.950001,646500,52.719848
"151",53.52,53.950001,52.419998,52.830002,748100,52.60037
"152",52.09,52.68,51.799999,52.450001,887900,52.222021
"153",52.450001,52.830002,51.91,51.93,676800,51.704281
"154",51.740002,52.470001,51.66,52.419998,1083200,52.192149
"155",52.5,52.630001,51.709999,52.349998,1551400,52.122453
"156",51.990002,54.82,51.189999,53.93,2708200,53.695588
"157",54.150002,54.869999,53.27,54.759998,1388100,54.521978
"158",54.880001,55.310001,54.68,54.91,1399400,54.671328
"159",54.720001,55.110001,54.599998,54.790001,745600,54.55185
"160",54.09,54.709999,53.849998,54.32,1015100,54.083892
"161",54.889999,55.279999,53.950001,53.970001,1490900,53.735415
"162",54.099998,55.07,53.68,54.959999,1317600,54.721109
"163",54.68,54.799999,53.619999,53.709999,1149100,53.476543
"164",53.959999,54.32,53.049999,54.240002,946600,54.004242
"165",54.330002,54.66,53.919998,54.580002,1397300,54.342764
"166",54.459999,54.950001,54.110001,54.57,811300,54.332805
"167",54.66,55.400002,54.580002,55.240002,796000,54.999895
"168",55.16,55.619999,54.860001,55.049999,716800,54.810718
"169",54.830002,55.209999,54.549999,54.799999,676300,54.561805
"170",55.23,55.900002,54.990002,55.740002,865800,55.497722
"171",55.709999,55.919998,55.25,55.549999,790700,55.308545
"172",55.68,56,55.580002,56,559200,55.75659
"173",55.869999,56.459999,55.810001,56.389999,691000,56.144894
"174",56.369999,56.389999,55.77,56,694800,55.75659
"175",55.990002,56.349998,55.689999,56.25,438300,56.005503
"176",56.139999,56.5,56,56.220001,406300,55.975635
"177",56.189999,56.990002,55.669998,56.919998,852900,56.672589
"178",56.75,56.93,56.209999,56.720001,656400,56.473462
"179",56.759998,56.990002,56.41,56.82,1248100,56.573025
"180",56.77,57.029999,56.59,56.849998,835900,56.602894
"181",56.98,57.389999,56.73,56.799999,848900,56.553112
"182",56.650002,56.970001,56.43,56.459999,924800,56.21459
"183",56.459999,57.240002,56.32,57.220001,1327800,56.971288
"184",57.040001,57.360001,56.740002,57.32,961000,57.070852
"185",57.139999,58.380001,56.869999,58.240002,1871400,57.986855
"186",58.490002,58.91,58.099998,58.720001,1074400,58.464768
"187",58.380001,58.700001,57.639999,57.77,1267100,57.518897
"188",57.610001,57.830002,57.41,57.709999,1103700,57.583752
"189",57.18,57.75,57.150002,57.259998,1204900,57.134736
"190",57.369999,57.5,57.110001,57.290001,801500,57.164673
"191",57.360001,58.330002,57.299999,58.290001,694400,58.162485
"192",58.299999,58.5,57.650002,57.950001,741300,57.823229
"193",58.220001,59.330002,58.110001,59.310001,1139300,59.180254
"194",59.009998,59.099998,58.490002,59,936200,58.870931
"195",58.84,60.5,58.630001,60.200001,1062700,60.068307
"196",60.09,60.259998,59.849998,59.970001,1148000,59.83881
"197",60.220001,60.540001,59.939999,60.049999,2047700,59.918633
"198",60.150002,60.23,59.720001,59.740002,1367100,59.609314
"199",59.740002,59.93,58.950001,59.09,1049100,58.960734
"200",59.060001,59.27,57.610001,57.610001,1054600,57.483972
"201",57.459999,57.709999,56.740002,57.5,2057000,57.374212
"202",57.529999,57.77,57.279999,57.639999,1279000,57.513906
"203",58.18,58.869999,58.07,58.77,841900,58.641435
"204",58.330002,59.189999,58.16,58.93,1317600,58.801084
"205",58.66,58.779999,57.830002,58.279999,1334800,58.152505
"206",58.040001,58.900002,58.040001,58.799999,839600,58.671368
"207",58.459999,59.189999,58.259998,58.970001,1016500,58.840998
"208",58.810001,59.02,58.68,58.84,838900,58.711281
"209",58.779999,59.220001,58.529999,59.209999,725600,59.080471
"210",59.130001,59.459999,58.880001,59.299999,578300,59.170274
"211",59.299999,59.549999,59.139999,59.540001,539100,59.409751
"212",59.380001,59.610001,58.889999,59.009998,735000,58.880907
"213",58.810001,59.040001,58.450001,58.93,835700,58.801084
"214",59.049999,59.509998,58.889999,59.220001,951600,59.090451
"215",58.970001,59.25,58.740002,58.759998,809000,58.631454
"216",58.310001,58.369999,57.77,57.959999,899100,57.833205
"217",58.369999,58.709999,58.349998,58.439999,882200,58.312155
"218",58.700001,58.970001,58.16,58.16,1593800,58.032768
"219",56.639999,57.689999,55.529999,56.810001,2147300,56.685723
"220",56.360001,57.02,56.080002,56.700001,1173500,56.575963
"221",56.68,56.68,56.099998,56.169998,1271700,56.04712
"222",56.150002,56.360001,55.889999,56.220001,1202000,56.097014
"223",56.060001,56.240002,55.610001,55.990002,1330600,55.867517
"224",55.580002,55.900002,55.419998,55.790001,883000,55.667954
"225",55.43,55.779999,54.950001,55.369999,1218100,55.248871
"226",55.77,56.52,55.57,56.490002,1163900,56.366424
"227",56.529999,56.990002,56.529999,56.830002,837600,56.70568
"228",56.689999,56.900002,55.830002,55.919998,884700,55.797667
"229",56.220001,56.220001,55.419998,55.700001,776200,55.578151
"230",55.84,55.939999,55.59,55.75,595500,55.628041
"231",56.240002,56.849998,56.189999,56.810001,637300,56.685723
"232",56.59,57.279999,56.32,57.150002,1319800,57.02498
"233",56.799999,57.110001,56.599998,56.77,853200,56.64581
"234",56.98,57.599998,56.810001,56.950001,826000,56.825416
"235",57.43,58.130001,57.16,58.080002,733900,57.952945
"236",57.860001,58.169998,57.619999,57.779999,578700,57.653599
"237",57.580002,58.169998,57.580002,58.16,506300,58.032768
"238",58.330002,58.400002,57.990002,58.060001,520700,57.932989
"239",58,58.439999,57.900002,58.27,704300,58.142528
"240",58.419998,58.490002,57.779999,57.970001,667200,57.843185
"241",57.779999,58.07,57.540001,57.93,841300,57.803272
"242",57.369999,57.869999,57,57.18,963800,57.054913
"243",57.369999,57.720001,56.689999,57.650002,1065900,57.523886
"244",57.59,57.759998,57.419998,57.630001,769000,57.503929
"245",57.59,57.75,57.029999,57.049999,830300,56.925196
"246",57.110001,57.330002,56.610001,57.200001,1081100,57.074869
"247",56.990002,57.919998,56.59,57.66,963300,57.533862
"248",57.669998,58.16,57.41,57.880001,732900,57.753382
"249",57.630001,57.630001,56.869999,56.950001,845200,56.825416
"250",56.790001,57.27,56.57,57.139999,525400,57.014999
"251",57.09,57.220001,56.709999,56.860001,713200,56.860001
"252",56.59,56.959999,56.52,56.689999,560200,56.689999
"253",56.869999,57.48,56.82,57.389999,451500,57.389999
