"","AMT.Open","AMT.High","AMT.Low","AMT.Close","AMT.Volume","AMT.Adjusted"
"1",89.379997,90.269997,88.790001,89.32,1267600,87.506806
"2",89.050003,89.050003,88.339996,88.769997,1131300,86.967968
"3",88.760002,88.760002,87.800003,88.239998,1772900,86.448728
"4",88.580002,88.599998,87.419998,88.440002,1296400,86.97982
"5",88.690002,88.760002,87.410004,87.93,1192500,86.478238
"6",87.830002,88.470001,87.370003,88.230003,1727400,86.773288
"7",88.059998,88.239998,87.050003,88.07,1554600,86.615926
"8",88.010002,88.75,87.699997,88.75,1455400,87.2847
"9",88.720001,89.139999,88.330002,89.099998,1811100,87.628919
"10",89,89.239998,88.839996,89.089996,915100,87.619082
"11",88.800003,89.610001,88.769997,89.25,1223500,87.776444
"12",88.489998,89.580002,88.489998,89.279999,1126200,87.805948
"13",89.239998,89.339996,88.589996,88.629997,1493200,87.166678
"14",88.550003,89.510002,88.550003,89.019997,1398600,87.550238
"15",89.059998,90,88.879997,89.980003,2167500,88.494395
"16",90.080002,90.080002,89.260002,89.709999,2419300,88.228849
"17",89.699997,90.169998,89.260002,89.739998,1913100,88.258352
"18",89.730003,90.089996,89.050003,90.010002,1165700,88.523899
"19",89.720001,90.849998,89.599998,90.730003,1794900,89.232012
"20",90.459999,90.800003,90,90.360001,1750200,88.868118
"21",90.459999,91.139999,89.870003,90.870003,1613600,89.3697
"22",90.260002,91.620003,90.110001,91.410004,1569700,89.900785
"23",91.349998,91.830002,90.989998,91.639999,1066200,90.126984
"24",91.949997,92.099998,91.419998,91.970001,1469100,90.451537
"25",91.949997,92.019997,90.809998,91.629997,1776500,90.117147
"26",91.900002,92.160004,91.440002,92.050003,1294300,90.530218
"27",91.669998,92,90.75,90.839996,1330600,89.340189
"28",91.239998,92.529999,91.120003,92.470001,1561900,90.943282
"29",92.169998,92.330002,91.779999,91.860001,1031200,90.343353
"30",92.32,92.949997,91.800003,92.879997,1563700,91.346509
"31",93.18,93.300003,92.849998,92.959999,1232300,91.42519
"32",92.949997,93.050003,92.269997,92.370003,1121500,90.844935
"33",92.239998,92.949997,92.110001,92.220001,904000,90.69741
"34",92.449997,92.860001,92.010002,92.400002,1672700,90.874438
"35",92.510002,93.199997,92.120003,92.349998,1672700,90.825261
"36",93.57,97.559998,93.57,96.25,2873600,94.660871
"37",95.839996,96.260002,94.389999,94.389999,2444000,92.83158
"38",94.470001,95.610001,94.080002,94.349998,1720400,92.79224
"39",94.75,95.730003,93.879997,95.559998,1864800,93.982261
"40",94.940002,95.269997,94.110001,94.790001,1976700,93.224978
"41",95.099998,96.029999,94.129997,95.650002,2432200,94.070779
"42",95.970001,97.610001,95.779999,97.239998,3220300,95.634524
"43",97.190002,98.18,96.839996,98.110001,1873900,96.490163
"44",98.529999,99.559998,97.970001,98.029999,2001300,96.411482
"45",97.879997,97.93,96.449997,96.709999,2410000,95.113276
"46",97.160004,97.360001,96.519997,97.209999,1797600,95.60502
"47",97.550003,97.730003,96.970001,97.550003,1242600,95.939411
"48",98.080002,98.660004,97.660004,98.209999,1693600,96.58851
"49",99.099998,99.779999,98.889999,99.779999,1813900,98.132588
"50",99.760002,99.900002,98.580002,99.059998,2184300,97.424475
"51",98.989998,99.019997,97.849998,98.660004,1754100,97.031085
"52",98.970001,99.870003,98.75,98.93,2909300,97.296624
"53",98.93,98.980003,97.82,98.129997,1658700,96.509829
"54",98.800003,98.959999,98.400002,98.900002,1203600,97.26712
"55",99.080002,99.080002,98.400002,98.599998,1147400,96.97207
"56",98.919998,99.379997,98.550003,98.800003,1417600,97.168773
"57",98.769997,99.190002,98.629997,98.779999,1054500,97.149099
"58",99.120003,99.25,98.510002,98.599998,2301600,96.97207
"59",99.129997,99.260002,98.099998,98.779999,2678400,97.149099
"60",97.650002,98.260002,97.550003,98.110001,2304200,96.490163
"61",98.43,98.940002,98.120003,98.599998,2460000,96.97207
"62",98.510002,99.739998,98.419998,99.629997,1480300,97.985063
"63",99.800003,99.900002,99.019997,99.360001,957900,97.719525
"64",99.110001,99.370003,98.129997,98.559998,1464000,96.93273
"65",98.010002,98.550003,97.379997,97.470001,1757000,95.86073
"66",97.480003,97.970001,96.93,97.830002,2048800,96.214787
"67",97.720001,97.75,95.419998,96.010002,2059400,94.424836
"68",95.839996,96.080002,94.690002,95.139999,2954700,93.569197
"69",95.139999,95.849998,94.870003,95.470001,2118800,93.893751
"70",95.769997,96.209999,95.360001,95.629997,1917400,94.051105
"71",95.889999,96.650002,95.610001,95.879997,1691600,94.296978
"72",96.18,96.419998,94.860001,95.160004,2661800,93.941595
"73",95.110001,95.129997,93.849998,94.309998,1740500,93.102472
"74",94.330002,94.919998,93.910004,93.93,1240600,92.72734
"75",94,94.959999,93.650002,94.190002,1313500,92.984013
"76",93.830002,94.160004,93.019997,93.120003,1789400,91.927714
"77",93.040001,94.18,93.010002,93.449997,2737300,92.253483
"78",92.889999,93.900002,92.779999,93.550003,2140400,92.352208
"79",93.809998,94.160004,93.260002,93.629997,2919900,92.431178
"80",93.860001,94.080002,93.089996,93.449997,1928700,92.253483
"81",93.489998,94.059998,93.089996,93.489998,1672000,92.292971
"82",93.660004,94.279999,93.480003,93.879997,2997700,92.677977
"83",94.260002,94.489998,93.599998,93.879997,1475900,92.677977
"84",93.57,94.199997,93.300003,93.360001,1514800,92.164638
"85",93.5,95.400002,93.269997,95.330002,1653400,94.109416
"86",95.269997,96.190002,94.43,94.75,2318900,93.536841
"87",94.900002,96.349998,94.620003,94.709999,2575000,93.497352
"88",94.57,94.82,92.940002,93.040001,2227000,91.848736
"89",93.599998,94.790001,92.959999,93.349998,2548400,92.154764
"90",92.940002,93.660004,90.199997,91.980003,3452300,90.80231
"91",90.75,92.760002,90.650002,92.459999,2197500,91.27616
"92",93.160004,93.830002,92.5,93.169998,2090100,91.977069
"93",93.209999,94.129997,92.839996,94.089996,1412800,92.885288
"94",94.419998,95.629997,94.010002,95.599998,1397700,94.375956
"95",95.669998,96.220001,94.870003,94.940002,1225400,93.72441
"96",95.510002,96.25,95.239998,95.870003,1500700,94.642503
"97",95.730003,96.269997,95.379997,96.169998,1442100,94.938657
"98",95.769997,96.269997,94.949997,96.150002,1664500,94.918917
"99",95.209999,96.470001,95.209999,96.400002,1599800,95.165716
"100",96.339996,96.489998,94.849998,95.050003,2970200,93.833002
"101",96.620003,99.330002,95.629997,98.900002,3037200,97.633706
"102",99.550003,100.360001,97.43,97.5,3955800,96.25163
"103",95.830002,97.139999,95.830002,96.860001,2748900,95.619825
"104",96.959999,97.290001,95.720001,96.879997,3145200,95.639566
"105",97.260002,97.660004,96.470001,97.650002,2023200,96.399711
"106",99.699997,101.459999,98.480003,99.550003,4215000,98.275385
"107",99.82,100.129997,98.709999,99.470001,2515000,98.196408
"108",98.809998,99.480003,98.610001,99.300003,2005800,98.028586
"109",99.769997,99.769997,98.730003,99.5,1470500,98.226023
"110",99.459999,99.800003,98.910004,99.739998,1763000,98.462948
"111",99.650002,100.449997,99.650002,99.949997,1373100,98.670258
"112",99.809998,100.059998,99.300003,99.529999,1240400,98.255637
"113",99.400002,100.099998,99.400002,99.540001,1594900,98.265511
"114",99.690002,100.82,99.510002,100.650002,1614100,99.3613
"115",100.919998,100.980003,99.959999,100.809998,1401000,99.519247
"116",100.620003,101.040001,100.300003,100.709999,1406100,99.420529
"117",101.669998,102.120003,101.080002,102.099998,3030200,100.792731
"118",102.190002,102.760002,101.980003,102.470001,2046600,101.157997
"119",102.449997,104.459999,102.32,104.169998,2601100,102.836227
"120",104.470001,105.199997,104,104.699997,1433900,103.35944
"121",105.110001,106.309998,104.879997,105.010002,922600,103.665476
"122",103.75,105.089996,103.300003,103.489998,2463800,102.164933
"123",102.309998,102.309998,100.410004,101.970001,3842900,100.664398
"124",102.5,102.589996,101.68,101.68,1809300,100.378111
"125",101.559998,101.970001,101.260002,101.610001,1633600,100.309007
"126",101.489998,101.870003,100.269997,100.540001,2124500,99.252708
"127",100.410004,101.639999,100.339996,100.769997,2175500,99.479758
"128",100.019997,100.860001,99.730003,100.779999,1665700,99.489633
"129",100.220001,101.099998,99.970001,100.169998,1824000,98.887442
"130",100.379997,100.669998,99.800003,99.949997,2068100,98.670258
"131",99.449997,100.279999,98.540001,98.580002,1486100,97.689209
"132",98.940002,99.160004,97.18,97.449997,1834300,96.569415
"133",96.900002,97.32,95.660004,95.779999,2375900,94.914507
"134",96.040001,97.18,95.580002,97.139999,2143700,96.262219
"135",97.919998,98.610001,97.440002,98.580002,2276800,97.689209
"136",99.349998,99.690002,98.349998,99.529999,3225400,98.630622
"137",99.25,100.760002,99.169998,100.68,1582300,99.770231
"138",100.860001,101.470001,100.449997,100.650002,2073000,99.740504
"139",100.800003,101.300003,100.529999,100.75,762900,99.839599
"140",100.75,101.050003,100.559998,100.639999,975400,99.730592
"141",100.639999,101.300003,100.389999,100.629997,1140400,99.72068
"142",100.400002,100.870003,100.07,100.339996,1484700,99.4333
"143",100.559998,101,98.75,98.849998,1367800,97.956766
"144",99.160004,99.910004,98.900002,99.669998,1462700,98.769356
"145",99.68,99.68,97.949997,98.230003,2124700,97.342373
"146",98.300003,98.919998,97.93,97.970001,2329500,97.08472
"147",98.559998,99.339996,98.050003,99,1854900,98.105412
"148",99.57,100.199997,99.330002,99.919998,2214800,99.017097
"149",100.040001,100.260002,98.980003,99.410004,1323700,98.511711
"150",99.650002,99.830002,98.949997,98.980003,1482500,98.085596
"151",99.550003,99.720001,97.260002,97.879997,2068800,96.99553
"152",97.379997,97.940002,97.010002,97.260002,2365500,96.381137
"153",97.260002,98.370003,96.199997,96.279999,3059400,95.409989
"154",96.25,97.550003,95.870003,97.419998,2435100,96.539687
"155",98,98,96.139999,97.129997,2011300,96.252307
"156",96.809998,97.610001,96.550003,96.75,1907700,95.875743
"157",97.269997,98.93,97,98.830002,4187100,97.93695
"158",99.139999,100.360001,98.839996,99.599998,2589800,98.699989
"159",100.220001,101.879997,99.43,101.760002,3049500,100.840474
"160",100.830002,101.360001,100.059998,100.389999,2019300,99.482851
"161",100.699997,101.480003,98.82,98.879997,2129800,97.986494
"162",98.730003,99.089996,97.639999,98.419998,1957700,97.530651
"163",97.650002,98.410004,96.860001,96.949997,1990700,96.073933
"164",96.949997,98.059998,95.669998,97.849998,1918300,96.965802
"165",97.739998,99.160004,97.620003,99.089996,1669300,98.194595
"166",98.879997,99.32,97.660004,97.849998,1697200,96.965802
"167",98.290001,100.260002,98.169998,99.589996,1900600,98.690077
"168",98.870003,98.940002,95.290001,95.730003,5370900,94.864964
"169",95.650002,97.629997,95.589996,96.699997,2811500,95.826192
"170",97.169998,97.449997,95.129997,96.370003,2965400,95.49918
"171",96.589996,96.690002,94.769997,95.959999,2444900,95.092881
"172",96.279999,96.75,95.730003,95.970001,2101100,95.102793
"173",95.949997,96.830002,95.5,96.400002,1748900,95.528908
"174",96.459999,97.25,96.080002,96.220001,3051300,95.350534
"175",96.120003,96.720001,95.480003,96.199997,2430000,95.33071
"176",96.190002,96.190002,95.190002,95.260002,1731700,94.39921
"177",95.300003,96.599998,95.239998,96.529999,3039000,95.65773
"178",96.529999,97.540001,96.279999,97.330002,2621200,96.450504
"179",95.419998,96.650002,94.050003,94.650002,6782100,93.794721
"180",94.389999,98.849998,94.379997,97.849998,6038300,96.965802
"181",97.559998,100.800003,97.419998,98.879997,18726300,97.986494
"182",99.400002,99.699997,98.699997,99.139999,4150600,98.244146
"183",99.139999,99.889999,98.760002,99.400002,2911100,98.501799
"184",99.309998,99.470001,98.150002,98.279999,3117900,97.391917
"185",98.339996,98.93,97.690002,98.559998,3103100,97.669385
"186",98.419998,99.57,98.370003,99.239998,2153100,98.343241
"187",98.18,98.18,96.199997,96.610001,3799300,95.737009
"188",97,97.449997,96.370003,96.580002,2366300,95.707281
"189",95.940002,96.230003,94.510002,94.57,2641500,93.715442
"190",94.510002,95.07,94.239998,94.629997,2146700,93.774898
"191",95.5,96.290001,95,96.269997,2231900,95.400078
"192",96.220001,96.290001,93.889999,94.239998,2510900,93.388422
"193",94.730003,95,94.040001,94.610001,2881500,93.755082
"194",94.449997,94.879997,93.849998,94.120003,2764400,93.269512
"195",94.099998,95.980003,93.209999,95.510002,3493200,94.646951
"196",95.5,95.620003,94.57,94.589996,2758100,93.735258
"197",94.699997,97.769997,94.389999,97.690002,3581200,96.807252
"198",97.720001,98.309998,97.349998,97.639999,1888400,96.757701
"199",97.769997,98.010002,97.150002,97.160004,2271900,96.282042
"200",97.129997,97.379997,95.470001,95.470001,1827400,94.607311
"201",94.620003,95.889999,94.610001,95.199997,1475300,94.339747
"202",95.800003,96.370003,95.580002,96.040001,2380100,95.17216
"203",96.57,96.739998,95.720001,96.160004,2564900,95.291079
"204",95.809998,96.620003,94.150002,94.150002,4335500,93.299239
"205",96.260002,97.239998,95.610001,96.459999,3388900,95.588363
"206",96.559998,97.290001,96.400002,96.779999,1526900,95.905471
"207",96.690002,98.160004,96.5,98.040001,2603800,97.154088
"208",98.040001,98.639999,96.860001,96.870003,2338400,95.994662
"209",96.669998,97.57,96.209999,96.529999,1344300,96.074276
"210",96.279999,96.610001,95.220001,95.339996,1736300,94.889892
"211",95.550003,95.949997,95.010002,95.07,1468900,94.62117
"212",95,95.790001,94.779999,94.779999,1645600,94.332538
"213",94.800003,95.139999,93.889999,94.5,2372800,94.053861
"214",96,96.57,95.089996,95.169998,2404200,94.720696
"215",94.57,96.940002,94.449997,96.760002,2774600,96.303194
"216",96.239998,96.550003,95.32,96.099998,2320900,95.646306
"217",96.139999,96.5,95.510002,95.839996,2222600,95.387531
"218",95.839996,96.199997,94.830002,94.980003,2150300,94.531598
"219",94.980003,96.040001,94.860001,95.919998,1836500,95.467155
"220",95.790001,96.440002,95.269997,96.040001,1335600,95.586592
"221",95.93,96.440002,95.279999,95.32,2210700,94.86999
"222",95.68,96.029999,95.019997,95.190002,1884700,94.740606
"223",94.940002,95.779999,94.870003,95.760002,1651600,95.307915
"224",95.120003,95.620003,93.5,93.510002,3132900,93.068537
"225",96.379997,96.830002,94.089996,94.529999,4172000,94.083718
"226",94.650002,94.849998,93.110001,93.480003,3110500,93.03868
"227",93.449997,94.75,93.279999,94.639999,2479400,94.1932
"228",94.650002,94.980003,92.860001,93,3092800,92.560943
"229",93.059998,93.93,92.239998,92.860001,3275800,92.421604
"230",92.919998,94.029999,92.650002,93.629997,1913700,93.187966
"231",94.75,95.169998,94.080002,94.949997,2055800,94.501734
"232",94.400002,94.849998,93.129997,93.650002,2369100,93.207876
"233",93.059998,93.860001,92.099998,93.599998,2170800,93.158109
"234",93.910004,94.370003,92.510002,92.940002,3154800,92.501228
"235",93.360001,94.849998,93.169998,94.809998,2016800,94.362395
"236",94.519997,95.550003,94.089996,95.510002,2565300,95.059095
"237",95.089996,95.739998,94.82,95.199997,1568000,94.750553
"238",94.910004,95.769997,94.690002,95.449997,1696800,94.999373
"239",95.330002,95.330002,94.120003,94.32,2370300,93.874711
"240",94.139999,94.470001,93.610001,93.900002,2322400,93.456695
"241",93.760002,94.860001,93.339996,94.349998,2274000,93.904568
"242",94.059998,94.690002,93.629997,94.610001,2670100,94.163342
"243",94.559998,95.349998,94.010002,95.160004,2485400,94.710749
"244",94.82,94.980003,94.010002,94.599998,2803400,94.153388
"245",94.699997,94.699997,92.580002,92.790001,5166900,92.351935
"246",92.699997,94.400002,92.589996,94.230003,2590900,93.785139
"247",94.010002,94.660004,93.540001,94.150002,2294300,93.705515
"248",93.860001,94.010002,92.639999,92.68,3080500,92.242454
"249",92.980003,95.690002,92.830002,94.669998,4211000,94.223057
"250",94.260002,94.309998,92.5,92.519997,4130600,92.083206
"251",92.629997,93.379997,92.449997,92.830002,2936300,92.391747
"252",92.860001,93.029999,91.989998,92.07,2406500,91.635333
"253",92.18,93.400002,92,92.699997,1377700,92.262356
