"","LUV.Open","LUV.High","LUV.Low","LUV.Close","LUV.Volume","LUV.Adjusted"
"38",28.209999,28.540001,27.84,28.43,5731100,28.238518
"39",28.67,28.77,28.1,28.43,4426900,28.238518
"40",28.23,28.5,27.959999,28.129999,6221200,27.940538
"41",27.870001,28.26,27.540001,28.120001,4815900,27.930607
"42",28.280001,28.49,27.870001,28.059999,5226500,27.87101
"43",27.99,28.299999,27.42,28.280001,4343100,28.089529
"44",28.48,28.860001,28.360001,28.639999,3807400,28.447103
"45",28.68,28.799999,28.469999,28.700001,4276300,28.5067
"46",28.799999,29.370001,28.76,29.26,4042700,29.062928
"47",29.33,29.76,29.219999,29.75,5538100,29.549628
"48",29.879999,29.969999,29.34,29.76,6428600,29.559561
"49",30.01,30.85,29.870001,30.82,6437600,30.612421
"50",30.889999,30.92,30.530001,30.75,4898300,30.602469
"51",30.92,31.709999,30.879999,31.57,5809500,31.418535
"52",31.639999,31.73,31.18,31.24,4598200,31.090118
"53",31.32,32.119999,31.290001,31.870001,6441000,31.717096
"54",32.189999,32.25,31.82,32.139999,4147600,31.985799
"55",32.16,32.25,31.85,31.92,3939600,31.766856
"56",31.969999,32.43,31.83,32.23,4290000,32.075368
"57",32.09,32.169998,31.9,32.049999,3659500,31.896231
"58",32.099998,32.139999,31.76,32.009998,3444000,31.856422
"59",32.080002,32.919998,32.029999,32.91,6136400,32.752106
"60",32.77,32.77,32.25,32.580002,6176500,32.423691
"61",32.740002,33.139999,32.509998,32.619999,5551100,32.463496
"62",32.639999,32.919998,32.32,32.830002,3732000,32.672491
"63",33,33.099998,32.77,32.860001,5769400,32.702346
"64",32.73,33.439999,32.529999,32.91,7970600,32.752106
"65",33.200001,33.77,32.75,33.619999,8362000,33.458698
"66",33.700001,33.91,33.27,33.639999,6825900,33.478603
"67",33.599998,34.349998,33.450001,33.869999,7037900,33.707499
"68",33.990002,34.5,33.82,33.860001,8911200,33.697549
"69",33.939999,34.599998,33.540001,34.529999,6711800,34.364332
"70",34.57,34.700001,34.130001,34.43,5563500,34.264814
"71",34.639999,35.310001,34.59,35.23,6413400,35.060975
"72",35.490002,35.490002,34.560001,34.560001,17038600,34.394191
"73",34.709999,34.82,34.119999,34.150002,6692500,33.986158
"74",33.93,33.939999,33.049999,33.259998,10274400,33.100425
"75",33.380001,34.450001,33.369999,34.330002,8323600,34.165295
"76",34.150002,34.189999,33.599998,33.639999,6814400,33.478603
"77",33.790001,33.990002,33.52,33.91,4758200,33.747308
"78",33.439999,33.889999,33.349998,33.669998,4476400,33.508458
"79",33.709999,34.279999,33.299999,33.77,6780500,33.60798
"80",32.970001,33.060001,32.419998,32.549999,10966400,32.393832
"81",32.900002,33.23,31.58,32.459999,10038900,32.304264
"82",32.75,33.529999,32.75,33.43,6322700,33.269611
"83",33.5,33.77,32.939999,33.040001,5758500,32.881483
"84",32.75,32.790001,32.220001,32.23,7321100,32.075368
"85",32.919998,32.959999,31.690001,32.110001,11969600,31.955945
"86",32.290001,32.529999,31.08,31.32,12496100,31.169734
"87",31.139999,31.57,30.299999,30.57,11790100,30.423332
"88",30.76,30.76,28.52,28.879999,21586500,28.74144
"89",29.370001,31.25,28.77,30,16869800,29.856067
"90",29.08,30.629999,28.4,30.02,21067900,29.875972
"91",28.65,31.280001,28.6,30.940001,18366600,30.791558
"92",31.32,31.84,30.780001,31.049999,12181600,30.901029
"93",31.379999,33.09,31.379999,32.84,13588700,32.682442
"94",33.68,34.75,33.619999,34.59,14342900,34.424046
"95",34.93,35,34.150002,34.200001,12749800,34.035917
"96",35,35.349998,32.41,33.25,23476100,33.090475
"97",33.360001,34.25,33.360001,33.869999,9844200,33.707499
"98",33.849998,34.130001,33.419998,34.049999,8823600,33.886636
"99",34.220001,34.560001,33.720001,34.529999,8725500,34.364332
"100",34.540001,34.57,33.610001,34.130001,7411900,33.966254
"101",34.349998,34.509998,33.880001,34.130001,6727000,33.966254
"102",34.639999,34.84,34.279999,34.48,6436600,34.314573
"103",34.549999,35.32,34.470001,35.310001,7229100,35.140593
"104",35.509998,36.580002,35.5,36.43,11373900,36.255218
"105",36.830002,36.880001,36.16,36.75,9807200,36.573682
"106",36.84,38.16,36.700001,37.939999,9823400,37.757972
"107",38.009998,38.360001,37.75,38.240002,9598200,38.056535
"108",38.240002,39.18,37.970001,39.119999,9662700,38.932311
"109",39.459999,40.060001,39.279999,39.369999,9180900,39.181111
"110",39.080002,39.5,38.889999,39.369999,6452600,39.181111
"111",39.560001,39.970001,39.189999,39.459999,6693700,39.27068
"112",39.330002,39.450001,38.830002,38.950001,7352600,38.763128
"113",38.93,39.529999,38.900002,39.07,6281100,38.882551
"114",39.150002,39.880001,39.060001,39.669998,5790200,39.479671
"115",39.509998,39.779999,39.02,39.27,6455300,39.081593
"116",38.98,39.220001,38.509998,38.869999,5846900,38.68351
"117",39.259998,39.259998,37.77,38.02,10877800,37.83759
"118",38.48,38.779999,38.18,38.509998,5688000,38.325237
"119",38.5,38.900002,38.189999,38.509998,9538300,38.325237
"120",38.599998,39.389999,38.599998,39.279999,4400800,39.091543
"121",41.099998,42.419998,41.07,41.82,8358400,41.619358
"122",42.240002,42.52,40.459999,40.5,10629700,40.305691
"123",40.34,41.419998,40.27,40.459999,8573700,40.265882
"124",40.639999,41.16,40.02,41.049999,8186200,40.853051
"125",42.150002,42.25,41.110001,41.389999,10850800,41.19142
"126",41.740002,41.919998,40.990002,41.119999,8808000,40.922715
"127",41.349998,42.43,41.18,42.130001,10080800,41.927872
"128",40.860001,40.970001,39.310001,40.73,11479400,40.592398
"129",41.650002,42.939999,41.360001,41.48,14704200,41.339864
"130",42.009998,42.419998,41.740002,41.919998,9610800,41.778376
"131",42.439999,42.439999,41.400002,41.41,10002800,41.270101
"132",41.68,42.099998,40.720001,41.580002,10030500,41.439528
"133",41.810001,41.849998,39.529999,39.580002,10786800,39.446285
"134",39.580002,40.27,38.73,40.119999,12614600,39.984458
"135",40.32,40.77,39.740002,40.619999,8656600,40.482769
"136",40.52,40.91,40,40.259998,17525300,40.123984
"137",40.220001,41.57,40.220001,41.259998,7304700,41.120606
"138",41.389999,41.439999,40.57,40.98,4212000,40.841553
"139",41.150002,41.919998,41.040001,41.66,2657400,41.519256
"140",41.709999,42.09,41.48,41.91,3209100,41.768411
"141",41.5,42.040001,41.209999,41.919998,4773800,41.778376
"142",41.919998,42.43,41.849998,42.169998,4188000,42.027531
"143",42.5,43.189999,42.25,42.32,4912400,42.177026
"144",42.689999,43.049999,42.200001,42.689999,6890400,42.545775
"145",42.830002,42.900002,41.450001,41.639999,7877700,41.499323
"146",41.900002,42.049999,39.669998,40.459999,10576800,40.323309
"147",40.77,41.119999,40.380001,40.799999,7693100,40.662161
"148",41,42.09,40.950001,41.880001,7301900,41.738514
"149",41.880001,42.040001,40.639999,40.790001,7170600,40.652196
"150",40.450001,40.860001,39.720001,40.25,7095900,40.11402
"151",40.619999,41.759998,39.939999,40.48,8366400,40.343242
"152",39.720001,40.23,38.630001,39.439999,8540400,39.306755
"153",39.220001,39.759998,38.75,38.900002,7480200,38.768582
"154",38.68,39.57,38.259998,39.48,9110100,39.346621
"155",40.240002,40.82,39.720001,40.790001,10067200,40.652196
"156",40.450001,41.91,40.169998,41.830002,10351900,41.688684
"157",43.450001,45.700001,43.34,45.349998,20870700,45.196788
"158",45.450001,46,44.599998,45.779999,11929800,45.625336
"159",45.330002,46.41,45.209999,46.400002,8447600,46.243244
"160",45.599998,46.41,44.869999,45.880001,7747000,45.725
"161",46.619999,47.080002,45.720001,45.799999,9339300,45.645269
"162",45.950001,47.169998,45.5,46.990002,8234100,46.831251
"163",46.34,46.779999,45.099998,45.18,11999300,45.027365
"164",44.939999,45.02,42.59,44.529999,13259700,44.379559
"165",43.169998,43.939999,42.540001,43.25,12057300,43.103885
"166",43.509998,45.07,43.470001,44.639999,8900500,44.489188
"167",44.310001,44.48,43.360001,44.470001,7951000,44.319764
"168",44.130001,44.73,43.720001,44.139999,8502600,43.990877
"169",43.5,43.689999,42.91,43.259998,8643100,43.113849
"170",43.720001,44.189999,43.220001,43.779999,5881500,43.632093
"171",44.459999,44.509998,43.209999,43.5,5288900,43.35304
"172",43.060001,43.52,42.189999,43.5,7304400,43.35304
"173",43.110001,43.630001,42.919998,43.299999,6395500,43.153715
"174",43.459999,43.599998,42.549999,42.59,8818100,42.446114
"175",42.939999,43.68,42.23,43.549999,8271400,43.40287
"176",44.919998,44.970001,43.700001,43.759998,7535500,43.61216
"177",43.650002,44.950001,43.400002,44.779999,7117200,44.628714
"178",45.110001,45.490002,44.279999,44.689999,7303100,44.539018
"179",44.380001,45.360001,44.040001,45.349998,6998700,45.196788
"180",45.02,45.27,43.98,44.119999,7775000,43.970944
"181",44.560001,44.630001,43.73,44.080002,7835500,43.931082
"182",44.16,44.16,43.200001,43.240002,4792800,43.09392
"183",43.240002,44.279999,43.240002,44.220001,6399900,44.070609
"184",43.610001,44.419998,43.509998,43.959999,6263700,43.871011
"185",43.790001,44.189999,43.48,44.009998,5909400,43.920909
"186",44.169998,44.279999,43.709999,44.099998,5324600,44.010727
"187",43.720001,44.049999,43.25,43.299999,5322400,43.212347
"188",43.299999,43.75,43.110001,43.400002,4026800,43.312147
"189",43.189999,43.32,42.560001,42.939999,5667600,42.853075
"190",43.25,44.040001,43.189999,43.84,6755000,43.751255
"191",43.91,45.040001,43.799999,44.970001,5761600,44.878969
"192",45.130001,45.639999,44.259998,44.509998,6039200,44.419897
"193",45.290001,45.650002,45.02,45.5,6905700,45.407895
"194",45.720001,46.41,45.41,46.209999,7802600,46.116457
"195",46.450001,46.450001,45.18,45.740002,6161300,45.647411
"196",46.07,46.450001,45.93,46.349998,5911200,46.256172
"197",46.27,46.5,46.02,46.360001,8847300,46.266154
"198",46.41,46.41,45.369999,45.439999,6260400,45.348015
"199",45.119999,45.439999,44.75,44.919998,4884300,44.829067
"200",44.84,44.970001,43.639999,43.720001,6751700,43.631499
"201",42.84,43.5,42.209999,43.18,7537500,43.092591
"202",43.48,44.34,43.32,44.240002,5757800,44.150447
"203",44.650002,44.790001,44.25,44.580002,4336100,44.489759
"204",44.619999,44.619999,43.880001,44.299999,4602700,44.210323
"205",44.07,44.09,43.23,43.450001,6896400,43.362045
"206",43.619999,43.82,42.689999,42.860001,8655600,42.773239
"207",41.77,41.900002,41.049999,41.09,11386600,41.006822
"208",41.240002,41.919998,41.23,41.34,7699500,41.256316
"209",41.490002,42.869999,41.330002,42.849998,6562200,42.763258
"210",42.919998,43.209999,42.169998,42.82,7122700,42.733319
"211",42.799999,43.290001,42.700001,42.82,4541300,42.733319
"212",42.52,43.73,42.5,42.759998,5134700,42.67344
"213",42.630001,42.84,42.32,42.5,4236100,42.413968
"214",43.599998,43.639999,41.849998,41.869999,8130300,41.785242
"215",42.110001,42.73,41.799999,42.25,7080200,42.164474
"216",41.84,42.400002,41.790001,41.790001,6787500,41.705406
"217",42.23,42.599998,41.73,42.57,5606900,42.483826
"218",42.709999,43.139999,42.439999,43.029999,4417200,42.942893
"219",43.02,43.150002,42.619999,42.849998,5756200,42.763258
"220",43.349998,44.189999,43.18,43.259998,9045300,43.172427
"221",43.299999,43.669998,42.82,43.490002,6348900,43.401965
"222",43.439999,43.48,42.25,42.290001,5231600,42.204394
"223",42.139999,42.450001,41.34,41.889999,5913300,41.805202
"224",41.650002,41.810001,40.099998,40.950001,7815200,40.867106
"225",40.560001,41.48,40.380001,40.560001,6492100,40.477896
"226",40.830002,42.700001,40.830002,42.599998,7753100,42.513764
"227",42.57,42.720001,41.75,41.830002,5539200,41.745326
"228",41.119999,41.509998,40.490002,40.529999,6285900,40.447954
"229",40.360001,41.220001,39.720001,40.880001,6719600,40.797248
"230",41.110001,42.18,41.110001,42.099998,6493200,42.014776
"231",42.630001,43.450001,42.580002,43.23,7417500,43.142489
"232",42.950001,43.290001,42.720001,43.02,5081900,42.932915
"233",42.639999,42.639999,42,42.25,4428400,42.164474
"234",42.59,42.950001,41.16,41.27,8717300,41.186458
"235",41.540001,42.25,41.389999,42.119999,5154200,42.034736
"236",42.330002,42.48,41.799999,41.889999,4706400,41.805202
"237",41.93,42.259998,41.68,42.139999,4147000,42.054696
"238",42.299999,42.400002,40.849998,40.91,9519600,40.827186
"239",40.450001,40.470001,37.150002,37.189999,30351200,37.114715
"240",37.459999,37.799999,37.049999,37.23,14993600,37.154635
"241",37.32,37.529999,36.610001,36.860001,11237900,36.785385
"242",37.189999,37.189999,35.540001,36,16384700,35.927125
"243",36.130001,36.990002,36.110001,36.990002,12013300,36.915123
"244",36.900002,36.959999,36.369999,36.810001,9324900,36.735487
"245",36.75,37.310001,36.419998,37.049999,9649000,36.974999
"246",37.110001,38.25,36.560001,37.849998,16136400,37.849998
"247",37.299999,38.299999,37.189999,37.82,12630000,37.82
"248",37.849998,38.150002,37.470001,37.720001,6945500,37.720001
"249",37.560001,38.200001,37.099998,37.32,9030100,37.32
"250",37.279999,37.48,36.869999,37.169998,7157800,37.169998
"251",36.889999,37.09,35.799999,36.110001,10724700,36.110001
"252",35.169998,35.220001,33.82,34.59,33217300,34.59
"253",34.419998,35.119999,34.330002,34.450001,17447400,34.450001
