"","MOS.Open","MOS.High","MOS.Low","MOS.Close","MOS.Volume","MOS.Adjusted"
"73",46.389999,46.5,45.889999,46.169998,2016300,45.420426
"74",46.200001,46.599998,45.799999,45.82,4291800,45.07611
"75",45.799999,46.049999,45.470001,45.98,1868900,45.233512
"76",45.799999,45.84,45.419998,45.439999,2300200,44.702278
"77",45.389999,45.52,45.18,45.509998,1444300,44.771141
"78",45.139999,45.52,44.91,45.419998,2257300,44.682602
"79",44.610001,44.84,44.09,44.41,5026700,43.689001
"80",44.09,44.139999,42.959999,43.23,4736700,42.528158
"81",43.040001,43.080002,41.889999,42.93,5051000,42.233029
"82",43.080002,43.080002,42.349998,42.610001,3570500,41.918225
"83",42.779999,43.220001,42.619999,43.049999,3317700,42.35108
"84",42.84,43.130001,42.48,42.490002,2712700,41.800174
"85",42.490002,43.209999,42.029999,43.189999,2578700,42.488807
"86",42.970001,43.130001,41.98,42.049999,2545700,41.367315
"87",41.950001,42.189999,41.419998,41.619999,3125400,40.944296
"88",41.619999,42.130001,41.040001,41.060001,2451000,40.39339
"89",41.389999,42.189999,41.23,41.470001,3276300,40.796734
"90",41.25,41.630001,40.32,41.400002,3439000,40.72787
"91",40.57,41.740002,40.57,40.900002,4076300,40.235988
"92",41.169998,41.490002,40.759998,40.759998,4998300,40.098258
"93",40.860001,42,40.82,41.799999,3640600,41.121374
"94",42.130001,42.779999,42.119999,42.630001,3529700,41.937901
"95",42.75,43.27,42.73,42.810001,3025800,42.114979
"96",43.16,43.240002,42.349998,42.439999,3343200,41.750983
"97",42.57,43.470001,42.459999,43.360001,3897100,42.656049
"98",43.009998,43.119999,42.380001,42.919998,2943700,42.22319
"99",43.25,43.57,42.98,43.189999,3149300,42.488807
"100",43.169998,43.349998,42.360001,42.720001,5684400,42.02644
"101",42.450001,43.5,42.389999,43.299999,2790400,42.597021
"102",44.139999,44.389999,43.75,44.310001,3826700,43.590626
"103",44.32,44.459999,43.41,43.799999,2894600,43.088904
"104",43.849998,44.09,43.459999,43.509998,2728300,42.803611
"105",43.450001,43.98,43.380001,43.900002,2240000,43.187283
"106",43.75,44.369999,43.650002,44.189999,2669300,43.472572
"107",44.259998,44.549999,43.98,44.029999,2345500,43.315169
"108",44.09,44.5,43.810001,44.110001,3338400,43.393872
"109",44.040001,44.91,43.93,44.810001,2373300,44.082509
"110",44.84,45.209999,44.669998,45.169998,2629900,44.436661
"111",45.220001,45.5,45.080002,45.400002,3863200,44.66293
"112",45.150002,45.43,44.970001,45.150002,1875900,44.416989
"113",45.119999,45.380001,44.970001,45.27,1608400,44.53504
"114",45.5,47.240002,45.490002,46.77,5766400,46.010687
"115",48.18,48.73,47.57,47.599998,8738900,46.82721
"116",47.009998,47.75,46.900002,47.23,4526700,46.463218
"117",47.689999,47.740002,46.599998,47.209999,4898400,46.443542
"118",46,46.060001,45.16,45.459999,6547900,44.721954
"119",45.639999,46.07,45.439999,45.529999,3746000,44.790817
"120",45.5,45.639999,45,45.599998,3019700,44.85968
"121",45.259998,45.98,44.889999,45.77,2369500,45.026922
"122",45.669998,45.669998,44.560001,44.720001,4018800,43.99397
"123",44.41,45.240002,44.369999,44.849998,2563600,44.369898
"124",44.810001,45.950001,44.689999,45.84,2927000,45.349302
"125",45.509998,45.91,45.360001,45.830002,3098000,45.339411
"126",46.16,46.34,45.880001,45.98,2985800,45.487803
"127",45.639999,45.669998,44.700001,44.98,2959100,44.498508
"128",44.790001,45.380001,44.619999,45.369999,1673700,44.884332
"129",45.82,46.080002,44.939999,45.91,7015300,45.418553
"130",46.130001,46.84,45.57,45.66,3671900,45.171229
"131",45.169998,45.189999,44.580002,44.599998,2911300,44.122574
"132",44.59,45.16,44.150002,44.169998,3646100,43.697177
"133",43.900002,44.580002,43.59,43.790001,2804300,43.321247
"134",44.029999,44.689999,43.91,44.360001,3416400,43.885146
"135",44.93,45.220001,44.169998,45.209999,3725400,44.726045
"136",45.580002,46.169998,45.34,46.009998,5373900,45.517481
"137",46.150002,46.23,45.709999,46.099998,1937600,45.606517
"138",46.209999,46.700001,46.07,46.389999,1614900,45.893414
"139",46.360001,46.57,46.060001,46.119999,1187700,45.626304
"140",46.189999,46.330002,45.939999,45.98,1052200,45.487803
"141",45.790001,46.400002,45.790001,46.18,1561800,45.685663
"142",46,46.369999,45.93,46.119999,1477500,45.626304
"143",46.16,46.25,45.630001,45.650002,1550300,45.161338
"144",45.860001,46.040001,45.41,45.77,1572200,45.280052
"145",45.41,45.689999,44.810001,44.950001,2067300,44.46883
"146",45.27,45.779999,44.869999,45.549999,3284500,45.062406
"147",45.790001,46.150002,45.57,45.790001,2434100,45.299838
"148",46.18,46.43,46.02,46.330002,2882300,45.834059
"149",46.549999,46.580002,45.720001,45.959999,2050000,45.468017
"150",46.130001,46.5,45.240002,46.360001,3476400,45.863736
"151",46.099998,46.25,44.959999,45.450001,2772600,44.963478
"152",45.509998,45.919998,44.779999,45.5,3917600,45.012942
"153",45.939999,46.18,45.389999,45.43,2228900,44.943691
"154",45.450001,46.060001,45.259998,45.990002,2816100,45.497698
"155",47.34,47.810001,46.580002,47.650002,6895700,47.139928
"156",47.830002,48.380001,47.470001,48.169998,8476100,47.654359
"157",48.459999,48.689999,48,48.66,4436800,48.139115
"158",48.66,48.66,47.939999,47.939999,3043700,47.426821
"159",47.82,48.439999,47.790001,48.34,4145000,47.822541
"160",47.950001,49.060001,47.93,48.610001,2958800,48.089651
"161",48.91,48.950001,47.59,47.700001,2874500,47.189392
"162",48.07,48.279999,47.529999,48.220001,3472000,47.703827
"163",47.720001,49.5,47.580002,48.689999,5135800,48.168793
"164",48.91,49.259998,48.41,49.09,2968800,48.564512
"165",49.169998,50.310001,49.09,50.119999,4331000,49.583486
"166",49.639999,49.740002,49.25,49.34,2907500,48.811836
"167",49.700001,49.830002,49.34,49.790001,2375600,49.25702
"168",49.709999,49.84,49.349998,49.700001,2104900,49.167983
"169",50.200001,50.740002,49.91,50.490002,4233300,49.949528
"170",50.720001,50.82,50.119999,50.779999,3162100,50.23642
"171",51.029999,52.169998,50.380001,51.189999,5207700,50.642031
"172",52.34,52.369999,51.720001,52.040001,4286200,51.482935
"173",52.07,52.610001,51.889999,52.330002,3465700,51.769831
"174",52.41,52.41,51.799999,52.009998,4062700,51.453253
"175",52.389999,52.669998,51.84,52.669998,3334100,52.106188
"176",52.48,53.139999,52.099998,53.02,2661900,52.452444
"177",52.919998,53.119999,52.529999,53.080002,3528500,52.511803
"178",53.02,53.330002,52.77,52.970001,3080400,52.40298
"179",53.27,53.43,52.98,53.189999,2486000,52.620622
"180",53.169998,53.830002,53.139999,53.560001,3534900,52.986664
"181",53.439999,53.580002,52.700001,53.200001,3757800,52.630517
"182",53.080002,53.41,52.900002,53.259998,4316000,52.689873
"183",53.099998,53.549999,52.27,53.529999,2706900,52.956983
"184",53.110001,53.209999,52.52,52.610001,2917400,52.291046
"185",52.580002,52.619999,51.759998,51.900002,3304600,51.585351
"186",51.889999,51.970001,49.799999,50.43,6993900,50.124262
"187",49.970001,50,48.779999,49.029999,6998900,48.732748
"188",49.130001,49.48,49.060001,49.330002,2808600,49.030932
"189",48.860001,48.880001,48.330002,48.330002,4595200,48.036995
"190",48.57,48.689999,47.610001,47.849998,3856800,47.559902
"191",48.110001,48.619999,47.549999,47.740002,4675000,47.450572
"192",47.43,47.43,46.669998,46.830002,4360700,46.546089
"193",46.82,47.389999,45.93,46.900002,5075500,46.615664
"194",46.799999,47.52,46.560001,47.290001,5301200,47.003299
"195",47.080002,47.98,46.700001,47.549999,4334000,47.261721
"196",46.619999,46.830002,46.169998,46.330002,3565900,46.04912
"197",46.540001,47.009998,45.919998,46.5,5644000,46.218088
"198",46.630001,47.09,46.32,46.869999,3733400,46.585844
"199",46.919998,47.139999,46.419998,46.919998,3865500,46.63554
"200",47.07,47.599998,46.490002,46.529999,3528800,46.247905
"201",46.59,47.290001,46.509998,46.73,3871800,46.446693
"202",46.889999,46.889999,45.950001,46.049999,4372200,45.770815
"203",46.330002,47.560001,46.259998,47.360001,4044000,47.072875
"204",47.110001,47.389999,45.950001,46.060001,5448300,45.780757
"205",46.259998,46.259998,45.25,45.470001,4667400,45.194334
"206",45.529999,46.099998,45.369999,45.869999,2453000,45.591906
"207",45.75,46.029999,45.459999,45.889999,2917700,45.611785
"208",45.880001,46.32,45.810001,45.84,2179200,45.562089
"209",46,46.5,45.759998,46,3456800,45.721119
"210",46.110001,46.259998,45.919998,46,2308100,45.721119
"211",46.099998,46.400002,45.84,45.849998,2268000,45.572027
"212",45.790001,46.150002,45.529999,45.619999,2558000,45.343422
"213",45.810001,45.849998,45.349998,45.610001,2274100,45.333484
"214",45.869999,46.060001,45.650002,45.950001,3502600,45.671423
"215",45.950001,46.32,45.73,46.02,3125000,45.740998
"216",45.91,46.080002,45.290001,45.32,4482400,45.045241
"217",45.419998,45.700001,44.959999,45,4199700,44.727182
"218",44.970001,45.150002,44.490002,44.689999,3902200,44.41906
"219",44.650002,44.93,44.549999,44.650002,3751500,44.379305
"220",44.810001,45.470001,44.73,44.880001,4649100,44.60791
"221",44.900002,45.279999,44.720001,44.990002,3632800,44.717244
"222",45.07,45.16,44.59,44.599998,3841000,44.329605
"223",44.5,44.880001,44.290001,44.299999,3763400,44.031425
"224",44.200001,44.389999,43.959999,44.029999,5651500,43.763061
"225",44.130001,44.34,43.330002,44,6371200,43.733244
"226",44.540001,45.41,44.439999,44.98,7087600,44.707303
"227",44.970001,45.189999,44.650002,44.66,4404700,44.389243
"228",44.720001,45.16,44.029999,44.110001,4836200,43.842578
"229",44.400002,44.66,44.09,44.34,5280700,44.071183
"230",44.220001,44.560001,44,44.490002,9010000,44.220275
"231",44.950001,45.669998,44.869999,45.459999,4712600,45.184392
"232",45.380001,45.57,44.959999,45,3003100,44.727182
"233",44.759998,44.880001,44.419998,44.84,3062200,44.568152
"234",44.91,45.580002,44.689999,45.419998,5199000,45.144634
"235",45.540001,45.630001,45.119999,45.560001,3187400,45.283788
"236",45.919998,46.630001,45.599998,46.619999,4470200,46.337359
"237",46.669998,46.77,46.52,46.68,4122900,46.396997
"238",46.77,46.810001,46.23,46.599998,3565600,46.31748
"239",46.630001,47.310001,46.419998,47.279999,5209300,46.993358
"240",47.32,47.68,47.099998,47.43,4903800,47.14245
"241",47.459999,47.560001,47.02,47.029999,4464200,46.744873
"242",46.75,46.939999,46.389999,46.470001,4103300,46.188271
"243",46.5,46.689999,46.310001,46.59,3837400,46.307542
"244",46.470001,46.639999,46.25,46.529999,3390600,46.247905
"245",46.57,46.66,45.779999,45.849998,5009600,45.572027
"246",45.900002,46,45.130001,45.360001,4197600,45.085
"247",45.07,45.5,45,45.27,3307600,45.27
"248",45.439999,45.630001,45.099998,45.41,2508000,45.41
"249",45.099998,45.16,44.529999,44.580002,3093700,44.580002
"250",44.349998,44.619999,44.220001,44.310001,2346600,44.310001
"251",44.25,44.360001,44.02,44.029999,2277900,44.029999
"252",44,44.25,43.810001,43.93,2246800,43.93
"253",44.220001,44.740002,44.09,44.610001,3140200,44.610001
