"","MET.Open","MET.High","MET.Low","MET.Close","MET.Volume","MET.Adjusted"
"92",48.509998,49.139999,48.299999,48.860001,8039200,47.849223
"93",48.68,49.23,48.389999,49.150002,4947400,48.133225
"94",49.669998,50.540001,49.630001,50.459999,7263700,49.416122
"95",50.41,50.689999,49.93,49.950001,5501100,48.916674
"96",50.669998,51.049999,50.299999,50.41,5628000,49.367157
"97",50.41,50.880001,50.209999,50.790001,6343200,49.739297
"98",50.57,51.630001,50.279999,51.48,7261700,50.415021
"99",51.919998,52.240002,51.57,52.139999,5777100,51.061368
"100",52.240002,52.57,51.810001,52.310001,6362000,51.227853
"101",53.049999,53.220001,52.290001,53.009998,5236500,51.913369
"102",53.950001,54.310001,53.580002,54.240002,6885800,53.117927
"103",54.52,54.580002,54.07,54.299999,5180200,53.176683
"104",53.610001,54.459999,53.509998,54.16,4673300,53.03958
"105",54.400002,54.540001,53.970001,54.439999,5536300,53.66056
"106",54.310001,54.450001,53.619999,54.200001,5920600,53.423998
"107",54.240002,54.630001,53.91,54.610001,4854500,53.828128
"108",54.52,54.91,54.380001,54.869999,4854500,54.084404
"109",54.740002,55.189999,54.66,55.16,3846600,54.370252
"110",54.66,55.16,54.630001,55.110001,3653100,54.320969
"111",55.200001,55.200001,54.220001,54.549999,7365800,53.768985
"112",54.360001,54.880001,54.360001,54.529999,5444600,53.749271
"113",54.5,54.75,54.189999,54.490002,5667300,53.709847
"114",54.630001,55.049999,54.5,54.779999,4154300,53.995692
"115",54.610001,54.93,54.450001,54.82,3560900,54.03512
"116",54.209999,54.860001,53.959999,54.799999,4765200,54.015406
"117",55.57,56,55.380001,55.810001,8213600,55.010948
"118",56,56.330002,55.889999,56.279999,4950800,55.474216
"119",56.490002,56.599998,55.68,55.799999,6059100,55.001089
"120",55.990002,56.040001,55.549999,55.869999,2767600,55.070086
"121",55.860001,56.25,55.490002,55.610001,2031600,54.81381
"122",55.150002,55.27,54.16,54.400002,7046100,53.621135
"123",54.700001,55.189999,54.650002,55.080002,3595500,54.2914
"124",55.209999,55.57,54.970001,55.400002,4137500,54.606818
"125",55.290001,55.299999,54.66,55.18,4227400,54.389967
"126",55.560001,57.009998,55.540001,56.349998,8321100,55.543213
"127",56.349998,56.799999,56.009998,56.360001,4879900,55.553072
"128",55.77,56.279999,55.150002,56.209999,4720900,55.405218
"129",56.299999,56.299999,54.939999,54.959999,7397800,54.173115
"130",55.189999,55.939999,55.080002,55.209999,7484400,54.419536
"131",54.27,54.639999,52.790001,52.82,9324000,52.063755
"132",53.32,53.360001,51.419998,51.68,8854400,50.940077
"133",51.25,52.049999,50.630001,50.650002,10446000,49.924826
"134",51.009998,51.970001,50.919998,51.790001,8706900,51.048503
"135",52.52,54.029999,52.490002,54.029999,10064200,53.25643
"136",53.509998,54.209999,53.209999,53.82,11894600,53.049438
"137",53.98,54.060001,53.509998,54.040001,4973700,53.266289
"138",54.310001,55.450001,54.23,55.009998,6404600,54.222399
"139",55.23,55.34,54.689999,54.860001,2414300,54.074548
"140",55.040001,55.310001,54.84,54.869999,2235500,54.084404
"141",54.639999,55.470001,54.619999,54.889999,2861200,54.104118
"142",54.599998,55.25,54.459999,54.900002,2766900,54.113977
"143",55.18,55.209999,54.07,54.09,3161600,53.315572
"144",54.48,54.759998,53.630001,53.91,3911700,53.138149
"145",53.419998,53.630001,51.880001,52.110001,6520200,51.363921
"146",52.200001,52.25,50.279999,50.529999,12073900,49.806541
"147",51.130001,51.529999,50.689999,51.200001,7827100,50.46695
"148",51.459999,52.259998,51.389999,51.98,8078700,51.235781
"149",51.959999,52.119999,50.860001,51.02,7729500,50.289527
"150",51.130001,51.200001,50.02,50.43,7371500,49.707974
"151",50.830002,51.23,49.240002,49.810001,13410600,49.096852
"152",49.009998,49.439999,48.080002,48.939999,11174000,48.239305
"153",49.18,49.43,47.68,47.98,10377500,47.293051
"154",47.970001,49.009998,47.860001,48.990002,7045500,48.288593
"155",49.209999,49.330002,48.220001,48.740002,6893800,48.042172
"156",48.360001,49.299999,47.93,49.27,10040300,48.564582
"157",49.700001,50.259998,49.060001,50.209999,9011000,49.491123
"158",50.099998,50.389999,48.73,48.77,9746200,48.071741
"159",48.91,48.990002,48.610001,48.790001,9107200,48.091455
"160",48.130001,48.52,47.779999,48.130001,10521600,47.440905
"161",48.619999,48.619999,46.82,46.84,10903000,46.169373
"162",46.919998,47.380001,46.310001,46.869999,14915200,46.198943
"163",46.400002,47.400002,46.099998,46.5,13058400,45.834241
"164",46.709999,47.970001,46.580002,47.860001,8618300,47.17477
"165",48.130001,49.220001,48.119999,49.110001,12954900,48.406873
"166",48.68,49.25,48.549999,48.77,10830600,48.416798
"167",48.360001,49.259998,47.990002,48.98,9263000,48.625276
"168",49.869999,50.240002,49.580002,49.599998,12512600,49.240785
"169",49.150002,49.799999,48.959999,49.549999,7771500,49.191148
"170",50.130001,50.34,49.540001,50.029999,9820200,49.667671
"171",50,50.540001,49.73,50.41,7514300,50.04492
"172",50.639999,51.07,49.669998,50.330002,6869500,49.965502
"173",50.380001,50.959999,50.200001,50.860001,7902400,50.491662
"174",50.830002,51.73,50.799999,51.689999,7010200,51.315649
"175",51.400002,51.549999,50.59,50.689999,6282100,50.322891
"176",50.52,51.18,50.419998,51.099998,4564600,50.729922
"177",50.810001,51.619999,50.25,51.59,5836400,51.216375
"178",51.459999,51.540001,50.650002,50.860001,4245200,50.491662
"179",50.889999,51.599998,50.77,51.389999,5415600,51.017823
"180",51.139999,51.439999,50.799999,51.16,3445100,50.789489
"181",51.200001,51.419998,50.790001,51.029999,4237200,50.660429
"182",50.860001,51.34,50.830002,50.830002,6536200,50.461881
"183",50.830002,51.830002,50.610001,51.82,6118300,51.444709
"184",51.43,51.919998,51.200001,51.860001,5508300,51.48442
"185",51.439999,51.639999,51.130001,51.41,6702100,51.037678
"186",51.619999,51.959999,51.32,51.740002,5823700,51.36529
"187",52.07,53.34,51.959999,52.639999,11562600,52.25877
"188",52.439999,52.740002,52.16,52.330002,5400100,51.951017
"189",51.540001,51.610001,50.540001,50.540001,8257500,50.17398
"190",50.599998,51.23,50.529999,50.849998,5290700,50.481732
"191",51.110001,51.860001,50.959999,51.84,5150900,51.464564
"192",51.68,51.970001,50.880001,51.349998,7549600,50.978111
"193",51.709999,52,51.380001,51.919998,5909400,51.543983
"194",51.59,51.900002,51.32,51.599998,4647500,51.226301
"195",51.299999,52.220001,51.099998,51.66,8552300,51.285868
"196",51.490002,51.669998,50.330002,50.610001,6719800,50.243473
"197",50.880001,51.619999,50.549999,51.619999,10229600,51.246156
"198",51.48,52.150002,51.400002,51.41,4597800,51.037678
"199",51.290001,51.369999,50.860001,50.889999,8015100,50.521444
"200",50.91,51.060001,50.290001,50.310001,4479200,49.945646
"201",50.049999,50.91,49.98,50.580002,6244900,50.213691
"202",50.389999,50.580002,50.099998,50.27,4665300,49.905935
"203",50.740002,51.279999,50.619999,50.93,4654200,50.561155
"204",50.57,50.700001,50.32,50.549999,5390000,50.183906
"205",50.25,50.560001,50.049999,50.27,4201800,49.905935
"206",50.32,51.200001,50.07,51.099998,4989000,50.729922
"207",50.48,51.25,50.209999,51.169998,7026700,50.799415
"208",51.380001,51.380001,50.779999,50.799999,3187100,50.432095
"209",51.02,51.34,50.779999,51.099998,5240000,50.729922
"210",50.939999,51.619999,50.810001,51.450001,4665500,51.077389
"211",51.310001,51.439999,50.790001,50.82,4621400,50.451951
"212",50.950001,51.419998,50.66,51.27,5275600,50.898693
"213",50.490002,50.84,50.099998,50.450001,7250600,50.084632
"214",50.580002,51.150002,50.580002,50.849998,6084700,50.481732
"215",50.84,51.259998,50.52,51,4838200,50.630648
"216",50.599998,50.790001,50.220001,50.5,5769500,50.134269
"217",50.810001,51.18,50.66,50.709999,4387900,50.342747
"218",50.900002,51.18,50.110001,50.389999,6454400,50.025065
"219",50.369999,51.110001,49.919998,51.049999,6711000,50.680285
"220",50.849998,51.450001,50.82,51.130001,6269100,50.759707
"221",51.049999,51.279999,50.509998,50.66,3758100,50.29311
"222",50.77,50.93,50.169998,50.25,5390800,49.886079
"223",50.349998,50.91,49.93,50.849998,5849100,50.481732
"224",51.060001,52.48,51,52.139999,9883800,51.762391
"225",52.040001,52.200001,51.209999,51.290001,6747000,50.918548
"226",51.75,52.32,51.529999,51.990002,6603000,51.61348
"227",52.23,52.57,52.02,52.450001,4087500,52.070147
"228",52.200001,52.810001,52,52.110001,4612500,51.732609
"229",52.419998,52.490002,51.380001,51.779999,6545700,51.404998
"230",51.900002,52.709999,50.700001,52.07,9756500,52.07
"231",51.93,52.439999,51.290001,52.25,7671700,52.25
"232",52.299999,53.41,52.119999,53.299999,9456200,53.299999
"233",53.25,53.549999,52.790001,53.110001,7552600,53.110001
"234",52.799999,53.279999,52.700001,53.099998,5811800,53.099998
"235",53.279999,53.48,52.900002,53.150002,4596300,53.150002
"236",53.200001,53.200001,52.290001,52.580002,4918300,52.580002
"237",52.73,53.310001,52.630001,53.060001,4181500,53.060001
"238",53.540001,53.540001,53.080002,53.439999,5122300,53.439999
"239",53.380001,53.59,52.73,53.290001,6009700,53.290001
"240",53.07,53.68,53,53.59,7051200,53.59
"241",53.330002,53.869999,53.220001,53.23,4301100,53.23
"242",53.139999,53.200001,52.279999,52.48,5019600,52.48
"243",52.75,52.98,52.389999,52.77,4609200,52.77
"244",52.77,52.970001,52.209999,52.889999,4203700,52.889999
"245",52.790001,52.82,51.869999,52.259998,5150100,52.259998
"246",52.09,52.5,51.900002,52.27,4523600,52.27
"247",52.310001,53.169998,52.16,52.84,5065300,52.84
"248",53.27,54.130001,52.98,53.990002,7081400,53.990002
"249",53.400002,54.099998,53.400002,53.810001,5884700,53.810001
"250",54.93,55.759998,54.34,54.450001,10260000,54.450001
"251",54.48,54.82,54.209999,54.34,6508200,54.34
"252",54.540001,54.950001,54.200001,54.66,6141700,54.66
"253",55.509998,56.27,55.110001,56.23,8797600,56.23
