"","VLO.Open","VLO.High","VLO.Low","VLO.Close","VLO.Volume","VLO.Adjusted"
"1",54.549999,54.669998,53.240002,53.299999,8205000,51.987493
"2",53.130001,53.650002,52.75,53.189999,7261000,51.880201
"3",53.400002,53.950001,52.919998,53.810001,9069000,52.484936
"4",53.98,54.029999,53.43,53.740002,3923700,52.41666
"5",53.709999,53.790001,53.150002,53.349998,4963400,52.036261
"6",53.349998,54.150002,53,54.110001,4571900,52.777548
"7",54.18,55.68,53.779999,55.639999,6858600,54.269871
"8",55.869999,57.139999,55.830002,57.09,8741700,55.684166
"9",57.209999,57.43,56.709999,57.360001,6674900,55.947517
"10",57.5,57.889999,57.07,57.310001,4432200,55.898749
"11",57.32,58.130001,55.860001,55.990002,6602800,54.611254
"12",51.799999,52.23,50.029999,51.349998,44023700,50.085511
"13",51.849998,52.939999,51.380001,52.27,15469900,50.982858
"14",52.189999,52.490002,51.23,51.669998,10680800,50.39763
"15",51.830002,51.830002,50.040001,50.099998,13613500,48.866292
"16",50.299999,51.099998,50.009998,50.32,14612500,49.080876
"17",50.560001,51.110001,50.209999,50.830002,8326600,49.578319
"18",50.970001,51.150002,50.470001,51,4336800,49.744131
"19",50.790001,51.040001,50.220001,50.27,6025100,49.032108
"20",50.189999,50.349998,49.060001,49.169998,10177500,47.959193
"21",49.41,49.59,48.310001,49.279999,9118400,48.066485
"22",48.82,49.290001,48.419998,49.209999,7465700,47.998209
"23",49.299999,50.189999,49.060001,50.110001,7377200,48.876048
"24",50.400002,50.450001,49.689999,49.93,6380500,48.70048
"25",49.240002,50.810001,49.240002,50.279999,13451200,49.04186
"26",50.439999,50.669998,49.650002,50.060001,7499200,48.82728
"27",49.73,50.139999,48.77,48.84,7430700,47.637321
"28",49.040001,49.130001,48.75,48.810001,6728200,47.608061
"29",48.77,48.779999,47.77,47.82,7915900,46.642438
"30",48.220001,48.5,47.84,47.860001,6755200,46.681454
"31",48.009998,48.700001,47.799999,48.349998,6123700,47.159385
"32",48.400002,49.099998,48.209999,48.68,5637200,47.481261
"33",48.779999,49.240002,48.450001,49.200001,5077400,47.988456
"34",49.200001,49.439999,48.380001,49.040001,6627900,47.832397
"35",49.810001,50.400002,49.419998,49.849998,9926400,48.622448
"36",50.009998,50.950001,49.599998,50.060001,10023400,48.82728
"37",49.98,51.5,49.380001,50.799999,11041800,49.549055
"38",50.720001,51.040001,49.369999,50.439999,7027700,49.19792
"39",50.32,50.580002,49.509998,50.419998,5645100,49.178412
"40",49.849998,50.459999,49.43,49.73,5956900,48.505404
"41",49.419998,51.470001,49.400002,51.259998,7191300,49.997727
"42",51.490002,51.77,50.599998,50.849998,5074900,49.597823
"43",51.110001,51.459999,50.529999,51.360001,4448800,50.095267
"44",51.700001,52.040001,50.939999,51.040001,3960300,49.783147
"45",51.189999,51.549999,50.75,51.02,3648700,49.763639
"46",51.200001,51.75,50.619999,51.330002,6514600,50.066006
"47",51.490002,53.099998,51.360001,52.779999,6819800,51.480297
"48",52.849998,53.02,52.110001,52.490002,6434600,51.197441
"49",52.700001,54.049999,52.66,53.32,6392400,52.280907
"50",53.470001,54.200001,53.169998,54.150002,5072800,53.094734
"51",54,54.220001,53.639999,53.939999,4570500,52.888824
"52",54.049999,54.279999,53.48,53.509998,5242200,52.467203
"53",53.599998,54.110001,53.43,53.810001,3437700,52.76136
"54",53.93,54.5,53.73,54.18,3706900,53.124148
"55",54.09,54.360001,53.549999,53.77,4514100,52.722138
"56",54.009998,54.610001,53.950001,54.25,4323200,53.192784
"57",53.889999,54.439999,53.860001,54.16,3367700,53.104537
"58",54.32,54.330002,53.889999,54.139999,3793400,53.084927
"59",54.139999,54.439999,52.91,53.419998,4868100,52.378957
"60",53.869999,53.889999,52.91,53.139999,5551400,52.104415
"61",53.25,53.66,52.32,52.599998,4973300,51.574937
"62",52.689999,53.43,52.279999,53.009998,4864200,51.976947
"63",52.950001,53.799999,52.84,53.52,4276200,52.47701
"64",53.279999,53.450001,52.360001,52.689999,5352300,51.663183
"65",52.580002,52.689999,50.349998,50.959999,10207700,49.966898
"66",50.529999,50.950001,49.610001,49.869999,10821600,48.898139
"67",49.849998,49.939999,48.060001,48.419998,11480500,47.476396
"68",48.43,49.029999,48.02,48.98,7785200,48.025484
"69",48.799999,49.880001,48.599998,48.700001,7520200,47.750942
"70",48.919998,48.98,47.84,48.209999,10346400,47.270489
"71",48.389999,48.650002,47.299999,47.619999,10824800,46.691987
"72",47.619999,48.66,47.619999,48.369999,11421300,47.427371
"73",48.189999,48.34,47.220001,47.259998,8561000,46.339002
"74",47.09,48.049999,47.02,47.139999,7466000,46.221342
"75",47.23,47.27,45.73,46.849998,14915100,45.936992
"76",46.720001,46.810001,45.98,46.330002,8881100,45.427129
"77",46.34,47.360001,46.209999,47.02,8263900,46.103681
"78",46.5,47.25,46.240002,46.77,7303500,45.858553
"79",46.669998,47.099998,46.240002,46.27,9357500,45.368297
"80",46.389999,47.09,45.310001,45.599998,8618800,44.711352
"81",45.560001,46.27,44.400002,45.169998,9605600,44.289732
"82",45.259998,45.34,44.509998,44.740002,9542100,43.868115
"83",44.790001,45.240002,44.110001,44.720001,5830900,43.848504
"84",44.779999,46.27,44.759998,45.130001,7982100,44.250514
"85",45.41,46.970001,44.560001,46.84,9446000,45.927189
"86",46.919998,47.330002,45.150002,45.43,8678900,44.544667
"87",45.43,46.52,44.279999,45.150002,7566000,44.270125
"88",45.009998,46.18,44.509998,44.549999,8439600,43.681815
"89",44.790001,45.709999,43.700001,44.919998,11378300,44.044604
"90",44.23,45.049999,42.529999,43.759998,10982000,42.90721
"91",43.09,45.759998,42.810001,44.75,12250000,43.877918
"92",45.34,45.790001,44.5,45.150002,8897500,44.270125
"93",45.080002,46.459999,45,46.310001,6282000,45.407519
"94",46.580002,48.369999,46.549999,48.299999,8942300,47.358736
"95",48.380001,49.509998,47.919998,48,10248800,47.064583
"96",49.029999,49.23,47.900002,48.009998,5625900,47.074386
"97",48.139999,48.689999,47.290001,48.619999,5047700,47.672499
"98",48.200001,48.52,47.310001,48.360001,4453600,47.417568
"99",48.43,49.599998,47.970001,49.490002,4807900,48.525548
"100",49.900002,50.169998,48.02,48.529999,6248400,47.584253
"101",48.610001,49.48,48.189999,48.849998,4327000,47.898017
"102",49.41,50.150002,48.830002,50.09,7606400,49.113853
"103",50.169998,51.25,50.029999,50.34,7701600,49.358981
"104",50.259998,51.09,49.509998,50.630001,8782400,49.643331
"105",50.77,50.849998,48.93,49.639999,10009900,48.672622
"106",49.880001,50.669998,49.73,50.240002,6769100,49.260932
"107",50.259998,50.790001,50.139999,50.720001,6614200,49.731577
"108",51.330002,51.48,50.25,50.59,6202100,49.604109
"109",50.630001,51.299999,50.220001,51.16,5509700,50.163001
"110",51.009998,51.75,50.939999,51.330002,5573800,50.32969
"111",51.209999,51.240002,49.200001,49.68,9948400,48.711844
"112",49.810001,50.200001,49.259998,49.509998,7214300,48.545155
"113",49.450001,49.919998,49.080002,49.720001,5742900,49.023361
"114",49.700001,50.400002,49.630001,50.060001,5928800,49.358597
"115",50.139999,50.279999,49.369999,50.119999,5942200,49.417754
"116",50.060001,50.540001,49.950001,50.259998,8482000,49.555792
"117",50.889999,52.07,50.18,50.290001,11518700,49.585374
"118",50.16,51.360001,50.139999,50.810001,7486900,50.098089
"119",50.860001,51.580002,50.540001,50.98,6516200,50.265705
"120",50.98,51.25,50.650002,50.939999,4733100,50.226265
"121",50.07,50.150002,48.279999,48.610001,6734200,47.928913
"122",48.200001,49.169998,47.84,48.900002,7101400,48.214851
"123",48.98,50.990002,48.860001,50.880001,8426600,50.167108
"124",50.970001,52.099998,50.939999,51.720001,9365000,50.995339
"125",51.509998,52.049999,50.740002,51.59,8151000,50.867159
"126",51.459999,52.080002,49.639999,49.779999,8287600,49.082518
"127",49.509998,49.799999,47.93,48.110001,8361200,47.435919
