"","VLO.Open","VLO.High","VLO.Low","VLO.Close","VLO.Volume","VLO.Adjusted"
"128",47.959999,48.68,46.939999,48.59,9498100,47.909193
"129",47.990002,48.23,46.419998,46.650002,10050300,45.996376
"130",46.779999,47.810001,46.48,46.810001,5657800,46.154134
"131",46.98,47.040001,45.720001,46.27,7569900,45.621699
"132",46.310001,46.900002,45.740002,46.110001,6812600,45.463941
"133",45.759998,47.98,45.349998,47.029999,9632000,46.371049
"134",47.139999,48.5,46.849998,47.790001,8219400,47.120403
"135",48.400002,48.52,45.849998,47.07,13097100,46.41049
"136",47.209999,48.919998,47.18,48.880001,11362800,48.19513
"137",48.610001,49.220001,48.349998,48.84,7796500,48.15569
"138",49.110001,49.59,48.889999,49.360001,5236100,48.668405
"139",49.040001,50,48.889999,49.790001,3646700,49.09238
"140",49.91,50.630001,49.830002,50.290001,5273000,49.585374
"141",50.59,51.040001,49.889999,50.009998,4835000,49.309295
"142",49.650002,50.330002,49.580002,49.709999,5165900,49.013499
"143",49.560001,49.990002,49.310001,49.5,5925900,48.806442
"144",49.549999,50.459999,49.07,50.34,5897000,49.634673
"145",49.84,49.84,48.09,48.27,7732700,47.593677
"146",48.220001,48.950001,47.290001,47.68,8586800,47.011943
"147",48.07,48.950001,47.16,47.310001,8825800,46.647128
"148",48.09,50.119999,47.759998,50.02,8941700,49.319157
"149",49.990002,50.299999,48.369999,48.650002,8475100,47.968354
"150",48.310001,48.43,47,47.369999,6898700,46.706285
"151",48.25,48.529999,45.529999,45.950001,10932800,45.306183
"152",45.470001,45.540001,43.73,44.860001,13608500,44.231455
"153",45.299999,45.32,43.450001,44.07,11217200,43.452523
"154",44.700001,45.73,44.599998,45.400002,9633000,44.76389
"155",45.150002,46.529999,44.919998,46.509998,8528100,45.858334
"156",46.720001,47.360001,46.310001,47.189999,6944400,46.528807
"157",48,48.169998,46.860001,48,9023300,47.327459
"158",48.080002,50.900002,47.740002,50.16,11629500,49.457195
"159",50.040001,51.709999,50.040001,51.189999,9803200,50.472762
"160",50.799999,51.599998,50.5,51.23,6593400,50.512203
"161",51.540001,52.310001,51.099998,51.509998,12498700,50.788278
"162",52.880001,53.200001,51.18,52.080002,11391500,51.350295
"163",51.75,53.900002,51.5,52.880001,10200500,52.139085
"164",53.400002,54.439999,52.919998,54.439999,9905800,53.677225
"165",54.689999,54.869999,53.509998,54.380001,10521100,53.618069
"166",54,54.700001,53.419998,54.290001,7770500,53.529329
"167",54.66,55.220001,54.009998,55.009998,6612200,54.239239
"168",55.299999,55.459999,54.400002,54.860001,7762700,54.091343
"169",54.59,54.830002,54,54.450001,5036300,54.081409
"170",54.419998,55.540001,54.110001,55.52,7759700,55.144166
"171",55.419998,55.990002,54.900002,55.360001,6647300,54.985249
"172",55.639999,57.07,55.279999,56.549999,10149300,56.167192
"173",57.82,58.970001,57.389999,58.599998,13179700,58.203314
"174",58.59,59.380001,58.169998,58.73,8450100,58.332435
"175",59.259998,59.43,58.48,59.27,6655700,58.868781
"176",59.200001,60.68,58.990002,60.18,7449200,59.77262
"177",60.23,60.75,59.48,60.720001,6927900,60.308966
"178",60.630001,62.91,60.540001,62.5,9827200,62.076915
"179",62.400002,62.639999,60.919998,61.599998,6310400,61.183006
"180",61.279999,61.669998,60.799999,61.27,5407500,60.855242
"181",61.369999,62.799999,61.349998,61.970001,7633500,61.550504
"182",61.970001,62.740002,61.540001,61.689999,8224900,61.272397
"183",61.130001,61.220001,58.200001,58.669998,13063700,58.27284
"184",59.099998,60.189999,59.080002,60.080002,6377700,59.673299
"185",59.610001,59.610001,58.389999,59.080002,7102100,58.680068
"186",59.43,60.439999,59.279999,59.959999,6580400,59.554108
"187",59.16,60.290001,58.48,58.740002,5741000,58.34237
"188",58.560001,59.689999,58.549999,58.599998,6147500,58.203314
"189",58.25,58.310001,57.23,57.77,6435400,57.378935
"190",56.299999,57.82,56.299999,57.740002,10910800,57.349139
"191",58.139999,59.279999,57.66,57.779999,7140100,57.388865
"192",57.959999,58.73,57.759998,58.529999,5127100,58.133788
"193",58.360001,59.700001,58.029999,59.66,5317200,59.25614
"194",59.419998,60.139999,58.389999,59.900002,5471900,59.494517
"195",59.990002,62.549999,59.59,61.959999,8494300,61.54057
"196",61.360001,61.52,60.41,60.799999,5156600,60.388422
"197",61.110001,62.220001,60.849998,61.549999,10391800,61.133345
"198",61.790001,62.82,61.689999,62.490002,7250700,62.066984
"199",62.200001,62.709999,61.889999,62.07,7275500,61.649826
"200",62.84,64.489998,62.75,63.779999,10707100,63.348249
"201",64.410004,64.459999,63.009998,63.380001,7688300,62.950959
"202",64.300003,64.400002,61.400002,61.869999,7746800,61.451179
"203",62.119999,63.869999,62,63.759998,7052900,63.328384
"204",63.080002,64.169998,62.959999,63.619999,5371300,63.189332
"205",63.970001,64.279999,63.369999,63.450001,7650700,63.020485
"206",63.369999,63.650002,59.310001,59.799999,13137900,59.395192
"207",60.349998,60.52,58.860001,59.529999,9501600,59.127019
"208",59.970001,60.029999,58.259998,58.59,9843700,58.193383
"209",58.900002,59.73,58.400002,58.619999,6688500,58.223179
"210",59.220001,59.32,58.139999,58.919998,5982600,58.521148
"211",59.23,60.16,59.029999,59.73,5167600,59.325666
"212",59.66,59.779999,57.16,57.459999,7597800,57.071032
"213",57.490002,57.799999,56.849998,57.189999,7286400,56.802859
"214",57.57,58.200001,57,57.110001,6877400,56.723403
"215",57.060001,58.700001,56.84,58.259998,6487300,57.865615
"216",57.970001,58.099998,57.040001,57.560001,5230600,57.170357
"217",57.740002,58.389999,57.23,57.470001,5317900,57.080966
"218",57.470001,58.59,57.34,58.330002,5381600,57.935145
"219",58.580002,59.689999,58,59.349998,6344500,58.948237
"220",59.5,59.869999,58.919998,59.23,5542700,58.82905
"221",59.400002,60.77,59.369999,60.049999,5277700,59.643499
"222",60.310001,60.439999,59.200001,59.400002,8056400,58.997902
"223",59.82,60.650002,58.119999,58.700001,7905400,58.302639
"224",58.790001,59.16,57.549999,57.919998,6002600,57.527917
"225",58.049999,58.119999,56.09,56.900002,8067500,56.514825
"226",57.049999,59.139999,56.959999,58.900002,6905700,58.501286
"227",59.009998,59.110001,57.610001,58.110001,6709600,57.716633
"228",58.299999,58.299999,57.450001,58.02,4179100,57.627242
"229",58.400002,58.580002,57.040001,57.52,4727000,57.130627
"230",57.43,58.080002,57.119999,57.790001,5762500,57.3988
"231",58.16,59.220001,57.470001,59.09,5542700,58.689999
"232",58.669998,58.799999,57.400002,58.27,5689900,58.27
"233",58.259998,58.27,57.290001,57.529999,4417500,57.529999
"234",58.150002,58.669998,57.73,58.279999,4444300,58.279999
"235",58.57,59.919998,58.48,59.790001,5081400,59.790001
"236",59.68,60.139999,59.02,59.619999,4768500,59.619999
"237",59.560001,60.560001,59.259998,60.41,3791000,60.41
"238",60.200001,60.720001,59.77,59.880001,4911600,59.880001
"239",59.93,60.57,59.630001,60.23,4324100,60.23
"240",60.200001,60.740002,59.849998,60.610001,3705600,60.610001
"241",60.200001,61.25,60.200001,60.990002,3554100,60.990002
"242",60.5,60.599998,59.110001,59.529999,7040800,59.529999
"243",59.84,60,58.889999,59.150002,6777100,59.150002
"244",59.049999,59.790001,58.599998,58.919998,4674400,58.919998
"245",58.799999,60.48,58.18,59.240002,7413900,59.240002
"246",59.209999,59.939999,58.700001,58.779999,5569900,58.779999
"247",58.73,58.849998,57.84,58.509998,5080700,58.509998
"248",58.150002,58.279999,57.43,57.759998,4996000,57.759998
"249",57.349998,57.82,56.759998,56.880001,4802700,56.880001
"250",56.869999,58.240002,56.860001,57.740002,5239700,57.740002
"251",57.630001,58.09,57.299999,57.619999,3787200,57.619999
"252",57.84,58.139999,57.150002,57.150002,4227300,57.150002
"253",57.560001,58.68,57.43,58.209999,5641000,58.209999
